database,table,primary_key_column,primary_key,column,category,status,issues,rule_decision,rule_score,rule_issues,ai_decision,ai_score,ai_reason,source_en,translation_vi,review_note
lang_error_code.db,ErrorCode,Id,574,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,575,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,576,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,577,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,578,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,579,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,580,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,581,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,582,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,583,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,584,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,585,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,586,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,587,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,588,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,589,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,609,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,610,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,611,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,612,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,613,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,614,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,615,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,616,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,617,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,618,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,619,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,620,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,622,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,623,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,624,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,625,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,626,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,627,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,628,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,629,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,630,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,631,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,752,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,1025,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,1026,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,1027,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,1028,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,1029,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
lang_error_code.db,ErrorCode,Id,1030,Content,general,translated,,PASS,10,,,,,Rage on and on……,Thịnh nộ không ngừng……,
