database,table,primary_key_column,primary_key,column,category,status,issues,rule_decision,rule_score,rule_issues,ai_decision,ai_score,ai_reason,source_en,translation_vi,review_note
lang_menu.db,MenuConfig,Id,84,Content,ui,translated,,PASS,10,,,,,Move Backwards,Lùi,
lang_menu.db,MenuConfig,Id,85,Content,ui,translated,,REVIEW,6,same_as_source,,,,S,S,
lang_menu.db,MenuConfig,Id,86,Content,ui,translated,,PASS,10,,,,,Operate,Thao Tác,
lang_menu.db,MenuConfig,Id,87,Content,ui,translated,,PASS,10,,,,,Move Left,Trái,
lang_menu.db,MenuConfig,Id,88,Content,ui,translated,,REVIEW,6,same_as_source,,,,A,A,
lang_menu.db,MenuConfig,Id,89,Content,ui,translated,,PASS,10,,,,,Operate,Thao Tác,
lang_menu.db,MenuConfig,Id,90,Content,ui,translated,,PASS,10,,,,,Move Right,Phải,
lang_menu.db,MenuConfig,Id,91,Content,ui,translated,,REVIEW,6,same_as_source,,,,D,D,
lang_menu.db,MenuConfig,Id,92,Content,ui,translated,,PASS,10,,,,,Operate,Thao Tác,
lang_menu.db,MenuConfig,Id,93,Content,ui,translated,,PASS,10,,,,,Toggle Walk/Run,Bật/Tắt Đi/Bộ,
lang_menu.db,MenuConfig,Id,94,Content,ui,translated,,PASS,10,,,,,Left Ctrl,Ctrl Trái,
lang_menu.db,MenuConfig,Id,95,Content,ui,translated,,PASS,10,,,,,Operate,Thao Tác,
lang_menu.db,MenuConfig,Id,96,Content,ui,translated,,PASS,10,,,,,Normal Attack,Basic Attack,
lang_menu.db,MenuConfig,Id,97,Content,ui,translated,,PASS,10,,,,,Left Mouse Click,Nhấp Chuột Trái,
lang_menu.db,MenuConfig,Id,98,Content,ui,translated,,PASS,10,,,,,Operate,Thao Tác,
lang_menu.db,MenuConfig,Id,99,Content,ui,translated,,PASS,10,,,,,Target Lock-On,Khóa Mục Tiêu,
lang_menu.db,MenuConfig,Id,100,Content,ui,translated,,PASS,10,,,,,MMB,Nút Chuột Giữa,
lang_menu.db,MenuConfig,Id,101,Content,ui,translated,,PASS,10,,,,,Operate,Thao Tác,
lang_menu.db,MenuConfig,Id,102,Content,ui,translated,,PASS,10,,,,,Disengage Target Lock-On,Hủy Khóa Mục tiêu,
lang_menu.db,MenuConfig,Id,103,Content,ui,translated,,PASS,10,,,,,Hold MMB,Giữ nút chuột giữa,
lang_menu.db,MenuConfig,Id,104,Content,ui,translated,,PASS,10,,,,,Operate,Thao Tác,
lang_menu.db,MenuConfig,Id,105,Content,ui,translated,,PASS,10,,,,,Resonance Skill,Resonance Skill,
lang_menu.db,MenuConfig,Id,106,Content,ui,translated,,REVIEW,6,same_as_source,,,,E,E,
lang_menu.db,MenuConfig,Id,107,Content,ui,translated,,PASS,10,,,,,Operate,Thao Tác,
lang_menu.db,MenuConfig,Id,108,Content,ui,translated,,PASS,10,,,,,Resonance Liberation,Resonance Liberation,
lang_menu.db,MenuConfig,Id,109,Content,ui,translated,,REVIEW,6,same_as_source,,,,R,R,
lang_menu.db,MenuConfig,Id,110,Content,ui,translated,,PASS,10,,,,,Operate,Thao Tác,
lang_menu.db,MenuConfig,Id,111,Content,ui,translated,,PASS,10,,,,,Sprint/Evade,Tăng Tốc/Tránh Né,
lang_menu.db,MenuConfig,Id,112,Content,ui,translated,,PASS,10,,,,,Left Shift,Shift Trái,
lang_menu.db,MenuConfig,Id,113,Content,ui,translated,,PASS,10,,,,,Operate,Thao Tác,
lang_menu.db,MenuConfig,Id,114,Content,ui,translated,,PASS,10,,,,,Sprint/Evade,Tăng Tốc/Tránh Né,
lang_menu.db,MenuConfig,Id,115,Content,ui,translated,,PASS,10,,,,,Right Mouse Click,Nhấp Chuột Phải,
lang_menu.db,MenuConfig,Id,116,Content,ui,translated,,PASS,10,,,,,Operate,Thao Tác,
lang_menu.db,MenuConfig,Id,117,Content,ui,translated,,PASS,10,,,,,Exploration Tools,Dụng Cụ Thám Hiểm,
lang_menu.db,MenuConfig,Id,118,Content,ui,translated,,REVIEW,6,same_as_source,,,,T,T,
lang_menu.db,MenuConfig,Id,119,Content,ui,translated,,PASS,10,,,,,Operate,Thao Tác,
lang_menu.db,MenuConfig,Id,120,Content,ui,translated,,PASS,10,,,,,Echo Ability,Kỹ Năng Echo,
lang_menu.db,MenuConfig,Id,121,Content,ui,translated,,REVIEW,6,same_as_source,,,,Q,Q,
lang_menu.db,MenuConfig,Id,122,Content,ui,translated,,PASS,10,,,,,Operate,Thao Tác,
lang_menu.db,MenuConfig,Id,123,Content,ui,translated,,PASS,10,,,,,Toggle Aiming Mode,Bật/Tắt Chế Độ Ngắm,
lang_menu.db,MenuConfig,Id,124,Content,ui,translated,,REVIEW,6,same_as_source,,,,G,G,
lang_menu.db,MenuConfig,Id,125,Content,ui,translated,,PASS,10,,,,,Operate,Thao Tác,
lang_menu.db,MenuConfig,Id,126,Content,ui,translated,,PASS,10,,,,,Jump,Nhảy,
lang_menu.db,MenuConfig,Id,127,Content,ui,translated,,PASS,10,,,,,Space,Không Gian,
lang_menu.db,MenuConfig,Id,128,Content,ui,translated,,PASS,10,,,,,Operate,Thao Tác,
lang_menu.db,MenuConfig,Id,129,Content,ui,translated,,PASS,10,,,,,Drop,Rơi,
lang_menu.db,MenuConfig,Id,130,Content,ui,translated,,REVIEW,6,same_as_source,,,,X,X,
lang_menu.db,MenuConfig,Id,131,Content,ui,translated,,PASS,10,,,,,Operate,Thao Tác,
lang_menu.db,MenuConfig,Id,132,Content,ui,translated,,PASS,10,,,,,Side Sprint,Trượt Nhanh,
lang_menu.db,MenuConfig,Id,133,Content,ui,translated,,PASS,10,,,,,Right Mouse Click,Nhấp Chuột Phải,
lang_menu.db,MenuConfig,Id,134,Content,ui,translated,,PASS,10,,,,,Operate,Thao Tác,
lang_menu.db,MenuConfig,Id,135,Content,ui,translated,,PASS,10,,,,,Collect/Interact,Thu thập/Tương tác,
lang_menu.db,MenuConfig,Id,136,Content,ui,translated,,REVIEW,6,same_as_source,,,,F,F,
lang_menu.db,MenuConfig,Id,137,Content,ui,translated,,PASS,10,,,,,Operate,Thao Tác,
lang_menu.db,MenuConfig,Id,138,Content,ui,translated,,PASS,10,,,,,Switch to Team Member 1,Đổi sang Thành viên 1,
lang_menu.db,MenuConfig,Id,139,Content,ui,translated,,REVIEW,6,same_as_source,,,,1,1,
lang_menu.db,MenuConfig,Id,140,Content,ui,translated,,PASS,10,,,,,Operate,Thao Tác,
lang_menu.db,MenuConfig,Id,141,Content,ui,translated,,PASS,10,,,,,Switch to Team Member 2,Đổi sang Thành viên 2,
lang_menu.db,MenuConfig,Id,142,Content,ui,translated,,REVIEW,6,same_as_source,,,,2,2,
lang_menu.db,MenuConfig,Id,143,Content,ui,translated,,PASS,10,,,,,Operate,Thao Tác,
lang_menu.db,MenuConfig,Id,144,Content,ui,translated,,PASS,10,,,,,Switch to Team Member 3,Đổi sang Thành viên 3,
lang_menu.db,MenuConfig,Id,145,Content,ui,translated,,REVIEW,6,same_as_source,,,,3,3,
lang_menu.db,MenuConfig,Id,146,Content,ui,translated,,REVIEW,6,same_as_source,,,,Menu,Menu,
lang_menu.db,MenuConfig,Id,147,Content,ui,translated,,PASS,10,,,,,Mail,Thư,
lang_menu.db,MenuConfig,Id,148,Content,ui,translated,,PASS,10,,,,,N,Không,
lang_menu.db,MenuConfig,Id,149,Content,ui,translated,,REVIEW,6,same_as_source,,,,Menu,Menu,
lang_menu.db,MenuConfig,Id,150,Content,ui,translated,,PASS,10,,,,,Map,Bản Đồ,
lang_menu.db,MenuConfig,Id,151,Content,ui,translated,,REVIEW,6,same_as_source,,,,M,M,
lang_menu.db,MenuConfig,Id,152,Content,ui,translated,,REVIEW,6,same_as_source,,,,Menu,Menu,
lang_menu.db,MenuConfig,Id,153,Content,ui,translated,,PASS,10,,,,,Open Task Terminal,Mở Thiết Bị Nhiệm Vụ,
lang_menu.db,MenuConfig,Id,154,Content,ui,translated,,REVIEW,6,same_as_source,,,,J,J,
lang_menu.db,MenuConfig,Id,155,Content,ui,translated,,REVIEW,6,same_as_source,,,,Menu,Menu,
lang_menu.db,MenuConfig,Id,156,Content,ui,translated,,PASS,10,,,,,Open Menu,Mở Menu,
lang_menu.db,MenuConfig,Id,157,Content,ui,translated,,REVIEW,6,same_as_source,,,,Esc,Esc,
lang_menu.db,MenuConfig,Id,158,Content,ui,translated,,REVIEW,6,same_as_source,,,,Menu,Menu,
lang_menu.db,MenuConfig,Id,159,Content,ui,translated,,PASS,10,,,,,Open Team Setup Screen,Mở Màn Hình Đội Hình,
lang_menu.db,MenuConfig,Id,160,Content,ui,translated,,REVIEW,6,same_as_source,,,,L,L,
lang_menu.db,MenuConfig,Id,161,Content,ui,translated,,REVIEW,6,same_as_source,,,,Menu,Menu,
lang_menu.db,MenuConfig,Id,162,Content,ui,translated,,PASS,10,,,,,Backpack,Hành trang,
lang_menu.db,MenuConfig,Id,163,Content,ui,translated,,REVIEW,6,same_as_source,,,,B,B,
lang_menu.db,MenuConfig,Id,164,Content,ui,translated,,REVIEW,6,same_as_source,,,,Menu,Menu,
lang_menu.db,MenuConfig,Id,165,Content,ui,translated,,PASS,10,,,,,Open Resonator Interface,Mở Giao Diện Resonator,
lang_menu.db,MenuConfig,Id,166,Content,ui,translated,,REVIEW,6,same_as_source,,,,C,C,
lang_menu.db,MenuConfig,Id,167,Content,ui,translated,,REVIEW,6,same_as_source,,,,Menu,Menu,
lang_menu.db,MenuConfig,Id,168,Content,ui,translated,,PASS,10,,,,,Open Exploration Utilities Wheel,Mở Bánh Xe Tiện Ích Thám Hiểm,
lang_menu.db,MenuConfig,Id,169,Content,ui,translated,,REVIEW,6,same_as_source,,,,Tab,Tab,
lang_menu.db,MenuConfig,Id,170,Content,ui,translated,,REVIEW,6,same_as_source,,,,Menu,Menu,
lang_menu.db,MenuConfig,Id,171,Content,ui,translated,,PASS,10,,,,,Configure Exploration Utilities,Cài đặt Tiện ích Khám phá,
lang_menu.db,MenuConfig,Id,172,Content,ui,translated,,PASS,10,,,,,P,Tạm Dừng,
lang_menu.db,MenuConfig,Id,173,Content,ui,translated,,PASS,10,,,,,In-Game Text Language,Ngôn ngữ văn bản trong game,
lang_menu.db,MenuConfig,Id,174,Content,ui,translated,,PASS,10,,,,,Language Selection,Chọn Ngôn Ngữ,
lang_menu.db,MenuConfig,Id,175,Content,ui,translated,,PASS,10,,,,,简体中文,Tiếng Trung Giản Thể,
lang_menu.db,MenuConfig,Id,176,Content,ui,translated,,PASS,10,,,,,English,Tiếng Anh,
lang_menu.db,MenuConfig,Id,177,Content,ui,translated,,PASS,10,,,,,日本語,Tiếng Nhật,
lang_menu.db,MenuConfig,Id,178,Content,ui,translated,,PASS,10,,,,,Voice-Over Language,Ngôn Ngữ Lồng Tiếng,
lang_menu.db,MenuConfig,Id,179,Content,ui,translated,,PASS,10,,,,,Voice-Over Language Selection,Lựa Chọn Ngôn Ngữ Lồng Tiếng,
lang_menu.db,MenuConfig,Id,180,Content,ui,translated,,PASS,10,,,,,普通话,Tiếng Trung Phổ Thông,
lang_menu.db,MenuConfig,Id,181,Content,ui,translated,,PASS,10,,,,,English,Tiếng Anh,
lang_menu.db,MenuConfig,Id,182,Content,ui,translated,,PASS,10,,,,,日本語,Tiếng Nhật,
lang_menu.db,MenuConfig,Id,183,Content,ui,translated,,PASS,10,,,,,Voice-Over Language,Ngôn Ngữ Lồng Tiếng,
lang_menu.db,MenuConfig,Id,184,Content,ui,translated,,PASS,10,,,,,Manage Voice-Over Files,Quản Lý File Lồng Tiếng,
lang_menu.db,MenuConfig,Id,185,Content,ui,translated,,PASS,10,,,,,普通话,Tiếng Trung Phổ Thông,
lang_menu.db,MenuConfig,Id,186,Content,ui,translated,,PASS,10,,,,,English,Tiếng Anh,
lang_menu.db,MenuConfig,Id,187,Content,ui,translated,,PASS,10,,,,,日本語,Tiếng Nhật,
lang_menu.db,MenuConfig,Id,188,Content,ui,translated,,PASS,10,,,,,Setup,Thiết Lập,
lang_menu.db,MenuConfig,Id,191,Content,ui,translated,,PASS,10,,,,,Open,Mở,
lang_menu.db,MenuConfig,Id,192,Content,ui,translated,,PASS,10,,,,,Close,Đóng,
lang_menu.db,MenuConfig,Id,193,Content,ui,translated,,REVIEW,6,same_as_source,,,,Menu,Menu,
lang_menu.db,MenuConfig,Id,196,Content,ui,translated,,REVIEW,6,same_as_source,,,,Menu,Menu,
lang_menu.db,MenuConfig,Id,199,Content,ui,translated,,PASS,10,,,,,Audio,Âm thanh,
lang_menu.db,MenuConfig,Id,201,Content,ui,translated,,PASS,10,,,,,Audio,Âm thanh,
lang_menu.db,MenuConfig,Id,203,Content,ui,translated,,PASS,10,,,,,Audio,Âm thanh,
lang_menu.db,MenuConfig,Id,208,Content,ui,translated,,PASS,10,,,,,High,Cao,
lang_menu.db,MenuConfig,Id,212,Content,ui,translated,,PASS,10,,,,,Close,Đóng,
lang_menu.db,MenuConfig,Id,213,Content,ui,translated,,PASS,10,,,,,Open,Mở,
lang_menu.db,MenuConfig,Id,216,Content,ui,translated,,PASS,10,,,,,Close,Đóng,
lang_menu.db,MenuConfig,Id,217,Content,ui,translated,,PASS,10,,,,,Open,Mở,
lang_menu.db,MenuConfig,Id,220,Content,ui,translated,,PASS,10,,,,,Close,Đóng,
lang_menu.db,MenuConfig,Id,221,Content,ui,translated,,PASS,10,,,,,Open,Mở,
lang_menu.db,MenuConfig,Id,224,Content,ui,translated,,PASS,10,,,,,Close,Đóng,
lang_menu.db,MenuConfig,Id,225,Content,ui,translated,,PASS,10,,,,,Open,Mở,
lang_menu.db,MenuConfig,Id,236,Content,ui,translated,,PASS,10,,,,,Custom,Tùy chỉnh,
lang_menu.db,MenuConfig,Id,238,Content,ui,translated,,PASS,10,,,,,Low,Thấp,
lang_menu.db,MenuConfig,Id,239,Content,ui,translated,,PASS,10,,,,,High,Cao,
lang_menu.db,MenuConfig,Id,240,Content,ui,translated,,PASS,10,,,,,Custom,Tùy chỉnh,
lang_menu.db,MenuConfig,Id,245,Content,ui,translated,,PASS,10,,,,,Custom,Tùy chỉnh,
lang_menu.db,MenuConfig,Id,247,Content,ui,translated,,PASS,10,,,,,Close,Đóng,
lang_menu.db,MenuConfig,Id,248,Content,ui,translated,,PASS,10,,,,,Open,Mở,
lang_menu.db,MenuConfig,Id,249,Content,ui,translated,,PASS,10,,,,,Custom,Tùy chỉnh,
lang_menu.db,MenuConfig,Id,251,Content,ui,translated,,PASS,10,,,,,Close,Đóng,
lang_menu.db,MenuConfig,Id,252,Content,ui,translated,,PASS,10,,,,,Open,Mở,
lang_menu.db,MenuConfig,Id,253,Content,ui,translated,,PASS,10,,,,,Custom,Tùy chỉnh,
lang_menu.db,MenuConfig,Id,255,Content,ui,translated,,PASS,10,,,,,Close,Đóng,
lang_menu.db,MenuConfig,Id,256,Content,ui,translated,,PASS,10,,,,,Open,Mở,
lang_menu.db,MenuConfig,Id,261,Content,ui,translated,,PASS,10,,,,,Custom,Tùy chỉnh,
lang_menu.db,MenuConfig,Id,263,Content,ui,translated,,PASS,10,,,,,Custom,Tùy chỉnh,
lang_menu.db,MenuConfig,Id,265,Content,ui,translated,,PASS,10,,,,,Close,Đóng,
lang_menu.db,MenuConfig,Id,266,Content,ui,translated,,PASS,10,,,,,Open,Mở,
lang_menu.db,MenuConfig,Id,268,Content,ui,translated,,PASS,10,,,,,Operate,Thao Tác,
lang_menu.db,MenuConfig,Id,270,Content,ui,translated,,PASS,10,,,,,Setup,Thiết Lập,
lang_menu.db,MenuConfig,Id,271,Content,ui,translated,,PASS,10,,,,,Custom,Tùy chỉnh,
lang_menu.db,MenuConfig,Id,273,Content,ui,translated,,PASS,10,,,,,Close,Đóng,
lang_menu.db,MenuConfig,Id,274,Content,ui,translated,,PASS,10,,,,,Open,Mở,
lang_menu.db,MainType,Id,1,Content,ui,translated,,PASS,10,,,,,Sound,Âm Thanh,
lang_menu.db,MainType,Id,2,Content,ui,translated,,PASS,10,,,,,Graphic,Đồ Họa,
lang_menu.db,MainType,Id,3,Content,ui,translated,,PASS,10,,,,,Keys,Phím,
lang_menu.db,MainType,Id,4,Content,ui,translated,,PASS,10,,,,,Language,Ngôn Ngữ,
lang_menu.db,MainType,Id,5,Content,ui,translated,,PASS,10,,,,,Others,Khác,
