en_source,vn_translate,loi_du_doan
(That mech's frequency felt like the presence from the rift back in Honami City.),(Tần số của cỗ máy đó giống như sự hiện diện từ vết nứt ở Thành phố Honami.),C?n ti?ng Anh nghi v?n: Honami | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Oh, and by the way? When you charged in to save Professor Mornye you looked pretty cool!","À này, nhân tiện? Lúc cậu xông vào cứu Giáo sư Mornye, trông cậu ngầu lắm đấy!",C?n ti?ng Anh nghi v?n: Mornye | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Mornye?,Mornye à?,C?n ti?ng Anh nghi v?n: Mornye | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
(Aemeath definitely glossed over some things.),(Aemeath chắc chắn đã giấu giếm vài điều.),C?n ti?ng Anh nghi v?n: Aemeath | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"The characters on that pen, they're Court of Savantae letters.",Những ký tự trên cây bút đó là chữ của Tòa án Savantae.,C?n ti?ng Anh nghi v?n: Savantae | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
(Looks like Aemeath is at the auditorium. What's she doing there?),(Có vẻ Aemeath đang ở khán phòng. Cô ấy làm gì ở đó nhỉ?),C?n ti?ng Anh nghi v?n: Aemeath | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Still trying to trade for last year's merch?,Vẫn cố đổi lấy hàng merch năm ngoái à?,C?n ti?ng Anh nghi v?n: merch | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Yeah, aren't you her biggest fan?","Ừ, cậu là fan cứng của cô ấy mà, phải không?",C?n ti?ng Anh nghi v?n: fan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Sunset settles over the Academy. Aemeath prepares to go with you to the rooftop to enjoy the breeze.,Hoàng hôn buông xuống Học viện. Aemeath chuẩn bị cùng cậu lên sân thượng để tận hưởng làn gió chiều.,C?n ti?ng Anh nghi v?n: Aemeath | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Aemeath...,Aemeath...,C?n ti?ng Anh nghi v?n: Aemeath | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Aemeath.,Aemeath.,C?n ti?ng Anh nghi v?n: Aemeath | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"You did great, Abby. Go get some rest.",Abby làm tốt lắm. Đi nghỉ ngơi đi.,C?n ti?ng Anh nghi v?n: Abby | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
The room is empty. Aemeath hasn't returned.,Căn phòng trống không. Aemeath vẫn chưa về.,C?n ti?ng Anh nghi v?n: Aemeath | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Hehe, well of course there is a trick to it.","Hehe, tất nhiên là có mẹo rồi.",C?n ti?ng Anh nghi v?n: Hehe | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"You can tell me now, Aemeath.","Giờ thì nói đi, Aemeath.",C?n ti?ng Anh nghi v?n: Aemeath | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Thank you, Aemeath.",Cảm ơn Aemeath.,C?n ti?ng Anh nghi v?n: Aemeath | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Ha, a dream of the old days.","Ha, giấc mơ về những ngày cũ...",C?n ti?ng Anh nghi v?n: Ha | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Morning! Off to see the Exostrider we go!,Chào buổi sáng! Đi gặp Exostrider thôi nào!,C?n ti?ng Anh nghi v?n: Exostrider | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Sigillum...,Sigillum...,C?n ti?ng Anh nghi v?n: Sigillum | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
What Sigillum said is unnecessary.,Những gì Sigillum nói đều không cần thiết.,C?n ti?ng Anh nghi v?n: Sigillum | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Stop, Aemeath.","Dừng lại đi, Aemeath.",C?n ti?ng Anh nghi v?n: Aemeath | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
The Core... it's returned to the Exostrider. It's one step closer to finally awakening.,Lõi... nó đã trở lại với Exostrider. Chỉ còn một bước nữa là thức tỉnh hoàn toàn.,C?n ti?ng Anh nghi v?n: Exostrider | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
And you? Your power should be restored now that Sigillum is gone.,"Còn cậu? Sức mạnh của cậu giờ đã phục hồi rồi chứ, giờ Sigillum đã biến mất.",C?n ti?ng Anh nghi v?n: Sigillum | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
It's more than restored. The Core's return has rebuilt my frequency from the ground up. I'm a full Exostrider Resonator now.,Không chỉ phục hồi đâu. Sự trở lại của Lõi đã tái cấu trúc tần số của tôi từ gốc. Giờ tôi là một Cộng Hưởng Giả Exostrider hoàn chỉnh.,C?n ti?ng Anh nghi v?n: Exostrider | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Look, Aemeath...","Nhìn này, Aemeath...",C?n ti?ng Anh nghi v?n: Aemeath | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Hehe...,Hehe...,C?n ti?ng Anh nghi v?n: Hehe | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"I'll be counting on you then, Aemeath.","Vậy thì tôi trông cậy vào cậu đấy, Aemeath.",C?n ti?ng Anh nghi v?n: Aemeath | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Haha... Do you have any idea what this means?,Haha... Cậu có biết điều này có ý nghĩa gì không?,C?n ti?ng Anh nghi v?n: Haha | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
(Aemeath...),(Aemeath...),C?n ti?ng Anh nghi v?n: Aemeath | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Aemeath, don't you dare decide this by yourself!","Aemeath, đừng có mà tự quyết định như thế!",C?n ti?ng Anh nghi v?n: Aemeath | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Aemeath!,Aemeath!,C?n ti?ng Anh nghi v?n: Aemeath | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Aemeath?,Aemeath à?,C?n ti?ng Anh nghi v?n: Aemeath | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Otherwise, the Soliskin couldn't have brought you back.","Nếu không, Soliskin đã không thể đưa cậu trở lại được.",C?n ti?ng Anh nghi v?n: Soliskin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Wait for me, Aemeath.","Đợi tớ nhé, Aemeath.",C?n ti?ng Anh nghi v?n: Aemeath | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Are you alright, Aemeath?","Ngươi ổn chứ, Aemeath?",C?n ti?ng Anh nghi v?n: Aemeath | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Aemeath?,Aemeath à?,C?n ti?ng Anh nghi v?n: Aemeath | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Aemeath...,Aemeath...,C?n ti?ng Anh nghi v?n: Aemeath | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
(A photo album.),"(""Một cuốn album ảnh."")",C?n ti?ng Anh nghi v?n: album | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Hehehe... AHAHAHAHA!,Hê hê hê... AHAHAHAHA!,C?n ti?ng Anh nghi v?n: AHAHAHAHA | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"How are you recovering from your injuries, Nivora?","Vết thương của cô thế nào rồi, Nivora?",C?n ti?ng Anh nghi v?n: Nivora | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Is that so? Then, Dr. Herssen, care to share your theory?","Vậy à? Thế thì, Tiến sĩ Herssen, ông có lý thuyết gì không?",C?n ti?ng Anh nghi v?n: Herssen | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
These are... the personnel files from the SkyArk Space Station.,Đây là... hồ sơ nhân sự từ Trạm Vũ trụ SkyArk.,C?n ti?ng Anh nghi v?n: SkyArk | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Professor Junxi?,Giáo sư Junxi?,C?n ti?ng Anh nghi v?n: Junxi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Bạn biết tuổi thọ của bạn là rất lớn. Ngoại trừ một số tai nạn, hầu hết chúng ta sẽ rời bỏ thế giới này trước bạn rất lâu.","Cậu biết đấy, tuổi thọ của cậu dài hơn rất nhiều. Ngoại trừ vài tai nạn bất ngờ, hầu hết chúng tôi sẽ rời bỏ thế giới này trước cậu từ rất lâu rồi.",C?n ti?ng Anh nghi v?n: tai | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Dr. Herssen. Is something the matter?,Bác sĩ Herssen... Có chuyện gì vậy?,C?n ti?ng Anh nghi v?n: Herssen | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Why, of course. Feel free to visit my office any time, Sigrika.","Tất nhiên rồi. Cứ thoải mái ghé văn phòng của tôi bất cứ lúc nào, Sigrika.",C?n ti?ng Anh nghi v?n: Sigrika | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"So, about that Exostrider plan you mentioned. Let's get into it.",Nói về kế hoạch Exostrider cậu đề cập đấy. Vào vấn đề luôn đi.,C?n ti?ng Anh nghi v?n: Exostrider | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"More personal business to attend to again, Dr. Herssen?","Lại có việc riêng à, bác sĩ Herssen?",C?n ti?ng Anh nghi v?n: Herssen | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Thank you for your understanding, Lucilla—President.","Cảm ơn vì đã thông cảm, Lucilla—ngài Chủ tịch.",C?n ti?ng Anh nghi v?n: Lucilla | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Haha, yes. Same as you, Madam President!","Haha, đúng vậy. Giống cô đấy, Thưa Chủ tịch!",C?n ti?ng Anh nghi v?n: Haha | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Sundermere?,Sundermere?,C?n ti?ng Anh nghi v?n: Sundermere | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
