en_source,vn_translate,loi_du_doan
Aemeath? The same one Professor Sakya always talked about?,Aemeath? Chính là người Giáo sư Sakya luôn nhắc tới sao?,C?n ti?ng Anh nghi v?n: Aemeath; Sakya | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Fleet Snowfluff... Interesting name. Let's go check it out!,Fleet Snowfluff... Cái tên thú vị đấy. Đi xem thử nào!,C?n ti?ng Anh nghi v?n: Fleet; Snowfluff | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
…So it could reactivate the Exostrider and cross the Stridergate to get back home.,…Vậy nên nó mới kích hoạt lại Exostrider và vượt qua Stridergate để trở về nhà.,C?n ti?ng Anh nghi v?n: Exostrider; Stridergate | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
You open the album to photos of Aemeath with her classmates.,"Cậu lật mở album, trong đó là những bức ảnh Aemeath chụp cùng bạn cùng lớp.",C?n ti?ng Anh nghi v?n: Aemeath; album | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
(Luuk texted me to go over the Exostrider plan at the infirmary. Better get going.),Luuk nhắn ta đến phòng bệnh để bàn về kế hoạch Exostrider. Phải đi thôi.,C?n ti?ng Anh nghi v?n: Exostrider; Luuk | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Luuk Herssen gathered this dirt from the ""place where he rests.""","Luuk Herssen đã lấy đất này từ ""nơi anh ấy yên nghỉ"".",C?n ti?ng Anh nghi v?n: Herssen; Luuk | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
My friends in the Black Shores told me you've already had a few run-ins with certain Overseers. Is that right?,Mấy người bạn ở Black Shores bảo tôi là cậu đã vài lần chạm trán với mấy vị Overseer rồi phải không? Đúng chứ?,C?n ti?ng Anh nghi v?n: Black; Shores | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Hydra is their leading mind on human evolution and body modifications. Whoever they are, they often work in tandem with ""Siren.""","Hydra là bộ não hàng đầu của chúng về tiến hóa loài người và cải tiến cơ thể. Dù là ai đi nữa, hắn thường phối hợp với ""Siren.""",C?n ti?ng Anh nghi v?n: Hydra; Siren | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
The Court of Savantae was active in Mengzhou?,Tòa án Savantae từng hoạt động ở Mengzhou sao?,C?n ti?ng Anh nghi v?n: Mengzhou; Savantae | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"An isolated polar region, rich with Exoswarm and the potential for technological breakthrough. Lahai-Roi is a gold mine.","Một vùng cực hẻo lánh, giàu Exoswarm và tiềm năng đột phá công nghệ. Lahai-Roi quả là một mỏ vàng.",C?n ti?ng Anh nghi v?n: Exoswarm; Lahai | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Luuk stops to administer basic first aid and report the situation to Startorch Academy.,Luuk dừng lại để sơ cứu cơ bản và báo cáo tình hình cho Học viện Startorch.,C?n ti?ng Anh nghi v?n: Luuk; Startorch | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Ero leans down, and Fluffball immediately nuzzles against him, looking deeply content.","Ero cúi xuống, Fluffball lập tức cọ đầu vào anh, trông vô cùng thỏa mãn.",C?n ti?ng Anh nghi v?n: Ero; Fluffball | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
I think I got it figured out. Let's go find Ero and Fluffball.,Tôi nghĩ mình đã hiểu ra rồi. Đi tìm Ero và Fluffball thôi nào.,C?n ti?ng Anh nghi v?n: Ero; Fluffball | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"You report the situation to the relevant department of the Spacetrek Collective. Soon after, a support staff member arrives to handle the matter.","Bạn báo cáo tình hình lên bộ phận liên quan của Spacetrek Collective. Chẳng mấy chốc, một nhân viên hỗ trợ đã đến để xử lý sự việc.",C?n ti?ng Anh nghi v?n: Collective; Spacetrek | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"There's a glitch, a hole in the system somewhere out in the Roya Frostlands. If you pass through it, a programming bug will log you out of the game.","Có một lỗi hệ thống, một lỗ hổng ở đâu đó ngoài Roya Frostlands. Nếu đi qua đó, một lỗi lập trình sẽ tự động đăng xuất cậu khỏi trò chơi.",C?n ti?ng Anh nghi v?n: Frostlands; Roya | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"That's right. The Fisalia family might be secretive, but Cantarella isn't as old-fashioned as the rumors would have you believe.","Đúng thế. Gia tộc Fisalia có thể bí ẩn, nhưng Cantarella không cổ hủ như lời đồn đâu.",C?n ti?ng Anh nghi v?n: Cantarella; Fisalia | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"So, it should make sense that a portion of the Echoes' power is hidden in the Roya Frostlands!","Vậy nên, việc một phần sức mạnh của Echoes ẩn náu ở Roya Frostlands là điều hợp lý!",C?n ti?ng Anh nghi v?n: Frostlands; Roya | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"I hate to give you credit... but I'm glad to speak again. I felt like a Zip Zap before, when I could only make beeping noises.",Tôi không muốn thừa nhận đâu... nhưng thật mừng khi được nói chuyện lại. Lúc trước tôi chỉ biết kêu bíp bíp như cái máy Zip Zap thôi.,C?n ti?ng Anh nghi v?n: Zap; Zip | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Alright, alright. But I'm not doing it for you, Andrius! I'm doing this for Garcia!","Được rồi, được rồi. Nhưng tôi làm vậy không phải vì anh đâu, Andrius! Tôi làm vì Garcia!",C?n ti?ng Anh nghi v?n: Andrius; Garcia | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Yes. Mornye confirmed that the abnormal frequency matches the Tacet Discord you encountered. It's the source.,Đúng vậy. Mornye đã xác nhận tần số bất thường trùng khớp với Tacet Discord mà cậu từng gặp. Đó chính là nguồn gốc.,C?n ti?ng Anh nghi v?n: Discord; Mornye | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"You'll have to ask her. She's the one who has to live up to the whole ""Heliodic Six successor"" thing.","Cậu phải hỏi cô ấy mới được. Cô ấy mới là người phải gánh vác danh hiệu ""Người Kế Vị Heliodic Six"" mà.",C?n ti?ng Anh nghi v?n: Heliodic; Six | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"...Oh, Denia. Did Isla come by?","...À, Denia. Isla có ghé qua không?",C?n ti?ng Anh nghi v?n: Denia; Isla | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
That's a Heliodic Six successor for you. It's only natural.,Đúng là phong cách của hậu duệ Heliodic Six. Chẳng có gì lạ cả.,C?n ti?ng Anh nghi v?n: Heliodic; Six | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Such strange, but fascinating experiences. I could spend an entire day in the Dark Side, leaving all my worries behind.","Những trải nghiệm kỳ lạ mà hấp dẫn làm sao. Tôi có thể dành cả ngày ở Dark Side, quên đi mọi muộn phiền.",C?n ti?ng Anh nghi v?n: Dark; Side | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
And finding your way out of the Dark Side solves the riddle.,Và tìm được lối ra khỏi Dark Side chính là giải đố.,C?n ti?ng Anh nghi v?n: Dark; Side | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"In other words, finding the sun rune is our way into the Dark Side.","Nói cách khác, tìm được biểu tượng mặt trời chính là chìa khóa để chúng ta xâm nhập vào Dark Side.",C?n ti?ng Anh nghi v?n: Dark; Side | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Think of it as the ""Academy's reflection."" It's a special Sonoro Sphere formed from the collective emotions of the student body.","Coi như đây là ""sự phản chiếu của Học viện"". Đó là một Sonoro Sphere đặc biệt, hình thành từ những cảm xúc tập thể của toàn thể học viên.",C?n ti?ng Anh nghi v?n: Sonoro; Sphere | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Lucilla, Sigrika and I received this riddle from the Divinator at the celebration venue.","Lucilla, Sigrika và tớ nhận được câu đố này từ Nhà Tiên Tri ở địa điểm tổ chức lễ hội.",C?n ti?ng Anh nghi v?n: Lucilla; Sigrika | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Remember you asked what I was doing in the Dark Side yesterday?,Cậu còn nhớ hôm qua cậu hỏi tớ làm gì ở Dark Side không?,C?n ti?ng Anh nghi v?n: Dark; Side | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Hic—you sound like a Soliskin now!,Hic—cậu nghe như dân Soliskin vậy!,C?n ti?ng Anh nghi v?n: Hic; Soliskin | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Hic... Don't worry, it won't last long and—hic!","Hic... Đừng lo, chẳng mấy chốc là hết mà—hic!",C?n ti?ng Anh nghi v?n: Hic; hic | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"We have an emergency, {PlayerName}. Multiple students are trapped in the Dark Side.","Có tình huống khẩn cấp, {PlayerName}. Nhiều học sinh đang bị mắc kẹt ở Dark Side.",C?n ti?ng Anh nghi v?n: Dark; Side | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
You really are a future Heliodic Six successor!,Cậu quả thật là người kế thừa tương lai của Heliodic Six!,C?n ti?ng Anh nghi v?n: Heliodic; Six | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
And then I saw you in the Dark Side.,Và rồi ta thấy cậu ở Dark Side.,C?n ti?ng Anh nghi v?n: Dark; Side | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Our future Heliodic Six successor!,Người kế vị tương lai của Heliodic Six!,C?n ti?ng Anh nghi v?n: Heliodic; Six | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
You receive a WavesLine message from Lucilla.,Bạn nhận được tin nhắn WavesLine từ Lucilla.,C?n ti?ng Anh nghi v?n: Lucilla; WavesLine | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"{PlayerName}, I need you to set a stable Dark Side exit with a riddle unknown to the Fractsidus.","{PlayerName}, cậu cần thiết lập một lối thoát Dark Side ổn định với một câu đố mà bọn Fractsidus không biết.",C?n ti?ng Anh nghi v?n: Dark; Side | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Chính xác. Tôi cần sự giúp đỡ của bạn để xác nhận điều gì đó. Tôi có thể mượn một món đồ mà bạn luôn mang theo được không?,Chính xác. Tớ cần cậu giúp xác nhận một điều. Cậu cho tớ mượn món đồ cậu luôn mang theo được không?,C?n ti?ng Anh nghi v?n: mang; theo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Professor Lucilla, congratulations. You've been elected as the new President of Startorch Academy.","Giáo sư Lucilla, xin chúc mừng cô. Cô vừa được bầu làm Hiệu trưởng mới của Học viện Startorch.",C?n ti?ng Anh nghi v?n: Lucilla; Startorch | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
You receive a WavesLine message from Lucilla.,Bạn nhận được tin nhắn WavesLine từ Lucilla.,C?n ti?ng Anh nghi v?n: Lucilla; WavesLine | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"It's worth noting that while many have entered the Dark Side, only a few were chosen by the rabbit.","Đáng chú ý là dù nhiều người đã bước vào Dark Side, nhưng chỉ có số ít được con thỏ lựa chọn.",C?n ti?ng Anh nghi v?n: Dark; Side | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Hahaha... Okay, Professor Edgar! I promise I won't!","Hahaha... Được rồi, Giáo sư Edgar! Con hứa sẽ không làm đâu!",C?n ti?ng Anh nghi v?n: Edgar; Hahaha | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"It wasn't your fault. Here's the thing, {PlayerName}. Malma likes being around people, but she also likes to pick on Stig.","Không phải lỗi của cậu đâu. Nghe này, {PlayerName}, Malma thích ở gần mọi người, nhưng cô ấy cũng thích trêu chọc Stig.",C?n ti?ng Anh nghi v?n: Malma; Stig | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"It wasn't your fault. Here's the thing, {PlayerName}, Malma likes being around people, but she also likes to pick on Stig.","Không phải lỗi của cậu đâu. Nghe này, {PlayerName}, Malma thích ở gần mọi người, nhưng cô ấy cũng thích trêu chọc Stig.",C?n ti?ng Anh nghi v?n: Malma; Stig | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"In short, the vehicle was intercepted during the field mission. It's the Roya Outcasts.","Tóm lại, phương tiện đã bị chặn lại trong nhiệm vụ thực địa. Chính là bọn Roya Outcasts.",C?n ti?ng Anh nghi v?n: Outcasts; Roya | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"I'm sure you still remember Warren, the man who betrayed the Collective and tried to sabotage Helios during the New Solar Ceremony.","Chắc hẳn cậu vẫn nhớ Warren, kẻ phản bội Tập Thể và định phá hoại Helios trong Lễ Mặt Trời Mới chứ.",C?n ti?ng Anh nghi v?n: Helios; Warren | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"No problem. If you have other questions concerning the Reactor Drive, just ask me... I'll do my best to respond.","Không sao. Nếu có thắc mắc gì về Reactor Drive, cứ hỏi tôi... Tôi sẽ cố trả lời hết sức có thể.",C?n ti?ng Anh nghi v?n: Drive; Reactor | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Mornye subtly gestures toward the prototype and Lenie, giving you a look that says this situation is a bit delicate and might need a ""delicate"" touch.","Mornye khẽ ra hiệu về phía nguyên mẫu và Lenie, nhìn cậu với ánh mắt ngụ ý tình hình hơi tế nhị và có lẽ cần một chút ""khéo léo"".",C?n ti?ng Anh nghi v?n: Lenie; Mornye | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Mentor, the Soliskin say we can use these Lumescribe Components to drive it off!","Thầy ơi, người Soliskin bảo chúng ta có thể dùng các Bộ phận Lumescribe này để đuổi nó đi!",C?n ti?ng Anh nghi v?n: Lumescribe; Soliskin | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"""The genius most like Warren."" Professor Anselm wasn't wrong.","""Thiên tài giống Warren nhất."" Giáo sư Anselm đã không nói sai.",C?n ti?ng Anh nghi v?n: Anselm; Warren | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
The prototype data and Lenie's Terminal logs have been forwarded to Spacetrek Collective.,Dữ liệu nguyên mẫu và nhật ký Thiết bị đầu cuối của Lenie đã được chuyển đến Spacetrek Collective.,C?n ti?ng Anh nghi v?n: Collective; Spacetrek | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"...By then, he'd thrown away his dignity and his ideals as a member of the Spacetrek Collective.","...Đến lúc đó, hắn đã vứt bỏ cả danh dự lẫn lý tưởng của một thành viên Spacetrek Collective.",C?n ti?ng Anh nghi v?n: Collective; Spacetrek | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Anselm wanted you to have this, Lenie.","Anselm muốn em nhận cái này, Lenie.",C?n ti?ng Anh nghi v?n: Anselm; Lenie | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Professor Anselm? But... wasn't he always at odds with Warren?,Giáo sư Anselm ư? Nhưng... chẳng phải ông ấy luôn bất đồng với Warren sao?,C?n ti?ng Anh nghi v?n: Anselm; Warren | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
This way! It said Soliskin energy can activate the components left behind by the Exostrider. We can use that to disperse the Voidmatter!,Lối này! Nó bảo năng lượng Soliskin có thể kích hoạt các bộ phận còn sót lại của Exostrider. Ta có thể dùng nó để phân tán Vật Chất Hư Không!,C?n ti?ng Anh nghi v?n: Exostrider; Soliskin | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Maybe we should contact the Spacetrek Collective.,Hay là mình liên lạc với Spacetrek Collective nhỉ?,C?n ti?ng Anh nghi v?n: Collective; Spacetrek | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"{PlayerName}, I'm an engineering major. Used to work on Reactor Drive projects with... Anyway, I know what I'm doing. I'll take care of this side.","{PlayerName}, mình học kỹ thuật cơ khí. Trước đây từng làm dự án Reactor Drive với... Thôi, khỏi kể. Mình biết mình đang làm gì mà. Phần này để mình lo.",C?n ti?ng Anh nghi v?n: Drive; Reactor | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"""We can use the ones at home. Not this one. Linnea said it belongs to another Soliskin.""","""Ta có thể dùng cái ở nhà. Cái này không phải đâu. Linnea bảo nó thuộc về một Soliskin khác.""",C?n ti?ng Anh nghi v?n: Linnea; Soliskin | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"""Names... Linnea left them here. Soliskin names... but Bada's name isn't here.""","""Những cái tên... Linnea để lại chúng ở đây. Tên của Soliskin... nhưng tên Bada lại không có.""",C?n ti?ng Anh nghi v?n: Linnea; Soliskin | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Oh my gosh, yes! It's me! I'm finally safe! Thank you, thank you, thank you! Budee, Ms. Linnea, and...?","Ôi trời ơi, đúng là tớ! Tớ an toàn rồi! Cảm ơn, cảm ơn các cậu thật nhiều! Budee, cô Linnea, và...?",C?n ti?ng Anh nghi v?n: Budee; Linnea | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"""Chululu! Finella's Terminal! It fell on the road. Budee found it!""","""Chululu! Thiết bị đầu cuối của Finella! Nó rơi trên đường. Budee tìm thấy rồi nè!""",C?n ti?ng Anh nghi v?n: Budee; Chululu | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
(Tell Pelagia what Barton actually thinks of her.),Nói với Pelagia xem Barton thực sự nghĩ gì về cô ấy.,C?n ti?ng Anh nghi v?n: Barton; Pelagia | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Solvein Heartwood from the Dimmr Plains? I've seen pictures of it before. Wait, I think I... I'm starting to remember.","Gỗ Tâm Solvein từ Đồng Bằng Dimmr à? Tớ đã thấy hình ảnh của nó trước đây. Đợi đã, hình như... tớ bắt đầu nhớ ra rồi.",C?n ti?ng Anh nghi v?n: Dimmr; Solvein | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Wait... what?! Why is there a standee of Professor Mornye in here?,Chờ đã... cái gì?! Sao lại có tấm standee của Giáo sư Mornye ở đây thế này?,C?n ti?ng Anh nghi v?n: Mornye; standee | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Wait, if not you... then who is ""Mao Wenti""?","Đợi đã, nếu không phải cậu… thì ""Mao Wenti"" là ai?",C?n ti?ng Anh nghi v?n: Mao; Wenti | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Babu! Off you ran again on your own. Ah, Zahira... and who is this?","Babu! Lại chạy đi đâu thế hả? À, Zahira... còn đây là ai vậy?",C?n ti?ng Anh nghi v?n: Babu; Zahira | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
These structures... They're Spacetrek Collective architecture. Did people truly live down here?,Những công trình này… Kiến trúc của Spacetrek Collective. Liệu có thật là con người từng sống dưới đây không nhỉ?,C?n ti?ng Anh nghi v?n: Collective; Spacetrek | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
And there it is. The giant in the center. Solvein Heartwood...,Đây rồi. Người khổng lồ ở trung tâm. Solvein Heartwood...,C?n ti?ng Anh nghi v?n: Heartwood; Solvein | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
I'm going to keep trying. I WILL graduate from Startorch Academy. I WILL join the Spacetrek Collective.,Tớ sẽ tiếp tục cố gắng. Tớ NHẤT ĐỊNH sẽ tốt nghiệp Học viện Startorch. Tớ NHẤT ĐỊNH sẽ gia nhập Tập thể Spacetrek.,C?n ti?ng Anh nghi v?n: Spacetrek; Startorch | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
No way... You actually went through the Stridergate? What was it like piloting the Exostrider?,Không đời nào... Cậu thực sự đã vượt qua Stridergate à? Lái Exostrider thế nào?,C?n ti?ng Anh nghi v?n: Exostrider; Stridergate | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
No way... You actually went through the Stridergate? And you fought Aleph-1 face-to-face?!,Không đời nào... Cậu thực sự đã vượt qua Stridergate à? Và còn đấu trực diện với Aleph-1 nữa?!,C?n ti?ng Anh nghi v?n: Aleph; Stridergate | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
