en_source,vn_translate,loi_du_doan
Okay.,Okay.,C?n ti?ng Anh nghi v?n: Okay | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Okay.,Okay.,C?n ti?ng Anh nghi v?n: Okay | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Okay.,Okay.,C?n ti?ng Anh nghi v?n: Okay | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Hello.,Hello.,C?n ti?ng Anh nghi v?n: Hello | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Leave...,Leave...,C?n ti?ng Anh nghi v?n: Leave | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Yes.,Yes.,C?n ti?ng Anh nghi v?n: Yes | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Hello.,Hello.,C?n ti?ng Anh nghi v?n: Hello | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Yes.,Yes.,C?n ti?ng Anh nghi v?n: Yes | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Yes.,Yes.,C?n ti?ng Anh nghi v?n: Yes | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Yes.,Yes.,C?n ti?ng Anh nghi v?n: Yes | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Hello.,Hello.,C?n ti?ng Anh nghi v?n: Hello | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Okay.,Okay.,C?n ti?ng Anh nghi v?n: Okay | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Yes.,Yes.,C?n ti?ng Anh nghi v?n: Yes | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Hello!,Hello!,C?n ti?ng Anh nghi v?n: Hello | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Yes.,Yes.,C?n ti?ng Anh nghi v?n: Yes | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Yes.,Yes.,C?n ti?ng Anh nghi v?n: Yes | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Yes.,Yes.,C?n ti?ng Anh nghi v?n: Yes | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Okay.,Okay.,C?n ti?ng Anh nghi v?n: Okay | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Yes.,Yes.,C?n ti?ng Anh nghi v?n: Yes | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Yes...,Yes...,C?n ti?ng Anh nghi v?n: Yes | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Great, it's starting to pour. Not worth getting all my gear soaked.","Tuyệt, trời bắt đầu đổ mưa to rồi. Không đáng để ướt hết đồ đạc đâu.",C?n ti?ng Anh nghi v?n: to | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Hello?,Hello?,C?n ti?ng Anh nghi v?n: Hello | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Hello?,Hello?,C?n ti?ng Anh nghi v?n: Hello | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
<color=#ece5d8>Max</color>,<color=#ece5d8>Max</color>,C?n ti?ng Anh nghi v?n: Max | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
<size=36><color=#e4e4e4ff>Level</color></size> <color=#fde7a1ff>{0}</color>,<size=36><color=#e4e4e4ff>Level</color></size> <color=#fde7a1ff>{0}</color>,C?n ti?ng Anh nghi v?n: Level | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
test/Description for obtaining Universal Echoes.,test/Mô tả về cách nhận được Tiếng Vọng Phổ Quát.,C?n ti?ng Anh nghi v?n: test | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
test/Description for obtaining Universal Echoes.,test/Mô tả về cách nhận được Tiếng Vọng Phổ Quát.,C?n ti?ng Anh nghi v?n: test | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Yes.,Yes.,C?n ti?ng Anh nghi v?n: Yes | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Yes.,Yes.,C?n ti?ng Anh nghi v?n: Yes | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Yes.,Yes.,C?n ti?ng Anh nghi v?n: Yes | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Yes.,Yes.,C?n ti?ng Anh nghi v?n: Yes | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Yes.,Yes.,C?n ti?ng Anh nghi v?n: Yes | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Nestor has told you everything he knows, yet his stories barely scratch the surface of Augusta's life. In the end, Nestor poses his questions: What is it that has lifted Augusta to the seat of power? What is it that makes a ruler? He expects no quick answers, but hopes you will meet Augusta with these questions in mind and seek the answers yourself.","Nestor đã kể cho cậu tất cả những gì ông biết, nhưng những câu chuyện đó chỉ mới chạm đến bề nổi cuộc đời của Augusta. Cuối cùng, Nestor đặt ra những câu hỏi: Điều gì đã đưa Augusta lên vị trí quyền lực? Điều gì tạo nên một người cai trị? Ông không mong đợi câu trả lời ngay lập tức, nhưng hy vọng cậu sẽ gặp Augusta với những câu hỏi đó trong đầu và tự mình tìm ra câu trả lời.",C?n ti?ng Anh nghi v?n: Augusta; Nestor | S? t?/c?m nghi v?n: 5 | T? l? nghi v?n: 0.385 | M?c ??: 15.85
"The Ebony Gatekeeper stands before you, revealing that the Somnoire acts as a vessel for storing dreams, and he is on a quest to find a way to confront the Lament. He explains that his role involves clearing the Somnoire by erasing what is deemed ""useless dreams."" Yet, despite this duty, he struggles with the idea. His conversation with a young girl leads him to the realization that he, too, is just a string of data, and that these so-called ""useless dreams"" hold the power to inspire and motivate people. Determined to change his course, he resolves to preserve every dream within the Somnoire.","Ebony Gatekeeper đứng trước mặt cậu, tiết lộ rằng Somnoire là nơi lưu giữ những giấc mơ, và anh ấy đang trên hành trình tìm cách đối đầu với Lament. Anh giải thích rằng nhiệm vụ của mình là xóa bỏ những ""giấc mơ vô dụng"" để làm sạch Somnoire. Thế nhưng, dù mang trọng trách ấy, anh vẫn day dứt. Cuộc trò chuyện với một cô bé đã khiến anh nhận ra mình cũng chỉ là một chuỗi dữ liệu, và những giấc mơ bị coi là ""vô dụng"" ấy lại có sức mạnh truyền cảm hứng, thúc đẩy con người. Quyết tâm thay đổi, anh quyết định sẽ bảo vệ mọi giấc mơ trong Somnoire.",C?n ti?ng Anh nghi v?n: Ebony; Gatekeeper; Somnoire | S? t?/c?m nghi v?n: 5 | T? l? nghi v?n: 0.278 | M?c ??: 15.78
"Queen of the Night gains a new ability - Healing Bubble, providing healing to Resonators and Tacet Discords on the field","Queen of the Night học được kỹ năng mới - Bong Bóng Hồi Phục, chữa trị cho Cộng Hưởng Giả và Tacet Discord trên chiến trường",C?n ti?ng Anh nghi v?n: Night; of; Queen | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.375 | M?c ??: 15.75
"Queen of the Night gains a new ability - Healing Bubble, providing healing to Resonators and Tacet Discords on the field","Queen of the Night học được kỹ năng mới - Bong Bóng Hồi Phục, chữa trị cho Cộng Hưởng Giả và Tacet Discord trên chiến trường",C?n ti?ng Anh nghi v?n: Night; of; Queen | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.375 | M?c ??: 15.75
"Queen of the Night gains a new ability - Healing Bubble, providing healing to Resonators and Tacet Discords on the field","Queen of the Night học được kỹ năng mới - Bong Bóng Hồi Phục, chữa trị cho Cộng Hưởng Giả và Tacet Discord trên chiến trường",C?n ti?ng Anh nghi v?n: Night; of; Queen | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.375 | M?c ??: 15.75
"Queen of the Night gains a new ability - Healing Bubble, providing healing to Resonators and Tacet Discords on the field","Queen of the Night học được kỹ năng mới - Bong Bóng Hồi Phục, chữa trị cho Cộng Hưởng Giả và Tacet Discord trên chiến trường",C?n ti?ng Anh nghi v?n: Night; of; Queen | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.375 | M?c ??: 15.75
"Queen of the Night gains a new ability - Healing Bubble, providing healing to Resonators and Tacet Discords on the field","Queen of the Night học được kỹ năng mới - Bong Bóng Hồi Phục, chữa trị cho Cộng Hưởng Giả và Tacet Discord trên chiến trường",C?n ti?ng Anh nghi v?n: Night; of; Queen | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.375 | M?c ??: 15.75
"Queen of the Night gains a new ability - Healing Bubble, providing healing to Resonators and Tacet Discords on the field","Queen of the Night học được kỹ năng mới - Bong Bóng Hồi Phục, chữa trị cho Cộng Hưởng Giả và Tacet Discord trên chiến trường",C?n ti?ng Anh nghi v?n: Night; of; Queen | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.375 | M?c ??: 15.75
"Queen of the Night gains a new ability - Healing Bubble, providing healing to Resonators and Tacet Discords on the field","Queen of the Night học được kỹ năng mới - Bong Bóng Hồi Phục, chữa trị cho Cộng Hưởng Giả và Tacet Discord trên chiến trường",C?n ti?ng Anh nghi v?n: Night; of; Queen | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.375 | M?c ??: 15.75
"A Hoverdroid powered by Remnant Energy.
It is equipped with a shooting module capable of launching destructive shockwaves.","Một con Hoverdroid được cung cấp năng lượng bởi Remnant Energy.
Nó được trang bị mô-đun bắn có khả năng phóng ra những đợt sóng xung kích hủy diệt.",C?n ti?ng Anh nghi v?n: Energy; Hoverdroid; Remnant | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.375 | M?c ??: 15.75
"An all-out war with the Order isn't a wise move. Rather than blindly tailing Capollo in search of a hidden data module, let's take control and have him come to us.","Gây chiến toàn diện với Order không phải là một quyết định khôn ngoan. Thay vì mù quáng bám theo Capollo để tìm module dữ liệu ẩn, chúng ta nên kiểm soát tình hình và buộc hắn phải đến với chúng ta.",C?n ti?ng Anh nghi v?n: Capollo; module; Order | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.375 | M?c ??: 15.75
"A good child will be given a lantern terminal. Ah, yes! This is The Deep: The Good Book from Rinascita: Unofficial History!",Đứa trẻ ngoan sẽ được trao một thiết bị đầu cuối đèn lồng. À phải! Đây là *The Deep: The Good Book* từ Rinascita: Lịch sử không chính thức!,C?n ti?ng Anh nghi v?n: Book; Deep; Good | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.375 | M?c ??: 15.75
"If it weren't for Mr. Chase backing the business prospects here, our boss never would've sent us all the way from the New Fed.","Nếu không có ông Chase đứng sau hỗ trợ triển vọng kinh doanh ở đây, sếp chúng ta đã chẳng bao giờ cử bọn mình từ New Fed tới tận nơi này.",C?n ti?ng Anh nghi v?n: Chase; Fed; New | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.375 | M?c ??: 15.75
"First, in the hands of Kuixiao, the IT guy. Second, in the hands of Xiyun, the boss.","Đầu tiên, nó nằm trong tay Kuixiao, nhân viên IT. Thứ hai, đến tay Xiyun, sếp của chúng ta.",C?n ti?ng Anh nghi v?n: IT; Kuixiao; Xiyun | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.375 | M?c ??: 15.75
"Against all odds, you and Lumi finally find Tangtang, her injured teammate, who had been searching for Lumi as well. Lumi is deeply moved, realizing for the first time that her value isn’t just in what she gives to others—her team members genuinely want to support her in return.","Vượt qua mọi khó khăn, cuối cùng cậu và Lumi cũng tìm thấy Tangtang – đồng đội bị thương của cô ấy, người cũng đang tìm kiếm Lumi. Lumi vô cùng xúc động, lần đầu tiên nhận ra giá trị của bản thân không chỉ nằm ở những gì cô trao đi – các đồng đội thực sự muốn ở bên và hỗ trợ cô.",C?n ti?ng Anh nghi v?n: Lumi; Tangtang | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.571 | M?c ??: 15.71
"I hope this didn't bother you. <ano=Ombra Elusiva>Invisibility</ano> is Madame Nyarla's Forte. Madame Nyarla, this is the distinguished guest invited by the Montellis, {PlayerName}. {Male=He;Female=She} is very interested in Carnevale masks.","Hy vọng điều này không làm phiền cậu. <ano=Ombra Elusiva>Tàng hình</ano> là sở trường của Madame Nyarla. Madame Nyarla, đây là vị khách quý mà nhà Montelli mời tới, {PlayerName}. {Male=Anh ấy;Female=Cô ấy} rất hứng thú với mặt nạ Carnevale.",C?n ti?ng Anh nghi v?n: Madame; Nyarla | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.571 | M?c ??: 15.71
"This is an automated, driverless courtesy vehicle recently developed by Lollo Logistics. If you have queries related to promotional partnership opportunities, you're welcome to visit our Lollo Logistics Center for further details.","Đây là phương tiện lịch sự tự động không người lái mới được phát triển bởi Lollo Logistics. Nếu quý khách có thắc mắc về cơ hội hợp tác quảng cáo, xin mời đến Trung Tâm Lollo Logistics để biết thêm chi tiết.",C?n ti?ng Anh nghi v?n: Logistics; Lollo | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.571 | M?c ??: 15.71
People of Ragunna! Confront the Dark Tide and protect our people! Give it your all for Ragunna! Protect the Dark Tide!,Người dân Ragunna! Hãy đối mặt với Dark Tide và bảo vệ đồng bào của chúng ta! Hãy dốc hết sức vì Ragunna! Hãy bảo vệ Dark Tide!,C?n ti?ng Anh nghi v?n: Dark; Tide | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.571 | M?c ??: 15.71
"How is this a Forever Fest, and how is a Forever Fest supposed to end?","Làm sao đây lại là Forever Fest, và Forever Fest thì kết thúc ra sao?",C?n ti?ng Anh nghi v?n: Fest; Forever | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.571 | M?c ??: 15.71
"Are you injured? If you are experiencing any discomfort, please report to N.A.N.A. for examination.","Cậu có bị thương không? Nếu cảm thấy khó chịu ở đâu, hãy báo ngay cho N.A.N.A. để kiểm tra.",C?n ti?ng Anh nghi v?n: A; N | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.571 | M?c ??: 15.71
Greetings. Are you feeling unwell? Or would you perhaps be interested in hearing one of N.A.N.A.'s health tips?,Xin chào. Cậu không khỏe à? Hay muốn nghe vài lời khuyên sức khỏe từ N.A.N.A. không?,C?n ti?ng Anh nghi v?n: A; N | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.571 | M?c ??: 15.71
"Nurse N.A.N.A., you're going to creep out our precious new student.","Y tá N.A.N.A. này, cô sắp làm học sinh mới của chúng ta sợ mất thôi.",C?n ti?ng Anh nghi v?n: A; N | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.571 | M?c ??: 15.71
"Take care of the obstacles, which can prevent Magnetic Cube from moving. You'll have to remove them first before trying to move the Magnetic Cube.",Hãy dọn sạch các chướng ngại vật có thể ngăn Magnetic Cube di chuyển. Cậu phải loại bỏ chúng trước khi cố di chuyển Magnetic Cube.,C?n ti?ng Anh nghi v?n: Cube; Magnetic | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.571 | M?c ??: 15.71
Sacrifice to Hoop Lahu. Hoop Lahu grants everything.,Dâng hiến cho Hoop Lahu. Hoop Lahu ban cho tất cả.,C?n ti?ng Anh nghi v?n: Hoop; Lahu | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.571 | M?c ??: 15.71
Believe Hoop Lahu. Hoop Lahu grants everything.,Hãy tin Hoop Lahu. Hoop Lahu sẽ ban cho ngươi mọi thứ.,C?n ti?ng Anh nghi v?n: Hoop; Lahu | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.571 | M?c ??: 15.71
"A reward voucher from Lollo Logistics, issued to party supporters. Can be exchanged for generous rewards provided by Lollo Logistics.","Phiếu thưởng từ Lollo Logistics, cấp cho những người ủng hộ đội nhóm. Có thể đổi lấy những phần thưởng hậu hĩnh do Lollo Logistics cung cấp.",C?n ti?ng Anh nghi v?n: Logistics; Lollo | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.571 | M?c ??: 15.71
Stay still. We've done our part. N.A.N.A. will get us back.,Đứng yên. Phần việc của chúng ta đã xong. N.A.N.A. sẽ đưa chúng ta về.,C?n ti?ng Anh nghi v?n: A; N | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.571 | M?c ??: 15.71
"A copy of Food in SOL3, please.",Cho tôi một bản *Food in SOL3* với.,C?n ti?ng Anh nghi v?n: Food; in | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Raise Union Level and claim from <color=#c19f51>Level Bundle</color>,Nâng Cấp Liên Minh và nhận thưởng từ <color=#c19f51>Level Bundle</color>,C?n ti?ng Anh nghi v?n: Bundle; Level | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
"Cook/Purchase ""Munchie-More"" Bun ({0}/{1})",Nấu/Mua Bánh Munchie-More ({0}/{1}),C?n ti?ng Anh nghi v?n: More; Munchie | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
"A Dreamscape Node in the Penitent's End area. Complete the challenge to claim Dream Samples and rewards.
""Up for another round of dodgeball?""","Một Nút Giấc Mơ ở khu vực Penitent's End. Hoàn thành thử thách để nhận Mẫu Giấc Mơ và phần thưởng.
""Muốn chơi thêm một ván né bóng không?""",C?n ti?ng Anh nghi v?n: End; Penitent's | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
"A Dreamscape Node in the Penitent's End area. This challenge is completed and can be challenged again.
""Up for another round of dodgeball?""","Một Nút Giấc Mơ ở khu vực Penitent's End. Thử thách này đã hoàn thành và có thể thách đấu lại.
""Muốn chơi thêm một ván né bóng không?""",C?n ti?ng Anh nghi v?n: End; Penitent's | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
"You meet the shabbily dressed man again, who fervidly greets you and asks for your opinion about the New Federation magazine.",Ngươi lại gặp người đàn ông ăn mặc xuềnh xoàng đó. Ông ta nồng nhiệt chào đón và hỏi ý kiến ngươi về tạp chí New Federation.,C?n ti?ng Anh nghi v?n: Federation; New | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
"Damn, their frequencies show only one <b><color=yellow>copy</color></b> is <b><color=yellow>real</color></b>.","Chết tiệt, tần số của chúng chỉ cho thấy có một <b><color=yellow>copy</color></b> là <b><color=yellow>real</color></b>.",C?n ti?ng Anh nghi v?n: copy; real | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
We'll destroy the <b><color=yellow>real copy</color></b> to kill it for good.,Ta sẽ tiêu diệt <b><color=yellow>real copy</color></b> để trừ khử nó vĩnh viễn.,C?n ti?ng Anh nghi v?n: copy; real | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
"If you want to return home, I will help you find a way to cross the ocean to Penitent's End...","Nếu cậu muốn trở về nhà, ta sẽ giúp cậu tìm cách vượt biển đến Penitent's End...",C?n ti?ng Anh nghi v?n: End; Penitent's | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
I think I saw one in Penitent's End.,Hình như mình vừa thấy một con ở Penitent's End.,C?n ti?ng Anh nghi v?n: End; Penitent's | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
"I... Anyway, I'll tell my fellows in the bakery what happened first. Please take good care of Old Bake.",Thôi... để tôi báo cho mấy người ở tiệm bánh trước đã. Nhờ cậu chăm sóc Old Bake giùm tôi nhé.,C?n ti?ng Anh nghi v?n: Bake; Old | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
"Finally, the line in the West End is ours.","Cuối cùng, tuyến đường ở West End đã thuộc về chúng ta.",C?n ti?ng Anh nghi v?n: End; West | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
I found Lupa in the city. She had lost her <color=RedD>role</color>.,Tôi tìm thấy Lupa trong thành phố. Cô ấy đã đánh mất <color=RedD>role</color> của mình.,C?n ti?ng Anh nghi v?n: Lupa; role | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
"(It doesn't matter if the <color=RedD>story's end</color> is already written, or yet to unfold...)",(Dù <color=RedD>story's end</color> đã được định sẵn hay còn chưa hé lộ...),C?n ti?ng Anh nghi v?n: end; story's | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
