en_source,vn_translate,loi_du_doan
"You're welcome. By the way, Phoebe, have you seen Galbrena?","Không có gì. À này, Phoebe, cậu có thấy Galbrena ở đâu không?",C?n ti?ng Anh nghi v?n: Galbrena; Phoebe | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"One wish fulfilled... Alright, time to head to the Black Shores.","Một điều ước đã thành hiện thực... Được rồi, đến giờ lên đường tới Black Shores thôi.",C?n ti?ng Anh nghi v?n: Black; Shores | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Aha! See, Augusta? Told you we'd make it in time!","Aha! Thấy chưa Augusta? Tớ bảo rồi mà, mình đến kịp giờ!",C?n ti?ng Anh nghi v?n: Aha; Augusta | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Carlotta Montelli.,Carlotta Montelli.,C?n ti?ng Anh nghi v?n: Carlotta; Montelli | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"{PlayerName} has also been tainted by the Dark Tide, like you.",{PlayerName} cũng bị ô nhiễm bởi Dark Tide như ngươi.,C?n ti?ng Anh nghi v?n: Dark; Tide | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
The mysterious swordsman stood alone and held back the Dark Tide at the fiercest frontline!,Kiếm sĩ bí ẩn đã một mình chặn đứng Dark Tide tại tiền tuyến khốc liệt nhất!,C?n ti?ng Anh nghi v?n: Dark; Tide | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Geshu Lin...,Geshu Lin...,C?n ti?ng Anh nghi v?n: Geshu; Lin | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Wait, about Geshu Lin...","Đợi đã, về Geshu Lin...",C?n ti?ng Anh nghi v?n: Geshu; Lin | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Haha... Hahahaha...,Haha... Hahahaha...,C?n ti?ng Anh nghi v?n: Haha; Hahahaha | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
I just got a call that Chisa submitted an itinerary not long ago and left for Honami alone.,Mình vừa nhận được cuộc gọi báo Chisa nộp lịch trình đi Honami một mình không lâu trước đây.,C?n ti?ng Anh nghi v?n: Chisa; Honami | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"You did a great job. Welcome to Shashou Cafe, Abby.","Ngươi làm rất tốt. Chào mừng đến với quán Shashou, Abby.",C?n ti?ng Anh nghi v?n: Abby; Shashou | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
We are unable to confirm at this time. But frequency signatures identical to the <te href=851070>Void Storm</te> were detected in the rift's proximity.,Hiện tại chúng tôi chưa thể xác nhận. Nhưng tín hiệu tần số giống hệt <te href=851070>Void Storm</te> đã được phát hiện gần vết nứt.,C?n ti?ng Anh nghi v?n: Storm; Void | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
What do you think? Can you feel the bond between Honami and its favorite capybara?,Cậu thấy thế nào? Có cảm nhận được sự gắn kết giữa Honami và chú capybara cưng của nó không?,C?n ti?ng Anh nghi v?n: capybara; Honami | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"It's that dopey face, the slow waddle, the fluffy everything... Namipon just has a way of melting stress away.","Cái mặt ngơ ngơ, dáng đi lạch bạch, bộ lông bông xù... Namipon đúng là có tài xả stress thần kỳ.",C?n ti?ng Anh nghi v?n: Namipon; stress | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Miko-sama.,Miko-sama.,C?n ti?ng Anh nghi v?n: Miko; sama | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"If we help the Skelecanth, the Kronapuff gets eaten.","Nếu giúp Skelecanth, Kronapuff sẽ bị ăn thịt mất.",C?n ti?ng Anh nghi v?n: Kronapuff; Skelecanth | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"But if we help the Kronapuff, then the Skelecanth will go hungry...","Nhưng nếu giúp Kronapuff, thì Skelecanth sẽ chết đói mất...",C?n ti?ng Anh nghi v?n: Kronapuff; Skelecanth | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"That way, alone with the Heliogyre he will not be. What Laetia sees, he too shall see.","Như thế, hắn sẽ không còn ở một mình với Heliogyre nữa. Những gì Laetia nhìn thấy, hắn cũng sẽ thấy.",C?n ti?ng Anh nghi v?n: Heliogyre; Laetia | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Chuuluu, chuuluu...","Chuuluu, chuuluu...",C?n ti?ng Anh nghi v?n: Chuuluu; chuuluu | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Because of your aid, the Heliogyre turns anew. The Solisylum has returned to normality.","Nhờ sự trợ giúp của cậu, Heliogyre lại tiếp tục vận hành. Solisylum đã trở lại trạng thái bình thường.",C?n ti?ng Anh nghi v?n: Heliogyre; Solisylum | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
I wasn't keeping an eye on the field equipment and gave a Zip Zap the chance to steal all the power…,"Tôi không để mắt tới thiết bị ngoài hiện trường, thế là Zip Zap thừa cơ trộm hết năng lượng...",C?n ti?ng Anh nghi v?n: Zap; Zip | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"And to top it off, they left Squeezy Jelly wrappers everywhere!","Chưa kể, chúng còn vứt giấy gói Squeezy Jelly khắp nơi!",C?n ti?ng Anh nghi v?n: Jelly; Squeezy | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Ah, the sheer magnificence of the Starward Riseway...","Ôi, vẻ hùng vĩ của Starward Riseway...",C?n ti?ng Anh nghi v?n: Riseway; Starward | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
You know what we ran into? A herd of Voidmatter contaminated Exoswarm! Nearly didn't make it back.,Cậu biết tụi tớ gặp phải gì không? Một đàn Exoswarm bị nhiễm Voidmatter! Suýt chút nữa là không về được.,C?n ti?ng Anh nghi v?n: Exoswarm; Voidmatter | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"It's for the best. The Solisylum still feels bound by ties of kinship, so they can't bring themselves to decisively deal with the Outcast problem.","Làm vậy là tốt nhất rồi. Solisylum vẫn còn bị ràng buộc bởi tình thân, nên họ không thể dứt khoát giải quyết vấn đề với bọn Outcast.",C?n ti?ng Anh nghi v?n: Outcast; Solisylum | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Eh?! Deer, Eluna!","Hả?! Deer, Eluna!",C?n ti?ng Anh nghi v?n: Deer; Eluna | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Eh?! Deer, Eluna!","Hả?! Deer, Eluna!",C?n ti?ng Anh nghi v?n: Deer; Eluna | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Oh, hey, TARD-E...","Ồ, chào TARD-E...",C?n ti?ng Anh nghi v?n: E; TARD | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Oh, hey, TARD-E...","Ồ, chào TARD-E...",C?n ti?ng Anh nghi v?n: E; TARD | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Grrr... Rrr...,Grrr... Rrr...,C?n ti?ng Anh nghi v?n: Grrr; Rrr | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"And you, TARD-E! Your data is not masked yet. Absolutely no. You can't go.","Còn cậu, TARD-E! Dữ liệu của cậu vẫn chưa được mã hóa. Tuyệt đối không được đi.",C?n ti?ng Anh nghi v?n: E; TARD | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"As for the Solis Lens Array Engineering, Professor Mornye is the obvious choice.","Còn về dự án Kỹ thuật Mảng Thấu Kính Solis, Giáo sư Mornye là lựa chọn hiển nhiên.",C?n ti?ng Anh nghi v?n: Mornye; Solis | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
...My limited-edition Fleet Snowfluff decal is still there! That's... That's wonderful!,...Miếng dán Fleet Snowfluff phiên bản giới hạn của mình vẫn còn đó! Thật... Thật tuyệt vời!,C?n ti?ng Anh nghi v?n: Fleet; Snowfluff | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Are you new to Rabelle College? My name is Reilynn. I'm a volunteer advisor in charge of sorting evaluations. Is there anything you'd like to ask me?,"Cậu mới vào Học viện Rabelle à? Tớ là Reilynn. Tớ là cố vấn tình nguyện, phụ trách đánh giá phân loại. Cậu có gì muốn hỏi tớ không?",C?n ti?ng Anh nghi v?n: Rabelle; Reilynn | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Ah, a new student of Rabelle College. What do you want to know? I'm familiar with the ins and outs of this place. Got questions? Ask away!","À, một học viên mới của Rabelle College à. Cậu muốn biết gì nào? Tớ nắm rõ mọi ngóc ngách ở đây. Có thắc mắc gì không? Cứ hỏi đi!",C?n ti?ng Anh nghi v?n: College; Rabelle | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Activate a TARD-E Unit! He's not going anywhere!,Kích hoạt Đơn vị TARD-E! Hắn đâu có chạy đi đâu được!,C?n ti?ng Anh nghi v?n: E; TARD | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
TARD-E Unit! Find those miscreants who were supposed to submit their papers last week!,Đơn vị TARD-E! Hãy đi tìm lũ vô lại chưa nộp báo cáo tuần trước!,C?n ti?ng Anh nghi v?n: E; TARD | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Mr. Halvad, does the Antivoid Canopy work by using cultivated Exostrider coating cells to resist Void Storms?","Ông Halvad, Liều Chắn Hư Không có hoạt động bằng cách dùng tế bào phủ ngoài Exostrider được nuôi cấy để chống lại Bão Hư Không không?",C?n ti?ng Anh nghi v?n: Exostrider; Halvad | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"...Wait, no. It's from <i>Professor Mortefi</i>... at Huaxu Academy?","...Chờ đã, không phải. Là từ <i>Giáo sư Mortefi</i>... ở Học viện Huaxu à?",C?n ti?ng Anh nghi v?n: Huaxu; Mortefi | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"What was that saying again? Right! ""Understand Royan, and you understand the Roya!""","Câu nói đó là gì nhỉ? À phải! ""Hiểu Royan là hiểu cả Roya!""",C?n ti?ng Anh nghi v?n: Roya; Royan | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"What was that saying again? Right! ""Understand Royan, and you understand the Roya!""","Câu nói đó là gì nhỉ? À phải! ""Hiểu Royan là hiểu cả Roya!""",C?n ti?ng Anh nghi v?n: Roya; Royan | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Finally, the downward express of the Starward Riseway, straight from the frostlands to the Institute and Academy.","Cuối cùng, chuyến tàu tốc hành đi xuống của Starward Riseway, thẳng từ vùng băng giá đến Viện và Học Viện.",C?n ti?ng Anh nghi v?n: Riseway; Starward | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
I thought it was Ms. Paranora and Mr. Aalto.,Tôi cứ tưởng đó là cô Paranora và ông Aalto.,C?n ti?ng Anh nghi v?n: Aalto; Paranora | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
What? They even have Fruit Crackle! That's my favorite!,Gì cơ? Họ còn có Fruit Crackle nữa á? Đó là món yêu thích của tôi!,C?n ti?ng Anh nghi v?n: Crackle; Fruit | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
What? They even have Fruit Crackle! That's my favorite!,Gì cơ? Họ còn có Fruit Crackle nữa á? Đó là món yêu thích của tôi!,C?n ti?ng Anh nghi v?n: Crackle; Fruit | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"♪ TARD-E! The more you do, the less there'll be! ♪","♪ TARD-E! Càng làm nhiều, càng ít việc thôi! ♪",C?n ti?ng Anh nghi v?n: E; TARD | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Yeah, let's just chug a Nutri-Pack for now.","Ừ, tạm thời nốc gói Nutri-Pack đã.",C?n ti?ng Anh nghi v?n: Nutri; Pack | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
The canteen proudly presents the new flavor of Squeezy Jelly!,Quán ăn tự hào giới thiệu hương vị mới của Squeezy Jelly!,C?n ti?ng Anh nghi v?n: Jelly; Squeezy | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Aww, Gaib wants to cuddle with you. It really likes you.","Aww, Gaib muốn được âu yếm với cậu đấy. Nó rất thích cậu.",C?n ti?ng Anh nghi v?n: Aww; Gaib | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
You mean that captain from the Fool's Troupe?,Ý cậu là đội trưởng của Fool's Troupe ấy à?,C?n ti?ng Anh nghi v?n: Fool's; Troupe | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
