en_source,vn_translate,loi_du_doan
Mysterious Package,Mysterious Package,C?n ti?ng Anh nghi v?n: Mysterious; Package | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Delicious Soliskin,Delicious Soliskin,C?n ti?ng Anh nghi v?n: Delicious; Soliskin | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Abyssal Gunmaster,Abyssal Gunmaster,C?n ti?ng Anh nghi v?n: Abyssal; Gunmaster | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Wonder Bubble,Wonder Bubble,C?n ti?ng Anh nghi v?n: Bubble; Wonder | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Insufficient Stability,Insufficient Stability,C?n ti?ng Anh nghi v?n: Insufficient; Stability | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Nightmare: Hecate,Nightmare: Hecate,C?n ti?ng Anh nghi v?n: Hecate; Nightmare | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Azure Lizard,Azure Lizard,C?n ti?ng Anh nghi v?n: Azure; Lizard | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Venerable Shepherd,Venerable Shepherd,C?n ti?ng Anh nghi v?n: Shepherd; Venerable | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Galecrest Gladiator,Galecrest Gladiator,C?n ti?ng Anh nghi v?n: Galecrest; Gladiator | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Contemplative Duelist,Contemplative Duelist,C?n ti?ng Anh nghi v?n: Contemplative; Duelist | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lorelei's Kindred,Lorelei's Kindred,C?n ti?ng Anh nghi v?n: Kindred; Lorelei's | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tethys Hub,Tethys Hub,C?n ti?ng Anh nghi v?n: Hub; Tethys | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Sample Range,Sample Range,C?n ti?ng Anh nghi v?n: Range; Sample | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Wary Outcast,Wary Outcast,C?n ti?ng Anh nghi v?n: Outcast; Wary | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Fervent Collector,Fervent Collector,C?n ti?ng Anh nghi v?n: Collector; Fervent | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Sound Emulator,Sound Emulator,C?n ti?ng Anh nghi v?n: Emulator; Sound | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
: Accursed Nightmare,: Accursed Nightmare,C?n ti?ng Anh nghi v?n: Accursed; Nightmare | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Feeble Exile,Feeble Exile,C?n ti?ng Anh nghi v?n: Exile; Feeble | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Offshoot Core,Offshoot Core,C?n ti?ng Anh nghi v?n: Core; Offshoot | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
KU-Fight,KU-Fight,C?n ti?ng Anh nghi v?n: Fight; KU | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Shabby Book,Shabby Book,C?n ti?ng Anh nghi v?n: Book; Shabby | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Freeze Frame: Action Highlights,Freeze Frame: Những Khoảnh Khắc Nổi Bật,C?n ti?ng Anh nghi v?n: Frame; Freeze | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
KU-Tata,KU-Tata,C?n ti?ng Anh nghi v?n: KU; Tata | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lampylumen Myriad,Lampylumen Myriad,C?n ti?ng Anh nghi v?n: Lampylumen; Myriad | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Barefoot Geese,Barefoot Geese,C?n ti?ng Anh nghi v?n: Barefoot; Geese | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Resonant Calcite,Resonant Calcite,C?n ti?ng Anh nghi v?n: Calcite; Resonant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Standard Trophy Chest,Tiêu Chuẩn Trophy Chest,C?n ti?ng Anh nghi v?n: Chest; Trophy | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weiqi Board,Weiqi Board,C?n ti?ng Anh nghi v?n: Board; Weiqi | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Sympathetic Shepherd,Sympathetic Shepherd,C?n ti?ng Anh nghi v?n: Shepherd; Sympathetic | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Dreaming Deep,Dreaming Deep,C?n ti?ng Anh nghi v?n: Deep; Dreaming | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Young Listener,Young Listener,C?n ti?ng Anh nghi v?n: Listener; Young | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
: Homebound Starfarer,: Homebound Starfarer,C?n ti?ng Anh nghi v?n: Homebound; Starfarer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Waiting Wootter,Waiting Wootter,C?n ti?ng Anh nghi v?n: Waiting; Wootter | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Standard Supply Chest,Tiêu Chuẩn Supply Chest,C?n ti?ng Anh nghi v?n: Chest; Supply | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Leave ""Hidden Cave""","Rời ""Hidden Cave""",C?n ti?ng Anh nghi v?n: Cave; Hidden | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Enter the Lost Beyond,Bước vào Lost Beyond,C?n ti?ng Anh nghi v?n: Beyond; Lost | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lady Guan,Lady Guan,C?n ti?ng Anh nghi v?n: Guan; Lady | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Leave the Sonoro Sphere,Rời Sonoro Sphere,C?n ti?ng Anh nghi v?n: Sonoro; Sphere | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Shy Commoner,Shy Commoner,C?n ti?ng Anh nghi v?n: Commoner; Shy | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Phoebe Cube,Phoebe Cube,C?n ti?ng Anh nghi v?n: Cube; Phoebe | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
: Rotting Yellow,: Rotting Yellow,C?n ti?ng Anh nghi v?n: Rotting; Yellow | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Amber Halite,Amber Halite,C?n ti?ng Anh nghi v?n: Amber; Halite | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
KU-Meton,KU-Meton,C?n ti?ng Anh nghi v?n: KU; Meton | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mastic Nuvola,Mastic Nuvola,C?n ti?ng Anh nghi v?n: Mastic; Nuvola | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tacetite Bloom,Tacetite Bloom,C?n ti?ng Anh nghi v?n: Bloom; Tacetite | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Reactor Husk,Reactor Husk,C?n ti?ng Anh nghi v?n: Husk; Reactor | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Straightforward Courier,Straightforward Courier,C?n ti?ng Anh nghi v?n: Courier; Straightforward | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
: Limbo Rondo,: Limbo Rondo,C?n ti?ng Anh nghi v?n: Limbo; Rondo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Order Deacon,Order Deacon,C?n ti?ng Anh nghi v?n: Deacon; Order | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Train Lover,Train Lover,C?n ti?ng Anh nghi v?n: Lover; Train | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Ol' Climber,Ol' Climber,C?n ti?ng Anh nghi v?n: Climber; Ol' | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tambourine Duo,Tambourine Duo,C?n ti?ng Anh nghi v?n: Duo; Tambourine | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Standing Mannequin,Standing Mannequin,C?n ti?ng Anh nghi v?n: Mannequin; Standing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Thundering Mephis,Thundering Mephis,C?n ti?ng Anh nghi v?n: Mephis; Thundering | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Nightmare Kelpie,Nightmare Kelpie,C?n ti?ng Anh nghi v?n: Kelpie; Nightmare | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Stammering Pirate,Stammering Pirate,C?n ti?ng Anh nghi v?n: Pirate; Stammering | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pilgrim's Shell,Pilgrim's Shell,C?n ti?ng Anh nghi v?n: Pilgrim's; Shell | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Priest Alessio,Priest Alessio,C?n ti?ng Anh nghi v?n: Alessio; Priest | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Fruit Crackle,Fruit Crackle,C?n ti?ng Anh nghi v?n: Crackle; Fruit | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cheerful Duelist,Cheerful Duelist,C?n ti?ng Anh nghi v?n: Cheerful; Duelist | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"""Expressway Bulletin""","""Expressway Bulletin""",C?n ti?ng Anh nghi v?n: Bulletin; Expressway | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Destructible Boulder,Destructible Boulder,C?n ti?ng Anh nghi v?n: Boulder; Destructible | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tremor Warrior,Tremor Warrior,C?n ti?ng Anh nghi v?n: Tremor; Warrior | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Exile Lookout,Exile Lookout,C?n ti?ng Anh nghi v?n: Exile; Lookout | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tick Tack,Tick Tack,C?n ti?ng Anh nghi v?n: Tack; Tick | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Scatter Prism,Scatter Prism,C?n ti?ng Anh nghi v?n: Prism; Scatter | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
KU-Sprinkle,KU-Sprinkle,C?n ti?ng Anh nghi v?n: KU; Sprinkle | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Play Channel 3,Play Channel 3,C?n ti?ng Anh nghi v?n: Channel; Play | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Questless Knight,Questless Knight,C?n ti?ng Anh nghi v?n: Knight; Questless | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lord Gulpuff,Lord Gulpuff,C?n ti?ng Anh nghi v?n: Gulpuff; Lord | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Changli Cube,Changli Cube,C?n ti?ng Anh nghi v?n: Changli; Cube | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Bei Ji,Bei Ji,C?n ti?ng Anh nghi v?n: Bei; Ji | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Strange Cargo,Strange Cargo,C?n ti?ng Anh nghi v?n: Cargo; Strange | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Stringless Lunachord,Stringless Lunachord,C?n ti?ng Anh nghi v?n: Lunachord; Stringless | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Impermanence Heron,Impermanence Heron,C?n ti?ng Anh nghi v?n: Heron; Impermanence | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Frightened Exile,Frightened Exile,C?n ti?ng Anh nghi v?n: Exile; Frightened | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Morri Cow,Morri Cow,C?n ti?ng Anh nghi v?n: Cow; Morri | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Vacationer Namipon,Vacationer Namipon,C?n ti?ng Anh nghi v?n: Namipon; Vacationer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Diurnus Knight,Diurnus Knight,C?n ti?ng Anh nghi v?n: Diurnus; Knight | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Ji Liubai,Ji Liubai,C?n ti?ng Anh nghi v?n: Ji; Liubai | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
How to Fight Kerasaurs IX,Cách chiến đấu Kerasaurs IX,C?n ti?ng Anh nghi v?n: IX; Kerasaurs | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
": ""Nostalgic Filter""",": ""Nostalgic Filter""",C?n ti?ng Anh nghi v?n: Filter; Nostalgic | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Sentry Construct,Sentry Construct,C?n ti?ng Anh nghi v?n: Construct; Sentry | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tuner - Actor 1,Tuner - Actor 1,C?n ti?ng Anh nghi v?n: Actor; Tuner | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
: Vanishing Blue,: Vanishing Blue,C?n ti?ng Anh nghi v?n: Blue; Vanishing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
KU-Baski,KU-Baski,C?n ti?ng Anh nghi v?n: Baski; KU | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Gate Keeper,Gate Keeper,C?n ti?ng Anh nghi v?n: Gate; Keeper | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
KU-Ponder,KU-Ponder,C?n ti?ng Anh nghi v?n: KU; Ponder | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Yellowed Newspaper,Yellowed Newspaper,C?n ti?ng Anh nghi v?n: Newspaper; Yellowed | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Gaea Rai,Gaea Rai,C?n ti?ng Anh nghi v?n: Gaea; Rai | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Hsin's Fortuity,Hsin's Fortuity,C?n ti?ng Anh nghi v?n: Fortuity; Hsin's | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
KU-Shosho,KU-Shosho,C?n ti?ng Anh nghi v?n: KU; Shosho | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Artificial Moon,Artificial Moon,C?n ti?ng Anh nghi v?n: Artificial; Moon | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"""Haunting Ghost""","""Haunting Ghost""",C?n ti?ng Anh nghi v?n: Ghost; Haunting | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Ice Chrysalises,Ice Chrysalises,C?n ti?ng Anh nghi v?n: Chrysalises; Ice | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Wish Bottle,Wish Bottle,C?n ti?ng Anh nghi v?n: Bottle; Wish | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Exam Zone 4,Exam Zone 4,C?n ti?ng Anh nghi v?n: Exam; Zone | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Character Advancement,Character Advancement,C?n ti?ng Anh nghi v?n: Advancement; Character | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Earnest Duelist,Earnest Duelist,C?n ti?ng Anh nghi v?n: Duelist; Earnest | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Passing Shepherd,Passing Shepherd,C?n ti?ng Anh nghi v?n: Passing; Shepherd | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Zani Cube,Zani Cube,C?n ti?ng Anh nghi v?n: Cube; Zani | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cobb Copo,Cobb Copo,C?n ti?ng Anh nghi v?n: Cobb; Copo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Yuanwu God,Yuanwu God,C?n ti?ng Anh nghi v?n: God; Yuanwu | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lian Xiaosheng,Lian Xiaosheng,C?n ti?ng Anh nghi v?n: Lian; Xiaosheng | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Aged Gladiator,Aged Gladiator,C?n ti?ng Anh nghi v?n: Aged; Gladiator | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Reader A,Reader A,C?n ti?ng Anh nghi v?n: A; Reader | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Play card game with Luuk Herssen,Chơi bài với Luuk Herssen,C?n ti?ng Anh nghi v?n: Herssen; Luuk | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Nameless Explorer,Nameless Explorer,C?n ti?ng Anh nghi v?n: Explorer; Nameless | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Sea Bunny,Sea Bunny,C?n ti?ng Anh nghi v?n: Bunny; Sea | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Strange Exile,Strange Exile,C?n ti?ng Anh nghi v?n: Exile; Strange | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Hocus Pocus,Hocus Pocus,C?n ti?ng Anh nghi v?n: Hocus; Pocus | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Flora Reindeer,Flora Reindeer,C?n ti?ng Anh nghi v?n: Flora; Reindeer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Terraspawn Fungus,Terraspawn Fungus,C?n ti?ng Anh nghi v?n: Fungus; Terraspawn | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cuddle Wuddle,Cuddle Wuddle,C?n ti?ng Anh nghi v?n: Cuddle; Wuddle | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Timid Soliskin,Timid Soliskin,C?n ti?ng Anh nghi v?n: Soliskin; Timid | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Hermit Owl,Hermit Owl,C?n ti?ng Anh nghi v?n: Hermit; Owl | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"""Grave Anathema""","""Grave Anathema""",C?n ti?ng Anh nghi v?n: Anathema; Grave | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Connect to Sonodisk: Jue,Kết Nối Với Sonodisk: Jue,C?n ti?ng Anh nghi v?n: Jue; Sonodisk | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Ichor Container,Ichor Container,C?n ti?ng Anh nghi v?n: Container; Ichor | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Passing Roya,Passing Roya,C?n ti?ng Anh nghi v?n: Passing; Roya | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Floating Tacetite,Floating Tacetite,C?n ti?ng Anh nghi v?n: Floating; Tacetite | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Variable Manager,Variable Manager,C?n ti?ng Anh nghi v?n: Manager; Variable | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Suspicious Spectator,Suspicious Spectator,C?n ti?ng Anh nghi v?n: Spectator; Suspicious | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Gameplay mechanic placeholder,Lối chơi mechanic placeholder,C?n ti?ng Anh nghi v?n: mechanic; placeholder | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Daily Scoop,Daily Scoop,C?n ti?ng Anh nghi v?n: Daily; Scoop | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
: Jumbled Dreams,: Jumbled Dreams,C?n ti?ng Anh nghi v?n: Dreams; Jumbled | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Hunter: Ice,Hunter: Ice,C?n ti?ng Anh nghi v?n: Hunter; Ice | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lazy Teen,Lazy Teen,C?n ti?ng Anh nghi v?n: Lazy; Teen | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Logistics Specialist,Logistics Specialist,C?n ti?ng Anh nghi v?n: Logistics; Specialist | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
KU-Wipe,KU-Wipe,C?n ti?ng Anh nghi v?n: KU; Wipe | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
KU-Bert,KU-Bert,C?n ti?ng Anh nghi v?n: Bert; KU | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mourning Aix device: Noise,Thiết bị Mourning Aix: Tiếng ồn,C?n ti?ng Anh nghi v?n: Aix; Mourning | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
