en_source,vn_translate,loi_du_doan
Insufficient EXP,Insufficient EXP,C?n ti?ng Anh nghi v?n: EXP; Insufficient | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pioneer Association,Pioneer Association,C?n ti?ng Anh nghi v?n: Association; Pioneer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Character Animations,Character Animations,C?n ti?ng Anh nghi v?n: Animations; Character | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Combat Animation,Combat Animation,C?n ti?ng Anh nghi v?n: Animation; Combat | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Battle Voicelines,Battle Voicelines,C?n ti?ng Anh nghi v?n: Battle; Voicelines | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Idle Animation,Idle Animation,C?n ti?ng Anh nghi v?n: Animation; Idle | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Personal Voicelines,Personal Voicelines,C?n ti?ng Anh nghi v?n: Personal; Voicelines | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Character Stories,Character Stories,C?n ti?ng Anh nghi v?n: Character; Stories | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Entry Locked,Entry Locked,C?n ti?ng Anh nghi v?n: Entry; Locked | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Entry Locked,Entry Locked,C?n ti?ng Anh nghi v?n: Entry; Locked | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Entry Locked,Entry Locked,C?n ti?ng Anh nghi v?n: Entry; Locked | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Entry Locked,Entry Locked,C?n ti?ng Anh nghi v?n: Entry; Locked | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Character Voicelines,Character Voicelines,C?n ti?ng Anh nghi v?n: Character; Voicelines | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Match Dungeon,Match Dungeon,C?n ti?ng Anh nghi v?n: Dungeon; Match | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Combat Skills,Combat Skills,C?n ti?ng Anh nghi v?n: Combat; Skills | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Crafting Completed,Crafting Completed,C?n ti?ng Anh nghi v?n: Completed; Crafting | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Quick Access,Quick Access,C?n ti?ng Anh nghi v?n: Access; Quick | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Beginner's Choice Convene,Beginner's Choice Triệu Tập,C?n ti?ng Anh nghi v?n: Beginner's; Choice | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Domain Cleared,Domain Cleared,C?n ti?ng Anh nghi v?n: Cleared; Domain | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Request Sent,Request Sent,C?n ti?ng Anh nghi v?n: Request; Sent | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Starred Mails,Starred Mails,C?n ti?ng Anh nghi v?n: Mails; Starred | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Points Acquired,Points Acquired,C?n ti?ng Anh nghi v?n: Acquired; Points | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Entrance Unlocked,Entrance Unlocked,C?n ti?ng Anh nghi v?n: Entrance; Unlocked | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Log Uploaded,Log Uploaded,C?n ti?ng Anh nghi v?n: Log; Uploaded | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Ingredient Making,Ingredient Making,C?n ti?ng Anh nghi v?n: Ingredient; Making | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Dish Making,Dish Making,C?n ti?ng Anh nghi v?n: Dish; Making | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Matching Ready,Matching Ready,C?n ti?ng Anh nghi v?n: Matching; Ready | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
No Starred Mails,Không Starred Mails,C?n ti?ng Anh nghi v?n: Mails; Starred | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
No Unread Mails,Không Unread Mails,C?n ti?ng Anh nghi v?n: Mails; Unread | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Integrated Tunning,Integrated Tunning,C?n ti?ng Anh nghi v?n: Integrated; Tunning | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Sonata Details,Sonata Details,C?n ti?ng Anh nghi v?n: Details; Sonata | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Replenish Waveplate,Replenish Waveplate,C?n ti?ng Anh nghi v?n: Replenish; Waveplate | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Utility Toggle Wheel,Công cụ Toggle Wheel,C?n ti?ng Anh nghi v?n: Toggle; Wheel | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Potion Making,Potion Making,C?n ti?ng Anh nghi v?n: Making; Potion | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Re-simulate,Re-simulate,C?n ti?ng Anh nghi v?n: Re; simulate | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Signals Console,Signals Console,C?n ti?ng Anh nghi v?n: Console; Signals | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Matching Degree,Matching Degree,C?n ti?ng Anh nghi v?n: Degree; Matching | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Matching Degree,Matching Degree,C?n ti?ng Anh nghi v?n: Degree; Matching | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Resonant Tower,Resonant Tower,C?n ti?ng Anh nghi v?n: Resonant; Tower | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Hazard Tower,Hazard Tower,C?n ti?ng Anh nghi v?n: Hazard; Tower | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Echoing Tower,Echoing Tower,C?n ti?ng Anh nghi v?n: Echoing; Tower | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Quick Selection,Quick Selection,C?n ti?ng Anh nghi v?n: Quick; Selection | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Re-login,Re-login,C?n ti?ng Anh nghi v?n: login; Re | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tuning EXP insufficient,Tuning EXP không đủ,C?n ti?ng Anh nghi v?n: EXP; Tuning | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Holographic challenge: Calamity is open,Thử thách Holographic: Calamity đã mở,C?n ti?ng Anh nghi v?n: Calamity; Holographic | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Holographic challenge: Calamity is not unlocked,Thử thách Holographic: Calamity chưa mở khóa,C?n ti?ng Anh nghi v?n: Calamity; Holographic | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Holographic challenge: Calamity is not open,Thử thách Holographic: Calamity chưa mở,C?n ti?ng Anh nghi v?n: Calamity; Holographic | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cannot enter Sonoro Sphere with Trial Character,Không thể vào Sonoro Sphere với Nhân vật dùng thử,C?n ti?ng Anh nghi v?n: Sonoro; Sphere | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Remove Patches,Remove Patches,C?n ti?ng Anh nghi v?n: Patches; Remove | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Moments: Chixia,Moments: Chixia,C?n ti?ng Anh nghi v?n: Chixia; Moments | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Moments: Encore,Moments: Encore,C?n ti?ng Anh nghi v?n: Encore; Moments | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Moments: Changli,Moments: Changli,C?n ti?ng Anh nghi v?n: Changli; Moments | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Moments: Yangyang,Moments: Yangyang,C?n ti?ng Anh nghi v?n: Moments; Yangyang | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Moments: Lingyang,Moments: Lingyang,C?n ti?ng Anh nghi v?n: Lingyang; Moments | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Moments: Jianxin,Moments: Jianxin,C?n ti?ng Anh nghi v?n: Jianxin; Moments | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Moments: Sanhua,Moments: Sanhua,C?n ti?ng Anh nghi v?n: Moments; Sanhua | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Moments: Jiyan,Moments: Jiyan,C?n ti?ng Anh nghi v?n: Jiyan; Moments | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Moments: Yinlin,Moments: Yinlin,C?n ti?ng Anh nghi v?n: Moments; Yinlin | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Moments: Zhezhi,Moments: Zhezhi,C?n ti?ng Anh nghi v?n: Moments; Zhezhi | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Moments: Jinhsi,Moments: Jinhsi,C?n ti?ng Anh nghi v?n: Jinhsi; Moments | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
KURO APP,KURO APP,C?n ti?ng Anh nghi v?n: APP; KURO | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Email Linked,Email Linked,C?n ti?ng Anh nghi v?n: Email; Linked | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Insufficient Points,Insufficient Points,C?n ti?ng Anh nghi v?n: Insufficient; Points | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Unlock ""Wonder Bubble""","Mở khóa ""Wonder Bubble""",C?n ti?ng Anh nghi v?n: Bubble; Wonder | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Refresh Request,Refresh Request,C?n ti?ng Anh nghi v?n: Refresh; Request | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Failed to read ""Chanty Bounty"" data","Đọc dữ liệu ""Chanty Bounty"" thất bại",C?n ti?ng Anh nghi v?n: Bounty; Chanty | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cubie Derby,Cubie Derby,C?n ti?ng Anh nghi v?n: Cubie; Derby | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cubie Derby,Cubie Derby,C?n ti?ng Anh nghi v?n: Cubie; Derby | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cubie Derby,Cubie Derby,C?n ti?ng Anh nghi v?n: Cubie; Derby | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cannot obtain latest Underdog Odds,Không thể lấy tỷ lệ Underdog Odds mới nhất,C?n ti?ng Anh nghi v?n: Odds; Underdog | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cannot define Underdog Odds,Không thể xác định Underdog Odds,C?n ti?ng Anh nghi v?n: Odds; Underdog | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Underdog Odds calculation configuration error,Lỗi cấu hình tính toán Underdog Odds,C?n ti?ng Anh nghi v?n: Odds; Underdog | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cannot obtain Underdog Odds,Không thể lấy Underdog Odds,C?n ti?ng Anh nghi v?n: Odds; Underdog | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Insufficient Popularity,Insufficient Popularity,C?n ti?ng Anh nghi v?n: Insufficient; Popularity | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Insufficient Popularity,Insufficient Popularity,C?n ti?ng Anh nghi v?n: Insufficient; Popularity | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cannot find match Live Chat,Không tìm thấy Live Chat trận đấu,C?n ti?ng Anh nghi v?n: Chat; Live | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Match of the Live Chat does not exist,Không tồn tại trận đấu của Live Chat,C?n ti?ng Anh nghi v?n: Chat; Live | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Proceed with Main Quest Chapter I Prologue to unlock Glide,Hoàn thành Chương I Prologue của Nhiệm Vụ Chính để mở khóa Trượt,C?n ti?ng Anh nghi v?n: I; Prologue | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Download Resources,Download Resources,C?n ti?ng Anh nghi v?n: Download; Resources | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Already Liked,Already Liked,C?n ti?ng Anh nghi v?n: Already; Liked | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Grim Nightmares,Grim Nightmares,C?n ti?ng Anh nghi v?n: Grim; Nightmares | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Nightmare Nest,Nightmare Nest,C?n ti?ng Anh nghi v?n: Nest; Nightmare | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Complete Main Quest Chapter II Prologue to experience in advance,Hoàn thành Chương II Prologue Nhiệm vụ Chính để trải nghiệm trước,C?n ti?ng Anh nghi v?n: II; Prologue | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Clear the first difficulty of ""Celestial Stairway"" to unlock","Hoàn thành độ khó đầu tiên của ""Celestial Stairway"" để mở khóa",C?n ti?ng Anh nghi v?n: Celestial; Stairway | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Clear the first difficulty of ""Whirling Rapids"" to unlock","Hoàn thành độ khó đầu tiên của ""Whirling Rapids"" để mở khóa",C?n ti?ng Anh nghi v?n: Rapids; Whirling | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Clear the first difficulty of ""Barter Street"" to unlock","Hoàn thành độ khó đầu tiên của ""Barter Street"" để mở khóa",C?n ti?ng Anh nghi v?n: Barter; Street | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Clear the first difficulty of ""Scriptless Show"" to unlock","Hoàn thành độ khó đầu tiên của ""Scriptless Show"" để mở khóa",C?n ti?ng Anh nghi v?n: Scriptless; Show | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Clear the first difficulty of ""Mirror Maze"" to unlock","Hoàn thành độ khó đầu tiên của ""Mirror Maze"" để mở khóa",C?n ti?ng Anh nghi v?n: Maze; Mirror | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Unlock ""Barter Street"" to obtain","Mở khóa ""Barter Street"" để nhận",C?n ti?ng Anh nghi v?n: Barter; Street | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Clear all difficulties of ""Whirling Rapids"" to unlock","Hoàn thành tất cả độ khó của ""Whirling Rapids"" để mở khóa",C?n ti?ng Anh nghi v?n: Rapids; Whirling | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Clear all difficulties of ""Scriptless Show"" to unlock","Hoàn thành tất cả độ khó của ""Scriptless Show"" để mở khóa",C?n ti?ng Anh nghi v?n: Scriptless; Show | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Clear all difficulties of ""Barter Street"" to unlock","Hoàn thành tất cả độ khó của ""Barter Street"" để mở khóa",C?n ti?ng Anh nghi v?n: Barter; Street | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Returned Materials,Returned Materials,C?n ti?ng Anh nghi v?n: Materials; Returned | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Version Update,Version Update,C?n ti?ng Anh nghi v?n: Update; Version | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Version Update,Version Update,C?n ti?ng Anh nghi v?n: Update; Version | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Assets Missing,Assets Missing,C?n ti?ng Anh nghi v?n: Assets; Missing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tacet Discord Nests,Discord Nests,C?n ti?ng Anh nghi v?n: Discord; Nests | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Full Throttle! Bolt & Blitz!,Tăng tốc! Bolt & Blitz!,C?n ti?ng Anh nghi v?n: Blitz; Bolt | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Re-Login,Re-Login,C?n ti?ng Anh nghi v?n: Login; Re | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Motorbike Collab, collab subject configuration not found","Motorbike Collab, không tìm thấy cấu hình chủ đề cộng tác",C?n ti?ng Anh nghi v?n: Collab; Motorbike | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Motorbike Collab, no rewards to claim","Motorbike Collab, không có phần thưởng để nhận",C?n ti?ng Anh nghi v?n: Collab; Motorbike | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Smartprint Cube rebooted too frequently,Smartprint Cube khởi động lại quá thường xuyên,C?n ti?ng Anh nghi v?n: Cube; Smartprint | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weekly Subscription cannot be activated repeatedly,Không thể kích hoạt Weekly Subscription nhiều lần,C?n ti?ng Anh nghi v?n: Subscription; Weekly | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weekly Subscription configuration not found,Không tìm thấy cấu hình Weekly Subscription,C?n ti?ng Anh nghi v?n: Subscription; Weekly | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Progress the Quest ""Falling Stars"" to unlock","Hoàn thành nhiệm vụ ""Falling Stars"" để mở khóa",C?n ti?ng Anh nghi v?n: Falling; Stars | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Muse Dash,Muse Dash,C?n ti?ng Anh nghi v?n: Dash; Muse | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Interface Calibration,Interface Calibration,C?n ti?ng Anh nghi v?n: Calibration; Interface | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Game Calibration,Game Calibration,C?n ti?ng Anh nghi v?n: Calibration; Game | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Complete Tutorial Quest ""Endstate Matrix""","Hoàn thành Nhiệm Vụ Hướng Dẫn ""Endstate Matrix""",C?n ti?ng Anh nghi v?n: Endstate; Matrix | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Bountiful Waves currently unavailable,Bountiful Waves hiện không khả dụng,C?n ti?ng Anh nghi v?n: Bountiful; Waves | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Bountiful Waves task not completed,Nhiệm vụ Bountiful Waves chưa hoàn thành,C?n ti?ng Anh nghi v?n: Bountiful; Waves | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Bountiful Waves task rewards already claimed,Đã nhận thưởng nhiệm vụ Bountiful Waves,C?n ti?ng Anh nghi v?n: Bountiful; Waves | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
2026 Birthday Blessing,2026 Birthday Blessing,C?n ti?ng Anh nghi v?n: Birthday; Blessing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Currently Unavailable,Currently Unavailable,C?n ti?ng Anh nghi v?n: Currently; Unavailable | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
2025 Birthday Blessing,2025 Birthday Blessing,C?n ti?ng Anh nghi v?n: Birthday; Blessing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Notice: You are in cross-play now,Lưu ý: Bạn đang ở chế độ cross-play,C?n ti?ng Anh nghi v?n: cross; play | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
