en_source,vn_translate,loi_du_doan
Echo Projector,Echo Projector,C?n ti?ng Anh nghi v?n: Projector | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Motorbike Radio and Cinematic Mode,Radio xe máy và Chế độ điện ảnh,C?n ti?ng Anh nghi v?n: Radio | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
General Terminal,General Terminal,C?n ti?ng Anh nghi v?n: General | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Stars of the Solisylum,Những Ngôi Sao của Solisylum,C?n ti?ng Anh nghi v?n: Solisylum | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Jumping into the Mechascout’s hands,Nhảy vào tay Mechascout,C?n ti?ng Anh nghi v?n: Mechascout | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
General Terminal,General Terminal,C?n ti?ng Anh nghi v?n: General | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Echo Category,Echo Category,C?n ti?ng Anh nghi v?n: Category | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Resonance Rate,Resonance Rate,C?n ti?ng Anh nghi v?n: Rate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Moving the Soliskin,Di Chuyển Soliskin,C?n ti?ng Anh nghi v?n: Soliskin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Outfit Accessory,Trang phục Accessory,C?n ti?ng Anh nghi v?n: Accessory | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Restoring the Growth of Voidbane Eldertrees,Khôi Phục Sự Sinh Trưởng Của Cây Già Voidbane,C?n ti?ng Anh nghi v?n: Voidbane | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Race Rules II: Skills & Mechanisms,Quy Tắc Đua II: Kỹ Năng & Cơ Chế,C?n ti?ng Anh nghi v?n: II | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Havoc Eclipse,Havoc Eclipse,C?n ti?ng Anh nghi v?n: Eclipse | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Crit. Rate,Crit. Rate,C?n ti?ng Anh nghi v?n: Rate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Forte Gauge 1,Forte Gauge 1,C?n ti?ng Anh nghi v?n: Gauge | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Forte Gauge 2,Forte Gauge 2,C?n ti?ng Anh nghi v?n: Gauge | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Forte Gauge 3,Forte Gauge 3,C?n ti?ng Anh nghi v?n: Gauge | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Forte Gauge 4,Forte Gauge 4,C?n ti?ng Anh nghi v?n: Gauge | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Crit. Rate,Crit. Rate,C?n ti?ng Anh nghi v?n: Rate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Surging Resonance,Surging Resonance,C?n ti?ng Anh nghi v?n: Surging | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Resonance III-4,Resonance III-4,C?n ti?ng Anh nghi v?n: III | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Resonance IV-4,Resonance IV-4,C?n ti?ng Anh nghi v?n: IV | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
When the Luceanite Gleams,Khi Luceanite Lấp Lánh,C?n ti?ng Anh nghi v?n: Luceanite | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Toccata and Fugue,Toccata và Fuuga,C?n ti?ng Anh nghi v?n: Toccata | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
The Ultimatum,The Ultimatum,C?n ti?ng Anh nghi v?n: Ultimatum | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Cerulean Song,Cerulean Song,C?n ti?ng Anh nghi v?n: Cerulean | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Solaris Voyager,Solaris Voyager,C?n ti?ng Anh nghi v?n: Voyager | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Storm's Echo,Storm's Echo,C?n ti?ng Anh nghi v?n: Storm's | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Training Broadblade,Training Broadblade,C?n ti?ng Anh nghi v?n: Training | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Tyro Broadblade,Tyro Broadblade,C?n ti?ng Anh nghi v?n: Tyro | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Guardian Broadblade,Guardian Broadblade,C?n ti?ng Anh nghi v?n: Guardian | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Training Pistols,Training Pistols,C?n ti?ng Anh nghi v?n: Training | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Tyro Pistols,Tyro Pistols,C?n ti?ng Anh nghi v?n: Tyro | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Guardian Pistols,Guardian Pistols,C?n ti?ng Anh nghi v?n: Guardian | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
T4-5Jinzhou+ series pistols,T4-5Jinzhou+ series pistols,C?n ti?ng Anh nghi v?n: series | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Training Gauntlets,Training Gauntlets,C?n ti?ng Anh nghi v?n: Training | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Tyro Gauntlets,Tyro Gauntlets,C?n ti?ng Anh nghi v?n: Tyro | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Guardian Gauntlets,Guardian Gauntlets,C?n ti?ng Anh nghi v?n: Guardian | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Training Rectifier,Training Rectifier,C?n ti?ng Anh nghi v?n: Training | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Tyro Rectifier,Tyro Rectifier,C?n ti?ng Anh nghi v?n: Tyro | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Jinzhou Keeper,Jinzhou Keeper,C?n ti?ng Anh nghi v?n: Keeper | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Guardian Rectifier,Guardian Rectifier,C?n ti?ng Anh nghi v?n: Guardian | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Fusion Accretion,Fusion Accretion,C?n ti?ng Anh nghi v?n: Accretion | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Long Journey,Long Journey,C?n ti?ng Anh nghi v?n: Journey | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Long Journey,Long Journey,C?n ti?ng Anh nghi v?n: Journey | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Unique Effect: When the Resonator is not active, they gain <color=Highlight>{1}</color> DMG Bonus every <color=Highlight>{0}</color>s, stacking up to <color=Highlight>{2}</color> times. All stacks are removed <color=Highlight>{3}s</color> after dealing damage for the first time.","Hiệu ứng Đặc biệt: Khi Resonator không hoạt động, họ nhận <color=Highlight>{1}</color> DMG Bonus mỗi <color=Highlight>{0}</color> giây, cộng dồn tối đa <color=Highlight>{2}</color> lần. Tất cả các tầng sẽ bị xóa sau <color=Highlight>{3}</color> giây kể từ lần đầu tiên gây sát thương.",C?n ti?ng Anh nghi v?n: Bonus | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 8.0
Unique Effect: Increases Energy Regen by <color=Highlight>{0}</color>.,Hiệu ứng Đặc biệt: Tăng Concerto Regen thêm <color=Highlight>{0}</color>.,C?n ti?ng Anh nghi v?n: Regen | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Unique Effect: Increases Energy Regen by <color=Highlight>{0}</color>.,Hiệu ứng Đặc biệt: Tăng Concerto Regen thêm <color=Highlight>{0}</color>.,C?n ti?ng Anh nghi v?n: Regen | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Unique Effect: When the Resonator is not active, they continuously gain DMG Bonus. All stacks are removed 3s after dealing damage for the first time.","Hiệu ứng Đặc biệt: Khi Resonator không hoạt động, liên tục nhận DMG Bonus. Tất cả các tầng sẽ bị xóa sau 3 giây kể từ lần đầu gây sát thương.",C?n ti?ng Anh nghi v?n: Bonus | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 8.0
Unique Effect: Combo skills deal extra DMG.,Hiệu ứng Đặc biệt: Kỹ năng Combo gây thêm DMG.,C?n ti?ng Anh nghi v?n: Combo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Unique Effect: Hitting enemies with Combo skills reduces their DEF.,Hiệu ứng Đặc biệt: Đánh trúng kẻ địch bằng kỹ năng Combo sẽ giảm DEF của chúng.,C?n ti?ng Anh nghi v?n: Combo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Unique Effect: Combo skills deal more DMG.,Hiệu ứng Đặc biệt: Kỹ năng Combo gây nhiều DMG hơn.,C?n ti?ng Anh nghi v?n: Combo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Unique Effect: Burst skills deal more DMG.,Hiệu ứng Đặc biệt: Kỹ năng Burst gây nhiều DMG hơn.,C?n ti?ng Anh nghi v?n: Burst | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Unique Effect: Increases Energy Regen.,Hiệu ứng Đặc biệt: Tăng Concerto Regen.,C?n ti?ng Anh nghi v?n: Regen | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Unique Effect: Increases Energy Regen.,Hiệu ứng Đặc biệt: Tăng **Concerto Regen**.,C?n ti?ng Anh nghi v?n: Regen | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Royan Close Quarters Combat,Royan - Chiến Đấu Cự Ly Gần,C?n ti?ng Anh nghi v?n: Royan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Stardust Resonance,Stardust Resonance,C?n ti?ng Anh nghi v?n: Stardust | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Resonance Rate,Resonance Rate,C?n ti?ng Anh nghi v?n: Rate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Fusion Trail,Fusion Trail,C?n ti?ng Anh nghi v?n: Trail | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
DMG Reduction,DMG Reduction,C?n ti?ng Anh nghi v?n: Reduction | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
HP Up III,Tăng HP III,C?n ti?ng Anh nghi v?n: III | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Main Story: Lark at the Station,Chương Chính: Lark tại Nhà Ga,C?n ti?ng Anh nghi v?n: Lark | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Encounter: Trip on an Abandoned Train I,Gặp Gỡ: Chuyến Đi Trên Chuyến Tàu Bị Bỏ Hoang I,C?n ti?ng Anh nghi v?n: I | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Encounter: Trip on an Abandoned Train II,Gặp Gỡ: Chuyến Tàu Bị Bỏ Hoang II,C?n ti?ng Anh nghi v?n: II | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Encounter: Melody from the Landfill I,Gặp Gỡ: Giai Điệu Từ Bãi Rác I,C?n ti?ng Anh nghi v?n: I | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Encounter: Melody from the Landfill II,Gặp Gỡ: Giai Điệu Từ Bãi Rác II,C?n ti?ng Anh nghi v?n: II | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Encounter: Melody from the Landfill III,Gặp Gỡ: Giai Điệu Từ Bãi Rác III,C?n ti?ng Anh nghi v?n: III | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Encounter: Color Out of Heart I,Gặp Gỡ: Màu Sắc Từ Trái Tim I,C?n ti?ng Anh nghi v?n: I | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Encounter: Color Out of Heart II,Gặp Gỡ: Màu Sắc Từ Trái Tim II,C?n ti?ng Anh nghi v?n: II | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Encounter: Color Out of Heart III,Gặp Gỡ: Màu Sắc Từ Trái Tim III,C?n ti?ng Anh nghi v?n: III | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Encounter: Lone Tree in a Forsaken Corner I,Gặp Gỡ: Cây Cô Đơn Nơi Góc Hoang Vắng I,C?n ti?ng Anh nghi v?n: I | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Encounter: Lone Tree in a Forsaken Corner II,Gặp Gỡ: Cây Cô Đơn Nơi Góc Hoang Vắng II,C?n ti?ng Anh nghi v?n: II | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Encounter: Haven of Respite IV,Gặp Gỡ: Nơi Nghỉ Ngơi An Toàn IV,C?n ti?ng Anh nghi v?n: IV | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Verina joined your team,Verina đã gia nhập đội của bạn,C?n ti?ng Anh nghi v?n: Verina | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Jiyan joined your team,Jiyan đã gia nhập đội của bạn,C?n ti?ng Anh nghi v?n: Jiyan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Zhezhi joined your team,Zhezhi đã gia nhập đội của bạn,C?n ti?ng Anh nghi v?n: Zhezhi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Yuanwu joined your team,Yuanwu đã gia nhập đội của bạn,C?n ti?ng Anh nghi v?n: Yuanwu | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Yinlin joined your team,Yinlin đã gia nhập đội của bạn,C?n ti?ng Anh nghi v?n: Yinlin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Lingyang joined your team,Lingyang đã gia nhập đội của bạn,C?n ti?ng Anh nghi v?n: Lingyang | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
The Unbound [Wings of Freedom],The Unbound [Đôi Cánh Tự Do],C?n ti?ng Anh nghi v?n: Unbound | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Spend 300 Dream Fragments to obtain 1 Metaphor,Tiêu hao 300 Mảnh Giấc Mơ để nhận 1 Metaphor,C?n ti?ng Anh nghi v?n: Metaphor | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Spend 200 Dream Fragments to obtain 1 random Metaphor,Tiêu hao 200 Mảnh Giấc Mơ để nhận 1 Metaphor ngẫu nhiên,C?n ti?ng Anh nghi v?n: Metaphor | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
The Alarm,The Alarm,C?n ti?ng Anh nghi v?n: Alarm | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Zani joined your team,Zani đã gia nhập đội của bạn,C?n ti?ng Anh nghi v?n: Zani | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Phoebe joined your team,Phoebe đã gia nhập đội của bạn,C?n ti?ng Anh nghi v?n: Phoebe | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Chixia joined your team,Chixia đã gia nhập đội của bạn,C?n ti?ng Anh nghi v?n: Chixia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Camellya joined your team,Camellya đã gia nhập đội của bạn,C?n ti?ng Anh nghi v?n: Camellya | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Shorekeeper joined your team,Shorekeeper đã gia nhập đội của bạn,C?n ti?ng Anh nghi v?n: Shorekeeper | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Jinhsi joined your team,Jinhsi đã gia nhập đội của bạn,C?n ti?ng Anh nghi v?n: Jinhsi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Encounter: Trip on an Abandoned Train III,Gặp gỡ: Vấp ngã trên chuyến tàu bỏ hoang III,C?n ti?ng Anh nghi v?n: III | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Mortefi joined your team,Mortefi đã gia nhập đội của bạn,C?n ti?ng Anh nghi v?n: Mortefi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Lumi joined your team,Lumi đã gia nhập đội của bạn,C?n ti?ng Anh nghi v?n: Lumi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Encore joined your team,Encore đã gia nhập đội của bạn,C?n ti?ng Anh nghi v?n: Encore | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Calcharo joined your team,Calcharo đã gia nhập đội của bạn,C?n ti?ng Anh nghi v?n: Calcharo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
