en_source,vn_translate,loi_du_doan
Solsworn Ciphers,Solsworn Ciphers,C?n ti?ng Anh nghi v?n: Ciphers; Solsworn | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Absolute Pulsation,Absolute Pulsation,C?n ti?ng Anh nghi v?n: Absolute; Pulsation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Solsworn Ciphers,Solsworn Ciphers,C?n ti?ng Anh nghi v?n: Ciphers; Solsworn | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Vehicle Looks,Vehicle Looks,C?n ti?ng Anh nghi v?n: Looks; Vehicle | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Vehicle Looks,Vehicle Looks,C?n ti?ng Anh nghi v?n: Looks; Vehicle | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Undersea Flame,Undersea Flame,C?n ti?ng Anh nghi v?n: Flame; Undersea | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Withering Dream,Withering Dream,C?n ti?ng Anh nghi v?n: Dream; Withering | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Gale Canvas,Gale Canvas,C?n ti?ng Anh nghi v?n: Canvas; Gale | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Jade Buckle,Jade Buckle,C?n ti?ng Anh nghi v?n: Buckle; Jade | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Unordered Cube,Unordered Cube,C?n ti?ng Anh nghi v?n: Cube; Unordered | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Blistering Gemstone,Blistering Gemstone,C?n ti?ng Anh nghi v?n: Blistering; Gemstone | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Radiant Hope,Radiant Hope,C?n ti?ng Anh nghi v?n: Hope; Radiant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Blood Debt,Blood Debt,C?n ti?ng Anh nghi v?n: Blood; Debt | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Boxing Gloves,Boxing Gloves,C?n ti?ng Anh nghi v?n: Boxing; Gloves | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Prosthetic Blade,Prosthetic Blade,C?n ti?ng Anh nghi v?n: Blade; Prosthetic | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Risky Game,Risky Game,C?n ti?ng Anh nghi v?n: Game; Risky | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tactical Knife,Tactical Knife,C?n ti?ng Anh nghi v?n: Knife; Tactical | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Crude Nameplate,Crude Nameplate,C?n ti?ng Anh nghi v?n: Crude; Nameplate | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Eternal Sun,Eternal Sun,C?n ti?ng Anh nghi v?n: Eternal; Sun | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Final Barrier,Final Barrier,C?n ti?ng Anh nghi v?n: Barrier; Final | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Resounding Bell,Resounding Bell,C?n ti?ng Anh nghi v?n: Bell; Resounding | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cautious Scarab,Cautious Scarab,C?n ti?ng Anh nghi v?n: Cautious; Scarab | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Watcher's Promise,Watcher's Promise,C?n ti?ng Anh nghi v?n: Promise; Watcher's | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Resilient Warcrab,Resilient Warcrab,C?n ti?ng Anh nghi v?n: Resilient; Warcrab | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Blooming Snow,Blooming Snow,C?n ti?ng Anh nghi v?n: Blooming; Snow | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Zephyr Canvas,Zephyr Canvas,C?n ti?ng Anh nghi v?n: Canvas; Zephyr | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Alloy Conch,Alloy Conch,C?n ti?ng Anh nghi v?n: Alloy; Conch | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Riot Shield,Riot Shield,C?n ti?ng Anh nghi v?n: Riot; Shield | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Emergency Call,Emergency Call,C?n ti?ng Anh nghi v?n: Call; Emergency | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Rapid Grapple,Rapid Grapple,C?n ti?ng Anh nghi v?n: Grapple; Rapid | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Aftersound Conch,Aftersound Conch,C?n ti?ng Anh nghi v?n: Aftersound; Conch | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Juicy Pinecone,Juicy Pinecone,C?n ti?ng Anh nghi v?n: Juicy; Pinecone | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Infinite Cloud,Infinite Cloud,C?n ti?ng Anh nghi v?n: Cloud; Infinite | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Molting Slough,Molting Slough,C?n ti?ng Anh nghi v?n: Molting; Slough | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Siphoning Claw,Siphoning Claw,C?n ti?ng Anh nghi v?n: Claw; Siphoning | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Sports Cookie,Sports Cookie,C?n ti?ng Anh nghi v?n: Cookie; Sports | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Dusty Grimoire,Dusty Grimoire,C?n ti?ng Anh nghi v?n: Dusty; Grimoire | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tacetite Bloom,Tacetite Bloom,C?n ti?ng Anh nghi v?n: Bloom; Tacetite | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Destroyer's Promise,Destroyer's Promise,C?n ti?ng Anh nghi v?n: Destroyer's; Promise | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Relief Spring,Relief Spring,C?n ti?ng Anh nghi v?n: Relief; Spring | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Vibrant Lightning,Vibrant Lightning,C?n ti?ng Anh nghi v?n: Lightning; Vibrant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Patterned Nut,Patterned Nut,C?n ti?ng Anh nghi v?n: Nut; Patterned | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Irregular Aromatherapy,Irregular Aromatherapy,C?n ti?ng Anh nghi v?n: Aromatherapy; Irregular | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Unlabeled Sample,Unlabeled Sample,C?n ti?ng Anh nghi v?n: Sample; Unlabeled | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Iron Conch,Iron Conch,C?n ti?ng Anh nghi v?n: Conch; Iron | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Compound Spring,Compound Spring,C?n ti?ng Anh nghi v?n: Compound; Spring | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Torridity Rescuer,Torridity Rescuer,C?n ti?ng Anh nghi v?n: Rescuer; Torridity | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Inferior Spring,Inferior Spring,C?n ti?ng Anh nghi v?n: Inferior; Spring | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Concentrated Tonic,Concentrated Tonic,C?n ti?ng Anh nghi v?n: Concentrated; Tonic | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Stormcloud Canvas,Stormcloud Canvas,C?n ti?ng Anh nghi v?n: Canvas; Stormcloud | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Spirited Palettes,Spirited Palettes,C?n ti?ng Anh nghi v?n: Palettes; Spirited | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Gust Canvas,Gust Canvas,C?n ti?ng Anh nghi v?n: Canvas; Gust | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Wind Seeker,Wind Seeker,C?n ti?ng Anh nghi v?n: Seeker; Wind | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Modernized Device,Modernized Device,C?n ti?ng Anh nghi v?n: Device; Modernized | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Calculation Goggles,Calculation Goggles,C?n ti?ng Anh nghi v?n: Calculation; Goggles | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"""All-Seeing Eye""","""Tất cả-Seeing Eye""",C?n ti?ng Anh nghi v?n: Eye; Seeing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Guardian's Proof,Guardian's Proof,C?n ti?ng Anh nghi v?n: Guardian's; Proof | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Heart Chainwheel,Heart Chainwheel,C?n ti?ng Anh nghi v?n: Chainwheel; Heart | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Chaos Mark,Chaos Mark,C?n ti?ng Anh nghi v?n: Chaos; Mark | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Destroyer's Codex,Destroyer's Codex,C?n ti?ng Anh nghi v?n: Codex; Destroyer's | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Timeworn Comb,Timeworn Comb,C?n ti?ng Anh nghi v?n: Comb; Timeworn | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mystic Canvas,Mystic Canvas,C?n ti?ng Anh nghi v?n: Canvas; Mystic | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Repair Kit,Repair Kit,C?n ti?ng Anh nghi v?n: Kit; Repair | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Red Needle,Red Needle,C?n ti?ng Anh nghi v?n: Needle; Red | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Prisoner Unchained,Prisoner Unchained,C?n ti?ng Anh nghi v?n: Prisoner; Unchained | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Chaos Marshmallow,Chaos Marshmallow,C?n ti?ng Anh nghi v?n: Chaos; Marshmallow | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Dangerous Data,Dangerous Data,C?n ti?ng Anh nghi v?n: Dangerous; Data | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Compound Gear,Compound Gear,C?n ti?ng Anh nghi v?n: Compound; Gear | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Hidden Blade,Hidden Blade,C?n ti?ng Anh nghi v?n: Blade; Hidden | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Compound Nut,Compound Nut,C?n ti?ng Anh nghi v?n: Compound; Nut | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Insulation Parts,Insulation Parts,C?n ti?ng Anh nghi v?n: Insulation; Parts | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Watcher's Codex,Watcher's Codex,C?n ti?ng Anh nghi v?n: Codex; Watcher's | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Power Hammer,Power Hammer,C?n ti?ng Anh nghi v?n: Hammer; Power | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mechanical Wing,Mechanical Wing,C?n ti?ng Anh nghi v?n: Mechanical; Wing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tracking Goggles,Tracking Goggles,C?n ti?ng Anh nghi v?n: Goggles; Tracking | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Wonderland Phantasm,Wonderland Phantasm,C?n ti?ng Anh nghi v?n: Phantasm; Wonderland | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Golden Compass,Golden Compass,C?n ti?ng Anh nghi v?n: Compass; Golden | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Blue Crystal,Blue Crystal,C?n ti?ng Anh nghi v?n: Blue; Crystal | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Medic Kit,Medic Kit,C?n ti?ng Anh nghi v?n: Kit; Medic | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pop Gummy,Pop Gummy,C?n ti?ng Anh nghi v?n: Gummy; Pop | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Nutritious Breakfast,Nutritious Breakfast,C?n ti?ng Anh nghi v?n: Breakfast; Nutritious | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Sliced Star,Sliced Star,C?n ti?ng Anh nghi v?n: Sliced; Star | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Watcher's Milk,Watcher's Milk,C?n ti?ng Anh nghi v?n: Milk; Watcher's | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Abyssal Descent,Abyssal Descent,C?n ti?ng Anh nghi v?n: Abyssal; Descent | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Journey Together,Journey Together,C?n ti?ng Anh nghi v?n: Journey; Together | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Blazing Purgatory,Blazing Purgatory,C?n ti?ng Anh nghi v?n: Blazing; Purgatory | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Everburning Flame,Everburning Flame,C?n ti?ng Anh nghi v?n: Everburning; Flame | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cursed Hellfire,Cursed Hellfire,C?n ti?ng Anh nghi v?n: Cursed; Hellfire | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Impending Snow,Impending Snow,C?n ti?ng Anh nghi v?n: Impending; Snow | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Unraveling Void,Unraveling Void,C?n ti?ng Anh nghi v?n: Unraveling; Void | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Endgame Snip,Endgame Snip,C?n ti?ng Anh nghi v?n: Endgame; Snip | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Infinite Judgment,Infinite Judgment,C?n ti?ng Anh nghi v?n: Infinite; Judgment | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
String Axiom,String Axiom,C?n ti?ng Anh nghi v?n: Axiom; String | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Severance Horizon,Severance Horizon,C?n ti?ng Anh nghi v?n: Horizon; Severance | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Heavenly Aftershock,Heavenly Aftershock,C?n ti?ng Anh nghi v?n: Aftershock; Heavenly | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Divine Augury,Divine Augury,C?n ti?ng Anh nghi v?n: Augury; Divine | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Global Protocol,Global Protocol,C?n ti?ng Anh nghi v?n: Global; Protocol | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Closed Loop,Closed Loop,C?n ti?ng Anh nghi v?n: Closed; Loop | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
