en_source,vn_translate,loi_du_doan
Hit: I,Hit: I,C?n ti?ng Anh nghi v?n: Hit; I | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: II,Hit: II,C?n ti?ng Anh nghi v?n: Hit; II | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: III,Hit: III,C?n ti?ng Anh nghi v?n: Hit; III | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Enemies Near,Enemies Near,C?n ti?ng Anh nghi v?n: Enemies; Near | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Main Story,Main Story,C?n ti?ng Anh nghi v?n: Main; Story | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Time Stilling,Time Stilling,C?n ti?ng Anh nghi v?n: Stilling; Time | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Beyond Time,Beyond Time,C?n ti?ng Anh nghi v?n: Beyond; Time | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
"""Meow Are #2""","""Meow Are #2""",C?n ti?ng Anh nghi v?n: Are; Meow | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Maxed Out,Maxed Out,C?n ti?ng Anh nghi v?n: Maxed; Out | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
5-Star Weapon,5-Star Weapon,C?n ti?ng Anh nghi v?n: Star; Weapon | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
4-Star Weapon,4-Star Weapon,C?n ti?ng Anh nghi v?n: Star; Weapon | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
3-Star Weapon,3-Star Weapon,C?n ti?ng Anh nghi v?n: Star; Weapon | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
No More Hesitation,Không More Hesitation,C?n ti?ng Anh nghi v?n: Hesitation; More | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Disliked Food,Disliked Food,C?n ti?ng Anh nghi v?n: Disliked; Food | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Jianxin,About Jianxin,C?n ti?ng Anh nghi v?n: About; Jianxin | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Verina,About Verina,C?n ti?ng Anh nghi v?n: About; Verina | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Youhu,About Youhu,C?n ti?ng Anh nghi v?n: About; Youhu | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Chixia,About Chixia,C?n ti?ng Anh nghi v?n: About; Chixia | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Lingyang,About Lingyang,C?n ti?ng Anh nghi v?n: About; Lingyang | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: I,Hit: I,C?n ti?ng Anh nghi v?n: Hit; I | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: II,Hit: II,C?n ti?ng Anh nghi v?n: Hit; II | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: III,Hit: III,C?n ti?ng Anh nghi v?n: Hit; III | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Enemies Near,Enemies Near,C?n ti?ng Anh nghi v?n: Enemies; Near | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Disliked Food,Disliked Food,C?n ti?ng Anh nghi v?n: Disliked; Food | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Mortefi,About Mortefi,C?n ti?ng Anh nghi v?n: About; Mortefi | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Jinhsi,About Jinhsi,C?n ti?ng Anh nghi v?n: About; Jinhsi | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Jiyan,About Jiyan,C?n ti?ng Anh nghi v?n: About; Jiyan | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Aalto,About Aalto,C?n ti?ng Anh nghi v?n: Aalto; About | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Baizhi,About Baizhi,C?n ti?ng Anh nghi v?n: About; Baizhi | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: I,Hit: I,C?n ti?ng Anh nghi v?n: Hit; I | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: II,Hit: II,C?n ti?ng Anh nghi v?n: Hit; II | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: III,Hit: III,C?n ti?ng Anh nghi v?n: Hit; III | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Enemies Near,Enemies Near,C?n ti?ng Anh nghi v?n: Enemies; Near | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Disliked Food,Disliked Food,C?n ti?ng Anh nghi v?n: Disliked; Food | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Camellya,About Camellya,C?n ti?ng Anh nghi v?n: About; Camellya | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Aalto,About Aalto,C?n ti?ng Anh nghi v?n: Aalto; About | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Encore,About Encore,C?n ti?ng Anh nghi v?n: About; Encore | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: I,Hit: I,C?n ti?ng Anh nghi v?n: Hit; I | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: II,Hit: II,C?n ti?ng Anh nghi v?n: Hit; II | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Enemies Near,Enemies Near,C?n ti?ng Anh nghi v?n: Enemies; Near | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Disliked Food,Disliked Food,C?n ti?ng Anh nghi v?n: Disliked; Food | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Lingyang,About Lingyang,C?n ti?ng Anh nghi v?n: About; Lingyang | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Mortefi,About Mortefi,C?n ti?ng Anh nghi v?n: About; Mortefi | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Chixia,About Chixia,C?n ti?ng Anh nghi v?n: About; Chixia | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Danjin,About Danjin,C?n ti?ng Anh nghi v?n: About; Danjin | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Jianxin,About Jianxin,C?n ti?ng Anh nghi v?n: About; Jianxin | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: I,Hit: I,C?n ti?ng Anh nghi v?n: Hit; I | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: II,Hit: II,C?n ti?ng Anh nghi v?n: Hit; II | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Enemies Near,Enemies Near,C?n ti?ng Anh nghi v?n: Enemies; Near | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Disliked Food,Disliked Food,C?n ti?ng Anh nghi v?n: Disliked; Food | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Encore,About Encore,C?n ti?ng Anh nghi v?n: About; Encore | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Shorekeeper,About Shorekeeper,C?n ti?ng Anh nghi v?n: About; Shorekeeper | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Aalto,About Aalto,C?n ti?ng Anh nghi v?n: Aalto; About | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Jinhsi,About Jinhsi,C?n ti?ng Anh nghi v?n: About; Jinhsi | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Jianxin,About Jianxin,C?n ti?ng Anh nghi v?n: About; Jianxin | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: I,Hit: I,C?n ti?ng Anh nghi v?n: Hit; I | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: II,Hit: II,C?n ti?ng Anh nghi v?n: Hit; II | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Enemies Near,Enemies Near,C?n ti?ng Anh nghi v?n: Enemies; Near | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Disliked Food,Disliked Food,C?n ti?ng Anh nghi v?n: Disliked; Food | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Jianxin,About Jianxin,C?n ti?ng Anh nghi v?n: About; Jianxin | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Chixia,About Chixia,C?n ti?ng Anh nghi v?n: About; Chixia | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Youhu,About Youhu,C?n ti?ng Anh nghi v?n: About; Youhu | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Baizhi,About Baizhi,C?n ti?ng Anh nghi v?n: About; Baizhi | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Zhezhi,About Zhezhi,C?n ti?ng Anh nghi v?n: About; Zhezhi | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: I,Hit: I,C?n ti?ng Anh nghi v?n: Hit; I | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: II,Hit: II,C?n ti?ng Anh nghi v?n: Hit; II | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Enemies Near,Enemies Near,C?n ti?ng Anh nghi v?n: Enemies; Near | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Time Taken,Time Taken,C?n ti?ng Anh nghi v?n: Taken; Time | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Prophet's Message,Prophet's Message,C?n ti?ng Anh nghi v?n: Message; Prophet's | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Reach 40% Exploration Progress in Penitent's End,Đạt 40% Tiến Độ Khám Phá Penitent's End,C?n ti?ng Anh nghi v?n: End; Penitent's | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Art's Return,Art's Return,C?n ti?ng Anh nghi v?n: Art's; Return | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Old Ticket,Old Ticket,C?n ti?ng Anh nghi v?n: Old; Ticket | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Disliked Food,Disliked Food,C?n ti?ng Anh nghi v?n: Disliked; Food | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Brant,About Brant,C?n ti?ng Anh nghi v?n: About; Brant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Carlotta,About Carlotta,C?n ti?ng Anh nghi v?n: About; Carlotta | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Zani,About Zani,C?n ti?ng Anh nghi v?n: About; Zani | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Phoebe,About Phoebe,C?n ti?ng Anh nghi v?n: About; Phoebe | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: I,Hit: I,C?n ti?ng Anh nghi v?n: Hit; I | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: II,Hit: II,C?n ti?ng Anh nghi v?n: Hit; II | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Enemies Near,Enemies Near,C?n ti?ng Anh nghi v?n: Enemies; Near | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Disliked Food,Disliked Food,C?n ti?ng Anh nghi v?n: Disliked; Food | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Brant,About Brant,C?n ti?ng Anh nghi v?n: About; Brant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Roccia,About Roccia,C?n ti?ng Anh nghi v?n: About; Roccia | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Phoebe,About Phoebe,C?n ti?ng Anh nghi v?n: About; Phoebe | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Zani,About Zani,C?n ti?ng Anh nghi v?n: About; Zani | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Francesco,About Francesco,C?n ti?ng Anh nghi v?n: About; Francesco | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: I,Hit: I,C?n ti?ng Anh nghi v?n: Hit; I | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: II,Hit: II,C?n ti?ng Anh nghi v?n: Hit; II | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: III,Hit: III,C?n ti?ng Anh nghi v?n: Hit; III | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Enemies Near,Enemies Near,C?n ti?ng Anh nghi v?n: Enemies; Near | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Available Time,Available Time,C?n ti?ng Anh nghi v?n: Available; Time | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Preset Name,Preset Name,C?n ti?ng Anh nghi v?n: Name; Preset | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Basic Hull,Basic Hull,C?n ti?ng Anh nghi v?n: Basic; Hull | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Fishing Area,Fishing Area,C?n ti?ng Anh nghi v?n: Area; Fishing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Available Time,Available Time,C?n ti?ng Anh nghi v?n: Available; Time | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Fishing Time,Fishing Time,C?n ti?ng Anh nghi v?n: Fishing; Time | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Not Recorded,Not Recorded,C?n ti?ng Anh nghi v?n: Not; Recorded | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Penitent's End,Penitent's End,C?n ti?ng Anh nghi v?n: End; Penitent's | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Disliked Food,Disliked Food,C?n ti?ng Anh nghi v?n: Disliked; Food | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Roccia,About Roccia,C?n ti?ng Anh nghi v?n: About; Roccia | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Carlotta,About Carlotta,C?n ti?ng Anh nghi v?n: About; Carlotta | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Cartethyia,About Cartethyia,C?n ti?ng Anh nghi v?n: About; Cartethyia | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Zani,About Zani,C?n ti?ng Anh nghi v?n: About; Zani | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: I,Hit: I,C?n ti?ng Anh nghi v?n: Hit; I | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: II,Hit: II,C?n ti?ng Anh nghi v?n: Hit; II | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: III,Hit: III,C?n ti?ng Anh nghi v?n: Hit; III | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Enemies Near,Enemies Near,C?n ti?ng Anh nghi v?n: Enemies; Near | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Disliked Food,Disliked Food,C?n ti?ng Anh nghi v?n: Disliked; Food | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Brant,About Brant,C?n ti?ng Anh nghi v?n: About; Brant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Roccia,About Roccia,C?n ti?ng Anh nghi v?n: About; Roccia | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Cartethyia,About Cartethyia,C?n ti?ng Anh nghi v?n: About; Cartethyia | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Zani,About Zani,C?n ti?ng Anh nghi v?n: About; Zani | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: I,Hit: I,C?n ti?ng Anh nghi v?n: Hit; I | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: II,Hit: II,C?n ti?ng Anh nghi v?n: Hit; II | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Enemies Near,Enemies Near,C?n ti?ng Anh nghi v?n: Enemies; Near | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Permanent Event,Permanent Event,C?n ti?ng Anh nghi v?n: Event; Permanent | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Combat Event,Combat Event,C?n ti?ng Anh nghi v?n: Combat; Event | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Permanent Event,Permanent Event,C?n ti?ng Anh nghi v?n: Event; Permanent | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Combat Event,Combat Event,C?n ti?ng Anh nghi v?n: Combat; Event | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Any Dock,Any Dock,C?n ti?ng Anh nghi v?n: Any; Dock | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Ranged Only,Ranged Only,C?n ti?ng Anh nghi v?n: Only; Ranged | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Saturation Attack,Saturation Attack,C?n ti?ng Anh nghi v?n: Attack; Saturation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Disliked Food,Disliked Food,C?n ti?ng Anh nghi v?n: Disliked; Food | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Carlotta,About Carlotta,C?n ti?ng Anh nghi v?n: About; Carlotta | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Roccia,About Roccia,C?n ti?ng Anh nghi v?n: About; Roccia | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Cartethyia,About Cartethyia,C?n ti?ng Anh nghi v?n: About; Cartethyia | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: I,Hit: I,C?n ti?ng Anh nghi v?n: Hit; I | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: II,Hit: II,C?n ti?ng Anh nghi v?n: Hit; II | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Enemies Near,Enemies Near,C?n ti?ng Anh nghi v?n: Enemies; Near | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: I,Hit: I,C?n ti?ng Anh nghi v?n: Hit; I | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: II,Hit: II,C?n ti?ng Anh nghi v?n: Hit; II | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: III,Hit: III,C?n ti?ng Anh nghi v?n: Hit; III | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Enemies Near,Enemies Near,C?n ti?ng Anh nghi v?n: Enemies; Near | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: I,Hit: I,C?n ti?ng Anh nghi v?n: Hit; I | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: II,Hit: II,C?n ti?ng Anh nghi v?n: Hit; II | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hit: III,Hit: III,C?n ti?ng Anh nghi v?n: Hit; III | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Enemies Near,Enemies Near,C?n ti?ng Anh nghi v?n: Enemies; Near | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Test I,Test I,C?n ti?ng Anh nghi v?n: I; Test | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Test II,Test II,C?n ti?ng Anh nghi v?n: II; Test | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Test III,Test III,C?n ti?ng Anh nghi v?n: III; Test | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Test IV,Test IV,C?n ti?ng Anh nghi v?n: IV; Test | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Download Complete,Download Complete,C?n ti?ng Anh nghi v?n: Complete; Download | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Disliked Food,Disliked Food,C?n ti?ng Anh nghi v?n: Disliked; Food | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Carlotta,About Carlotta,C?n ti?ng Anh nghi v?n: About; Carlotta | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
About Phoebe,About Phoebe,C?n ti?ng Anh nghi v?n: About; Phoebe | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
