en_source,vn_translate,loi_du_doan
AIR DODGE,AIR DODGE,C?n ti?ng Anh nghi v?n: AIR; DODGE | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
TREASURE CHEST,TREASURE CHEST,C?n ti?ng Anh nghi v?n: CHEST; TREASURE | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
COOL STUFF,COOL STUFF,C?n ti?ng Anh nghi v?n: COOL; STUFF | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
PROPULSION FLUX,PROPULSION FLUX,C?n ti?ng Anh nghi v?n: FLUX; PROPULSION | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
HIDDEN PATH,HIDDEN PATH,C?n ti?ng Anh nghi v?n: HIDDEN; PATH | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
MUTANT ORGANISM,MUTANT ORGANISM,C?n ti?ng Anh nghi v?n: MUTANT; ORGANISM | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
CALAMITY CLASS,CALAMITY CLASS,C?n ti?ng Anh nghi v?n: CALAMITY; CLASS | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
OVERLORD CLASS,OVERLORD CLASS,C?n ti?ng Anh nghi v?n: CLASS; OVERLORD | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
ELITE CLASS,ELITE CLASS,C?n ti?ng Anh nghi v?n: CLASS; ELITE | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
COMMON CLASS,COMMON CLASS,C?n ti?ng Anh nghi v?n: CLASS; COMMON | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
SMALL FRY,SMALL FRY,C?n ti?ng Anh nghi v?n: FRY; SMALL | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
PIONEER ASSOCIATION,PIONEER ASSOCIATION,C?n ti?ng Anh nghi v?n: ASSOCIATION; PIONEER | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
LOLLO LOGISTICS,LOLLO LOGISTICS,C?n ti?ng Anh nghi v?n: LOGISTICS; LOLLO | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
THINK OVER,THINK OVER,C?n ti?ng Anh nghi v?n: OVER; THINK | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
DON'T STOP,DON'T STOP,C?n ti?ng Anh nghi v?n: DON'T; STOP | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Perceptive Eyes,Perceptive Eyes,C?n ti?ng Anh nghi v?n: Eyes; Perceptive | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Justice Served,Justice Served,C?n ti?ng Anh nghi v?n: Justice; Served | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Falling Snow,Falling Snow,C?n ti?ng Anh nghi v?n: Falling; Snow | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Healthy Lifestyle,Healthy Lifestyle,C?n ti?ng Anh nghi v?n: Healthy; Lifestyle | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Fiery Dance,Fiery Dance,C?n ti?ng Anh nghi v?n: Dance; Fiery | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Crimson Fury,Crimson Fury,C?n ti?ng Anh nghi v?n: Crimson; Fury | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
En Route,En Route,C?n ti?ng Anh nghi v?n: En; Route | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Moonlit Haven,Moonlit Haven,C?n ti?ng Anh nghi v?n: Haven; Moonlit | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Noble Exhortation,Noble Exhortation,C?n ti?ng Anh nghi v?n: Exhortation; Noble | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Destiny Reclaimed,Destiny Reclaimed,C?n ti?ng Anh nghi v?n: Destiny; Reclaimed | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Burning Hunt,Burning Hunt,C?n ti?ng Anh nghi v?n: Burning; Hunt | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Once Together,Once Together,C?n ti?ng Anh nghi v?n: Once; Together | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Card Duelist,Card Duelist,C?n ti?ng Anh nghi v?n: Card; Duelist | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Phantasma Dreamland,Phantasma Dreamland,C?n ti?ng Anh nghi v?n: Dreamland; Phantasma | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Iron Symphony,Iron Symphony,C?n ti?ng Anh nghi v?n: Iron; Symphony | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Moonlit Path,Moonlit Path,C?n ti?ng Anh nghi v?n: Moonlit; Path | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Concealed Starlight,Concealed Starlight,C?n ti?ng Anh nghi v?n: Concealed; Starlight | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Sunlit Pursuit,Sunlit Pursuit,C?n ti?ng Anh nghi v?n: Pursuit; Sunlit | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Astral Flight,Astral Flight,C?n ti?ng Anh nghi v?n: Astral; Flight | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Spend 180 Waveplates,Spend 180 Waveplates,C?n ti?ng Anh nghi v?n: Spend; Waveplates | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
No special mechanism,Không special mechanism,C?n ti?ng Anh nghi v?n: mechanism; special | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
No special mechanism,Không special mechanism,C?n ti?ng Anh nghi v?n: mechanism; special | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
No special mechanism,Không special mechanism,C?n ti?ng Anh nghi v?n: mechanism; special | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
No special mechanism,Không special mechanism,C?n ti?ng Anh nghi v?n: mechanism; special | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
No special mechanism,Không special mechanism,C?n ti?ng Anh nghi v?n: mechanism; special | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
No special mechanism,Không special mechanism,C?n ti?ng Anh nghi v?n: mechanism; special | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
No special mechanism,Không special mechanism,C?n ti?ng Anh nghi v?n: mechanism; special | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
No special mechanism,Không special mechanism,C?n ti?ng Anh nghi v?n: mechanism; special | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
No special mechanism,Không special mechanism,C?n ti?ng Anh nghi v?n: mechanism; special | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
No special mechanism,Không special mechanism,C?n ti?ng Anh nghi v?n: mechanism; special | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
No special mechanism,Không special mechanism,C?n ti?ng Anh nghi v?n: mechanism; special | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
No special mechanism,Không special mechanism,C?n ti?ng Anh nghi v?n: mechanism; special | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
No special mechanism,Không special mechanism,C?n ti?ng Anh nghi v?n: mechanism; special | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
No special mechanism,Không special mechanism,C?n ti?ng Anh nghi v?n: mechanism; special | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
No special mechanism,Không special mechanism,C?n ti?ng Anh nghi v?n: mechanism; special | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
No special mechanism,Không special mechanism,C?n ti?ng Anh nghi v?n: mechanism; special | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Difficulty I,Difficulty I,C?n ti?ng Anh nghi v?n: Difficulty; I | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Difficulty II,Difficulty II,C?n ti?ng Anh nghi v?n: Difficulty; II | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Difficulty III,Difficulty III,C?n ti?ng Anh nghi v?n: Difficulty; III | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Difficulty IV,Difficulty IV,C?n ti?ng Anh nghi v?n: Difficulty; IV | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Difficulty V,Difficulty V,C?n ti?ng Anh nghi v?n: Difficulty; V | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Sentry Construct,Sentry Construct,C?n ti?ng Anh nghi v?n: Construct; Sentry | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Reactor Husk,Reactor Husk,C?n ti?ng Anh nghi v?n: Husk; Reactor | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Round 1 Report,Round 1 Report,C?n ti?ng Anh nghi v?n: Report; Round | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Round 10 Report,Round 10 Report,C?n ti?ng Anh nghi v?n: Report; Round | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Round 11 Report,Round 11 Report,C?n ti?ng Anh nghi v?n: Report; Round | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Round 12 Report,Round 12 Report,C?n ti?ng Anh nghi v?n: Report; Round | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Round 2 Report,Round 2 Report,C?n ti?ng Anh nghi v?n: Report; Round | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Round 3 Report,Round 3 Report,C?n ti?ng Anh nghi v?n: Report; Round | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Round 4 Report,Round 4 Report,C?n ti?ng Anh nghi v?n: Report; Round | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Round 5 Report,Round 5 Report,C?n ti?ng Anh nghi v?n: Report; Round | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Round 6 Report,Round 6 Report,C?n ti?ng Anh nghi v?n: Report; Round | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Round 7 Report,Round 7 Report,C?n ti?ng Anh nghi v?n: Report; Round | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Round 8 Report,Round 8 Report,C?n ti?ng Anh nghi v?n: Report; Round | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Round 9 Report,Round 9 Report,C?n ti?ng Anh nghi v?n: Report; Round | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Safety Net,Safety Net,C?n ti?ng Anh nghi v?n: Net; Safety | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Double Rewards,Double Rewards,C?n ti?ng Anh nghi v?n: Double; Rewards | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Thrice Rebound,Thrice Rebound,C?n ti?ng Anh nghi v?n: Rebound; Thrice | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Thrice Rebound,Thrice Rebound,C?n ti?ng Anh nghi v?n: Rebound; Thrice | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Double Dare,Double Dare,C?n ti?ng Anh nghi v?n: Dare; Double | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Double Dare,Double Dare,C?n ti?ng Anh nghi v?n: Dare; Double | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
In Progress,In Progress,C?n ti?ng Anh nghi v?n: In; Progress | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Round Locked,Round Locked,C?n ti?ng Anh nghi v?n: Locked; Round | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Insufficient Dice,Insufficient Dice,C?n ti?ng Anh nghi v?n: Dice; Insufficient | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Training Tasks,Training Tasks,C?n ti?ng Anh nghi v?n: Tasks; Training | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Daily Tasks,Daily Tasks,C?n ti?ng Anh nghi v?n: Daily; Tasks | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weekly Tasks,Weekly Tasks,C?n ti?ng Anh nghi v?n: Tasks; Weekly | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Version Tasks,Version Tasks,C?n ti?ng Anh nghi v?n: Tasks; Version | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pat pat,Pat pat,C?n ti?ng Anh nghi v?n: Pat; pat | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Send flowers,Send flowers,C?n ti?ng Anh nghi v?n: flowers; Send | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Drink tea,Drink tea,C?n ti?ng Anh nghi v?n: Drink; tea | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
In Peace,In Peace,C?n ti?ng Anh nghi v?n: In; Peace | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Catch Salp,Catch Salp,C?n ti?ng Anh nghi v?n: Catch; Salp | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Don't Rush,Don't Rush,C?n ti?ng Anh nghi v?n: Don't; Rush | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lion Dance,Lion Dance,C?n ti?ng Anh nghi v?n: Dance; Lion | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
See Through,See Through,C?n ti?ng Anh nghi v?n: See; Through | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Electric Shock,Electric Shock,C?n ti?ng Anh nghi v?n: Electric; Shock | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Light-Bulb,Light-Bulb,C?n ti?ng Anh nghi v?n: Bulb; Light | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cold Sweat,Cold Sweat,C?n ti?ng Anh nghi v?n: Cold; Sweat | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Polish Shoes,Polish Shoes,C?n ti?ng Anh nghi v?n: Polish; Shoes | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Private chat,Private chat,C?n ti?ng Anh nghi v?n: chat; Private | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
