en_source,vn_translate,loi_du_doan
Composition result-gameplay item,Composition result-gameplay item,C?n ti?ng Anh nghi v?n: Composition; gameplay; item; result | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Fallacy of No Return: Tethys System,Fallacy of Không Return: Tethys Hệ thống,C?n ti?ng Anh nghi v?n: Fallacy; of; Return; Tethys | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
"Time-limited ""Moon Shooter""","Time-limited ""Moon Shooter""",C?n ti?ng Anh nghi v?n: limited; Moon; Shooter; Time | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
"Time-limited ""Moon Shooter""","Time-limited ""Moon Shooter""",C?n ti?ng Anh nghi v?n: limited; Moon; Shooter; Time | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
"Time-limited ""Moon Shooter""","Time-limited ""Moon Shooter""",C?n ti?ng Anh nghi v?n: limited; Moon; Shooter; Time | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Right of Self-Defense,Right of Self-Defense,C?n ti?ng Anh nghi v?n: Defense; of; Right; Self | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Enter Checkpoint: Impermanence Heron,Enter Checkpoint: Impermanence Heron,C?n ti?ng Anh nghi v?n: Checkpoint; Enter; Heron; Impermanence | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Enter Checkpoint: Tempest Mephis,Enter Checkpoint: Tempest Mephis,C?n ti?ng Anh nghi v?n: Checkpoint; Enter; Mephis; Tempest | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Enter Checkpoint: Thundering Mephis,Enter Checkpoint: Thundering Mephis,C?n ti?ng Anh nghi v?n: Checkpoint; Enter; Mephis; Thundering | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Enter Checkpoint: Lightcrusher Twins,Enter Checkpoint: Lightcrusher Twins,C?n ti?ng Anh nghi v?n: Checkpoint; Enter; Lightcrusher; Twins | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Enter Checkpoint: Feilian Beringal,Enter Checkpoint: Feilian Beringal,C?n ti?ng Anh nghi v?n: Beringal; Checkpoint; Enter; Feilian | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Enter Checkpoint: Lampylumen Myriad,Enter Checkpoint: Lampylumen Myriad,C?n ti?ng Anh nghi v?n: Checkpoint; Enter; Lampylumen; Myriad | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Enter Checkpoint: Lampylumen Myriad,Enter Checkpoint: Lampylumen Myriad,C?n ti?ng Anh nghi v?n: Checkpoint; Enter; Lampylumen; Myriad | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Enter Checkpoint: Tempest Mephis,Enter Checkpoint: Tempest Mephis,C?n ti?ng Anh nghi v?n: Checkpoint; Enter; Mephis; Tempest | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Enter Checkpoint: Thundering Mephis,Enter Checkpoint: Thundering Mephis,C?n ti?ng Anh nghi v?n: Checkpoint; Enter; Mephis; Thundering | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
"Fly 2,000 meters (max distance)","Fly 2,000 meters (max distance)",C?n ti?ng Anh nghi v?n: distance; Fly; max; meters | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Capture Amber-Tinted Time,Capture Amber-Tinted Time,C?n ti?ng Anh nghi v?n: Amber; Capture; Time; Tinted | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Capture Amber-Tinted Time,Capture Amber-Tinted Time,C?n ti?ng Anh nghi v?n: Amber; Capture; Time; Tinted | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Preliminary Test - Associate Assessors,Preliminary Test - Associate Assessors,C?n ti?ng Anh nghi v?n: Assessors; Associate; Preliminary; Test | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Preliminary Test - Associate Assessors,Preliminary Test - Associate Assessors,C?n ti?ng Anh nghi v?n: Assessors; Associate; Preliminary; Test | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Final Test - Chief Assessor,Final Test - Chief Assessor,C?n ti?ng Anh nghi v?n: Assessor; Chief; Final; Test | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Final Test - Chief Assessor,Final Test - Chief Assessor,C?n ti?ng Anh nghi v?n: Assessor; Chief; Final; Test | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Preliminary Test - Associate Assessors,Preliminary Test - Associate Assessors,C?n ti?ng Anh nghi v?n: Assessors; Associate; Preliminary; Test | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Preliminary Test - Associate Assessors,Preliminary Test - Associate Assessors,C?n ti?ng Anh nghi v?n: Assessors; Associate; Preliminary; Test | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Final Test - Chief Assessor,Final Test - Chief Assessor,C?n ti?ng Anh nghi v?n: Assessor; Chief; Final; Test | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Final Test - Chief Assessor,Final Test - Chief Assessor,C?n ti?ng Anh nghi v?n: Assessor; Chief; Final; Test | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Preliminary Test - Associate Assessors,Preliminary Test - Associate Assessors,C?n ti?ng Anh nghi v?n: Assessors; Associate; Preliminary; Test | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Preliminary Test - Associate Assessors,Preliminary Test - Associate Assessors,C?n ti?ng Anh nghi v?n: Assessors; Associate; Preliminary; Test | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Final Test - Chief Assessor,Final Test - Chief Assessor,C?n ti?ng Anh nghi v?n: Assessor; Chief; Final; Test | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Final Test - Chief Assessor,Final Test - Chief Assessor,C?n ti?ng Anh nghi v?n: Assessor; Chief; Final; Test | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Preliminary Test - Associate Assessors,Preliminary Test - Associate Assessors,C?n ti?ng Anh nghi v?n: Assessors; Associate; Preliminary; Test | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Preliminary Test - Associate Assessors,Preliminary Test - Associate Assessors,C?n ti?ng Anh nghi v?n: Assessors; Associate; Preliminary; Test | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Final Test - Chief Assessor,Final Test - Chief Assessor,C?n ti?ng Anh nghi v?n: Assessor; Chief; Final; Test | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Final Test - Chief Assessor,Final Test - Chief Assessor,C?n ti?ng Anh nghi v?n: Assessor; Chief; Final; Test | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Preliminary Test - Associate Assessors,Preliminary Test - Associate Assessors,C?n ti?ng Anh nghi v?n: Assessors; Associate; Preliminary; Test | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Preliminary Test - Associate Assessors,Preliminary Test - Associate Assessors,C?n ti?ng Anh nghi v?n: Assessors; Associate; Preliminary; Test | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Final Test - Chief Assessor,Final Test - Chief Assessor,C?n ti?ng Anh nghi v?n: Assessor; Chief; Final; Test | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Final Test - Chief Assessor,Final Test - Chief Assessor,C?n ti?ng Anh nghi v?n: Assessor; Chief; Final; Test | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Preliminary Test - Associate Assessors,Preliminary Test - Associate Assessors,C?n ti?ng Anh nghi v?n: Assessors; Associate; Preliminary; Test | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Preliminary Test - Associate Assessors,Preliminary Test - Associate Assessors,C?n ti?ng Anh nghi v?n: Assessors; Associate; Preliminary; Test | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Final Test - Chief Assessor,Final Test - Chief Assessor,C?n ti?ng Anh nghi v?n: Assessor; Chief; Final; Test | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Final Test - Chief Assessor,Final Test - Chief Assessor,C?n ti?ng Anh nghi v?n: Assessor; Chief; Final; Test | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Preliminary Test - Associate Assessors,Preliminary Test - Associate Assessors,C?n ti?ng Anh nghi v?n: Assessors; Associate; Preliminary; Test | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Preliminary Test - Associate Assessors,Preliminary Test - Associate Assessors,C?n ti?ng Anh nghi v?n: Assessors; Associate; Preliminary; Test | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Final Test - Chief Assessor,Final Test - Chief Assessor,C?n ti?ng Anh nghi v?n: Assessor; Chief; Final; Test | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Final Test - Chief Assessor,Final Test - Chief Assessor,C?n ti?ng Anh nghi v?n: Assessor; Chief; Final; Test | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Break all crates in 35s,Break all crates in 35s,C?n ti?ng Anh nghi v?n: all; Break; crates; in | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Switching to Chisa's perspective,Switching to Chisa's perspective,C?n ti?ng Anh nghi v?n: Chisa's; perspective; Switching; to | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Switching to Denia's perspective,Switching to Denia's perspective,C?n ti?ng Anh nghi v?n: Denia's; perspective; Switching; to | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Don't Sully My Hands,Don't Sully My Hands,C?n ti?ng Anh nghi v?n: Don't; Hands; My; Sully | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Man with an Earpiece [Correspondent],Man with an Earpiece [Correspondent],C?n ti?ng Anh nghi v?n: an; Earpiece; Man; with | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Man with Foreign Accent [Onlooker],Man with Foreign Accent [Onlooker],C?n ti?ng Anh nghi v?n: Accent; Foreign; Man; with | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Tourist with Lion Costume [Popular Star],Tourist with Lion Costume [Popular Star],C?n ti?ng Anh nghi v?n: Costume; Lion; Tourist; with | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Message of Midnight Rangers,Message of Midnight Rangers,C?n ti?ng Anh nghi v?n: Message; Midnight; of; Rangers | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Unknown Cries for Help,Unknown Cries for Help,C?n ti?ng Anh nghi v?n: Cries; for; Help; Unknown | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Vault Tour Guide (Expired),Vault Tour Guide (Expired),C?n ti?ng Anh nghi v?n: Expired; Guide; Tour; Vault | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
{PlayerName} (Smiling with eyes crinkled),{PlayerName} (Smiling with eyes crinkled),C?n ti?ng Anh nghi v?n: crinkled; eyes; Smiling; with | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Route Constructor (Strange Male Voice),Route Constructor (Strange Male Giọng nói),C?n ti?ng Anh nghi v?n: Constructor; Male; Route; Strange | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Route Constructor (Soft Male Voice),Route Constructor (Soft Male Giọng nói),C?n ti?ng Anh nghi v?n: Constructor; Male; Route; Soft | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Notice for Lost Experiment Sample,Thông báo for Lost Experiment Sample,C?n ti?ng Anh nghi v?n: Experiment; for; Lost; Sample | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Notice for Lost Data Memory,Thông báo for Lost Data Memory,C?n ti?ng Anh nghi v?n: Data; for; Lost; Memory | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Preparatory Program Female Student,Preparatory Program Female Student,C?n ti?ng Anh nghi v?n: Female; Preparatory; Program; Student | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Letter from Ephor's Palace,Letter from Ephor's Palace,C?n ti?ng Anh nghi v?n: Ephor's; from; Letter; Palace | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
A Call for Help,A Call for Help,C?n ti?ng Anh nghi v?n: A; Call; for; Help | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Male Pioneer Association Member,Male Pioneer Association Member,C?n ti?ng Anh nghi v?n: Association; Male; Member; Pioneer | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Rambling and Wandering Engineer,Rambling and Wandering Engineer,C?n ti?ng Anh nghi v?n: and; Engineer; Rambling; Wandering | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Puppet with a Girl's Voice,Puppet with a Girl's Giọng nói,C?n ti?ng Anh nghi v?n: a; Girl's; Puppet; with | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Agent from Another Planet [Voice of Somnoire],Agent from Another Planet [Giọng nói of Somnoire],C?n ti?ng Anh nghi v?n: Agent; Another; from; Planet | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Late-Night Tavern Commuter [Stunt Double],Late-Night Tavern Commuter [Stunt Double],C?n ti?ng Anh nghi v?n: Commuter; Late; Night; Tavern | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Torn Pages from Avinoleum,Torn Pages from Avinoleum,C?n ti?ng Anh nghi v?n: Avinoleum; from; Pages; Torn | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Person Searching for Child,Person Searching for Child,C?n ti?ng Anh nghi v?n: Child; for; Person; Searching | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Researcher Looking for Peep,Researcher Looking for Peep,C?n ti?ng Anh nghi v?n: for; Looking; Peep; Researcher | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
New Federation Entertainment Weekly,New Federation Entertainment Weekly,C?n ti?ng Anh nghi v?n: Entertainment; Federation; New; Weekly | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Man with Hollow Eyes,Man with Hollow Eyes,C?n ti?ng Anh nghi v?n: Eyes; Hollow; Man; with | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Broken-down Cargo Truck,Broken-down Cargo Truck,C?n ti?ng Anh nghi v?n: Broken; Cargo; down; Truck | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Pioneer Association Shop Receptionist,Pioneer Association Shop Receptionist,C?n ti?ng Anh nghi v?n: Association; Pioneer; Receptionist; Shop | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Uncle with Rugged Face,Uncle with Rugged Face,C?n ti?ng Anh nghi v?n: Face; Rugged; Uncle; with | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Proceed to Second Half,Proceed to Second Half,C?n ti?ng Anh nghi v?n: Half; Proceed; Second; to | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Proceed to Second Half,Proceed to Second Half,C?n ti?ng Anh nghi v?n: Half; Proceed; Second; to | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Infinite Torrents - First Half,Infinite Torrents - First Half,C?n ti?ng Anh nghi v?n: First; Half; Infinite; Torrents | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Proceed to Second Half,Proceed to Second Half,C?n ti?ng Anh nghi v?n: Half; Proceed; Second; to | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Darkblight Ruins - First Half,Darkblight Ruins - First Half,C?n ti?ng Anh nghi v?n: Darkblight; First; Half; Ruins | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Proceed to Second Half,Proceed to Second Half,C?n ti?ng Anh nghi v?n: Half; Proceed; Second; to | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Proceed to Second Half,Proceed to Second Half,C?n ti?ng Anh nghi v?n: Half; Proceed; Second; to | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Proceed to Second Half,Proceed to Second Half,C?n ti?ng Anh nghi v?n: Half; Proceed; Second; to | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Proceed to Second Half,Proceed to Second Half,C?n ti?ng Anh nghi v?n: Half; Proceed; Second; to | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Proceed to Second Half,Proceed to Second Half,C?n ti?ng Anh nghi v?n: Half; Proceed; Second; to | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Proceed to Second Half,Proceed to Second Half,C?n ti?ng Anh nghi v?n: Half; Proceed; Second; to | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Proceed to Second Half,Proceed to Second Half,C?n ti?ng Anh nghi v?n: Half; Proceed; Second; to | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Proceed to Second Half,Proceed to Second Half,C?n ti?ng Anh nghi v?n: Half; Proceed; Second; to | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Proceed to Second Half,Proceed to Second Half,C?n ti?ng Anh nghi v?n: Half; Proceed; Second; to | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Proceed to Second Half,Proceed to Second Half,C?n ti?ng Anh nghi v?n: Half; Proceed; Second; to | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Proceed to Second Half,Proceed to Second Half,C?n ti?ng Anh nghi v?n: Half; Proceed; Second; to | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Proceed to Second Half,Proceed to Second Half,C?n ti?ng Anh nghi v?n: Half; Proceed; Second; to | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Proceed to Second Half,Proceed to Second Half,C?n ti?ng Anh nghi v?n: Half; Proceed; Second; to | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Proceed to Second Half,Proceed to Second Half,C?n ti?ng Anh nghi v?n: Half; Proceed; Second; to | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Proceed to Second Half,Proceed to Second Half,C?n ti?ng Anh nghi v?n: Half; Proceed; Second; to | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Proceed to Second Half,Proceed to Second Half,C?n ti?ng Anh nghi v?n: Half; Proceed; Second; to | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Proceed to Second Half,Proceed to Second Half,C?n ti?ng Anh nghi v?n: Half; Proceed; Second; to | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Infinite Torrents - First Half,Infinite Torrents - First Half,C?n ti?ng Anh nghi v?n: First; Half; Infinite; Torrents | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Proceed to Second Half,Proceed to Second Half,C?n ti?ng Anh nghi v?n: Half; Proceed; Second; to | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Night Howlers - Distorted Nightmare,Night Howlers - Distorted Nightmare,C?n ti?ng Anh nghi v?n: Distorted; Howlers; Night; Nightmare | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
