en_source,vn_translate,loi_du_doan
Forget-Me-Not,Forget-Me-Not,C?n ti?ng Anh nghi v?n: Forget; Not | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Huanglong Female Official,Huanglong Female Official,C?n ti?ng Anh nghi v?n: Female; Official | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
The False Sovereign,The False Sovereign,C?n ti?ng Anh nghi v?n: False; Sovereign | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
The False Sovereign,The False Sovereign,C?n ti?ng Anh nghi v?n: False; Sovereign | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Chainsaw Mode BA 1,Chainsaw Mode BA 1,C?n ti?ng Anh nghi v?n: Chainsaw; Mode | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Chainsaw Mode BA 2,Chainsaw Mode BA 2,C?n ti?ng Anh nghi v?n: Chainsaw; Mode | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Chainsaw Mode BA 3,Chainsaw Mode BA 3,C?n ti?ng Anh nghi v?n: Chainsaw; Mode | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge: Gulpuff,Echo Challenge: Gulpuff,C?n ti?ng Anh nghi v?n: Challenge; Gulpuff | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge: Cruisewing,Echo Challenge: Cruisewing,C?n ti?ng Anh nghi v?n: Challenge; Cruisewing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Cruisewing Echo Challenge,Cruisewing Echo Challenge,C?n ti?ng Anh nghi v?n: Challenge; Cruisewing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Electro Flare Effect,Electro Flare Effect,C?n ti?ng Anh nghi v?n: Effect; Flare | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Counter Skill,Echo Counter Skill,C?n ti?ng Anh nghi v?n: Counter; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge: Flight,Echo Challenge: Flight,C?n ti?ng Anh nghi v?n: Challenge; Flight | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Physical DMG Bonus,Physical DMG Bonus,C?n ti?ng Anh nghi v?n: Bonus; Physical | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Physical DMG Bonus,Physical DMG Bonus,C?n ti?ng Anh nghi v?n: Bonus; Physical | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Electro Flare Effect,Electro Flare Effect,C?n ti?ng Anh nghi v?n: Effect; Flare | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Broadblade of Night,Broadblade of Night,C?n ti?ng Anh nghi v?n: Night; of | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
The Last Dance,The Last Dance,C?n ti?ng Anh nghi v?n: Dance; Last | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Pistols of Night,Pistols of Night,C?n ti?ng Anh nghi v?n: Night; of | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Gauntlets of Night,Gauntlets of Night,C?n ti?ng Anh nghi v?n: Night; of | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Rectifier of Night,Rectifier of Night,C?n ti?ng Anh nghi v?n: Night; of | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
From the Deep,From the Deep,C?n ti?ng Anh nghi v?n: Deep; From | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Enhancement: Resonance Skill,Enhancement: Resonance Skill,C?n ti?ng Anh nghi v?n: Enhancement; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Enhancement: Resonance Liberation,Enhancement: Resonance Liberation,C?n ti?ng Anh nghi v?n: Enhancement; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Enhancement: Echo Skill,Enhancement: Echo Skill,C?n ti?ng Anh nghi v?n: Enhancement; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Enhancement: Echo Skill,Enhancement: Echo Skill,C?n ti?ng Anh nghi v?n: Enhancement; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Enhancement: Echo Skill,Enhancement: Echo Skill,C?n ti?ng Anh nghi v?n: Enhancement; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Enhancement: Echo Skill,Enhancement: Echo Skill,C?n ti?ng Anh nghi v?n: Enhancement; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
ATK Up I,ATK Up I,C?n ti?ng Anh nghi v?n: I; Up | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
ATK Up II,ATK Up II,C?n ti?ng Anh nghi v?n: II; Up | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
ATK Up III,ATK Up III,C?n ti?ng Anh nghi v?n: III; Up | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
ATK Up IV,ATK Up IV,C?n ti?ng Anh nghi v?n: IV; Up | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
ATK Up V,ATK Up V,C?n ti?ng Anh nghi v?n: Up; V | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
HP Up I,HP Up I,C?n ti?ng Anh nghi v?n: I; Up | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
HP Up II,HP Up II,C?n ti?ng Anh nghi v?n: II; Up | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
HP Up IV,HP Up IV,C?n ti?ng Anh nghi v?n: IV; Up | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
HP Up V,HP Up V,C?n ti?ng Anh nghi v?n: Up; V | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Give Me Wings,Give Me Wings,C?n ti?ng Anh nghi v?n: Give; Wings | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
"The ""Bar"" Area","The ""Bar"" Area",C?n ti?ng Anh nghi v?n: Area; Bar | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
"The ""Garden"" Area","The ""Garden"" Area",C?n ti?ng Anh nghi v?n: Area; Garden | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
"The ""Study"" Area","The ""Study"" Area",C?n ti?ng Anh nghi v?n: Area; Study | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Into The Darkness,Into The Darkness,C?n ti?ng Anh nghi v?n: Darkness; Into | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Take On Me,Take On Me,C?n ti?ng Anh nghi v?n: On; Take | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
To-do List,To-do List,C?n ti?ng Anh nghi v?n: List; To | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
The Unyielding Will,The Unyielding Will,C?n ti?ng Anh nghi v?n: Unyielding; Will | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: I,Resonance Skill: I,C?n ti?ng Anh nghi v?n: I; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: II,Resonance Skill: II,C?n ti?ng Anh nghi v?n: II; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: III,Resonance Skill: III,C?n ti?ng Anh nghi v?n: III; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: I,Resonance Liberation: I,C?n ti?ng Anh nghi v?n: I; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: II,Resonance Liberation: II,C?n ti?ng Anh nghi v?n: II; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: III,Resonance Liberation: III,C?n ti?ng Anh nghi v?n: III; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: I,Resonance Skill: I,C?n ti?ng Anh nghi v?n: I; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: II,Resonance Skill: II,C?n ti?ng Anh nghi v?n: II; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: III,Resonance Skill: III,C?n ti?ng Anh nghi v?n: III; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: I,Resonance Liberation: I,C?n ti?ng Anh nghi v?n: I; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: II,Resonance Liberation: II,C?n ti?ng Anh nghi v?n: II; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: III,Resonance Liberation: III,C?n ti?ng Anh nghi v?n: III; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: I,Resonance Skill: I,C?n ti?ng Anh nghi v?n: I; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: II,Resonance Skill: II,C?n ti?ng Anh nghi v?n: II; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: III,Resonance Skill: III,C?n ti?ng Anh nghi v?n: III; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: I,Resonance Liberation: I,C?n ti?ng Anh nghi v?n: I; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: II,Resonance Liberation: II,C?n ti?ng Anh nghi v?n: II; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: III,Resonance Liberation: III,C?n ti?ng Anh nghi v?n: III; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: I,Resonance Skill: I,C?n ti?ng Anh nghi v?n: I; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: II,Resonance Skill: II,C?n ti?ng Anh nghi v?n: II; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: III,Resonance Skill: III,C?n ti?ng Anh nghi v?n: III; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: I,Resonance Liberation: I,C?n ti?ng Anh nghi v?n: I; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: II,Resonance Liberation: II,C?n ti?ng Anh nghi v?n: II; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: III,Resonance Liberation: III,C?n ti?ng Anh nghi v?n: III; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: IV,Resonance Skill: IV,C?n ti?ng Anh nghi v?n: IV; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: V,Resonance Skill: V,C?n ti?ng Anh nghi v?n: Skill; V | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: VII,Resonance Skill: VII,C?n ti?ng Anh nghi v?n: Skill; VII | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: VIII,Resonance Skill: VIII,C?n ti?ng Anh nghi v?n: Skill; VIII | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: IX,Resonance Skill: IX,C?n ti?ng Anh nghi v?n: IX; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: X,Resonance Skill: X,C?n ti?ng Anh nghi v?n: Skill; X | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: XI,Resonance Skill: XI,C?n ti?ng Anh nghi v?n: Skill; XI | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: XII,Resonance Skill: XII,C?n ti?ng Anh nghi v?n: Skill; XII | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: XIII,Resonance Skill: XIII,C?n ti?ng Anh nghi v?n: Skill; XIII | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: XIV,Resonance Skill: XIV,C?n ti?ng Anh nghi v?n: Skill; XIV | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: XV,Resonance Skill: XV,C?n ti?ng Anh nghi v?n: Skill; XV | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: I,Resonance Skill: I,C?n ti?ng Anh nghi v?n: I; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: II,Resonance Skill: II,C?n ti?ng Anh nghi v?n: II; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: III,Resonance Skill: III,C?n ti?ng Anh nghi v?n: III; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: I,Resonance Liberation: I,C?n ti?ng Anh nghi v?n: I; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: II,Resonance Liberation: II,C?n ti?ng Anh nghi v?n: II; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: III,Resonance Liberation: III,C?n ti?ng Anh nghi v?n: III; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: IV,Resonance Liberation: IV,C?n ti?ng Anh nghi v?n: IV; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: IV,Resonance Skill: IV,C?n ti?ng Anh nghi v?n: IV; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: V,Resonance Skill: V,C?n ti?ng Anh nghi v?n: Skill; V | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: I,Resonance Skill: I,C?n ti?ng Anh nghi v?n: I; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: II,Resonance Skill: II,C?n ti?ng Anh nghi v?n: II; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: III,Resonance Skill: III,C?n ti?ng Anh nghi v?n: III; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: I,Resonance Liberation: I,C?n ti?ng Anh nghi v?n: I; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: II,Resonance Liberation: II,C?n ti?ng Anh nghi v?n: II; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: III,Resonance Liberation: III,C?n ti?ng Anh nghi v?n: III; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: I,Resonance Skill: I,C?n ti?ng Anh nghi v?n: I; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: II,Resonance Skill: II,C?n ti?ng Anh nghi v?n: II; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: III,Resonance Skill: III,C?n ti?ng Anh nghi v?n: III; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: I,Resonance Liberation: I,C?n ti?ng Anh nghi v?n: I; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: II,Resonance Liberation: II,C?n ti?ng Anh nghi v?n: II; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: III,Resonance Liberation: III,C?n ti?ng Anh nghi v?n: III; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: I,Resonance Skill: I,C?n ti?ng Anh nghi v?n: I; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: II,Resonance Skill: II,C?n ti?ng Anh nghi v?n: II; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: III,Resonance Skill: III,C?n ti?ng Anh nghi v?n: III; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: I,Resonance Liberation: I,C?n ti?ng Anh nghi v?n: I; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: II,Resonance Liberation: II,C?n ti?ng Anh nghi v?n: II; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: III,Resonance Liberation: III,C?n ti?ng Anh nghi v?n: III; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: IV,Resonance Skill: IV,C?n ti?ng Anh nghi v?n: IV; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: V,Resonance Skill: V,C?n ti?ng Anh nghi v?n: Skill; V | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: I,Resonance Skill: I,C?n ti?ng Anh nghi v?n: I; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: II,Resonance Skill: II,C?n ti?ng Anh nghi v?n: II; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: III,Resonance Skill: III,C?n ti?ng Anh nghi v?n: III; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: IV,Resonance Skill: IV,C?n ti?ng Anh nghi v?n: IV; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: I,Resonance Liberation: I,C?n ti?ng Anh nghi v?n: I; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: II,Resonance Liberation: II,C?n ti?ng Anh nghi v?n: II; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: III,Resonance Liberation: III,C?n ti?ng Anh nghi v?n: III; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: V,Resonance Skill: V,C?n ti?ng Anh nghi v?n: Skill; V | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: I,Resonance Skill: I,C?n ti?ng Anh nghi v?n: I; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: II,Resonance Skill: II,C?n ti?ng Anh nghi v?n: II; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: III,Resonance Skill: III,C?n ti?ng Anh nghi v?n: III; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: I,Resonance Liberation: I,C?n ti?ng Anh nghi v?n: I; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: II,Resonance Liberation: II,C?n ti?ng Anh nghi v?n: II; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: III,Resonance Liberation: III,C?n ti?ng Anh nghi v?n: III; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: I,Resonance Skill: I,C?n ti?ng Anh nghi v?n: I; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: II,Resonance Skill: II,C?n ti?ng Anh nghi v?n: II; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: III,Resonance Skill: III,C?n ti?ng Anh nghi v?n: III; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: I,Resonance Liberation: I,C?n ti?ng Anh nghi v?n: I; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: II,Resonance Liberation: II,C?n ti?ng Anh nghi v?n: II; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Liberation: III,Resonance Liberation: III,C?n ti?ng Anh nghi v?n: III; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: I,Resonance Skill: I,C?n ti?ng Anh nghi v?n: I; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: II,Resonance Skill: II,C?n ti?ng Anh nghi v?n: II; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonance Skill: III,Resonance Skill: III,C?n ti?ng Anh nghi v?n: III; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
