en_source,vn_translate,loi_du_doan
Lollo Logistics,Lollo Logistics,C?n ti?ng Anh nghi v?n: Logistics; Lollo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Unknown Tacet Discord,Unknown Discord,C?n ti?ng Anh nghi v?n: Discord; Unknown | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mechanic A,Mechanic A,C?n ti?ng Anh nghi v?n: A; Mechanic | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Agent A,Agent A,C?n ti?ng Anh nghi v?n: A; Agent | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Researcher A,Researcher A,C?n ti?ng Anh nghi v?n: A; Researcher | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Researcher B,Researcher B,C?n ti?ng Anh nghi v?n: B; Researcher | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Gardener A,Gardener A,C?n ti?ng Anh nghi v?n: A; Gardener | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Gardener A,Gardener A,C?n ti?ng Anh nghi v?n: A; Gardener | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Black Screen,Black Screen,C?n ti?ng Anh nghi v?n: Black; Screen | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lady Flora,Lady Flora,C?n ti?ng Anh nghi v?n: Flora; Lady | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
KU-Riri,KU-Riri,C?n ti?ng Anh nghi v?n: KU; Riri | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
KU-Nana,KU-Nana,C?n ti?ng Anh nghi v?n: KU; Nana | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
KU-Water,KU-Water,C?n ti?ng Anh nghi v?n: KU; Water | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
KU-Money,KU-Money,C?n ti?ng Anh nghi v?n: KU; Money | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
KU-Plant,KU-Plant,C?n ti?ng Anh nghi v?n: KU; Plant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
KU-Chase,KU-Chase,C?n ti?ng Anh nghi v?n: Chase; KU | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Astral Modulator,Astral Modulator,C?n ti?ng Anh nghi v?n: Astral; Modulator | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Stellar Matrix Researcher,Nghiên cứu viên Stellar Matrix,C?n ti?ng Anh nghi v?n: Matrix; Stellar | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Blurred Figure,Blurred Figure,C?n ti?ng Anh nghi v?n: Blurred; Figure | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
KU-Key,KU-Key,C?n ti?ng Anh nghi v?n: Key; KU | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Black Cat,Black Cat,C?n ti?ng Anh nghi v?n: Black; Cat | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cultured Exile,Cultured Exile,C?n ti?ng Anh nghi v?n: Cultured; Exile | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Impetuous Dockworker,Impetuous Dockworker,C?n ti?ng Anh nghi v?n: Dockworker; Impetuous | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Nervous Dockworker,Nervous Dockworker,C?n ti?ng Anh nghi v?n: Dockworker; Nervous | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Calm Dockworker,Calm Dockworker,C?n ti?ng Anh nghi v?n: Calm; Dockworker | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"""Red Eagle""","""Red Eagle""",C?n ti?ng Anh nghi v?n: Eagle; Red | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Art Manager,Art Manager,C?n ti?ng Anh nghi v?n: Art; Manager | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Uneasy Father,Uneasy Father,C?n ti?ng Anh nghi v?n: Father; Uneasy | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Desperate Mother,Desperate Mother,C?n ti?ng Anh nghi v?n: Desperate; Mother | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Strange Box,Strange Box,C?n ti?ng Anh nghi v?n: Box; Strange | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cheerful Resident,Cheerful Resident,C?n ti?ng Anh nghi v?n: Cheerful; Resident | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Nervous Resident,Nervous Resident,C?n ti?ng Anh nghi v?n: Nervous; Resident | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Serious Acolyte,Serious Acolyte,C?n ti?ng Anh nghi v?n: Acolyte; Serious | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Senior Acolyte,Senior Acolyte,C?n ti?ng Anh nghi v?n: Acolyte; Senior | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Beacon Inscription,Beacon Inscription,C?n ti?ng Anh nghi v?n: Beacon; Inscription | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
C-MOSS,C-MOSS,C?n ti?ng Anh nghi v?n: C; MOSS | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Priest Alessio,Priest Alessio,C?n ti?ng Anh nghi v?n: Alessio; Priest | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Raucous Artificer,Raucous Artificer,C?n ti?ng Anh nghi v?n: Artificer; Raucous | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Harbor Staff,Harbor Staff,C?n ti?ng Anh nghi v?n: Harbor; Staff | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mysterious Follower,Mysterious Follower,C?n ti?ng Anh nghi v?n: Follower; Mysterious | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Unknown Signal,Unknown Signal,C?n ti?ng Anh nghi v?n: Signal; Unknown | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Happy Follower,Happy Follower,C?n ti?ng Anh nghi v?n: Follower; Happy | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Boat Manager,Boat Manager,C?n ti?ng Anh nghi v?n: Boat; Manager | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Prestigious Elder,Prestigious Elder,C?n ti?ng Anh nghi v?n: Elder; Prestigious | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Familiar Girl,Familiar Girl,C?n ti?ng Anh nghi v?n: Familiar; Girl | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Familiar Girl,Familiar Girl,C?n ti?ng Anh nghi v?n: Familiar; Girl | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Gift Vendor,Gift Vendor,C?n ti?ng Anh nghi v?n: Gift; Vendor | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Apple Vendor,Apple Vendor,C?n ti?ng Anh nghi v?n: Apple; Vendor | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Doll Dancer ???,Doll Dancer ???,C?n ti?ng Anh nghi v?n: Dancer; Doll | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Grandma Shirley,Grandma Shirley,C?n ti?ng Anh nghi v?n: Grandma; Shirley | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Girl A,Girl A,C?n ti?ng Anh nghi v?n: A; Girl | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Young Woman,Young Woman,C?n ti?ng Anh nghi v?n: Woman; Young | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Aged Man,Aged Man,C?n ti?ng Anh nghi v?n: Aged; Man | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Aged Woman,Aged Woman,C?n ti?ng Anh nghi v?n: Aged; Woman | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Black Screen,Black Screen,C?n ti?ng Anh nghi v?n: Black; Screen | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Shy Fan,Shy Fan,C?n ti?ng Anh nghi v?n: Fan; Shy | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Outgoing Fan,Outgoing Fan,C?n ti?ng Anh nghi v?n: Fan; Outgoing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Past Students,Past Students,C?n ti?ng Anh nghi v?n: Past; Students | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Past Professor,Past Professor,C?n ti?ng Anh nghi v?n: Past; Professor | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Past Aemeath,Past Aemeath,C?n ti?ng Anh nghi v?n: Aemeath; Past | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Luuk Herssen,Luuk Herssen,C?n ti?ng Anh nghi v?n: Herssen; Luuk | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Nameless Explorer,Nameless Explorer,C?n ti?ng Anh nghi v?n: Explorer; Nameless | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Past Roya,Past Roya,C?n ti?ng Anh nghi v?n: Past; Roya | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Young Aemeath,Young Aemeath,C?n ti?ng Anh nghi v?n: Aemeath; Young | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Excited Fan,Excited Fan,C?n ti?ng Anh nghi v?n: Excited; Fan | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Joyful Fan,Joyful Fan,C?n ti?ng Anh nghi v?n: Fan; Joyful | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Steady Fan,Steady Fan,C?n ti?ng Anh nghi v?n: Fan; Steady | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Curious Date,Curious Date,C?n ti?ng Anh nghi v?n: Curious; Date | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Shocked Fan,Shocked Fan,C?n ti?ng Anh nghi v?n: Fan; Shocked | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Confused Fan,Confused Fan,C?n ti?ng Anh nghi v?n: Confused; Fan | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pensive Student,Pensive Student,C?n ti?ng Anh nghi v?n: Pensive; Student | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Surprised Student,Surprised Student,C?n ti?ng Anh nghi v?n: Student; Surprised | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tired Student,Tired Student,C?n ti?ng Anh nghi v?n: Student; Tired | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cheerful Follower,Cheerful Follower,C?n ti?ng Anh nghi v?n: Cheerful; Follower | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Luuk Herssen,Luuk Herssen,C?n ti?ng Anh nghi v?n: Herssen; Luuk | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cobb Copo,Cobb Copo,C?n ti?ng Anh nghi v?n: Cobb; Copo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Gate Keeper,Gate Keeper,C?n ti?ng Anh nghi v?n: Gate; Keeper | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tuner A,Tuner A,C?n ti?ng Anh nghi v?n: A; Tuner | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tuner B,Tuner B,C?n ti?ng Anh nghi v?n: B; Tuner | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Troupe Staff,Troupe Staff,C?n ti?ng Anh nghi v?n: Staff; Troupe | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weak Elder,Weak Elder,C?n ti?ng Anh nghi v?n: Elder; Weak | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Irritable Pilgrim,Irritable Pilgrim,C?n ti?ng Anh nghi v?n: Irritable; Pilgrim | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Downcast Pilgrim,Downcast Pilgrim,C?n ti?ng Anh nghi v?n: Downcast; Pilgrim | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Numb Pilgrim,Numb Pilgrim,C?n ti?ng Anh nghi v?n: Numb; Pilgrim | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lottie Lost,Lottie Lost,C?n ti?ng Anh nghi v?n: Lost; Lottie | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Diggy Duggy,Diggy Duggy,C?n ti?ng Anh nghi v?n: Diggy; Duggy | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Hocus Pocus,Hocus Pocus,C?n ti?ng Anh nghi v?n: Hocus; Pocus | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cuddle Wuddle,Cuddle Wuddle,C?n ti?ng Anh nghi v?n: Cuddle; Wuddle | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Golden Phantom,Golden Phantom,C?n ti?ng Anh nghi v?n: Golden; Phantom | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Wu Laowu,Wu Laowu,C?n ti?ng Anh nghi v?n: Laowu; Wu | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Banished Fool,Banished Fool,C?n ti?ng Anh nghi v?n: Banished; Fool | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Devout Fool,Devout Fool,C?n ti?ng Anh nghi v?n: Devout; Fool | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Fishing Fool,Fishing Fool,C?n ti?ng Anh nghi v?n: Fishing; Fool | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mr. Zi,Mr. Zi,C?n ti?ng Anh nghi v?n: Mr; Zi | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Inscribed Words,Inscribed Words,C?n ti?ng Anh nghi v?n: Inscribed; Words | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Worker A,Worker A,C?n ti?ng Anh nghi v?n: A; Worker | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Kharon (Schwarzloch),Kharon (Schwarzloch),C?n ti?ng Anh nghi v?n: Kharon; Schwarzloch | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Fleeing Civilian,Fleeing Civilian,C?n ti?ng Anh nghi v?n: Civilian; Fleeing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Worker B,Worker B,C?n ti?ng Anh nghi v?n: B; Worker | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Worker C,Worker C,C?n ti?ng Anh nghi v?n: C; Worker | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Distorted Whispers,Distorted Whispers,C?n ti?ng Anh nghi v?n: Distorted; Whispers | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Montelli Member,Montelli Member,C?n ti?ng Anh nghi v?n: Member; Montelli | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cartethyia's Frequency,Cartethyia's Frequency,C?n ti?ng Anh nghi v?n: Cartethyia's; Frequency | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Elder Senator,Elder Senator,C?n ti?ng Anh nghi v?n: Elder; Senator | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Resolute Senator,Resolute Senator,C?n ti?ng Anh nghi v?n: Resolute; Senator | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Gladiator Messenger,Gladiator Messenger,C?n ti?ng Anh nghi v?n: Gladiator; Messenger | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Resolute Gladiator,Resolute Gladiator,C?n ti?ng Anh nghi v?n: Gladiator; Resolute | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Inscribed Words,Inscribed Words,C?n ti?ng Anh nghi v?n: Inscribed; Words | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Fisalia Member,Fisalia Member,C?n ti?ng Anh nghi v?n: Fisalia; Member | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Resolute Acolyte,Resolute Acolyte,C?n ti?ng Anh nghi v?n: Acolyte; Resolute | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Fearless Acolyte,Fearless Acolyte,C?n ti?ng Anh nghi v?n: Acolyte; Fearless | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cartethyia & Galbrena,Cartethyia & Galbrena,C?n ti?ng Anh nghi v?n: Cartethyia; Galbrena | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Galbrena (Angel),Galbrena (Angel),C?n ti?ng Anh nghi v?n: Angel; Galbrena | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Incomplete Tacet Discord,Incomplete Discord,C?n ti?ng Anh nghi v?n: Discord; Incomplete | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Resolute Acolyte,Resolute Acolyte,C?n ti?ng Anh nghi v?n: Acolyte; Resolute | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Fearless Acolyte,Fearless Acolyte,C?n ti?ng Anh nghi v?n: Acolyte; Fearless | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Praying Villagers 1,Praying Villagers 1,C?n ti?ng Anh nghi v?n: Praying; Villagers | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Praying Villagers 2,Praying Villagers 2,C?n ti?ng Anh nghi v?n: Praying; Villagers | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Praying Villagers 3,Praying Villagers 3,C?n ti?ng Anh nghi v?n: Praying; Villagers | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Crazed Villagers 1,Crazed Villagers 1,C?n ti?ng Anh nghi v?n: Crazed; Villagers | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Crazed Villagers 2,Crazed Villagers 2,C?n ti?ng Anh nghi v?n: Crazed; Villagers | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Crazed Villagers 3,Crazed Villagers 3,C?n ti?ng Anh nghi v?n: Crazed; Villagers | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weary Gladiator,Weary Gladiator,C?n ti?ng Anh nghi v?n: Gladiator; Weary | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Stalwart Gladiator,Stalwart Gladiator,C?n ti?ng Anh nghi v?n: Gladiator; Stalwart | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Amazed Gladiator,Amazed Gladiator,C?n ti?ng Anh nghi v?n: Amazed; Gladiator | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Uncle Yun,Uncle Yun,C?n ti?ng Anh nghi v?n: Uncle; Yun | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Panhua's Restaurant Owner,Chủ Panhua's Restaurant,C?n ti?ng Anh nghi v?n: Panhua's; Restaurant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Grandma Jue,Grandma Jue,C?n ti?ng Anh nghi v?n: Grandma; Jue | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Anxious Guard,Anxious Guard,C?n ti?ng Anh nghi v?n: Anxious; Guard | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mr. Alberto,Mr. Alberto,C?n ti?ng Anh nghi v?n: Alberto; Mr | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Agile Puncher,Agile Puncher,C?n ti?ng Anh nghi v?n: Agile; Puncher | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Senior Puncher,Senior Puncher,C?n ti?ng Anh nghi v?n: Puncher; Senior | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Hubris Puncher,Hubris Puncher,C?n ti?ng Anh nghi v?n: Hubris; Puncher | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Choir: Patero,Choir: Patero,C?n ti?ng Anh nghi v?n: Choir; Patero | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Family Musician,Family Musician,C?n ti?ng Anh nghi v?n: Family; Musician | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Street Musician,Street Musician,C?n ti?ng Anh nghi v?n: Musician; Street | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
