en_source,vn_translate,loi_du_doan
Tacet Discord - Calamon,Discord - Calamon,C?n ti?ng Anh nghi v?n: Calamon; Discord | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Rocksteady Guardian,Rocksteady Guardian,C?n ti?ng Anh nghi v?n: Guardian; Rocksteady | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tacet Discord - Calamon,Discord - Calamon,C?n ti?ng Anh nghi v?n: Calamon; Discord | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Chasm Guardian,Chasm Guardian,C?n ti?ng Anh nghi v?n: Chasm; Guardian | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tacet Discord - Calamon,Discord - Calamon,C?n ti?ng Anh nghi v?n: Calamon; Discord | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Viridblaze Saurian,Viridblaze Saurian,C?n ti?ng Anh nghi v?n: Saurian; Viridblaze | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
MUTANT ORGANISM,MUTANT ORGANISM,C?n ti?ng Anh nghi v?n: MUTANT; ORGANISM | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Roseshroom (Mature),Roseshroom (Mature),C?n ti?ng Anh nghi v?n: Mature; Roseshroom | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
MUTANT ORGANISM,MUTANT ORGANISM,C?n ti?ng Anh nghi v?n: MUTANT; ORGANISM | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
MUTANT ORGANISM,MUTANT ORGANISM,C?n ti?ng Anh nghi v?n: MUTANT; ORGANISM | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
MUTANT ORGANISM,MUTANT ORGANISM,C?n ti?ng Anh nghi v?n: MUTANT; ORGANISM | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
MUTANT ORGANISM,MUTANT ORGANISM,C?n ti?ng Anh nghi v?n: MUTANT; ORGANISM | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tacet Discord - Artifian,Discord - Artifian,C?n ti?ng Anh nghi v?n: Artifian; Discord | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Exile Technician,Exile Technician,C?n ti?ng Anh nghi v?n: Exile; Technician | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Thundering Mephis,Thundering Mephis,C?n ti?ng Anh nghi v?n: Mephis; Thundering | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tacet Discord - Calamon,Discord - Calamon,C?n ti?ng Anh nghi v?n: Calamon; Discord | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Inferno Rider,Inferno Rider,C?n ti?ng Anh nghi v?n: Inferno; Rider | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tacet Discord - Calamon,Discord - Calamon,C?n ti?ng Anh nghi v?n: Calamon; Discord | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Impermanence Heron,Impermanence Heron,C?n ti?ng Anh nghi v?n: Heron; Impermanence | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
MUTANT ORGANISM,MUTANT ORGANISM,C?n ti?ng Anh nghi v?n: MUTANT; ORGANISM | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lampylumen Myriad,Lampylumen Myriad,C?n ti?ng Anh nghi v?n: Lampylumen; Myriad | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tacet Discord - Calamon,Discord - Calamon,C?n ti?ng Anh nghi v?n: Calamon; Discord | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Feilian Beringal,Feilian Beringal,C?n ti?ng Anh nghi v?n: Beringal; Feilian | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
MUTANT ORGANISM,MUTANT ORGANISM,C?n ti?ng Anh nghi v?n: MUTANT; ORGANISM | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mourning Aix,Mourning Aix,C?n ti?ng Anh nghi v?n: Aix; Mourning | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tacet Discord - Calamon,Discord - Calamon,C?n ti?ng Anh nghi v?n: Calamon; Discord | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
MUTANT ORGANISM,MUTANT ORGANISM,C?n ti?ng Anh nghi v?n: MUTANT; ORGANISM | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Common Class,Common Class,C?n ti?ng Anh nghi v?n: Class; Common | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Vanguard Junrock,Vanguard Junrock,C?n ti?ng Anh nghi v?n: Junrock; Vanguard | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Common Class,Common Class,C?n ti?ng Anh nghi v?n: Class; Common | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Fission Junrock,Fission Junrock,C?n ti?ng Anh nghi v?n: Fission; Junrock | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Common Class,Common Class,C?n ti?ng Anh nghi v?n: Class; Common | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Common Class,Common Class,C?n ti?ng Anh nghi v?n: Class; Common | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Common Class,Common Class,C?n ti?ng Anh nghi v?n: Class; Common | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Common Class,Common Class,C?n ti?ng Anh nghi v?n: Class; Common | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Snip Snap,Snip Snap,C?n ti?ng Anh nghi v?n: Snap; Snip | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tacet Discord-Murmurin,Discord-Murmurin,C?n ti?ng Anh nghi v?n: Discord; Murmurin | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Common Class,Common Class,C?n ti?ng Anh nghi v?n: Class; Common | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Zig Zag,Zig Zag,C?n ti?ng Anh nghi v?n: Zag; Zig | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tacet Discord-Murmurin,Discord-Murmurin,C?n ti?ng Anh nghi v?n: Discord; Murmurin | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Common Class,Common Class,C?n ti?ng Anh nghi v?n: Class; Common | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Whiff Whaff,Whiff Whaff,C?n ti?ng Anh nghi v?n: Whaff; Whiff | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tacet Discord-Murmurin,Discord-Murmurin,C?n ti?ng Anh nghi v?n: Discord; Murmurin | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Common Class,Common Class,C?n ti?ng Anh nghi v?n: Class; Common | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Whiff Whaff,Whiff Whaff,C?n ti?ng Anh nghi v?n: Whaff; Whiff | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tacet Discord-Murmurin,Discord-Murmurin,C?n ti?ng Anh nghi v?n: Discord; Murmurin | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Common Class,Common Class,C?n ti?ng Anh nghi v?n: Class; Common | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Common Class,Common Class,C?n ti?ng Anh nghi v?n: Class; Common | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Common Class,Common Class,C?n ti?ng Anh nghi v?n: Class; Common | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mutant Fauna,Mutant Fauna,C?n ti?ng Anh nghi v?n: Fauna; Mutant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Common Class,Common Class,C?n ti?ng Anh nghi v?n: Class; Common | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Sabyr Boar,Sabyr Boar,C?n ti?ng Anh nghi v?n: Boar; Sabyr | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mutant Fauna,Mutant Fauna,C?n ti?ng Anh nghi v?n: Fauna; Mutant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Common Class,Common Class,C?n ti?ng Anh nghi v?n: Class; Common | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mutant Fauna,Mutant Fauna,C?n ti?ng Anh nghi v?n: Fauna; Mutant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Common Class,Common Class,C?n ti?ng Anh nghi v?n: Class; Common | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mutant Fauna,Mutant Fauna,C?n ti?ng Anh nghi v?n: Fauna; Mutant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Common Class,Common Class,C?n ti?ng Anh nghi v?n: Class; Common | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mutant Fauna,Mutant Fauna,C?n ti?ng Anh nghi v?n: Fauna; Mutant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Common Class,Common Class,C?n ti?ng Anh nghi v?n: Class; Common | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Baby Roseshroom,Baby Roseshroom,C?n ti?ng Anh nghi v?n: Baby; Roseshroom | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mutant Flora,Mutant Flora,C?n ti?ng Anh nghi v?n: Flora; Mutant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Common Class,Common Class,C?n ti?ng Anh nghi v?n: Class; Common | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mutant Flora,Mutant Flora,C?n ti?ng Anh nghi v?n: Flora; Mutant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Common Class,Common Class,C?n ti?ng Anh nghi v?n: Class; Common | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mutant Flora,Mutant Flora,C?n ti?ng Anh nghi v?n: Flora; Mutant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mutant Fauna,Mutant Fauna,C?n ti?ng Anh nghi v?n: Fauna; Mutant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mutant Fauna,Mutant Fauna,C?n ti?ng Anh nghi v?n: Fauna; Mutant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Stonewall Bracer,Stonewall Bracer,C?n ti?ng Anh nghi v?n: Bracer; Stonewall | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Rock Guardian,Rock Guardian,C?n ti?ng Anh nghi v?n: Guardian; Rock | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Chasm Guardian,Chasm Guardian,C?n ti?ng Anh nghi v?n: Chasm; Guardian | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Viridblaze Saurian,Viridblaze Saurian,C?n ti?ng Anh nghi v?n: Saurian; Viridblaze | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mutant Fauna,Mutant Fauna,C?n ti?ng Anh nghi v?n: Fauna; Mutant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mutant Flora,Mutant Flora,C?n ti?ng Anh nghi v?n: Flora; Mutant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mutant Flora,Mutant Flora,C?n ti?ng Anh nghi v?n: Flora; Mutant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mutant Flora,Mutant Flora,C?n ti?ng Anh nghi v?n: Flora; Mutant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Thundering Mephis,Thundering Mephis,C?n ti?ng Anh nghi v?n: Mephis; Thundering | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Calamity Class,Calamity Class,C?n ti?ng Anh nghi v?n: Calamity; Class | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mutant Fauna,Mutant Fauna,C?n ti?ng Anh nghi v?n: Fauna; Mutant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Inferno Rider,Inferno Rider,C?n ti?ng Anh nghi v?n: Inferno; Rider | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Common Class,Common Class,C?n ti?ng Anh nghi v?n: Class; Common | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Hoochief (Young),Hoochief (Young),C?n ti?ng Anh nghi v?n: Hoochief; Young | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mutant Fauna,Mutant Fauna,C?n ti?ng Anh nghi v?n: Fauna; Mutant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Hoochief (Mature),Hoochief (Mature),C?n ti?ng Anh nghi v?n: Hoochief; Mature | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mutant Fauna,Mutant Fauna,C?n ti?ng Anh nghi v?n: Fauna; Mutant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Common Class,Common Class,C?n ti?ng Anh nghi v?n: Class; Common | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mutant Fauna,Mutant Fauna,C?n ti?ng Anh nghi v?n: Fauna; Mutant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Calamity Class,Calamity Class,C?n ti?ng Anh nghi v?n: Calamity; Class | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Crownless (Clone),Crownless (Clone),C?n ti?ng Anh nghi v?n: Clone; Crownless | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Feilian Beringal,Feilian Beringal,C?n ti?ng Anh nghi v?n: Beringal; Feilian | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mutant Fauna,Mutant Fauna,C?n ti?ng Anh nghi v?n: Fauna; Mutant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lampylumen Myriad,Lampylumen Myriad,C?n ti?ng Anh nghi v?n: Lampylumen; Myriad | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mourning Aix,Mourning Aix,C?n ti?ng Anh nghi v?n: Aix; Mourning | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Common Class,Common Class,C?n ti?ng Anh nghi v?n: Class; Common | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mutant Fauna,Mutant Fauna,C?n ti?ng Anh nghi v?n: Fauna; Mutant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Emerging Sharpness,Emerging Sharpness,C?n ti?ng Anh nghi v?n: Emerging; Sharpness | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Temporary Squad,Temporary Squad,C?n ti?ng Anh nghi v?n: Squad; Temporary | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Explosive Firewood,Explosive Firewood,C?n ti?ng Anh nghi v?n: Explosive; Firewood | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Roya Frostlands Chapter III: All That Sunlight Touches,Chương III Vùng Đất Băng Giá Roya: Tất Cả Những Gì Ánh Mặt Trời Chạm Đến,C?n ti?ng Anh nghi v?n: III; Roya | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Journey Log,Journey Log,C?n ti?ng Anh nghi v?n: Journey; Log | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lion's Majesty,Lion's Majesty,C?n ti?ng Anh nghi v?n: Lion's; Majesty | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Free Flow,Free Flow,C?n ti?ng Anh nghi v?n: Flow; Free | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lucky Charm,Lucky Charm,C?n ti?ng Anh nghi v?n: Charm; Lucky | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Treasure Mirror,Treasure Mirror,C?n ti?ng Anh nghi v?n: Mirror; Treasure | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Wailed Farewell,Wailed Farewell,C?n ti?ng Anh nghi v?n: Farewell; Wailed | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Aesthetic Deconstruction,Aesthetic Deconstruction,C?n ti?ng Anh nghi v?n: Aesthetic; Deconstruction | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Dancer's Finale,Dancer's Finale,C?n ti?ng Anh nghi v?n: Dancer's; Finale | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
