en_source,vn_translate,loi_du_doan
Junior Support Staff,Junior Hỗ Trợ Staff,C?n ti?ng Anh nghi v?n: Junior; Staff | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Agitated Staff,Agitated Staff,C?n ti?ng Anh nghi v?n: Agitated; Staff | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Gloomy Staff,Gloomy Staff,C?n ti?ng Anh nghi v?n: Gloomy; Staff | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
An Outcast's Voice,An Outcast's Giọng nói,C?n ti?ng Anh nghi v?n: An; Outcast's | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Irritable Outcast,Irritable Outcast,C?n ti?ng Anh nghi v?n: Irritable; Outcast | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Meticulous Student,Meticulous Student,C?n ti?ng Anh nghi v?n: Meticulous; Student | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Nearby Birds,Nearby Birds,C?n ti?ng Anh nghi v?n: Birds; Nearby | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Skeptical Student,Skeptical Student,C?n ti?ng Anh nghi v?n: Skeptical; Student | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tiptoeing Student,Tiptoeing Student,C?n ti?ng Anh nghi v?n: Student; Tiptoeing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Exoswarm Enthusiast,Exoswarm Enthusiast,C?n ti?ng Anh nghi v?n: Enthusiast; Exoswarm | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Exoswarm Enthusiast,Exoswarm Enthusiast,C?n ti?ng Anh nghi v?n: Enthusiast; Exoswarm | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Busy Student,Busy Student,C?n ti?ng Anh nghi v?n: Busy; Student | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Nervous Outcast,Nervous Outcast,C?n ti?ng Anh nghi v?n: Nervous; Outcast | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Wu Sheng,Wu Sheng,C?n ti?ng Anh nghi v?n: Sheng; Wu | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defective Puppet,Defective Puppet,C?n ti?ng Anh nghi v?n: Defective; Puppet | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Curious Passerby,Curious Passerby,C?n ti?ng Anh nghi v?n: Curious; Passerby | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Hurried Passerby,Hurried Passerby,C?n ti?ng Anh nghi v?n: Hurried; Passerby | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Camp Leader,Camp Leader,C?n ti?ng Anh nghi v?n: Camp; Leader | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Performance Notes,Performance Notes,C?n ti?ng Anh nghi v?n: Notes; Performance | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Serious Patroller,Serious Patroller,C?n ti?ng Anh nghi v?n: Patroller; Serious | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Courier's Diary,Courier's Diary,C?n ti?ng Anh nghi v?n: Courier's; Diary | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Young Boy,Young Boy,C?n ti?ng Anh nghi v?n: Boy; Young | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Sophisticated Woman,Sophisticated Woman,C?n ti?ng Anh nghi v?n: Sophisticated; Woman | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cautious Liondance Troupe Staff,Nhân Viên Liondance Troupe Thận Trọng,C?n ti?ng Anh nghi v?n: Liondance; Troupe | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Busy Liondance Troupe Staff,Nhân viên Liondance Troupe bận rộn,C?n ti?ng Anh nghi v?n: Liondance; Troupe | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Serious Liondance Troupe Staff,Nhân Viên Liondance Troupe Nghiêm Túc,C?n ti?ng Anh nghi v?n: Liondance; Troupe | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Teahouse Assistant,Teahouse Assistant,C?n ti?ng Anh nghi v?n: Assistant; Teahouse | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Uncle Qin,Uncle Qin,C?n ti?ng Anh nghi v?n: Qin; Uncle | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Flustered Civilian,Flustered Civilian,C?n ti?ng Anh nghi v?n: Civilian; Flustered | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Excited Man,Excited Man,C?n ti?ng Anh nghi v?n: Excited; Man | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Timid Man,Timid Man,C?n ti?ng Anh nghi v?n: Man; Timid | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Injured Gladiator,Injured Gladiator,C?n ti?ng Anh nghi v?n: Gladiator; Injured | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Recovering Patient,Recovering Patient,C?n ti?ng Anh nghi v?n: Patient; Recovering | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Grandino Gladiator,Grandino Gladiator,C?n ti?ng Anh nghi v?n: Gladiator; Grandino | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Grandino Agent,Grandino Agent,C?n ti?ng Anh nghi v?n: Agent; Grandino | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Grandino Head,Grandino Head,C?n ti?ng Anh nghi v?n: Grandino; Head | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Angry Woman,Angry Woman,C?n ti?ng Anh nghi v?n: Angry; Woman | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Silent Elder,Silent Elder,C?n ti?ng Anh nghi v?n: Elder; Silent | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cheerful Duelist,Cheerful Duelist,C?n ti?ng Anh nghi v?n: Cheerful; Duelist | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Contemplative Duelist,Contemplative Duelist,C?n ti?ng Anh nghi v?n: Contemplative; Duelist | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Arrogant Duelist,Arrogant Duelist,C?n ti?ng Anh nghi v?n: Arrogant; Duelist | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Shy Woman,Shy Woman,C?n ti?ng Anh nghi v?n: Shy; Woman | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Recovering Patient,Recovering Patient,C?n ti?ng Anh nghi v?n: Patient; Recovering | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Hadrian III,Hadrian III,C?n ti?ng Anh nghi v?n: Hadrian; III | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Liu Fang,Liu Fang,C?n ti?ng Anh nghi v?n: Fang; Liu | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Bard Oscar,Bard Oscar,C?n ti?ng Anh nghi v?n: Bard; Oscar | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Straightforward Courier,Straightforward Courier,C?n ti?ng Anh nghi v?n: Courier; Straightforward | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Diligent Courier,Diligent Courier,C?n ti?ng Anh nghi v?n: Courier; Diligent | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Municipal Staff,Municipal Staff,C?n ti?ng Anh nghi v?n: Municipal; Staff | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Fervent Collector,Fervent Collector,C?n ti?ng Anh nghi v?n: Collector; Fervent | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Earnest Duelist,Earnest Duelist,C?n ti?ng Anh nghi v?n: Duelist; Earnest | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Eager Agent,Eager Agent,C?n ti?ng Anh nghi v?n: Agent; Eager | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tick Tack Boy,Cậu Bé Tick Tack,C?n ti?ng Anh nghi v?n: Tack; Tick | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Clang Bang Girl,Cô Gái Clang Bang,C?n ti?ng Anh nghi v?n: Bang; Clang | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Duelaholic Passenger,Duelaholic Passenger,C?n ti?ng Anh nghi v?n: Duelaholic; Passenger | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Idle Passerby,Idle Passerby,C?n ti?ng Anh nghi v?n: Idle; Passerby | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Wang Su,Wang Su,C?n ti?ng Anh nghi v?n: Su; Wang | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cautious Gladiator,Cautious Gladiator,C?n ti?ng Anh nghi v?n: Cautious; Gladiator | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Sad Gladiator,Sad Gladiator,C?n ti?ng Anh nghi v?n: Gladiator; Sad | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Peddling Merchant,Peddling Merchant,C?n ti?ng Anh nghi v?n: Merchant; Peddling | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Serious Soldier,Serious Soldier,C?n ti?ng Anh nghi v?n: Serious; Soldier | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Slacking Soldier,Slacking Soldier,C?n ti?ng Anh nghi v?n: Slacking; Soldier | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Busy Courier,Busy Courier,C?n ti?ng Anh nghi v?n: Busy; Courier | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Domilius Ouro,Domilius Ouro,C?n ti?ng Anh nghi v?n: Domilius; Ouro | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Excited Citizen,Excited Citizen,C?n ti?ng Anh nghi v?n: Citizen; Excited | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Disappointed Noble,Disappointed Noble,C?n ti?ng Anh nghi v?n: Disappointed; Noble | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Rational Noble,Rational Noble,C?n ti?ng Anh nghi v?n: Noble; Rational | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Serious Boy,Serious Boy,C?n ti?ng Anh nghi v?n: Boy; Serious | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Happy Girl,Happy Girl,C?n ti?ng Anh nghi v?n: Girl; Happy | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Onlooking Administrator,Onlooking Administrator,C?n ti?ng Anh nghi v?n: Administrator; Onlooking | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Excited Customer,Excited Customer,C?n ti?ng Anh nghi v?n: Customer; Excited | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Reluctant Customer,Reluctant Customer,C?n ti?ng Anh nghi v?n: Customer; Reluctant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Angry Customer,Angry Customer,C?n ti?ng Anh nghi v?n: Angry; Customer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Furius's Notes,Furius's Notes,C?n ti?ng Anh nghi v?n: Furius's; Notes | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Baths Guard,Baths Guard,C?n ti?ng Anh nghi v?n: Baths; Guard | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
