en_source,vn_translate,loi_du_doan
Sublime is the Sun - Sunborne 2,Sublime is the Sun - Sunborne 2,C?n ti?ng Anh nghi v?n: is; Sublime; Sun; Sunborne | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Sublime is the Sun - Sunborne 3,Sublime is the Sun - Sunborne 3,C?n ti?ng Anh nghi v?n: is; Sublime; Sun; Sunborne | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Sublime is the Sun - Sunborne 4,Sublime is the Sun - Sunborne 4,C?n ti?ng Anh nghi v?n: is; Sublime; Sun; Sunborne | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Sublime is the Sun - Sunborne 5,Sublime is the Sun - Sunborne 5,C?n ti?ng Anh nghi v?n: is; Sublime; Sun; Sunborne | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Sublime is the Sun - Sunborne 6,Sublime is the Sun - Sunborne 6,C?n ti?ng Anh nghi v?n: is; Sublime; Sun; Sunborne | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Sublime is the Sun - Sunborne 7,Sublime is the Sun - Sunborne 7,C?n ti?ng Anh nghi v?n: is; Sublime; Sun; Sunborne | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Sublime is the Sun - Sunborne 8,Sublime is the Sun - Sunborne 8,C?n ti?ng Anh nghi v?n: is; Sublime; Sun; Sunborne | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Sublime is the Sun - Sunborne 9,Sublime is the Sun - Sunborne 9,C?n ti?ng Anh nghi v?n: is; Sublime; Sun; Sunborne | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Lorelei: Queen of the Night,Lorelei: Queen of the Night,C?n ti?ng Anh nghi v?n: Lorelei; Night; of; Queen | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Lorelei: Queen of the Night,Lorelei: Queen of the Night,C?n ti?ng Anh nghi v?n: Lorelei; Night; of; Queen | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Main Story: The Eternal Watch,Main Story: The Eternal Watch,C?n ti?ng Anh nghi v?n: Eternal; Main; Story; Watch | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Main Story: The High Adjudicator,Main Story: The High Adjudicator,C?n ti?ng Anh nghi v?n: Adjudicator; High; Main; Story | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Main Story: The Slumbering Seabed,Main Story: The Slumbering Seabed,C?n ti?ng Anh nghi v?n: Main; Seabed; Slumbering; Story | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Main Story: The Somnoire Breeze,Main Story: The Somnoire Breeze,C?n ti?ng Anh nghi v?n: Breeze; Main; Somnoire; Story | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Reach Total Stress Level 8 in Disaster Trial,Đạt Tổng Stress Level 8 trong Disaster Trial,C?n ti?ng Anh nghi v?n: Disaster; Level; Stress; Trial | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Reach Total Stress Level 16 in Disaster Trial,Đạt Tổng Stress Level 16 trong Disaster Trial,C?n ti?ng Anh nghi v?n: Disaster; Level; Stress; Trial | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Reach Total Stress Level 24 in Disaster Trial,Đạt Tổng Stress Level 24 trong Disaster Trial,C?n ti?ng Anh nghi v?n: Disaster; Level; Stress; Trial | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Reach Total Stress Level 32 in Disaster Trial,Đạt Tổng Stress Level 32 trong Disaster Trial,C?n ti?ng Anh nghi v?n: Disaster; Level; Stress; Trial | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Reach Total Stress Level 40 in Disaster Trial,Đạt Tổng Stress Level 40 trong Disaster Trial,C?n ti?ng Anh nghi v?n: Disaster; Level; Stress; Trial | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Reach Total Stress Level 48 in Disaster Trial,Đạt Tổng Stress Level 48 trong Disaster Trial,C?n ti?ng Anh nghi v?n: Disaster; Level; Stress; Trial | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Reach Total Stress Level 64 in Disaster Trial,Đạt Tổng Stress Level 64 trong Disaster Trial,C?n ti?ng Anh nghi v?n: Disaster; Level; Stress; Trial | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Play the piano piece in End of Wandering,Chơi Bản Piano Trong End of Wandering,C?n ti?ng Anh nghi v?n: End; of; Piano; Wandering | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
The Horn That Never Dies,The Horn That Never Dies,C?n ti?ng Anh nghi v?n: Dies; Horn; Never; That | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
The Moon Knows My Heart,The Moon Knows My Heart,C?n ti?ng Anh nghi v?n: Heart; Knows; Moon; My | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
The Unbearable Strike Of Being,The Unbearable Strike Of Being,C?n ti?ng Anh nghi v?n: Being; Of; Strike; Unbearable | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Your Friendly Neighborhood Rover I,Your Friendly Neighborhood Rover I,C?n ti?ng Anh nghi v?n: Friendly; I; Neighborhood; Your | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Your Friendly Neighborhood Rover II,Your Friendly Neighborhood Rover II,C?n ti?ng Anh nghi v?n: Friendly; II; Neighborhood; Your | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Your Friendly Neighborhood Rover III,Your Friendly Neighborhood Rover III,C?n ti?ng Anh nghi v?n: Friendly; III; Neighborhood; Your | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
"Complete ""The Cinema House Murders""","Complete ""The Cinema House Murders""",C?n ti?ng Anh nghi v?n: Cinema; Complete; House; Murders | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
The Night Shines Ever Bright,The Night Shines Ever Bright,C?n ti?ng Anh nghi v?n: Bright; Ever; Night; Shines | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Charge the steles in the Shores of Last Breath to unlock,Kích hoạt các bia đá tại Shores of Last Breath để mở khóa,C?n ti?ng Anh nghi v?n: Breath; Last; of; Shores | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Echoes from Ragunna's Past I,Echoes from Ragunna's Past I,C?n ti?ng Anh nghi v?n: from; I; Past; Ragunna's | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Echoes from Ragunna's Past II,Echoes from Ragunna's Past II,C?n ti?ng Anh nghi v?n: from; II; Past; Ragunna's | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Song of Red and Black,Song of Red and Black,C?n ti?ng Anh nghi v?n: and; Black; of; Red | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
The Dark Days Are Over,The Dark Days Are Over,C?n ti?ng Anh nghi v?n: Are; Dark; Days; Over | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Failed to randomly choose a Tactic Set in Deathtrap Mode,Không thể chọn ngẫu nhiên Tactic Set trong Deathtrap Mode,C?n ti?ng Anh nghi v?n: Deathtrap; Mode; Set; Tactic | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
The Tactic Set configuration does not exist in Deathtrap Mode,Cấu hình Tactic Set không tồn tại trong Deathtrap Mode,C?n ti?ng Anh nghi v?n: Deathtrap; Mode; Set; Tactic | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Failed to randomly choose a Tactic Set in Deathtrap Mode,Không thể chọn ngẫu nhiên Tactic Set trong Deathtrap Mode,C?n ti?ng Anh nghi v?n: Deathtrap; Mode; Set; Tactic | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Moments Scattered to the Wind,Moments Scattered to the Wind,C?n ti?ng Anh nghi v?n: Moments; Scattered; to; Wind | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
"Complete Main Quest ""Ode to the Second Sunrise""","Hoàn thành Nhiệm Vụ Chính ""Ode to the Second Sunrise""",C?n ti?ng Anh nghi v?n: Ode; Second; Sunrise; to | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Jinzhou Mainline Step Completion Status 4,Jinzhou Mainline Step Completion Status 4,C?n ti?ng Anh nghi v?n: Completion; Mainline; Status; Step | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Human Exiles - Female Electric Blade,Human Exiles - Female Electric Blade,C?n ti?ng Anh nghi v?n: Blade; Electric; Female; Human | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
The False Sovereign - Early Access,The False Sovereign - Early Access,C?n ti?ng Anh nghi v?n: Access; Early; False; Sovereign | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Forgery Basic Supply - Lahai-Roi,Forgery Basic Supply - Lahai-Roi,C?n ti?ng Anh nghi v?n: Basic; Forgery; Lahai; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Basic Enclosure Tank - Lahai-Roi,Basic Enclosure Tank - Lahai-Roi,C?n ti?ng Anh nghi v?n: Basic; Enclosure; Lahai; Tank | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
The King's New Armory I,The King's New Armory I,C?n ti?ng Anh nghi v?n: Armory; I; King's; New | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
The King's New Armory II,The King's New Armory II,C?n ti?ng Anh nghi v?n: Armory; II; King's; New | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
The King's New Armory III,The King's New Armory III,C?n ti?ng Anh nghi v?n: Armory; III; King's; New | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
The King's New Armory IV,The King's New Armory IV,C?n ti?ng Anh nghi v?n: Armory; IV; King's; New | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
"""Into the Land of Paradox"" event","Sự kiện ""Into the Land of Paradox""",C?n ti?ng Anh nghi v?n: Into; Land; of; Paradox | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Ambitious determination to the sky,Ambitious determination to the sky,C?n ti?ng Anh nghi v?n: Ambitious; determination; sky; to | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Forceful hymn for the brave,Forceful hymn for the brave,C?n ti?ng Anh nghi v?n: brave; for; Forceful; hymn | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Ambitious determination to the sky,Ambitious determination to the sky,C?n ti?ng Anh nghi v?n: Ambitious; determination; sky; to | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 23.0
Unique Effect: Dealing damage to enemies with Status - Waveworn Bane additionally inflicts Aero Erosion on them and instantly triggers Aero Erosion DMG once.,Hiệu ứng Đặc biệt: Gây sát thương lên kẻ địch đang chịu Status - Waveworn Bane sẽ gây thêm Aero Erosion lên chúng và kích hoạt Aero Erosion DMG một lần ngay lập tức.,C?n ti?ng Anh nghi v?n: Bane; Erosion; Status; Waveworn | S? t?/c?m nghi v?n: 5 | T? l? nghi v?n: 0.556 | M?c ??: 22.56
Unique Effect: Dealing damage to enemies with Status - Waveworn Bane additionally inflicts Spectro Frazzle on them and instantly triggers Spectro Frazzle DMG once.,Hiệu ứng Đặc biệt: Gây sát thương lên kẻ địch đang chịu Status - Waveworn Bane sẽ gây thêm Spectro Frazzle lên chúng và kích hoạt Spectro Frazzle DMG một lần ngay lập tức.,C?n ti?ng Anh nghi v?n: Bane; Frazzle; Status; Waveworn | S? t?/c?m nghi v?n: 5 | T? l? nghi v?n: 0.556 | M?c ??: 22.56
Complete the Overdash challenge,Complete the Overdash challenge,C?n ti?ng Anh nghi v?n: challenge; Complete; Overdash | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
Complete the Overdash challenge,Complete the Overdash challenge,C?n ti?ng Anh nghi v?n: challenge; Complete; Overdash | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
You have no more revives,Bạn have no more revives,C?n ti?ng Anh nghi v?n: have; more; revives | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
Take down the poster,Take down the poster,C?n ti?ng Anh nghi v?n: down; poster; Take | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
Take down the poster,Take down the poster,C?n ti?ng Anh nghi v?n: down; poster; Take | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
Take down the poster,Take down the poster,C?n ti?ng Anh nghi v?n: down; poster; Take | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
Take down the poster,Take down the poster,C?n ti?ng Anh nghi v?n: down; poster; Take | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
Take down the poster,Take down the poster,C?n ti?ng Anh nghi v?n: down; poster; Take | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
Take down the poster,Take down the poster,C?n ti?ng Anh nghi v?n: down; poster; Take | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
Take down the poster,Take down the poster,C?n ti?ng Anh nghi v?n: down; poster; Take | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
Gaze from the End [The White Tower],Gaze from the End [The White Tower],C?n ti?ng Anh nghi v?n: End; from; Gaze | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
Complete the Gulpuff Challenge,Complete the Gulpuff Challenge,C?n ti?ng Anh nghi v?n: Challenge; Complete; Gulpuff | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
Complete the Gulpuff Challenge,Complete the Gulpuff Challenge,C?n ti?ng Anh nghi v?n: Challenge; Complete; Gulpuff | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
To the Shore's End,To the Shore's End,C?n ti?ng Anh nghi v?n: End; Shore's; To | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
To the Next Dream,To the Next Dream,C?n ti?ng Anh nghi v?n: Dream; Next; To | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
Night Challenge: Double Goober,Challenge Night: Song Hùng Goober,C?n ti?ng Anh nghi v?n: Challenge; Goober; Night | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
Reward increases with SOL3 Phase,Reward increases with SOL3 Giai đoạn,C?n ti?ng Anh nghi v?n: increases; Reward; with | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
Heavy is the Burden,Heavy is the Burden,C?n ti?ng Anh nghi v?n: Burden; Heavy; is | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
Resonator does not exist,Resonator does not exist,C?n ti?ng Anh nghi v?n: does; exist; not | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
Resonator and weapon empty,Resonator and weapon empty,C?n ti?ng Anh nghi v?n: and; empty; weapon | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
Resonator Weapon status abnormal,Resonator Weapon status abnormal,C?n ti?ng Anh nghi v?n: abnormal; status; Weapon | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
Complete the prerequisite event,Complete the prerequisite event,C?n ti?ng Anh nghi v?n: Complete; event; prerequisite | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
we reached the end,we reached the end,C?n ti?ng Anh nghi v?n: end; reached; we | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
"Race to the finish,","Race to the finish,",C?n ti?ng Anh nghi v?n: finish; Race; to | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
"Excuse me, about my uniform…","Xin lỗi, about my uniform…",C?n ti?ng Anh nghi v?n: about; my; uniform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
Starry is the Night,Starry is the Night,C?n ti?ng Anh nghi v?n: is; Night; Starry | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
To the Shore's End,To the Shore's End,C?n ti?ng Anh nghi v?n: End; Shore's; To | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
"Continue the quest ""When the Night Knocks"" to unlock","Tiếp tục nhiệm vụ ""When the Night Knocks"" để mở khóa",C?n ti?ng Anh nghi v?n: Knocks; Night; When | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
"Continue the quest ""When the Night Knocks"" to unlock","Tiếp tục nhiệm vụ ""When the Night Knocks"" để mở khóa",C?n ti?ng Anh nghi v?n: Knocks; Night; When | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
"Continue the quest ""When the Night Knocks"" to unlock","Tiếp tục nhiệm vụ ""When the Night Knocks"" để mở khóa",C?n ti?ng Anh nghi v?n: Knocks; Night; When | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
"Continue the quest ""When the Night Knocks"" to unlock","Tiếp tục nhiệm vụ ""When the Night Knocks"" để mở khóa",C?n ti?ng Anh nghi v?n: Knocks; Night; When | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
"Continue the quest ""When the Night Knocks"" to unlock","Tiếp tục nhiệm vụ ""When the Night Knocks"" để mở khóa",C?n ti?ng Anh nghi v?n: Knocks; Night; When | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
"Complete Main Quest ""To the Shore's End"" for a better experience","Hoàn thành Nhiệm vụ Chính ""To the Shore's End"" để có trải nghiệm tốt hơn",C?n ti?ng Anh nghi v?n: End; Shore's; To | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
"Complete ""When the Night Knocks""","Hoàn thành ""When the Night Knocks""",C?n ti?ng Anh nghi v?n: Knocks; Night; When | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
"Proceed with ""When the Night Knocks"" to unlock","Hoàn thành ""When the Night Knocks"" để mở khóa",C?n ti?ng Anh nghi v?n: Knocks; Night; When | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
Exit Co-op Mode,Exit Co-op Mode,C?n ti?ng Anh nghi v?n: Exit; Mode; op | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
The Vastness Before Us,The Vastness Before Us,C?n ti?ng Anh nghi v?n: Before; Us; Vastness | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
The Vastness Before Us,The Vastness Before Us,C?n ti?ng Anh nghi v?n: Before; Us; Vastness | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 22.5
Echoes of Hope - Dragon of Dirge,Echoes of Hope - Dragon of Dirge,C?n ti?ng Anh nghi v?n: Dirge; Dragon; Hope; of | S? t?/c?m nghi v?n: 5 | T? l? nghi v?n: 0.833 | M?c ??: 22.33
Echoes of Hope - Lioness of Glory,Echoes of Hope - Lioness of Glory,C?n ti?ng Anh nghi v?n: Glory; Hope; Lioness; of | S? t?/c?m nghi v?n: 5 | T? l? nghi v?n: 0.833 | M?c ??: 22.33
Echoes of Hope - Lioness of Glory,Echoes of Hope - Lioness of Glory,C?n ti?ng Anh nghi v?n: Glory; Hope; Lioness; of | S? t?/c?m nghi v?n: 5 | T? l? nghi v?n: 0.833 | M?c ??: 22.33
Unique Effect: Casting Outro Skill recovers Concerto Energy for the incoming Resonator.,Hiệu ứng Đặc biệt: Kích hoạt **Outro Skill** phục hồi **Concerto Energy** cho **Resonator** tiếp theo.,C?n ti?ng Anh nghi v?n: Energy; Outro; Skill | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.429 | M?c ??: 22.29
Fabricatorium of the Deep: Micro Echo Brooders,Fabricatorium of the Deep: Micro Echo Brooders,C?n ti?ng Anh nghi v?n: Brooders; Deep; Fabricatorium; Micro; of | S? t?/c?m nghi v?n: 5 | T? l? nghi v?n: 0.714 | M?c ??: 22.14
Fabricatorium of the Deep: Micro Echo Brooders,Fabricatorium of the Deep: Micro Echo Brooders,C?n ti?ng Anh nghi v?n: Brooders; Deep; Fabricatorium; Micro; of | S? t?/c?m nghi v?n: 5 | T? l? nghi v?n: 0.714 | M?c ??: 22.14
Lahai-Roi Chapter III: Wishes in the Bell,Chương III Lahai-Roi: Wishes in the Bell,C?n ti?ng Anh nghi v?n: Bell; III; in; Lahai; Wishes | S? t?/c?m nghi v?n: 5 | T? l? nghi v?n: 0.714 | M?c ??: 22.14
Complete Wish Upon the Moon IV - Swan Song to claim,Hoàn thành Wish Upon the Moon IV - Swan Song để nhận,C?n ti?ng Anh nghi v?n: IV; Moon; Swan; Upon; Wish | S? t?/c?m nghi v?n: 5 | T? l? nghi v?n: 0.714 | M?c ??: 22.14
"Earn a Rating higher than A on Easy or Normal in ""Whispers of Stars"" to unlock","Đạt Đánh giá cao hơn A ở độ khó Easy hoặc Thường trong ""Whispers of Stars"" để mở khóa",C?n ti?ng Anh nghi v?n: A; Easy; of; Stars; Whispers | S? t?/c?m nghi v?n: 5 | T? l? nghi v?n: 0.714 | M?c ??: 22.14
"Earn a Rating higher than A on Easy or Normal in ""Dancing Through Fantasies"" to unlock","Đạt Đánh giá cao hơn A ở độ khó Easy hoặc Thường trong ""Dancing Through Fantasies"" để mở khóa",C?n ti?ng Anh nghi v?n: A; Dancing; Easy; Fantasies; Through | S? t?/c?m nghi v?n: 5 | T? l? nghi v?n: 0.714 | M?c ??: 22.14
"Reach 10,000 points in the Stability Accords in ""Doubled Pawns Matrix""","Đạt 10.000 điểm trong Stability Accords trong ""Doubled Pawns Matrix""",C?n ti?ng Anh nghi v?n: Accords; Doubled; Matrix; Pawns; Stability | S? t?/c?m nghi v?n: 5 | T? l? nghi v?n: 0.714 | M?c ??: 22.14
"Reach Union Level 35 and Reach the Bell Tower in the Main Quest ""Flames of Heart""","Đạt Cấp Liên Minh 35 và đến Bell Tower trong nhiệm vụ chính ""Flames of Heart""",C?n ti?ng Anh nghi v?n: Bell; Flames; Heart; of; Tower | S? t?/c?m nghi v?n: 5 | T? l? nghi v?n: 0.714 | M?c ??: 22.14
Reach 200 Individual Progress in Second Coming of Solaris: Collab Season,Đạt 200 Tiến Độ Cá Nhân trong Second Coming of Solaris: Collab Season,C?n ti?ng Anh nghi v?n: Collab; Coming; of; Season; Second | S? t?/c?m nghi v?n: 5 | T? l? nghi v?n: 0.714 | M?c ??: 22.14
