en_source,vn_translate,loi_du_doan
Serene Vigil,Serene Vigil,C?n ti?ng Anh nghi v?n: Serene; Vigil | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Skillful Cooking,Skillful Cooking,C?n ti?ng Anh nghi v?n: Cooking; Skillful | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Concealed Edge,Concealed Edge,C?n ti?ng Anh nghi v?n: Concealed; Edge | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Fortified Defense,Fortified Defense,C?n ti?ng Anh nghi v?n: Defense; Fortified | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Steadfast Protection,Steadfast Protection,C?n ti?ng Anh nghi v?n: Protection; Steadfast | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defense Formation,Defense Formation,C?n ti?ng Anh nghi v?n: Defense; Formation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Power Shift,Power Shift,C?n ti?ng Anh nghi v?n: Power; Shift | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Half Truths,Half Truths,C?n ti?ng Anh nghi v?n: Half; Truths | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Shift Trick,Shift Trick,C?n ti?ng Anh nghi v?n: Shift; Trick | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Perfect Performance,Perfect Performance,C?n ti?ng Anh nghi v?n: Perfect; Performance | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Feint Shot,Feint Shot,C?n ti?ng Anh nghi v?n: Feint; Shot | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Misty Cover,Misty Cover,C?n ti?ng Anh nghi v?n: Cover; Misty | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Dissolving Mist,Dissolving Mist,C?n ti?ng Anh nghi v?n: Dissolving; Mist | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lone Lance,Lone Lance,C?n ti?ng Anh nghi v?n: Lance; Lone | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Heavenly Balance,Heavenly Balance,C?n ti?ng Anh nghi v?n: Balance; Heavenly | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tempest Taming,Tempest Taming,C?n ti?ng Anh nghi v?n: Taming; Tempest | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tactical Strike,Tactical Strike,C?n ti?ng Anh nghi v?n: Strike; Tactical | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Impromptu Show,Impromptu Show,C?n ti?ng Anh nghi v?n: Impromptu; Show | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Passionate Variation,Passionate Variation,C?n ti?ng Anh nghi v?n: Passionate; Variation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Violent Finale,Violent Finale,C?n ti?ng Anh nghi v?n: Finale; Violent | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Harmonic Control,Harmonic Control,C?n ti?ng Anh nghi v?n: Control; Harmonic | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Rhythmic Vibrato,Rhythmic Vibrato,C?n ti?ng Anh nghi v?n: Rhythmic; Vibrato | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Fury Fugue,Fury Fugue,C?n ti?ng Anh nghi v?n: Fugue; Fury | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Skillful Cooking,Skillful Cooking,C?n ti?ng Anh nghi v?n: Cooking; Skillful | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Rage Transposition,Rage Transposition,C?n ti?ng Anh nghi v?n: Rage; Transposition | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Fervor Efflorescent,Fervor Efflorescent,C?n ti?ng Anh nghi v?n: Efflorescent; Fervor | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Vegetative Universe,Vegetative Universe,C?n ti?ng Anh nghi v?n: Universe; Vegetative | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Gnawing Fangs,Gnawing Fangs,C?n ti?ng Anh nghi v?n: Fangs; Gnawing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Extermination Order,Extermination Order,C?n ti?ng Anh nghi v?n: Extermination; Order | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Phantom Etching,Phantom Etching,C?n ti?ng Anh nghi v?n: Etching; Phantom | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Bloodshed Awaken,Bloodshed Awaken,C?n ti?ng Anh nghi v?n: Awaken; Bloodshed | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Revenant Rush,Revenant Rush,C?n ti?ng Anh nghi v?n: Revenant; Rush | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Wanted Outlaw,Wanted Outlaw,C?n ti?ng Anh nghi v?n: Outlaw; Wanted | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Skillful Cooking,Skillful Cooking,C?n ti?ng Anh nghi v?n: Cooking; Skillful | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Shadowy Raid,Shadowy Raid,C?n ti?ng Anh nghi v?n: Raid; Shadowy | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Zapstring's Dance,Zapstring's Dance,C?n ti?ng Anh nghi v?n: Dance; Zapstring's | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Magnetic Roar,Magnetic Roar,C?n ti?ng Anh nghi v?n: Magnetic; Roar | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Thundering Wrath,Thundering Wrath,C?n ti?ng Anh nghi v?n: Thundering; Wrath | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pain Immersion,Pain Immersion,C?n ti?ng Anh nghi v?n: Immersion; Pain | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Deadly Focus,Deadly Focus,C?n ti?ng Anh nghi v?n: Deadly; Focus | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Raging Storm,Raging Storm,C?n ti?ng Anh nghi v?n: Raging; Storm | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Chameleon Cipher,Chameleon Cipher,C?n ti?ng Anh nghi v?n: Chameleon; Cipher | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Leihuang Master,Leihuang Master,C?n ti?ng Anh nghi v?n: Leihuang; Master | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Thunderous Determination,Thunderous Determination,C?n ti?ng Anh nghi v?n: Determination; Thunderous | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Reserved Confidence,Reserved Confidence,C?n ti?ng Anh nghi v?n: Confidence; Reserved | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Thunder Bombardment,Thunder Bombardment,C?n ti?ng Anh nghi v?n: Bombardment; Thunder | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Unassuming Blade,Unassuming Blade,C?n ti?ng Anh nghi v?n: Blade; Unassuming | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Skillful Cooking,Skillful Cooking,C?n ti?ng Anh nghi v?n: Cooking; Skillful | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lightning Manipulation,Lightning Manipulation,C?n ti?ng Anh nghi v?n: Lightning; Manipulation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Deadening Abyss,Deadening Abyss,C?n ti?ng Anh nghi v?n: Abyss; Deadening | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Bleak Crescendo,Bleak Crescendo,C?n ti?ng Anh nghi v?n: Bleak; Crescendo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Umbra Eclipse,Umbra Eclipse,C?n ti?ng Anh nghi v?n: Eclipse; Umbra | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Majestic Fists,Majestic Fists,C?n ti?ng Anh nghi v?n: Fists; Majestic | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Ancient Arts,Ancient Arts,C?n ti?ng Anh nghi v?n: Ancient; Arts | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lion's Pride,Lion's Pride,C?n ti?ng Anh nghi v?n: Lion's; Pride | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Diligent Practice,Diligent Practice,C?n ti?ng Anh nghi v?n: Diligent; Practice | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lion Awakens,Lion Awakens,C?n ti?ng Anh nghi v?n: Awakens; Lion | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Skillful Cooking,Skillful Cooking,C?n ti?ng Anh nghi v?n: Cooking; Skillful | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Frosty Marks,Frosty Marks,C?n ti?ng Anh nghi v?n: Frosty; Marks | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Calming Air,Calming Air,C?n ti?ng Anh nghi v?n: Air; Calming | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Radiant Dawn,Radiant Dawn,C?n ti?ng Anh nghi v?n: Dawn; Radiant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Dimming Brush,Dimming Brush,C?n ti?ng Anh nghi v?n: Brush; Dimming | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Living Canvas,Living Canvas,C?n ti?ng Anh nghi v?n: Canvas; Living | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Calligrapher's Touch,Calligrapher's Touch,C?n ti?ng Anh nghi v?n: Calligrapher's; Touch | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Radiant Ruin,Radiant Ruin,C?n ti?ng Anh nghi v?n: Radiant; Ruin | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Skillful Cooking,Skillful Cooking,C?n ti?ng Anh nghi v?n: Cooking; Skillful | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Blazing Enlightment,Blazing Enlightment,C?n ti?ng Anh nghi v?n: Blazing; Enlightment | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
