en_source,vn_translate,loi_du_doan
Old Merchant,Old Merchant,C?n ti?ng Anh nghi v?n: Merchant; Old | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Calm Female Voice [News Broadcast],Calm Female Giọng nói [News Broadcast],C?n ti?ng Anh nghi v?n: Calm; Female | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Serious Female Voice [News Broadcast],Serious Female Giọng nói [News Broadcast],C?n ti?ng Anh nghi v?n: Female; Serious | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Plastered 9-to-5er [Stunt Double],Plastered 9-to-5er [Stunt Double],C?n ti?ng Anh nghi v?n: Plastered; to | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Excited Friend,Excited Friend,C?n ti?ng Anh nghi v?n: Excited; Friend | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Excited Friend?,Excited Friend?,C?n ti?ng Anh nghi v?n: Excited; Friend | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Left Behind_Impassioned Youth,Left Behind_Impassioned Youth,C?n ti?ng Anh nghi v?n: Left; Youth | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Male Pioneer 1,Male Pioneer 1,C?n ti?ng Anh nghi v?n: Male; Pioneer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Female Pioneer 1,Female Pioneer 1,C?n ti?ng Anh nghi v?n: Female; Pioneer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Male Pioneer 2,Male Pioneer 2,C?n ti?ng Anh nghi v?n: Male; Pioneer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Female Pioneer 2,Female Pioneer 2,C?n ti?ng Anh nghi v?n: Female; Pioneer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Male Pioneer 3,Male Pioneer 3,C?n ti?ng Anh nghi v?n: Male; Pioneer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Female Pioneer 3,Female Pioneer 3,C?n ti?ng Anh nghi v?n: Female; Pioneer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Female Pioneer 4,Female Pioneer 4,C?n ti?ng Anh nghi v?n: Female; Pioneer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Male Pioneer 4,Male Pioneer 4,C?n ti?ng Anh nghi v?n: Male; Pioneer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Male Pioneer 5,Male Pioneer 5,C?n ti?ng Anh nghi v?n: Male; Pioneer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Male Pioneer 6,Male Pioneer 6,C?n ti?ng Anh nghi v?n: Male; Pioneer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Male Pioneer 7,Male Pioneer 7,C?n ti?ng Anh nghi v?n: Male; Pioneer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Female Pioneer 5,Female Pioneer 5,C?n ti?ng Anh nghi v?n: Female; Pioneer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Female Pioneer 6,Female Pioneer 6,C?n ti?ng Anh nghi v?n: Female; Pioneer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Male Pioneer 8,Male Pioneer 8,C?n ti?ng Anh nghi v?n: Male; Pioneer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Female Pioneer 7,Female Pioneer 7,C?n ti?ng Anh nghi v?n: Female; Pioneer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Male Pioneer 9,Male Pioneer 9,C?n ti?ng Anh nghi v?n: Male; Pioneer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Female Stranger,Female Stranger,C?n ti?ng Anh nghi v?n: Female; Stranger | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Male Stranger,Male Stranger,C?n ti?ng Anh nghi v?n: Male; Stranger | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Chilling Female Voice,Chilling Female Giọng nói,C?n ti?ng Anh nghi v?n: Chilling; Female | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Affable Male Voice,Affable Male Giọng nói,C?n ti?ng Anh nghi v?n: Affable; Male | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Female Exile,Female Exile,C?n ti?ng Anh nghi v?n: Exile; Female | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Male Exile,Male Exile,C?n ti?ng Anh nghi v?n: Exile; Male | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Joyful Female Voice,Joyful Female Giọng nói,C?n ti?ng Anh nghi v?n: Female; Joyful | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Deep Male Voice,Deep Male Giọng nói,C?n ti?ng Anh nghi v?n: Deep; Male | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Old Gentleman,Old Gentleman,C?n ti?ng Anh nghi v?n: Gentleman; Old | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Sonorous Male Voice,Sonorous Male Giọng nói,C?n ti?ng Anh nghi v?n: Male; Sonorous | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Old Bake,Old Bake,C?n ti?ng Anh nghi v?n: Bake; Old | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Male Academy Student,Male - Student Học viện,C?n ti?ng Anh nghi v?n: Male; Student | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Female Student,Female Student,C?n ti?ng Anh nghi v?n: Female; Student | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Calm Male,Calm Male,C?n ti?ng Anh nghi v?n: Calm; Male | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Excited Female,Excited Female,C?n ti?ng Anh nghi v?n: Excited; Female | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Excited Male,Excited Male,C?n ti?ng Anh nghi v?n: Excited; Male | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Male - {PlayerName} (Contemplating),Male - {PlayerName} (Contemplating),C?n ti?ng Anh nghi v?n: Contemplating; Male | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Male - {PlayerName} (Speechless),Male - {PlayerName} (Speechless),C?n ti?ng Anh nghi v?n: Male; Speechless | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Energy Safety System,Energy Safety Hệ thống,C?n ti?ng Anh nghi v?n: Energy; Safety | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Female - {PlayerName} (Contemplating),Female - {PlayerName} (Contemplating),C?n ti?ng Anh nghi v?n: Contemplating; Female | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Female - {PlayerName} (Speechless),Female - {PlayerName} (Speechless),C?n ti?ng Anh nghi v?n: Female; Speechless | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Mature Male Voice,Mature Male Giọng nói,C?n ti?ng Anh nghi v?n: Male; Mature | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
New Soliskin Researcher,Nhà Nghiên Cứu Soliskin New,C?n ti?ng Anh nghi v?n: New; Soliskin | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
New Arrival,New Arrival,C?n ti?ng Anh nghi v?n: Arrival; New | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Huafeng's Message,Huafeng's Message,C?n ti?ng Anh nghi v?n: Huafeng's; Message | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaceful Male,Peaceful Male,C?n ti?ng Anh nghi v?n: Male; Peaceful | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Rebellious Male,Rebellious Male,C?n ti?ng Anh nghi v?n: Male; Rebellious | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Enthusiastic Male,Enthusiastic Male,C?n ti?ng Anh nghi v?n: Enthusiastic; Male | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Worried Female,Worried Female,C?n ti?ng Anh nghi v?n: Female; Worried | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Optimistic Male,Optimistic Male,C?n ti?ng Anh nghi v?n: Male; Optimistic | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Excited Female Voice,Excited Female Giọng nói,C?n ti?ng Anh nghi v?n: Excited; Female | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Passionate Male,Passionate Male,C?n ti?ng Anh nghi v?n: Male; Passionate | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Old Man,Old Man,C?n ti?ng Anh nghi v?n: Man; Old | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Old Lady,Old Lady,C?n ti?ng Anh nghi v?n: Lady; Old | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Someone's Message [Myterious Note],Someone's Message [Myterious Ghi chú],C?n ti?ng Anh nghi v?n: Message; Someone's | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Drinks Menu,Drinks Menu,C?n ti?ng Anh nghi v?n: Drinks; Menu | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Male Diner,Male Diner,C?n ti?ng Anh nghi v?n: Diner; Male | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Old Man,Old Man,C?n ti?ng Anh nghi v?n: Man; Old | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Left Hook,Left Hook,C?n ti?ng Anh nghi v?n: Hook; Left | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Right Runner,Right Runner,C?n ti?ng Anh nghi v?n: Right; Runner | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Strange Message,Strange Message,C?n ti?ng Anh nghi v?n: Message; Strange | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Warm Male Voice,Warm Male Giọng nói,C?n ti?ng Anh nghi v?n: Male; Warm | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Young Female Voice,Young Female Giọng nói,C?n ti?ng Anh nghi v?n: Female; Young | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Old Fisherman,Old Fisherman,C?n ti?ng Anh nghi v?n: Fisherman; Old | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Female Pioneer 8,Female Pioneer 8,C?n ti?ng Anh nghi v?n: Female; Pioneer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Male Pioneer 10,Male Pioneer 10,C?n ti?ng Anh nghi v?n: Male; Pioneer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
"""Left Behind?""","""Left Behind?""",C?n ti?ng Anh nghi v?n: Behind; Left | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Old Shepherdess,Old Shepherdess,C?n ti?ng Anh nghi v?n: Old; Shepherdess | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Male Outcast,Male Outcast,C?n ti?ng Anh nghi v?n: Male; Outcast | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Female Outcast,Female Outcast,C?n ti?ng Anh nghi v?n: Female; Outcast | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Gentle Female Voice,Gentle Female Giọng nói,C?n ti?ng Anh nghi v?n: Female; Gentle | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Joyful Female Voice,Joyful Female Giọng nói,C?n ti?ng Anh nghi v?n: Female; Joyful | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Old Man,Old Man,C?n ti?ng Anh nghi v?n: Man; Old | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Bullet Weapon,Bullet Weapon,C?n ti?ng Anh nghi v?n: Bullet; Weapon | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Summon Weapon,Summon Weapon,C?n ti?ng Anh nghi v?n: Summon; Weapon | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Beam Weapon,Beam Weapon,C?n ti?ng Anh nghi v?n: Beam; Weapon | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Morph Weapon,Morph Weapon,C?n ti?ng Anh nghi v?n: Morph; Weapon | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
True Sight,True Sight,C?n ti?ng Anh nghi v?n: Sight; True | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Photosynthesis Energy,Photosynthesis Energy,C?n ti?ng Anh nghi v?n: Energy; Photosynthesis | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Budding Mode,Budding Mode,C?n ti?ng Anh nghi v?n: Budding; Mode | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Qingloong Mode,Qingloong Mode,C?n ti?ng Anh nghi v?n: Mode; Qingloong | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Incinerating Will,Incinerating Will,C?n ti?ng Anh nghi v?n: Incinerating; Will | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Redundant Energy,Redundant Energy,C?n ti?ng Anh nghi v?n: Energy; Redundant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Inferno Mode,Inferno Mode,C?n ti?ng Anh nghi v?n: Inferno; Mode | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Remnant Energy,Remnant Energy,C?n ti?ng Anh nghi v?n: Energy; Remnant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Shelter Home,Shelter Home,C?n ti?ng Anh nghi v?n: Home; Shelter | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Negative Status,Negative Status,C?n ti?ng Anh nghi v?n: Negative; Status | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Basic Form,Basic Form,C?n ti?ng Anh nghi v?n: Basic; Form | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Any Rarity,Any Rarity,C?n ti?ng Anh nghi v?n: Any; Rarity | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Left Behind,Left Behind,C?n ti?ng Anh nghi v?n: Behind; Left | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
False Sovereign,False Sovereign,C?n ti?ng Anh nghi v?n: False; Sovereign | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
All Rounds Complete,Tất cả Rounds Complete,C?n ti?ng Anh nghi v?n: Complete; Rounds | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Time Remaining: Above 20s,Time Remaining: Trên 20 giây,C?n ti?ng Anh nghi v?n: Remaining; Time | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Time Remaining: Above 30s,Time Remaining: Trên 30 giây,C?n ti?ng Anh nghi v?n: Remaining; Time | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Time Remaining: Above 40s,Time Remaining: Trên 40 giây,C?n ti?ng Anh nghi v?n: Remaining; Time | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
First Wave,First Wave,C?n ti?ng Anh nghi v?n: First; Wave | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
First Wave,First Wave,C?n ti?ng Anh nghi v?n: First; Wave | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Healing Complete,Healing Complete,C?n ti?ng Anh nghi v?n: Complete; Healing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Healing Complete,Healing Complete,C?n ti?ng Anh nghi v?n: Complete; Healing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Healing Complete,Healing Complete,C?n ti?ng Anh nghi v?n: Complete; Healing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Healing Complete,Healing Complete,C?n ti?ng Anh nghi v?n: Complete; Healing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Healing Complete,Healing Complete,C?n ti?ng Anh nghi v?n: Complete; Healing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Healing Complete,Healing Complete,C?n ti?ng Anh nghi v?n: Complete; Healing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Healing Complete,Healing Complete,C?n ti?ng Anh nghi v?n: Complete; Healing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Healing Complete,Healing Complete,C?n ti?ng Anh nghi v?n: Complete; Healing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
