en_source,vn_translate,loi_du_doan
"In the 7 seconds after the character enters the battle, normal attack damage increases by 20%.","Trong 7 giây sau khi nhân vật tham gia chiến đấu, sát thương Normal Attack tăng 20%.",C?n ti?ng Anh nghi v?n: Attack; Normal | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.286 | M?c ??: 14.86
"In the 7 seconds after the character enters the battle, charged attack damage increases by 20%.","Trong vòng 7 giây sau khi nhân vật tham gia chiến đấu, sát thương Heavy Attack tăng 20%.",C?n ti?ng Anh nghi v?n: Attack; Heavy | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.286 | M?c ??: 13.86
"In the 8 seconds after the character triggers Concerto effect, releasing Resonance skill and Resonance Liberation grant 1 stack of effect that increases Thermo damage by 25% for 10 seconds. Stack up to 2 times.","Trong 8 giây sau khi nhân vật kích hoạt hiệu ứng Concerto, sử dụng Resonance Skill và Resonance Liberation sẽ nhận được 1 tầng hiệu ứng tăng Fusion DMG thêm 25% trong 10 giây. Maxim 2 tầng.",C?n ti?ng Anh nghi v?n: Liberation; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.167 | M?c ??: 13.67
"Each time Resonance Skills or Resonance Liberation are released to deal damage to an enemy, your ATK is increased by 20% for 7 seconds. This can be stacked up to 2 times.","Mỗi khi sử dụng Resonance Skill hoặc Resonance Liberation gây DMG lên kẻ địch, ATK của bạn tăng 20% trong 7 giây. Có thể cộng dồn tối đa 2 lần.",C?n ti?ng Anh nghi v?n: Liberation; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.25 | M?c ??: 13.5
ATK increases by 19.2%.,ATK increases by 19.2%.,C?n ti?ng Anh nghi v?n: by; increases | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
ATK increases by 19.2%.,ATK increases by 19.2%.,C?n ti?ng Anh nghi v?n: by; increases | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
ATK increases by 19.2%.,ATK increases by 19.2%.,C?n ti?ng Anh nghi v?n: by; increases | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
ATK increases by 12.8%.,ATK increases by 12.8%.,C?n ti?ng Anh nghi v?n: by; increases | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
DEF increases by 24%.,DEF increases by 24%.,C?n ti?ng Anh nghi v?n: by; increases | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
ATK increases by 12.8%.,ATK increases by 12.8%.,C?n ti?ng Anh nghi v?n: by; increases | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"When Echo Skill is released, this damage is increased by 100%.","Khi sử dụng Echoes Skill, DMG này tăng 100%.",C?n ti?ng Anh nghi v?n: Skill | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 8.5
The folk tale of the Hwonglung has the power to inspire wariness lodged in the frequent thunder.,Truyện dân gian về Hwonglung có sức mạnh khơi dậy sự cảnh giác trước những cơn sấm sét thường xuyên.,C?n ti?ng Anh nghi v?n: Hwonglung | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"In the 10 seconds after Resonance Skill is released, healing effects are increased by 30%.","Trong 10 giây sau khi sử dụng Resonance Skill, hiệu ứng hồi phục tăng 30%.",C?n ti?ng Anh nghi v?n: Skill | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 8.0
"Like light, sound can inspire wherever it reaches.","Like ánh sáng, âm thanh có thể truyền cảm hứng đến bất cứ nơi nào nó chạm tới.",C?n ti?ng Anh nghi v?n: Like | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"When Concerto Effect is triggered, Electro damage for the whole team is increased by 12%. Lasts for 18 seconds.","Khi kích hoạt Concerto Effect, Electro DMG của cả đội tăng 12%. Hiệu ứng kéo dài trong 18 giây.",C?n ti?ng Anh nghi v?n: Effect | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.167 | M?c ??: 7.67
"When Concerto Effect is triggered, Glacio damage for the whole team is increased by 12%. Lasts for 18 seconds.","Khi kích hoạt Concerto Effect, Glacio DMG của cả đội tăng 12%. Hiệu ứng kéo dài trong 18 giây.",C?n ti?ng Anh nghi v?n: Effect | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.167 | M?c ??: 7.67
"When dissociation or diffraction damage is dealt using Resonance Liberation, the team's ATK is increased by 24% for 10 seconds. Unique effect.","Khi gây Havoc DMG hoặc Spectro DMG bằng Resonance Liberation, ATK của cả đội tăng 24% trong 10 giây. Hiệu ứng riêng biệt.",C?n ti?ng Anh nghi v?n: Liberation | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.111 | M?c ??: 7.11
"When attacking targets, reduce their Glacio Resistance by 10%. Can be stacked for 2 times. Lasts for 12 seconds.","Khi tấn công kẻ địch, giảm Glacio Resistance của chúng 10%. Có thể cộng dồn 2 lần. Hiệu ứng kéo dài 12 giây.",C?n ti?ng Anh nghi v?n: Resistance | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"When attacking targets, reduce their Aero Resistance by 10%. Can be stacked for 2 times. Lasts for 12 seconds.","Khi tấn công mục tiêu, giảm Aero Resistance của chúng đi 10%. Có thể cộng dồn 2 lần. Hiệu ứng kéo dài 12 giây.",C?n ti?ng Anh nghi v?n: Resistance | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
The most harmonious musical sound consists of multiple different sounds.,Sounds hòa nhạc hài hòa nhất bao gồm nhiều âm thanh khác nhau.,C?n ti?ng Anh nghi v?n: Sounds | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"When attacking targets, reduce their Thermo Resistance by 10%. Can be stacked for 2 times. Lasts for 12 seconds.","Khi tấn công kẻ địch, giảm Fusion DMG Resistance của chúng 10%. Có thể cộng dồn 2 lần. Hiệu ứng kéo dài 12 giây.",C?n ti?ng Anh nghi v?n: Resistance | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"When attacking targets, reduce their Dissociation Resistance by 10%. Can be stacked for 2 times. Lasts for 12 seconds.","Khi tấn công kẻ địch, giảm Havoc DMG Resistance của chúng 10%. Có thể cộng dồn 2 lần. Hiệu ứng kéo dài 12 giây.",C?n ti?ng Anh nghi v?n: Resistance | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"When attacking targets, reduce their Spectro Resistance by 10%. Can be stacked for 2 times. Lasts for 12 seconds.","Khi tấn công mục tiêu, giảm Spectro Resistance của chúng đi 10%. Có thể cộng dồn 2 lần. Hiệu ứng kéo dài trong 12 giây.",C?n ti?ng Anh nghi v?n: Resistance | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"When attacking targets, reduce their Electro Resistance by 10%. Can be stacked for 2 times. Lasts for 12 seconds.","Khi tấn công mục tiêu, giảm Electro Resistance của chúng đi 10%. Có thể cộng dồn 2 lần. Hiệu ứng kéo dài trong 12 giây.",C?n ti?ng Anh nghi v?n: Resistance | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
