en_source,vn_translate,loi_du_doan
You can reset the upgrades and <color=#8c7e51>refund</color> all the consumed Sim Ingots here anytime.,Bạn có thể đặt lại nâng cấp và <color=#8c7e51>hoàn trả</color> toàn bộ Sim Ingots đã tiêu hao tại đây bất cứ lúc nào.,C?n ti?ng Anh nghi v?n: Ingots; Sim | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"{Cus:Ipt,Touch=Tap PC=Click Gamepad=Press} Journey Log to view quest history.","{Cus:Ipt,Touch=Touch PC=Bấm Gamepad=press} Journey Log để xem lịch sử nhiệm vụ.",C?n ti?ng Anh nghi v?n: Journey; Log | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
{0} Open Journey Log to view quest history,Nhấn {0} để mở Journey Log và xem lịch sử nhiệm vụ,C?n ti?ng Anh nghi v?n: Journey; Log | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"{Cus:Ipt,Touch=Tap PC=Click Gamepad=Press} Journey Log to view quest history","{Cus:Ipt,Touch=Touch PC=click Gamepad=press} Journey Log để xem lịch sử nhiệm vụ",C?n ti?ng Anh nghi v?n: Journey; Log | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Namipon Badges can increase Max Stability.,Namipon Badge có thể tăng Độ Stability Tối Đa.,C?n ti?ng Anh nghi v?n: Namipon; Stability | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Namipon Badges can increase Max Stability.,Namipon Badge có thể tăng Độ Stability Tối Đa.,C?n ti?ng Anh nghi v?n: Namipon; Stability | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Namipon Badges can increase Max Stability.,Namipon Badge có thể tăng Độ Stability Tối Đa.,C?n ti?ng Anh nghi v?n: Namipon; Stability | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Find lost Namipons in Honami City to earn rewards.,Tìm Namipon bị lạc ở Honami City để nhận thưởng.,C?n ti?ng Anh nghi v?n: City; Honami | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Find lost Namipons in Honami City to earn rewards.,Tìm Namipon bị lạc ở Honami City để nhận thưởng.,C?n ti?ng Anh nghi v?n: City; Honami | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Find lost Namipons in Honami City to earn rewards.,Tìm Namipon bị lạc ở Honami City để nhận thưởng.,C?n ti?ng Anh nghi v?n: City; Honami | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"{Cus:Ipt,Touch=Tap PC=Click Gamepad=Press} here to travel to Neon Tower and begin the challenge.","{Cus:Ipt,Touch=tap PC=press Gamepad=press} vào đây để di chuyển đến Neon Tower và bắt đầu thử thách.",C?n ti?ng Anh nghi v?n: Neon; Tower | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"{0} {Cus:Ipt,Touch=Tap PC=Click Gamepad=Press} here to travel to Neon Tower and begin the challenge.","{0} {Cus:Ipt,Touch=tap PC=click Gamepad=press} vào đây để di chuyển đến Neon Tower và bắt đầu thử thách.",C?n ti?ng Anh nghi v?n: Neon; Tower | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"{Cus:Ipt,Touch=Tap PC=Click Gamepad=Press} here to travel to Neon Tower and begin the challenge.","{Cus:Ipt,Touch=tap PC=press Gamepad=press} vào đây để di chuyển đến Neon Tower và bắt đầu thử thách.",C?n ti?ng Anh nghi v?n: Neon; Tower | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Supplies are available for purchase from Sales Champ.,Có thể mua vật tư từ Sales Champ.,C?n ti?ng Anh nghi v?n: Champ; Sales | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Supplies are available for purchase from Sales Champ.,Có thể mua vật tư từ Sales Champ.,C?n ti?ng Anh nghi v?n: Champ; Sales | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Supplies are available for purchase from Sales Champ.,Có thể mua vật tư từ Sales Champ.,C?n ti?ng Anh nghi v?n: Champ; Sales | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Equip a Resonator's exclusive Sticker to gain powerful effects.,Equip Sticker độc quyền của Resonator để nhận hiệu ứng mạnh mẽ.,C?n ti?ng Anh nghi v?n: Equip; Sticker | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
{0} Equip a Resonator's exclusive Sticker to gain powerful effects.,{0} Equip Sticker độc quyền của Resonator để nhận hiệu ứng mạnh mẽ.,C?n ti?ng Anh nghi v?n: Equip; Sticker | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Equip a Resonator's exclusive Sticker to gain powerful effects.,Equip Sticker độc quyền của Resonator để nhận hiệu ứng mạnh mẽ.,C?n ti?ng Anh nghi v?n: Equip; Sticker | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Place the Domain card in the Transform Area to use its skill.,Place thẻ Domain vào khu vực Biến Đổi để sử dụng kỹ năng của nó.,C?n ti?ng Anh nghi v?n: Domain; Place | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Place the Domain card in the Transform Area to use its skill.,Place thẻ Domain vào khu vực Biến Đổi để sử dụng kỹ năng của nó.,C?n ti?ng Anh nghi v?n: Domain; Place | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Place the Domain card in the Transform Area to use its skill.,Place thẻ Domain vào khu vực Biến Đổi để sử dụng kỹ năng của nó.,C?n ti?ng Anh nghi v?n: Domain; Place | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Reaching certain Activity milestones advances the Spacetrek Observatory's rebuild progress,Đạt đến các mốc Activity nhất định sẽ thúc đẩy tiến độ xây dựng lại Spacetrek Observatory,C?n ti?ng Anh nghi v?n: Activity; Spacetrek | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Reaching certain Activity milestones advances the Spacetrek Observatory's rebuild progress,Đạt đến các mốc Activity nhất định sẽ thúc đẩy tiến độ xây dựng lại Spacetrek Observatory,C?n ti?ng Anh nghi v?n: Activity; Spacetrek | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Reaching certain Activity milestones advances the Spacetrek Observatory's rebuild progress,Đạt đến các mốc Activity nhất định sẽ thúc đẩy tiến độ xây dựng lại Spacetrek Observatory,C?n ti?ng Anh nghi v?n: Activity; Spacetrek | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"{Cus:Ipt,Touch=Tap PC=Click Gamepad=Press} to view the Livery you got from Lynae.","{Cus:Ipt,Touch=Touch PC=Bấm Gamepad=press} để xem Livery bạn nhận được từ Lynae.",C?n ti?ng Anh nghi v?n: Livery; Lynae | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"{Cus:Ipt,Touch=Tap PC=Click Gamepad=Press} to view the Livery you got from Lynae.","{Cus:Ipt,Touch=Touch PC=Bấm Gamepad=press} để xem Livery bạn nhận được từ Lynae.",C?n ti?ng Anh nghi v?n: Livery; Lynae | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"{Cus:Ipt,Touch=Tap PC=Click Gamepad=Press} to view the Livery you got from Lynae.","{Cus:Ipt,Touch=Touch PC=Bấm Gamepad=press} để xem Livery bạn nhận được từ Lynae.",C?n ti?ng Anh nghi v?n: Livery; Lynae | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Besides the Main Weapon, one Support Droid can be installed on your motorbike","Ngoài Vũ Khí Main, bạn có thể lắp đặt một Hỗ Trợ Droid lên xe máy",C?n ti?ng Anh nghi v?n: Droid; Main | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Besides the Main Weapon, one Support Droid can be installed on your motorbike","Ngoài Vũ Khí Main, bạn có thể lắp đặt một Hỗ Trợ Droid lên xe máy",C?n ti?ng Anh nghi v?n: Droid; Main | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Besides the Main Weapon, one Support Droid can be installed on your motorbike","Ngoài Vũ Khí Main, bạn có thể lắp đặt một Hỗ Trợ Droid lên xe máy",C?n ti?ng Anh nghi v?n: Droid; Main | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"{Cus:Ipt,Touch=Tap PC=Click Gamepad=Press} here to view the Stability Accords challenges","{Cus:Ipt,Touch=tap PC=click Gamepad=press} vào đây để xem thử thách Stability Accords",C?n ti?ng Anh nghi v?n: Accords; Stability | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"{Cus:Ipt,Touch=Tap PC=Click Gamepad=Press} here to view the Stability Accords challenges","{Cus:Ipt,Touch=tap PC=click Gamepad=press} vào đây để xem thử thách Stability Accords",C?n ti?ng Anh nghi v?n: Accords; Stability | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"{Cus:Ipt,Touch=Tap PC=Click Gamepad=Press} here to view the Stability Accords challenges","{Cus:Ipt,Touch=tap PC=click Gamepad=press} vào đây để xem thử thách Stability Accords",C?n ti?ng Anh nghi v?n: Accords; Stability | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
{0} Echo Batch Management is now upgraded with Smart Discard function,{0} Quản Lý Echo Hàng Loạt hiện đã được nâng cấp với chức năng Smart Discard,C?n ti?ng Anh nghi v?n: Discard; Smart | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Here you can toggle the Live Chat on or off, choose emotes, and send messages.","Tại đây, bạn có thể bật/tắt Live Chat, chọn biểu cảm và gửi tin nhắn.",C?n ti?ng Anh nghi v?n: Chat; Live | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Here you can toggle the Live Chat on or off, choose emotes, and send messages.","Tại đây, bạn có thể bật/tắt Live Chat, chọn biểu cảm và gửi tin nhắn.",C?n ti?ng Anh nghi v?n: Chat; Live | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Here you can toggle the Live Chat on or off, choose emotes, and send messages.","Tại đây, bạn có thể bật/tắt Live Chat, chọn biểu cảm và gửi tin nhắn.",C?n ti?ng Anh nghi v?n: Chat; Live | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
{0} Use the rune Sigrika carved for you to sense nearby Royan rune fragments.,{0} Dùng bùa Sigrika đã khắc cho bạn để cảm nhận mảnh vỡ bùa Royan gần đó.,C?n ti?ng Anh nghi v?n: Royan; Sigrika | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Use the rune Sigrika carved for you to sense nearby Royan rune fragments.,Dùng ký tự Sigrika đã khắc cho bạn để cảm nhận các mảnh ký tự Royan gần đó.,C?n ti?ng Anh nghi v?n: Royan; Sigrika | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"{Cus:Ipt,Touch=Tap PC=Press Gamepad=Use} the Flippers to fire a Persona Pinball and attack enemies.","{Cus:Ipt,Touch=Touch PC=press Gamepad=Dùng} Flipper để bắn Persona Pinball và tấn công kẻ địch.",C?n ti?ng Anh nghi v?n: Persona; Pinball | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"{Cus:Ipt,Touch=Tap PC=Press Gamepad=Use} the Flippers to fire a Persona Pinball and attack enemies.","{Cus:Ipt,Touch=Touch PC=press Gamepad=Dùng} Flipper để bắn Persona Pinball và tấn công kẻ địch.",C?n ti?ng Anh nghi v?n: Persona; Pinball | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
