en_source,vn_translate,loi_du_doan
Pioneer Podcast Connoisseur Channel,Kênh Podcast Nhà Tiên Phong,C?n ti?ng Anh nghi v?n: Podcast | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Search by UID to add a Friend,Tìm kiếm theo UID để thêm bạn,C?n ti?ng Anh nghi v?n: UID | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Type in target IP address 

Might override the Server you chose","Nhập địa chỉ IP mục tiêu 

Có thể ghi đè Máy chủ đã chọn",C?n ti?ng Anh nghi v?n: IP | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Ascension Materials Required,Materials Thăng Hoa Yêu Cầu,C?n ti?ng Anh nghi v?n: Materials | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Resonance Chain Upgrade,Nâng cấp Resonance Chain,C?n ti?ng Anh nghi v?n: Chain | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Sort by,Sort theo,C?n ti?ng Anh nghi v?n: Sort | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Level Rewards,Rewards theo cấp,C?n ti?ng Anh nghi v?n: Rewards | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Resonance Chain,Resonance Chain,C?n ti?ng Anh nghi v?n: Chain | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
You can only recover data from upgraded Echo,Bạn chỉ có thể khôi phục dữ liệu từ Echo upgraded,C?n ti?ng Anh nghi v?n: upgraded | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Current Echo Filter: {0},Filter Echo Hiện Tại: {0},C?n ti?ng Anh nghi v?n: Filter | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
The first Mainstat can be Modified,Mainstat đầu tiên có thể Thay đổi,C?n ti?ng Anh nghi v?n: Mainstat | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Waveplate Cost,Chi phí Waveplate,C?n ti?ng Anh nghi v?n: Waveplate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Crest Obtained,Obtained Creast,C?n ti?ng Anh nghi v?n: Obtained | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Vigor Cost,Chi phí Vigor,C?n ti?ng Anh nghi v?n: Vigor | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Select Quick Accesses you want to set,Chọn Quick Access muốn thiết lập,C?n ti?ng Anh nghi v?n: Quick | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Tap to claim today's Lunite Subscription reward,Chạm để nhận thưởng Đăng Ký Lunite hôm nay,C?n ti?ng Anh nghi v?n: Lunite | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Rotate Roulette,Rotate Vòng Quay,C?n ti?ng Anh nghi v?n: Rotate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Limited-time,Limited thời gian,C?n ti?ng Anh nghi v?n: Limited | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"If your ""Eureka"" fails, you'll receive only the base earnings without any additional funds invested.","Nếu ""Eureka"" của bạn thất bại, bạn sẽ chỉ nhận được thu nhập cơ bản mà không có thêm bất kỳ khoản đầu tư nào.",C?n ti?ng Anh nghi v?n: Eureka | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Nightmare Memes,Meme Nightmare,C?n ti?ng Anh nghi v?n: Nightmare | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Fetching Lollo network interface...,Đang tải giao diện mạng Lollo...,C?n ti?ng Anh nghi v?n: Lollo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Redeem Lollo Stamps,Đổi Tem Lollo,C?n ti?ng Anh nghi v?n: Lollo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Windchimer Delivery,Giao hàng Windchimer,C?n ti?ng Anh nghi v?n: Windchimer | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Level Rewards,Rewards theo cấp,C?n ti?ng Anh nghi v?n: Rewards | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Ascension Preview,Preview Thăng hoa,C?n ti?ng Anh nghi v?n: Preview | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Collection Progress,Progress Thu thập,C?n ti?ng Anh nghi v?n: Progress | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Sigil Preview,Xem Trước Sigil,C?n ti?ng Anh nghi v?n: Sigil | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Please enter a UID,Vui lòng nhập UID,C?n ti?ng Anh nghi v?n: UID | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Moon-Chasing Festival: By Moon's Grace,Lễ Hội Theo Dấu Trăng: Grace Của Ánh Trăng,C?n ti?ng Anh nghi v?n: Grace | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Copy UID,Sao Chép UID,C?n ti?ng Anh nghi v?n: UID | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Do you want to use the copied UID?,Bạn có muốn sử dụng UID đã sao chép?,C?n ti?ng Anh nghi v?n: UID | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Dream Shards,Dream Shard,C?n ti?ng Anh nghi v?n: Dream | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Dream Shards,Dream Shard,C?n ti?ng Anh nghi v?n: Dream | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Dream Shards,Dream Shard,C?n ti?ng Anh nghi v?n: Dream | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Dream Shards,Dream Shard,C?n ti?ng Anh nghi v?n: Dream | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Limited-Time Rewards,Rewards giới hạn thời gian,C?n ti?ng Anh nghi v?n: Rewards | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Only Echo EXP items,Chỉ vật phẩm EXP Echo,C?n ti?ng Anh nghi v?n: EXP | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Somnoire Cleansed,Somnoire Đã Thanh Tẩy,C?n ti?ng Anh nghi v?n: Somnoire | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Obtain Lollo Stamp,Nhận Tem Lollo,C?n ti?ng Anh nghi v?n: Lollo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Wear Outfit,Wear Trang phục,C?n ti?ng Anh nghi v?n: Wear | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Complete Travel Records for all areas to claim,Hoàn thành Nhật Ký Travel tất cả khu vực để nhận thưởng,C?n ti?ng Anh nghi v?n: Travel | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Restoration Cost,Chi Phí Restoration,C?n ti?ng Anh nghi v?n: Restoration | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Limited-Time Rewards,Rewards giới hạn thời gian,C?n ti?ng Anh nghi v?n: Rewards | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Limited-Time Rewards,Rewards giới hạn thời gian,C?n ti?ng Anh nghi v?n: Rewards | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Nameless Coins Obtained,Đã Nhận Nameless Coin,C?n ti?ng Anh nghi v?n: Nameless | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Select an Awning for Rachel,Chọn Tán cho Rachel,C?n ti?ng Anh nghi v?n: Rachel | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Disaster Trial,Trial Tai Họa,C?n ti?ng Anh nghi v?n: Trial | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Team Info  <color=#5cc96aff>Trial Resonators Available</color>,Đội Info  <color=#5cc96aff>Resonators thử nghiệm có sẵn</color>,C?n ti?ng Anh nghi v?n: Info | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Limited-Time Rewards,Rewards giới hạn thời gian,C?n ti?ng Anh nghi v?n: Rewards | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Level Rewards,Rewards theo cấp,C?n ti?ng Anh nghi v?n: Rewards | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Concerto Companions,Companions Concerto,C?n ti?ng Anh nghi v?n: Companions | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Exploration Info,Thông Tin Exploration,C?n ti?ng Anh nghi v?n: Exploration | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Reach Union Level xx,Đạt Cấp Độ Liên Minh xx,C?n ti?ng Anh nghi v?n: xx | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Advanced Skill Materials,Materials Kỹ Năng Nâng Cao,C?n ti?ng Anh nghi v?n: Materials | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Reach Union Level xx,Đạt Cấp Độ Liên Minh xx,C?n ti?ng Anh nghi v?n: xx | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Limited-Time Rewards,Rewards giới hạn thời gian,C?n ti?ng Anh nghi v?n: Rewards | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Limited-Time Rewards,Rewards giới hạn thời gian,C?n ti?ng Anh nghi v?n: Rewards | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Limited-Time Rewards,Rewards giới hạn thời gian,C?n ti?ng Anh nghi v?n: Rewards | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
<b>Cube Lineup</b>,<b>Danh Sách Cube</b>,C?n ti?ng Anh nghi v?n: Cube | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
No Core Echo,Không Có Core Echo,C?n ti?ng Anh nghi v?n: Core | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Quick Build,Build Nhanh,C?n ti?ng Anh nghi v?n: Build | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Quick Build,Build Nhanh,C?n ti?ng Anh nghi v?n: Build | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Disaster Trial,Trial Tai Họa,C?n ti?ng Anh nghi v?n: Trial | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Unlocked Medals of Prestige:,Huy Chương Prestige Đã Mở Khóa:,C?n ti?ng Anh nghi v?n: Prestige | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Echo Overview,Overview Echo,C?n ti?ng Anh nghi v?n: Overview | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Duel Resonance Weekly Limit,Giới hạn hàng tuần Duel Resonance,C?n ti?ng Anh nghi v?n: Duel | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Duel Resonance,Duel Resonance,C?n ti?ng Anh nghi v?n: Duel | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Core Echo Locked,Core Echo Đã Khóa,C?n ti?ng Anh nghi v?n: Core | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Limited-Time Rewards,Rewards giới hạn thời gian,C?n ti?ng Anh nghi v?n: Rewards | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Limited-Time Rewards,Rewards giới hạn thời gian,C?n ti?ng Anh nghi v?n: Rewards | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Dreamland Badges,Huy hiệu Dreamland,C?n ti?ng Anh nghi v?n: Dreamland | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
View Sigil,Xem Sigil,C?n ti?ng Anh nghi v?n: Sigil | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Limited-Time Rewards,Rewards giới hạn thời gian,C?n ti?ng Anh nghi v?n: Rewards | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Limited-Time Rewards,Rewards giới hạn thời gian,C?n ti?ng Anh nghi v?n: Rewards | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Namipon Badge,Huy Hiệu Namipon,C?n ti?ng Anh nghi v?n: Namipon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Sigil Preview,Xem Trước Sigil,C?n ti?ng Anh nghi v?n: Sigil | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Limited-Time Rewards,Rewards giới hạn thời gian,C?n ti?ng Anh nghi v?n: Rewards | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Namipon Ability not equipped,Chưa Trang Bị Kỹ Năng Namipon,C?n ti?ng Anh nghi v?n: Namipon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Quick Build,Build Nhanh,C?n ti?ng Anh nghi v?n: Build | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
The Spacetrek Collective will forever honor your service!,Tập thể Spacetrek sẽ mãi tôn vinh sự cống hiến của bạn!,C?n ti?ng Anh nghi v?n: Spacetrek | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Level Rewards,Rewards theo cấp,C?n ti?ng Anh nghi v?n: Rewards | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Please select a WavesLine contact,Vui lòng chọn một liên lạc WavesLine,C?n ti?ng Anh nghi v?n: WavesLine | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Chat Bubble,Bong Bóng Chat,C?n ti?ng Anh nghi v?n: Chat | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Hello, WavesLine.","Xin chào, WavesLine.",C?n ti?ng Anh nghi v?n: WavesLine | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
No Core Echo selected,Chưa chọn Core Echo,C?n ti?ng Anh nghi v?n: Core | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Trial Resonators,Trial Resonators,C?n ti?ng Anh nghi v?n: Trial | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Claimable at SOL3 Phase 1,Claimable ở Giai đoạn 1 SOL3,C?n ti?ng Anh nghi v?n: Claimable | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
No available Featured Resonator Convene,Chưa có Featured Resonator Triệu Tập khả dụng,C?n ti?ng Anh nghi v?n: Featured | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
You haven't cleared this Tacet Field,Bạn chưa hoàn thành Tacet Field này,C?n ti?ng Anh nghi v?n: Field | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Crit. Rate,Crit. Rate,C?n ti?ng Anh nghi v?n: Rate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
