en_source,vn_translate,loi_du_doan
"Your phone driver version is outdated (GL driver version < 378). This may cause game crashes during your play. To ensure a smooth gaming experience, you're recommended to update system version or GL driver.","Phiên bản trình điều khiển điện thoại của bạn đã lỗi thời (phiên bản GL driver < 378). Điều này có thể gây ra sự cố game trong quá trình chơi. Để đảm bảo trải nghiệm chơi game mượt mà, bạn nên cập nhật phiên bản hệ thống hoặc trình điều khiển GL.",C?n ti?ng Anh nghi v?n: driver; game; GL | S? t?/c?m nghi v?n: 5 | T? l? nghi v?n: 0.714 | M?c ??: 20.14
Basic Resources include only resources to be installed to start the game. The remaining resources may be downloaded in the background as you play in the game.,Basic Resources chỉ bao gồm các tài nguyên cần thiết để khởi động game. Các tài nguyên còn lại có thể được tải xuống trong nền khi bạn chơi game.,C?n ti?ng Anh nghi v?n: Basic; game; Resources | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.571 | M?c ??: 19.71
Rover Appearance Switch assets,Rover Appearance Switch assets,C?n ti?ng Anh nghi v?n: Appearance; assets; Switch | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
[Environment] Jinzhou and other areas,[Environment] Jinzhou and other areas,C?n ti?ng Anh nghi v?n: and; areas; other | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
[Environment] Ragunna and other areas,[Environment] Ragunna and other areas,C?n ti?ng Anh nghi v?n: and; areas; other | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
[Environment] Septimont and other areas,[Environment] Septimont and other areas,C?n ti?ng Anh nghi v?n: and; areas; other | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Huanglong and other areas,Huanglong and other areas,C?n ti?ng Anh nghi v?n: and; areas; other | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Rinascita and other areas,Rinascita and other areas,C?n ti?ng Anh nghi v?n: and; areas; other | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Bell-Borne Geochelone,Bell-Borne Geochelone,C?n ti?ng Anh nghi v?n: Bell; Borne; Geochelone | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Cyan-Feathered Heron,Cyan-Feathered Heron,C?n ti?ng Anh nghi v?n: Cyan; Feathered; Heron | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Violet-Feathered Heron,Violet-Feathered Heron,C?n ti?ng Anh nghi v?n: Feathered; Heron; Violet | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lil Geohide Saurian,Lil Geohide Saurian,C?n ti?ng Anh nghi v?n: Geohide; Lil; Saurian | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Installing Update Resources,Installing Update Resources,C?n ti?ng Anh nghi v?n: Installing; Resources; Update | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Verifying files integrity: {0}%,Verifying files integrity: {0}%,C?n ti?ng Anh nghi v?n: files; integrity; Verifying | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Applying Remote Configuration...,Applying Remote Configuration...,C?n ti?ng Anh nghi v?n: Applying; Configuration; Remote | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Applying resource patches...,Applying resource patches...,C?n ti?ng Anh nghi v?n: Applying; patches; resource | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Integrity verification failed,Integrity verification failed,C?n ti?ng Anh nghi v?n: failed; Integrity; verification | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Insufficient Storage Space,Insufficient Storage Space,C?n ti?ng Anh nghi v?n: Insufficient; Space; Storage | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Children's Privacy Policy,Children's Privacy Policy,C?n ti?ng Anh nghi v?n: Children's; Policy; Privacy | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Storage space available: {0},Storage space available: {0},C?n ti?ng Anh nghi v?n: available; space; Storage | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Storage space required: {0},Storage space required: {0},C?n ti?ng Anh nghi v?n: required; space; Storage | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
[Storyline] Regional storyline assets,[Storyline] Regional storyline assets,C?n ti?ng Anh nghi v?n: assets; Regional; storyline | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Patching Complete,Patching Complete,C?n ti?ng Anh nghi v?n: Complete; Patching | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Unknown Error,Unknown Error,C?n ti?ng Anh nghi v?n: Error; Unknown | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Network Error,Network Error,C?n ti?ng Anh nghi v?n: Error; Network | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Proxy Test,Proxy Test,C?n ti?ng Anh nghi v?n: Proxy; Test | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Ping Test,Test Ping,C?n ti?ng Anh nghi v?n: Ping; Test | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Download Basic Resources,Tải Resources Basic,C?n ti?ng Anh nghi v?n: Basic; Resources | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Basic Resources,Basic Resources,C?n ti?ng Anh nghi v?n: Basic; Resources | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Switch Account,Switch Account,C?n ti?ng Anh nghi v?n: Account; Switch | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Network test in progress. Tapping again will stop the test and exit this page.,Đang test mạng. Nhấn lại để dừng test và thoát trang này.,C?n ti?ng Anh nghi v?n: test | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 17.67
"To ensure your gaming experience, you're about to link your account for PlayStation™Network with your Kuro Games account.
You may unlink your account via our official website or customer service.","Để đảm bảo trải nghiệm chơi game, bạn sắp liên kết tài khoản PlayStation™Network với tài khoản Kuro Games.
Bạn có thể hủy liên kết tài khoản thông qua trang web chính thức hoặc dịch vụ khách hàng của chúng tôi.",C?n ti?ng Anh nghi v?n: Games; Kuro; Network; PlayStation | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.5 | M?c ??: 17.0
[Storyline] Lahai-Roi Storyline Assets,[Cốt Truyện] [Storyline] Lahai-Roi Storyline Assets,C?n ti?ng Anh nghi v?n: Assets; Lahai; Storyline | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Seatrail Narwhal,Seatrail Narwhal,C?n ti?ng Anh nghi v?n: Narwhal; Seatrail | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Thunder Squama,Thunder Squama,C?n ti?ng Anh nghi v?n: Squama; Thunder | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Inferno Rider,Inferno Rider,C?n ti?ng Anh nghi v?n: Inferno; Rider | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Feilian Beringal,Feilian Beringal,C?n ti?ng Anh nghi v?n: Beringal; Feilian | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Impermanence Heron,Impermanence Heron,C?n ti?ng Anh nghi v?n: Heron; Impermanence | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Spectra Prism,Spectra Prism,C?n ti?ng Anh nghi v?n: Prism; Spectra | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Rupture Prism,Rupture Prism,C?n ti?ng Anh nghi v?n: Prism; Rupture | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Flute Instrumentalist,Flute Instrumentalist,C?n ti?ng Anh nghi v?n: Flute; Instrumentalist | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tambourine Instrumentalist,Tambourine Instrumentalist,C?n ti?ng Anh nghi v?n: Instrumentalist; Tambourine | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Rocksteady Guardian,Rocksteady Guardian,C?n ti?ng Anh nghi v?n: Guardian; Rocksteady | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Chasm Guardian,Chasm Guardian,C?n ti?ng Anh nghi v?n: Chasm; Guardian | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Stonewall Bracer,Stonewall Bracer,C?n ti?ng Anh nghi v?n: Bracer; Stonewall | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Rupture Warrior,Rupture Warrior,C?n ti?ng Anh nghi v?n: Rupture; Warrior | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pneuma Predator,Pneuma Predator,C?n ti?ng Anh nghi v?n: Pneuma; Predator | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Impulse Predator,Impulse Predator,C?n ti?ng Anh nghi v?n: Impulse; Predator | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Sabyr Boar,Sabyr Boar,C?n ti?ng Anh nghi v?n: Boar; Sabyr | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Spearback Ursa,Spearback Ursa,C?n ti?ng Anh nghi v?n: Spearback; Ursa | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Frostbite Tertoise,Frostbite Tertoise,C?n ti?ng Anh nghi v?n: Frostbite; Tertoise | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Shadow Dreadmane,Shadow Dreadmane,C?n ti?ng Anh nghi v?n: Dreadmane; Shadow | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Thermo Dreadmane,Thermo Dreadmane,C?n ti?ng Anh nghi v?n: Dreadmane; Thermo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Zig Zag,Zig Zag,C?n ti?ng Anh nghi v?n: Zag; Zig | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Whiff Whoosh,Whiff Whoosh,C?n ti?ng Anh nghi v?n: Whiff; Whoosh | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tic Tac,Tic Tac,C?n ti?ng Anh nghi v?n: Tac; Tic | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Fission Junrock,Fission Junrock,C?n ti?ng Anh nghi v?n: Fission; Junrock | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mourning Aix,Mourning Aix,C?n ti?ng Anh nghi v?n: Aix; Mourning | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Field Sampling,Field Sampling,C?n ti?ng Anh nghi v?n: Field; Sampling | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Game loading...,Game loading...,C?n ti?ng Anh nghi v?n: Game; loading | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Initializing Hotfix...,Initializing Hotfix...,C?n ti?ng Anh nghi v?n: Hotfix; Initializing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Checking {0} version...,Checking {0} version...,C?n ti?ng Anh nghi v?n: Checking; version | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Download Canceled,Download Canceled,C?n ti?ng Anh nghi v?n: Canceled; Download | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Download Success,Download Success,C?n ti?ng Anh nghi v?n: Download; Success | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Compiling Shader: {0},Compiling Shader: {0},C?n ti?ng Anh nghi v?n: Compiling; Shader | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Download Speed: {0},Download Speed: {0},C?n ti?ng Anh nghi v?n: Download; Speed | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Notice on Terms of Use and Privacy Policy,Thông báo về Điều Khoản Sử Dụng và Privacy Policy,C?n ti?ng Anh nghi v?n: Policy; Privacy | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
DNS Resolution,DNS Resolution,C?n ti?ng Anh nghi v?n: DNS; Resolution | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Ping Results:,Ping Results:,C?n ti?ng Anh nghi v?n: Ping; Results | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Patching progress {0}%,Patching progress {0}%,C?n ti?ng Anh nghi v?n: Patching; progress | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Download Full Resources,Tải Resources Full Đủ,C?n ti?ng Anh nghi v?n: Full; Resources | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Full Resources,Full Resources,C?n ti?ng Anh nghi v?n: Full; Resources | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Incremental Download,Incremental Download,C?n ti?ng Anh nghi v?n: Download; Incremental | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Full Download,Full Download,C?n ti?ng Anh nghi v?n: Download; Full | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Repair complete. The game is restarting.,Repair hoàn tất. Game đang khởi động lại.,C?n ti?ng Anh nghi v?n: Game; Repair | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Full Download,Full Download,C?n ti?ng Anh nghi v?n: Download; Full | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Route Detection,Route Detection,C?n ti?ng Anh nghi v?n: Detection; Route | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Storyline Resources,Storyline Resources,C?n ti?ng Anh nghi v?n: Resources; Storyline | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Environment Resources,Environment Resources,C?n ti?ng Anh nghi v?n: Environment; Resources | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Storyline Resources,Storyline Resources,C?n ti?ng Anh nghi v?n: Resources; Storyline | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Environment Resources,Environment Resources,C?n ti?ng Anh nghi v?n: Environment; Resources | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Clear Resources ({0}/{1}),Clear Resources ({0}/{1}),C?n ti?ng Anh nghi v?n: Clear; Resources | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
[Environment] Tethys' Deep,[Environment] Tethys' Deep,C?n ti?ng Anh nghi v?n: Deep; Tethys' | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
[Region] Roya Frostlands,[Region] Roya Frostlands,C?n ti?ng Anh nghi v?n: Frostlands; Roya | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
[Region] Dimmr Plains,[Region] Dimmr Plains,C?n ti?ng Anh nghi v?n: Dimmr; Plains | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Exit,Exit,C?n ti?ng Anh nghi v?n: Exit | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Analyzing patch resources...,Analyzing tài nguyên bản vá...,C?n ti?ng Anh nghi v?n: Analyzing | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Network Test,Test mạng,C?n ti?ng Anh nghi v?n: Test | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Start Test,Bắt đầu Test,C?n ti?ng Anh nghi v?n: Test | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tap the button to begin network test.,Nhấn nút để bắt đầu test mạng.,C?n ti?ng Anh nghi v?n: test | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mail,Mail,C?n ti?ng Anh nghi v?n: Mail | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Web Access Test,Test truy cập Web,C?n ti?ng Anh nghi v?n: Test; Web | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Failed to verify file integrity. Please restart the game client and try again or contact customer service.,Xác minh tính toàn vẹn file thất bại. Vui lòng khởi động lại game client và thử lại hoặc liên hệ bộ phận hỗ trợ khách hàng.,C?n ti?ng Anh nghi v?n: client; file; game | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.6 | M?c ??: 15.0
A new update is now available. Please download and install it. Log in afterward to claim your rewards: <color=#c49e55ff>300 Astrites and 2 Crystal Solvents</color>.,Đã có bản cập nhật mới. Vui lòng tải xuống và cài đặt. Đăng nhập sau đó để nhận phần thưởng: <color=#c49e55ff>300 Astrites và 2 Crystal Solvents</color>.,C?n ti?ng Anh nghi v?n: Astrites; Crystal; Solvents | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.6 | M?c ??: 15.0
Failed to start the game. Please check the status of your PlayStation™ Network account.,Khởi động game thất bại. Vui lòng kiểm tra trạng thái tài khoản PlayStation™ Network.,C?n ti?ng Anh nghi v?n: game; Network; PlayStation | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.6 | M?c ??: 15.0
Insufficient storage space. Please clear up some space and try again.,Insufficient storage space. Vui lòng giải phóng dung lượng và thử lại.,C?n ti?ng Anh nghi v?n: Insufficient; space; storage | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.6 | M?c ??: 15.0
License & ISBN: 国新出审〔2023〕1802号 ISBN 978-7-498-12761-7 Publisher: 成都盈众九州网络科技有限公司 Copyright: 广州库洛科技有限公司,Giấy phép & ISBN: 国新出审〔2023〕1802号 ISBN 978-7-498-12761-7 Nhà xuất bản: 成都盈众九州网络科技有限公司 Bản quyền: 广州库洛科技有限公司,C?n ti?ng Anh nghi v?n: ISBN | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 15.0
"Say no to inappropriate game content or pirated games.
Keep your personal information private to avoid scams.
Play responsibly for a safe and fun gaming experience.
Arrange your time reasonably for a healthy lifestyle.","Nói không với nội dung game không phù hợp hoặc game lậu.
Bảo vệ thông tin cá nhân để tránh lừa đảo.
Play game có trách nhiệm để có trải nghiệm an toàn và vui vẻ.
Sắp xếp thời gian hợp lý để có lối sống lành mạnh.",C?n ti?ng Anh nghi v?n: game; Play | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.444 | M?c ??: 14.44
"Insufficient storage space for {0} update resources. Please remove files to free up space and tap on ""Continue"" to proceed with the download.","Insufficient storage space cho tài nguyên cập nhật {0}. Vui lòng xóa bớt tệp để giải phóng dung lượng và nhấn ""Tiếp tục"" để tiến hành tải xuống.",C?n ti?ng Anh nghi v?n: Insufficient; space; storage | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.5 | M?c ??: 14.0
Crownless,Crownless,C?n ti?ng Anh nghi v?n: Crownless | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Gleamtender,Gleamtender,C?n ti?ng Anh nghi v?n: Gleamtender | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Excarat,Excarat,C?n ti?ng Anh nghi v?n: Excarat | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Gulpuff,Gulpuff,C?n ti?ng Anh nghi v?n: Gulpuff | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Chirpuff,Chirpuff,C?n ti?ng Anh nghi v?n: Chirpuff | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Cruisewing,Cruisewing,C?n ti?ng Anh nghi v?n: Cruisewing | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Hoochief,Hoochief,C?n ti?ng Anh nghi v?n: Hoochief | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Cyrscorpion,Cyrscorpion,C?n ti?ng Anh nghi v?n: Cyrscorpion | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Chaserazor,Chaserazor,C?n ti?ng Anh nghi v?n: Chaserazor | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Cruisewing,Cruisewing,C?n ti?ng Anh nghi v?n: Cruisewing | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Prestige,Prestige,C?n ti?ng Anh nghi v?n: Prestige | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Cooking,Cooking,C?n ti?ng Anh nghi v?n: Cooking | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Blocklist is full,Blocklist đã đầy,C?n ti?ng Anh nghi v?n: Blocklist | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Connecting,Connecting,C?n ti?ng Anh nghi v?n: Connecting | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Update Details,Details cập nhật,C?n ti?ng Anh nghi v?n: Details | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Download Resources,Tải Resources,C?n ti?ng Anh nghi v?n: Resources | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Downloading: {0}/{1},Downloading: {0}/{1},C?n ti?ng Anh nghi v?n: Downloading | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Clear Patch,Clear Bản Vá,C?n ti?ng Anh nghi v?n: Clear | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Repair,Repair,C?n ti?ng Anh nghi v?n: Repair | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Testing…,Testing…,C?n ti?ng Anh nghi v?n: Testing | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
UDP port connection error. Error code:,Lỗi kết nối cổng UDP. Mã lỗi:,C?n ti?ng Anh nghi v?n: UDP | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Upload Data,Upload Dữ liệu,C?n ti?ng Anh nghi v?n: Upload | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
