en_source,vn_translate,loi_du_doan
Clear the Voidcreeps on your path,Dọn sạch Voidcreeps trên đường đi,C?n ti?ng Anh nghi v?n: Voidcreeps | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Find the Riteglow,Tìm Riteglow,C?n ti?ng Anh nghi v?n: Riteglow | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Clear the Voidcreeps on your path,Dọn sạch Voidcreeps trên đường đi,C?n ti?ng Anh nghi v?n: Voidcreeps | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Clear the Voidcreeps on your path,Dọn sạch Voidcreeps trên đường đi,C?n ti?ng Anh nghi v?n: Voidcreeps | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Break the obstruction and activate the Lumescribe Component,Dọn chướng ngại và kích hoạt Bộ phận Lumescribe,C?n ti?ng Anh nghi v?n: Lumescribe | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Find the Soliskin,Tìm Soliskin,C?n ti?ng Anh nghi v?n: Soliskin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Look for and talk to Professor Lisandro,Tìm và nói chuyện với Giáo sư Lisandro,C?n ti?ng Anh nghi v?n: Lisandro | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Head to where the Soliskin left,Đến nơi mà Soliskin đã rời đi,C?n ti?ng Anh nghi v?n: Soliskin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Approach the escaped Soliskin,Tiếp cận Soliskin đã trốn thoát,C?n ti?ng Anh nghi v?n: Soliskin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to the Soliskin,Nói chuyện với Soliskin,C?n ti?ng Anh nghi v?n: Soliskin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to the Soliskin,Nói chuyện với Soliskin,C?n ti?ng Anh nghi v?n: Soliskin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Defeat the rampaging Exoswarm,Đánh bại Exoswarm đang hoành hành,C?n ti?ng Anh nghi v?n: Exoswarm | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to the Shepherdess,Nói chuyện với Shepherdess,C?n ti?ng Anh nghi v?n: Shepherdess | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to Professor Maeve,Nói chuyện với Giáo sư Maeve,C?n ti?ng Anh nghi v?n: Maeve | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Find Finella,Tìm Finella,C?n ti?ng Anh nghi v?n: Finella | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Eliminate the rampaging Exoswarm,Tiêu diệt Exoswarm đang hoành hành,C?n ti?ng Anh nghi v?n: Exoswarm | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to Finella,Nói chuyện với Finella,C?n ti?ng Anh nghi v?n: Finella | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to Linnea,Nói chuyện với Linnea,C?n ti?ng Anh nghi v?n: Linnea | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to the Soliskin,Nói chuyện với Soliskin,C?n ti?ng Anh nghi v?n: Soliskin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Talk to ""Cosmos""",Nói chuyện với “Cosmos”,C?n ti?ng Anh nghi v?n: Cosmos | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Talk to ""Cosmos""",Nói chuyện với “Cosmos”,C?n ti?ng Anh nghi v?n: Cosmos | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Talk to ""Cosmos""",Nói chuyện với “Cosmos”,C?n ti?ng Anh nghi v?n: Cosmos | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Defeat the Contemplative Duelist,Đánh bại Kẻ Duelist Trầm Tĩnh,C?n ti?ng Anh nghi v?n: Duelist | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to Furius,Nói chuyện với Furius,C?n ti?ng Anh nghi v?n: Furius | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Get on the stage of the Colosseum,Bước lên đấu trường Colosseum đi.,C?n ti?ng Anh nghi v?n: Colosseum | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Defeat the Contemplative Duelist,Đánh bại Kẻ Duelist Trầm Tĩnh,C?n ti?ng Anh nghi v?n: Duelist | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Challenge Agrippa,Thách đấu Agrippa,C?n ti?ng Anh nghi v?n: Agrippa | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Challenge Liliania,Thách đấu Liliania,C?n ti?ng Anh nghi v?n: Liliania | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Challenge Liliania,Thách đấu Liliania,C?n ti?ng Anh nghi v?n: Liliania | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to Marcia,Nói chuyện với Marcia,C?n ti?ng Anh nghi v?n: Marcia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Challenge Marcia,Thách đấu Marcia,C?n ti?ng Anh nghi v?n: Marcia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Challenge Marcia,Thách đấu Marcia,C?n ti?ng Anh nghi v?n: Marcia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Challenge the Grandino Gladiator,Thách đấu Võ Sĩ Grandino,C?n ti?ng Anh nghi v?n: Grandino | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Challenge the Grandino Gladiator,Thách đấu Võ Sĩ Grandino,C?n ti?ng Anh nghi v?n: Grandino | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Challenge the Grandino Head,Thách đấu Thủ Lĩnh Grandino,C?n ti?ng Anh nghi v?n: Grandino | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Challenge the Grandino Head,Thách đấu Thủ Lĩnh Grandino,C?n ti?ng Anh nghi v?n: Grandino | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Challenge Raul,Thách đấu Raul,C?n ti?ng Anh nghi v?n: Raul | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Challenge Raul,Thách đấu Raul,C?n ti?ng Anh nghi v?n: Raul | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Challenge Gallus,Thách đấu Gallus,C?n ti?ng Anh nghi v?n: Gallus | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to Furius,Nói chuyện với Furius,C?n ti?ng Anh nghi v?n: Furius | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to Brant,Nói chuyện với Brant,C?n ti?ng Anh nghi v?n: Brant | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Challenge Brant,Thách đấu Brant,C?n ti?ng Anh nghi v?n: Brant | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to Ciaccona,Nói chuyện với Ciaccona,C?n ti?ng Anh nghi v?n: Ciaccona | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Challenge Ciaccona,Thách đấu Ciaccona,C?n ti?ng Anh nghi v?n: Ciaccona | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to Lupa,Nói chuyện với Lupa,C?n ti?ng Anh nghi v?n: Lupa | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Challenge Lupa,Thách đấu Lupa,C?n ti?ng Anh nghi v?n: Lupa | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Challenge Calcharo,Thách đấu Calcharo,C?n ti?ng Anh nghi v?n: Calcharo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Go to the room provided by Furius to rest,Đến phòng Furius chuẩn bị để nghỉ ngơi,C?n ti?ng Anh nghi v?n: Furius | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to Lupa (Optional),Nói chuyện với Lupa (Tùy chọn),C?n ti?ng Anh nghi v?n: Lupa | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to Brant,Nói chuyện với Brant,C?n ti?ng Anh nghi v?n: Brant | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to Ciaccona,Nói chuyện với Ciaccona,C?n ti?ng Anh nghi v?n: Ciaccona | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Go to the room provided by Furius to rest,Đến phòng Furius chuẩn bị để nghỉ ngơi,C?n ti?ng Anh nghi v?n: Furius | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to Lupa (Optional),Nói chuyện với Lupa (Tùy chọn),C?n ti?ng Anh nghi v?n: Lupa | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Talk to ""Bliss""","Nói chuyện với ""Bliss""",C?n ti?ng Anh nghi v?n: Bliss | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Lollo Genie Campaign: Day 1,Chiến dịch Lollo Thần Tài: Ngày 1,C?n ti?ng Anh nghi v?n: Lollo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Take a photo of Bliss,Chụp ảnh Bliss,C?n ti?ng Anh nghi v?n: Bliss | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Take a photo of Bliss,Chụp ảnh Bliss,C?n ti?ng Anh nghi v?n: Bliss | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Take a photo of Bliss,Chụp ảnh Bliss,C?n ti?ng Anh nghi v?n: Bliss | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to Maji,Nói chuyện với Maji,C?n ti?ng Anh nghi v?n: Maji | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Lollo Genie Campaign: Day 2,Chiến dịch Lollo Thần Tài: Ngày 2,C?n ti?ng Anh nghi v?n: Lollo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to Maji,Nói chuyện với Maji,C?n ti?ng Anh nghi v?n: Maji | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Lollo Genie Campaign: Day 3,Chiến dịch Lollo Thần Tài: Ngày 3,C?n ti?ng Anh nghi v?n: Lollo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to Maji,Nói chuyện với Maji,C?n ti?ng Anh nghi v?n: Maji | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to Mercurio,Nói chuyện với Mercurio,C?n ti?ng Anh nghi v?n: Mercurio | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Lollo Genie Campaign: Day 4,Chiến dịch Lollo Thần Tài: Ngày 4,C?n ti?ng Anh nghi v?n: Lollo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to Maji,Nói chuyện với Maji,C?n ti?ng Anh nghi v?n: Maji | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Inspect,Inspect,C?n ti?ng Anh nghi v?n: Inspect | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Inspect,Inspect,C?n ti?ng Anh nghi v?n: Inspect | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Lollo Genie Campaign: Day 5,Chiến dịch Lollo Thần Tài: Ngày 5,C?n ti?ng Anh nghi v?n: Lollo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to Maji,Nói chuyện với Maji,C?n ti?ng Anh nghi v?n: Maji | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Find the Tubpup,Tìm Tubpup,C?n ti?ng Anh nghi v?n: Tubpup | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to the Tubpup,Nói chuyện với Tubpup,C?n ti?ng Anh nghi v?n: Tubpup | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
(Greet the Tubpup),(Chào Tubpup),C?n ti?ng Anh nghi v?n: Tubpup | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Lollo Genie Campaign: Day 6,Chiến dịch Lollo Thần Tài: Ngày 6,C?n ti?ng Anh nghi v?n: Lollo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to Maji,Nói chuyện với Maji,C?n ti?ng Anh nghi v?n: Maji | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to Bakie,Nói chuyện với Bakie,C?n ti?ng Anh nghi v?n: Bakie | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Find Maji and wrap up this campaign with him,Tìm Maji và kết thúc chiến dịch cùng cậu ấy,C?n ti?ng Anh nghi v?n: Maji | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Lollo Genie Campaign: Day 7,Chiến dịch Lollo Thần Tài: Ngày 7,C?n ti?ng Anh nghi v?n: Lollo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to Maji,Nói chuyện với Maji,C?n ti?ng Anh nghi v?n: Maji | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Lollo Genie Campaign: Start,Bắt đầu Chiến dịch Lollo Thần Tài,C?n ti?ng Anh nghi v?n: Lollo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Golden Insect,Insect Vàng,C?n ti?ng Anh nghi v?n: Insect | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Crownless?,Crownless?,C?n ti?ng Anh nghi v?n: Crownless | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
(Optional) Find out about the Crownless One from Fibermorn.,(Tùy chọn) Hỏi Fibermorn về Kẻ Không Vương Miện,C?n ti?ng Anh nghi v?n: Fibermorn | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"I'm turning in ""<color=highlight>Unforgettable Dishes</color>"".","Tôi nộp ""<color=highlight>Dishes Khó Quên</color>"".",C?n ti?ng Anh nghi v?n: Dishes | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Unforgettable Dishes,Những Dishes Không Thể Quên,C?n ti?ng Anh nghi v?n: Dishes | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
I'm turning in the <color=highlight>Mithril</color>.,Tôi nộp <color=highlight>Mithril</color>.,C?n ti?ng Anh nghi v?n: Mithril | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Mithril,Mithril,C?n ti?ng Anh nghi v?n: Mithril | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
I'm turning in the <color=highlight>Burning Jade</color>.,Tôi nộp <color=highlight>Ngọc Jade Cháy</color>.,C?n ti?ng Anh nghi v?n: Jade | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Meet with Chixia,Gặp Chixia,C?n ti?ng Anh nghi v?n: Chixia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to Jingzhu and practice his opening lines,Nói chuyện với Jingzhu và luyện tập lời mở đầu của cậu ấy,C?n ti?ng Anh nghi v?n: Jingzhu | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Ask Linghan for her thoughts,Hỏi ý kiến Linghan,C?n ti?ng Anh nghi v?n: Linghan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Visit,Visit,C?n ti?ng Anh nghi v?n: Visit | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Inquire,Inquire,C?n ti?ng Anh nghi v?n: Inquire | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Inquire,Inquire,C?n ti?ng Anh nghi v?n: Inquire | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Meet up with Jingzhu,Gặp Jingzhu,C?n ti?ng Anh nghi v?n: Jingzhu | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to Instructor Yhan,Nói chuyện với Huấn luyện viên Yhan,C?n ti?ng Anh nghi v?n: Yhan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to Jingzhu,Nói chuyện với Jingzhu,C?n ti?ng Anh nghi v?n: Jingzhu | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to Linghan,Nói chuyện với Linghan,C?n ti?ng Anh nghi v?n: Linghan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Report,Report,C?n ti?ng Anh nghi v?n: Report | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Ask Shaohua,Hỏi Shaohua,C?n ti?ng Anh nghi v?n: Shaohua | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Ask Lanqing,Hỏi Lanqing,C?n ti?ng Anh nghi v?n: Lanqing | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to Linghan,Nói chuyện với Linghan,C?n ti?ng Anh nghi v?n: Linghan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Pick up the Noctemint,Nhặt Noctemint,C?n ti?ng Anh nghi v?n: Noctemint | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Inquire,Inquire,C?n ti?ng Anh nghi v?n: Inquire | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Inquire,Inquire,C?n ti?ng Anh nghi v?n: Inquire | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Offer Noctemint,Dâng tặng Noctemint,C?n ti?ng Anh nghi v?n: Noctemint | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Ask the neighbors about Linghan,Hỏi hàng xóm về Linghan,C?n ti?ng Anh nghi v?n: Linghan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Ask Lanqing,Hỏi Lanqing,C?n ti?ng Anh nghi v?n: Lanqing | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Ask Shaohua,Hỏi Shaohua,C?n ti?ng Anh nghi v?n: Shaohua | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to the Exile leader organizing the shooting party,Nói chuyện với thủ lĩnh Exile tổ chức buổi bắn tập,C?n ti?ng Anh nghi v?n: Exile | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Confront the Exile leader,Đối đầu thủ lĩnh Exile,C?n ti?ng Anh nghi v?n: Exile | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Deliver,Deliver,C?n ti?ng Anh nghi v?n: Deliver | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Deliver,Deliver,C?n ti?ng Anh nghi v?n: Deliver | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Deliver,Deliver,C?n ti?ng Anh nghi v?n: Deliver | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Confront,Confront,C?n ti?ng Anh nghi v?n: Confront | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Repair the robot,Sửa chữa robot,C?n ti?ng Anh nghi v?n: robot | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Repair the robot,Sửa chữa robot,C?n ti?ng Anh nghi v?n: robot | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Broken Radio,Radio hỏng,C?n ti?ng Anh nghi v?n: Radio | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Investigate,Investigate,C?n ti?ng Anh nghi v?n: Investigate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Repair,Repair,C?n ti?ng Anh nghi v?n: Repair | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Repair the robot,Sửa chữa robot,C?n ti?ng Anh nghi v?n: robot | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Recently, Milo has started his research project, and he wonders what you might make of his ideas...","Gần đây Milo đã bắt đầu dự án nghiên cứu của cậu ấy, và cậu ấy muốn biết ý kiến của cậu về những ý tưởng đó...",C?n ti?ng Anh nghi v?n: Milo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to Polmes,Nói chuyện với Polmes,C?n ti?ng Anh nghi v?n: Polmes | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to Shouta,Nói chuyện với Shouta,C?n ti?ng Anh nghi v?n: Shouta | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Unlock the first sticker slot,Mở khóa ô sticker đầu tiên,C?n ti?ng Anh nghi v?n: sticker | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Stranger Things in Honami,Chuyện Lạ Ở Honami,C?n ti?ng Anh nghi v?n: Honami | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Keep exploring Honami City,Tiếp tục khám phá Thành phố Honami,C?n ti?ng Anh nghi v?n: Honami | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Keep exploring Honami City,Tiếp tục khám phá Thành phố Honami,C?n ti?ng Anh nghi v?n: Honami | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Complete Event Tutorial Quest to unlock,Hoàn thành Nhiệm Vụ Tutorial Sự Kiện để mở khóa,C?n ti?ng Anh nghi v?n: Tutorial | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
