en_source,vn_translate,loi_du_doan
Pick Sonodisk: Shang,Nhặt Sonodisk: Shang,C?n ti?ng Anh nghi v?n: Shang; Sonodisk | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Connect to Sonodisk: Shang,Kết nối với Sonodisk: Shang,C?n ti?ng Anh nghi v?n: Shang; Sonodisk | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Inspect the Drum below,Inspect chiếc Drum bên dưới,C?n ti?ng Anh nghi v?n: Drum; Inspect | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pick up Sonodisk: Jue,Nhặt Sonodisk: Jue,C?n ti?ng Anh nghi v?n: Jue; Sonodisk | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Reconnect Sonodisk: Jue,Kết nối lại Sonodisk: Jue,C?n ti?ng Anh nghi v?n: Jue; Sonodisk | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pick up Sonodisk: Zhi,Nhặt Sonodisk: Zhi,C?n ti?ng Anh nghi v?n: Sonodisk; Zhi | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Reconnect Sonodisk: Zhi,Kết nối lại Sonodisk: Zhi,C?n ti?ng Anh nghi v?n: Sonodisk; Zhi | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pick up Sonodisk: Gong,Nhặt Sonodisk: Gong,C?n ti?ng Anh nghi v?n: Gong; Sonodisk | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Reconnect Sonodisk: Gong,Kết nối lại Sonodisk: Gong,C?n ti?ng Anh nghi v?n: Gong; Sonodisk | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Reconnect Sonodisk: Gong,Kết nối lại Sonodisk: Gong,C?n ti?ng Anh nghi v?n: Gong; Sonodisk | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat Scar: Aberrant Nightmare,Đánh bại Scar: Nightmare Dị Biến,C?n ti?ng Anh nghi v?n: Nightmare; Scar | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Leave ""Hidden Cave""","Rời ""Hidden Cave""",C?n ti?ng Anh nghi v?n: Cave; Hidden | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Leave ""Parallel Perception""","Rời ""Parallel Perception""",C?n ti?ng Anh nghi v?n: Parallel; Perception | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Begin ""Perspective Bender""","Bắt đầu ""Perspective Bender""",C?n ti?ng Anh nghi v?n: Bender; Perspective | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Leave ""Perspective Bender""","Rời ""Perspective Bender""",C?n ti?ng Anh nghi v?n: Bender; Perspective | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Minor Boss room,Phòng Minor Boss,C?n ti?ng Anh nghi v?n: Boss; Minor | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Enter the Burning Gate,Vào Burning Gate,C?n ti?ng Anh nghi v?n: Burning; Gate | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk to Ebony Gatekeeper,Nói chuyện với Ebony Gatekeeper,C?n ti?ng Anh nghi v?n: Ebony; Gatekeeper | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk to Ebony Gatekeeper,Nói chuyện với Ebony Gatekeeper,C?n ti?ng Anh nghi v?n: Ebony; Gatekeeper | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk to Ebony Gatekeeper,Nói chuyện với Ebony Gatekeeper,C?n ti?ng Anh nghi v?n: Ebony; Gatekeeper | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk to Ebony Gatekeeper,Nói chuyện với Ebony Gatekeeper,C?n ti?ng Anh nghi v?n: Ebony; Gatekeeper | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk to Ebony Gatekeeper,Nói chuyện với Ebony Gatekeeper,C?n ti?ng Anh nghi v?n: Ebony; Gatekeeper | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk to Ebony Gatekeeper,Nói chuyện với Ebony Gatekeeper,C?n ti?ng Anh nghi v?n: Ebony; Gatekeeper | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat Mech Abomination,Đánh bại Mech Abomination,C?n ti?ng Anh nghi v?n: Abomination; Mech | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat Inferno Rider,Đánh bại Inferno Rider,C?n ti?ng Anh nghi v?n: Inferno; Rider | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Enter Mystery Dreamland,Vào Mystery Dreamland,C?n ti?ng Anh nghi v?n: Dreamland; Mystery | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk with Ivory Gatekeeper,Nói chuyện với Ivory Gatekeeper,C?n ti?ng Anh nghi v?n: Gatekeeper; Ivory | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk with Ivory Gatekeeper,Nói chuyện với Ivory Gatekeeper,C?n ti?ng Anh nghi v?n: Gatekeeper; Ivory | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Leave Mystery Dreamland,Rời Mystery Dreamland,C?n ti?ng Anh nghi v?n: Dreamland; Mystery | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk with Ivory Gatekeeper,Nói chuyện với Ivory Gatekeeper,C?n ti?ng Anh nghi v?n: Gatekeeper; Ivory | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk with Ivory Gatekeeper,Nói chuyện với Ivory Gatekeeper,C?n ti?ng Anh nghi v?n: Gatekeeper; Ivory | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk with Ivory Gatekeeper,Nói chuyện với Ivory Gatekeeper,C?n ti?ng Anh nghi v?n: Gatekeeper; Ivory | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk with Ivory Gatekeeper,Nói chuyện với Ivory Gatekeeper,C?n ti?ng Anh nghi v?n: Gatekeeper; Ivory | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk to Bowtie Butler,Nói chuyện với Bowtie Butler,C?n ti?ng Anh nghi v?n: Bowtie; Butler | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Leave Simulation Training,Thoát khỏi Simulation Training,C?n ti?ng Anh nghi v?n: Simulation; Training | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Leave Sonoro Sphere,Rời khỏi Sonoro Sphere,C?n ti?ng Anh nghi v?n: Sonoro; Sphere | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Leave Simulation Training,Thoát khỏi Simulation Training,C?n ti?ng Anh nghi v?n: Simulation; Training | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Incoming Resonators gain buff effects during Baizhi's Outro Skill,Resonators sắp tới sẽ nhận hiệu ứng tăng cường khi Outro Skill của Baizhi kích hoạt,C?n ti?ng Anh nghi v?n: Outro; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.4 | M?c ??: 16.0
Unleash Tune Break,Kích hoạt Tune Break,C?n ti?ng Anh nghi v?n: Break; Tune | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Unleash Tune Break,Kích hoạt Tune Break,C?n ti?ng Anh nghi v?n: Break; Tune | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat Mech Abomination,Đánh bại Mech Abomination,C?n ti?ng Anh nghi v?n: Abomination; Mech | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat Inferno Rider,Đánh bại Inferno Rider,C?n ti?ng Anh nghi v?n: Inferno; Rider | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk to Ebony Gatekeeper,Nói chuyện với Ebony Gatekeeper,C?n ti?ng Anh nghi v?n: Ebony; Gatekeeper | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk to Ebony Gatekeeper,Nói chuyện với Ebony Gatekeeper,C?n ti?ng Anh nghi v?n: Ebony; Gatekeeper | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat Sentry Construct,Đánh bại Sentry Construct,C?n ti?ng Anh nghi v?n: Construct; Sentry | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat Tempest Mephis,Đánh bại Tempest Mephis,C?n ti?ng Anh nghi v?n: Mephis; Tempest | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat Dragon of Dirge,Tiêu diệt Dragon Dirge.,C?n ti?ng Anh nghi v?n: Dirge; Dragon | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Leave Sonoro Sphere,Rời khỏi Sonoro Sphere,C?n ti?ng Anh nghi v?n: Sonoro; Sphere | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Leave Sonoro Sphere,Rời khỏi Sonoro Sphere,C?n ti?ng Anh nghi v?n: Sonoro; Sphere | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Leave Sonoro Sphere,Rời khỏi Sonoro Sphere,C?n ti?ng Anh nghi v?n: Sonoro; Sphere | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Leave Sonoro Sphere,Rời khỏi Sonoro Sphere,C?n ti?ng Anh nghi v?n: Sonoro; Sphere | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Leave Sonoro Sphere,Rời khỏi Sonoro Sphere,C?n ti?ng Anh nghi v?n: Sonoro; Sphere | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Leave Sonoro Sphere,Rời khỏi Sonoro Sphere,C?n ti?ng Anh nghi v?n: Sonoro; Sphere | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat Mech Abomination,Đánh bại Mech Abomination,C?n ti?ng Anh nghi v?n: Abomination; Mech | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Leave the Doll Factory,Rời Doll Factory,C?n ti?ng Anh nghi v?n: Doll; Factory | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Protect the Sound Emulators,Bảo vệ Sound Emulators,C?n ti?ng Anh nghi v?n: Emulators; Sound | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Protect the Sound Emulators,Bảo vệ Sound Emulators,C?n ti?ng Anh nghi v?n: Emulators; Sound | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Protect the Sound Emulators,Bảo vệ Sound Emulators,C?n ti?ng Anh nghi v?n: Emulators; Sound | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Open the Supply Chest,Mở Supply Chest,C?n ti?ng Anh nghi v?n: Chest; Supply | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat the special Chest Mimic,Đánh bại Chest Mimic đặc biệt,C?n ti?ng Anh nghi v?n: Chest; Mimic | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat Lord Gulpuff,Đánh bại Lord Gulpuff,C?n ti?ng Anh nghi v?n: Gulpuff; Lord | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Open the Supply Chest,Mở Supply Chest,C?n ti?ng Anh nghi v?n: Chest; Supply | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Open the Supply Chest,Mở Supply Chest,C?n ti?ng Anh nghi v?n: Chest; Supply | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Adventures in the Water City-C-MOSS,Phiêu lưu ở Thành phố Nước-C-MOSS,C?n ti?ng Anh nghi v?n: C; MOSS | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Adventures in the Water City-C-MOSS,Phiêu lưu ở Thành phố Nước-C-MOSS,C?n ti?ng Anh nghi v?n: C; MOSS | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Adventures in the Water City-Signor Octopus,Signor Octopus - Thành Phố Nước,C?n ti?ng Anh nghi v?n: Octopus; Signor | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Adventures in the Water City-Signor Octopus,Signor Octopus - Thành Phố Nước,C?n ti?ng Anh nghi v?n: Octopus; Signor | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Interact with C-MOSS,Tương tác với C-MOSS,C?n ti?ng Anh nghi v?n: C; MOSS | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Interact with C-MOSS,Tương tác với C-MOSS,C?n ti?ng Anh nghi v?n: C; MOSS | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Interact with C-MOSS,Tương tác với C-MOSS,C?n ti?ng Anh nghi v?n: C; MOSS | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Interact with C-MOSS,Tương tác với C-MOSS,C?n ti?ng Anh nghi v?n: C; MOSS | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Photo of Qiuyuan writing (with Filter: Noir),Chụp ảnh Qiuyuan viết (Bộ lọc: Noir),C?n ti?ng Anh nghi v?n: Noir; Qiuyuan | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Interact with C-MOSS,Tương tác với C-MOSS,C?n ti?ng Anh nghi v?n: C; MOSS | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Interact with C-MOSS,Tương tác với C-MOSS,C?n ti?ng Anh nghi v?n: C; MOSS | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Interact with C-MOSS,Tương tác với C-MOSS,C?n ti?ng Anh nghi v?n: C; MOSS | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Interact with C-MOSS,Tương tác với C-MOSS,C?n ti?ng Anh nghi v?n: C; MOSS | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Interact with C-MOSS,Tương tác với C-MOSS,C?n ti?ng Anh nghi v?n: C; MOSS | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Interact with C-MOSS,Tương tác với C-MOSS,C?n ti?ng Anh nghi v?n: C; MOSS | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Photo of Jinhsi performing an airborne combat move in Incarnation state,Chụp ảnh Jinhsi thực hiện động tác chiến đấu trên không ở trạng thái Incarnation,C?n ti?ng Anh nghi v?n: Incarnation; Jinhsi | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Photo of Jinhsi performing an airborne combat move in Incarnation state,Chụp ảnh Jinhsi thực hiện động tác chiến đấu trên không ở trạng thái Incarnation,C?n ti?ng Anh nghi v?n: Incarnation; Jinhsi | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Interact with C-MOSS,Tương tác với C-MOSS,C?n ti?ng Anh nghi v?n: C; MOSS | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Photo of Galbrena firing her shotgun,Chụp ảnh Galbrena bắn shotgun,C?n ti?ng Anh nghi v?n: Galbrena; shotgun | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Photo of Galbrena firing her shotgun,Chụp ảnh Galbrena bắn shotgun,C?n ti?ng Anh nghi v?n: Galbrena; shotgun | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Interact with C-MOSS,Tương tác với C-MOSS,C?n ti?ng Anh nghi v?n: C; MOSS | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Interact with C-MOSS,Tương tác với C-MOSS,C?n ti?ng Anh nghi v?n: C; MOSS | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Photo of Phrolova in a dance with Hecate,Chụp ảnh Phrolova khiêu vũ cùng Hecate,C?n ti?ng Anh nghi v?n: Hecate; Phrolova | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Photo of Phrolova in a dance with Hecate,Chụp ảnh Phrolova khiêu vũ cùng Hecate,C?n ti?ng Anh nghi v?n: Hecate; Phrolova | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Photo of Phrolova transforming into Hecate to attack,Chụp ảnh Phrolova biến hình thành Hecate để tấn công,C?n ti?ng Anh nghi v?n: Hecate; Phrolova | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Photo of Phrolova transforming into Hecate to attack,Chụp ảnh Phrolova biến hình thành Hecate để tấn công,C?n ti?ng Anh nghi v?n: Hecate; Phrolova | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Interact with C-MOSS,Tương tác với C-MOSS,C?n ti?ng Anh nghi v?n: C; MOSS | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Photo of Iuno using the Moonring,Chụp ảnh Iuno sử dụng Moonring,C?n ti?ng Anh nghi v?n: Iuno; Moonring | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Photo of Iuno using the Moonring,Chụp ảnh Iuno sử dụng Moonring,C?n ti?ng Anh nghi v?n: Iuno; Moonring | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Photo of Iuno using the Moonbow,Chụp ảnh Iuno sử dụng Moonbow,C?n ti?ng Anh nghi v?n: Iuno; Moonbow | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Photo of Iuno using the Moonbow,Chụp ảnh Iuno sử dụng Moonbow,C?n ti?ng Anh nghi v?n: Iuno; Moonbow | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Enter the Seaside Arena,Vào Seaside Arena,C?n ti?ng Anh nghi v?n: Arena; Seaside | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Discuss the strategy with Exile Examiner,Thảo luận chiến lược với Exile Examiner,C?n ti?ng Anh nghi v?n: Examiner; Exile | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Ask the audience assaulted by Gulpuff,Ask những khán giả bị Gulpuff tấn công,C?n ti?ng Anh nghi v?n: Ask; Gulpuff | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
