en_source,vn_translate,loi_du_doan
In the Name of Chivalry VII,Danh Dự Hiệp Sĩ VII,C?n ti?ng Anh nghi v?n: VII | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
In the Name of Chivalry III,Danh Dự Hiệp Sĩ III,C?n ti?ng Anh nghi v?n: III | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Tales of the Past and Present: Avinoleum,Chuyện Xưa Nay: Avinoleum,C?n ti?ng Anh nghi v?n: Avinoleum | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Talk to Alix and learn about the  Overflowing Picture Book,Nói chuyện với Alix và tìm hiểu về Cuốn Sách Tranh Tràn Đầy,C?n ti?ng Anh nghi v?n: Alix | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Open Supply Chests,Mở Supply Chest,C?n ti?ng Anh nghi v?n: Supply | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Use Wall Dash to bypass the obstacles,Dùng Wall Nhảy để vượt qua chướng ngại vật.,C?n ti?ng Anh nghi v?n: Wall | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Find the lost star with Roccia,Tìm ngôi sao thất lạc cùng Roccia.,C?n ti?ng Anh nghi v?n: Roccia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Inspect the sword on the lake,Inspect thanh kiếm trên hồ,C?n ti?ng Anh nghi v?n: Inspect | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Inspect the sword on the lake,Inspect thanh kiếm trên hồ,C?n ti?ng Anh nghi v?n: Inspect | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Greet Fratellino during daytime,Chào Fratellino vào ban ngày,C?n ti?ng Anh nghi v?n: Fratellino | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Talk to Fratellino during daytime,Nói chuyện với Fratellino vào ban ngày,C?n ti?ng Anh nghi v?n: Fratellino | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Place the painting in the correct position,Place bức tranh vào vị trí chính xác,C?n ti?ng Anh nghi v?n: Place | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Touch the Echo to start the challenge,Touch vào Echo để bắt đầu thử thách,C?n ti?ng Anh nghi v?n: Touch | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Dodge the Vitreum Dancers' attacks,Tránh các đòn tấn công của Vitreum Dancers,C?n ti?ng Anh nghi v?n: Vitreum | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Dodge the Vitreum Dancers' attacks,Tránh các đòn tấn công của Vitreum Dancers,C?n ti?ng Anh nghi v?n: Vitreum | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Dodge the Vitreum Dancers' attacks,Tránh các đòn tấn công của Vitreum Dancers,C?n ti?ng Anh nghi v?n: Vitreum | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Touch the Echo to start the challenge,Touch vào Echo để bắt đầu thử thách,C?n ti?ng Anh nghi v?n: Touch | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Fly alongside Lorelei,Bay cùng Lorelei,C?n ti?ng Anh nghi v?n: Lorelei | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Fly alongside Lorelei,Bay cùng Lorelei,C?n ti?ng Anh nghi v?n: Lorelei | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Fly alongside Lorelei,Bay cùng Lorelei,C?n ti?ng Anh nghi v?n: Lorelei | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Fly alongside Lorelei,Bay cùng Lorelei,C?n ti?ng Anh nghi v?n: Lorelei | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Fly alongside Lorelei,Bay cùng Lorelei,C?n ti?ng Anh nghi v?n: Lorelei | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Fly alongside Lorelei,Bay cùng Lorelei,C?n ti?ng Anh nghi v?n: Lorelei | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Fly alongside Lorelei,Bay cùng Lorelei,C?n ti?ng Anh nghi v?n: Lorelei | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Fly alongside Lorelei,Bay cùng Lorelei,C?n ti?ng Anh nghi v?n: Lorelei | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Fly alongside Lorelei,Bay cùng Lorelei,C?n ti?ng Anh nghi v?n: Lorelei | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Fly alongside Lorelei,Bay cùng Lorelei,C?n ti?ng Anh nghi v?n: Lorelei | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Fly alongside Lorelei,Bay cùng Lorelei,C?n ti?ng Anh nghi v?n: Lorelei | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Fly alongside Lorelei,Bay cùng Lorelei,C?n ti?ng Anh nghi v?n: Lorelei | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Fly alongside Lorelei,Bay cùng Lorelei,C?n ti?ng Anh nghi v?n: Lorelei | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Fly alongside Lorelei,Bay cùng Lorelei,C?n ti?ng Anh nghi v?n: Lorelei | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Touch the Echo to start the challenge,Touch vào Echo để bắt đầu thử thách,C?n ti?ng Anh nghi v?n: Touch | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Hold on to the Nimbus Wraith's memories,Giữ lấy ký ức của Nimbus Wraith,C?n ti?ng Anh nghi v?n: Nimbus | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
The tasks is complete. Wicktorio wants to discuss your... fees.,Nhiệm vụ đã hoàn thành. Wicktorio muốn bàn về... khoản thù lao của cậu.,C?n ti?ng Anh nghi v?n: Wicktorio | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Beyond the Waves,Beyond Những Con Sóng,C?n ti?ng Anh nghi v?n: Beyond | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Look for the Ebony Gatekeeper,Tìm Gatekeeper Gỗ Mun,C?n ti?ng Anh nghi v?n: Gatekeeper | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
(Optional) Ask Colleen for her opinion,(Tùy chọn) Xin ý kiến của Colleen,C?n ti?ng Anh nghi v?n: Colleen | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Beyond the Waves,Beyond Những Con Sóng,C?n ti?ng Anh nghi v?n: Beyond | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Beyond the Waves,Beyond Những Con Sóng,C?n ti?ng Anh nghi v?n: Beyond | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
You received a contact from the Ivory and Ebony Gatekeepers. Something must've happened with the Somnoire.,Bạn nhận được liên lạc từ những Người Gác Cổng Ngà và Mun. Chắc hẳn đã có chuyện với Somnoire.,C?n ti?ng Anh nghi v?n: Somnoire | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Go to the cable car station and talk to Buling,Đến trạm cáp treo và nói chuyện với Buling,C?n ti?ng Anh nghi v?n: Buling | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Investigate the TDs,Điều tra các TDs,C?n ti?ng Anh nghi v?n: TDs | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Find the ""treasure"" Peso mentioned","Tìm ""kho báu"" mà Peso nhắc đến",C?n ti?ng Anh nghi v?n: Peso | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Inspect the pool's memories,Inspect ký ức trong hồ nước,C?n ti?ng Anh nghi v?n: Inspect | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Inspect the pool's memories,Inspect ký ức trong hồ nước,C?n ti?ng Anh nghi v?n: Inspect | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Inspect the pool's memories,Inspect ký ức trong hồ nước,C?n ti?ng Anh nghi v?n: Inspect | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Chase down any traces of Fenrico,Truy lùng mọi dấu vết của Fenrico,C?n ti?ng Anh nghi v?n: Fenrico | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Your Nemesis stands before you. Defeat the ""Fractsidus Member""","Kẻ thù của ngươi đã đứng trước mặt. Hãy đánh bại ""Member Fractsidus""",C?n ti?ng Anh nghi v?n: Member | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Chase down any traces of Fenrico,Truy lùng mọi dấu vết của Fenrico,C?n ti?ng Anh nghi v?n: Fenrico | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Follow Chimera,Đi theo Chimera,C?n ti?ng Anh nghi v?n: Chimera | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Purify the Anchor Stone,Purify Đá Neo,C?n ti?ng Anh nghi v?n: Purify | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Defeat Threnodian: Leviathan,Hạ gục Threnodian: Leviathan,C?n ti?ng Anh nghi v?n: Leviathan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Defeat Threnodian: Leviathan,Hạ gục Threnodian: Leviathan,C?n ti?ng Anh nghi v?n: Leviathan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Defeat Threnodian: Leviathan,Hạ gục Threnodian: Leviathan,C?n ti?ng Anh nghi v?n: Leviathan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Head to Septimont City,Đến Septimont City,C?n ti?ng Anh nghi v?n: City | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Support the nearest Anchor Obelisk,Hỗ trợ Obelisk Mỏ neo gần nhất,C?n ti?ng Anh nghi v?n: Obelisk | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Defend the Anchor Obelisk against the Tidespawn,Bảo vệ Cột Mốc Neo khỏi lũ Tidespawn,C?n ti?ng Anh nghi v?n: Tidespawn | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Return to Cantarella,Quay lại gặp Cantarella,C?n ti?ng Anh nghi v?n: Cantarella | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Enter the Paradimensional Tacet Field,Bước vào Tacet Field Đa Chiều,C?n ti?ng Anh nghi v?n: Field | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Leave the Paradimensional Tacet Field,Rời khỏi Tacet Field Đa Chiều,C?n ti?ng Anh nghi v?n: Field | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Interact with the Lightbox to reveal the map of this area,Tương tác với Lightbox để hiện bản đồ khu vực,C?n ti?ng Anh nghi v?n: Lightbox | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Break the Namipon-patterned wooden crates,Phá thùng gỗ hoa văn Namipon,C?n ti?ng Anh nghi v?n: Namipon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Purify the Lament Residue,Purify Cặn Bi Thương,C?n ti?ng Anh nghi v?n: Purify | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Purify the Lament Residue,Purify Cặn Bi Thương,C?n ti?ng Anh nghi v?n: Purify | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Investigate the Passageway entrance,Điều tra lối vào Passageway,C?n ti?ng Anh nghi v?n: Passageway | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Investigate the Passageway,Điều tra Passageway,C?n ti?ng Anh nghi v?n: Passageway | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Inspect the strange capsule machine,Inspect cỗ máy con nhộng kỳ lạ này,C?n ti?ng Anh nghi v?n: Inspect | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Purify the Lament Residue,Purify Cặn Bi Thương,C?n ti?ng Anh nghi v?n: Purify | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Purify the Lament Residue,Purify Cặn Bi Thương,C?n ti?ng Anh nghi v?n: Purify | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Listen to the radio while waiting,"Vừa chờ đợi, vừa nghe radio",C?n ti?ng Anh nghi v?n: radio | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Ask the office worker what happened,Ask nhân viên văn phòng chuyện gì đã xảy ra,C?n ti?ng Anh nghi v?n: Ask | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Follow Namipon,Đi theo Namipon,C?n ti?ng Anh nghi v?n: Namipon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Follow Namipon,Đi theo Namipon,C?n ti?ng Anh nghi v?n: Namipon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Follow Namipon,Đi theo Namipon,C?n ti?ng Anh nghi v?n: Namipon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Follow Namipon,Đi theo Namipon,C?n ti?ng Anh nghi v?n: Namipon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Follow Namipon,Đi theo Namipon,C?n ti?ng Anh nghi v?n: Namipon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Give the photo to Aoi,Đưa bức ảnh cho Aoi,C?n ti?ng Anh nghi v?n: Aoi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Investigate the strange Namipon statue nearby,Kiểm tra bức tượng Namipon kỳ lạ gần đây,C?n ti?ng Anh nghi v?n: Namipon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Talk to Student Namipon,Nói chuyện với Namipon Học Sinh,C?n ti?ng Anh nghi v?n: Namipon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Look for the little girl's lost Namipon plushie,Tìm con thú nhồi bông Namipon bị mất của cô bé,C?n ti?ng Anh nghi v?n: Namipon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Use Utility: Sensor to track the castaway,Dùng Công cụ: Sensor để lần theo dấu vết kẻ lưu lạc.,C?n ti?ng Anh nghi v?n: Sensor | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Send the photo to Silan,Gửi ảnh cho Silan,C?n ti?ng Anh nghi v?n: Silan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Ask Ancelo for info,Hỏi thông tin từ Ancelo,C?n ti?ng Anh nghi v?n: Ancelo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
(Optional) Keep climbing with the Grapple,Tiếp tục leo lên bằng Grapple (Tùy chọn),C?n ti?ng Anh nghi v?n: Grapple | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Give Lias some time (wait 12 hours),Để Lias có thời gian (đợi 12 tiếng),C?n ti?ng Anh nghi v?n: Lias | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Go check the Lollo Screen,Đi kiểm tra màn hình Lollo,C?n ti?ng Anh nghi v?n: Lollo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Go check the Lollo Screen,Đi kiểm tra màn hình Lollo,C?n ti?ng Anh nghi v?n: Lollo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Go check the Philharmonic Phonograph,Đi kiểm tra máy hát Philharmonic,C?n ti?ng Anh nghi v?n: Philharmonic | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Go check the Philharmonic Phonograph,Đi kiểm tra máy hát Philharmonic,C?n ti?ng Anh nghi v?n: Philharmonic | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Head to the hot spring around Ginnungamere,Đến suối nước nóng quanh Ginnungamere,C?n ti?ng Anh nghi v?n: Ginnungamere | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Head to the hot spring around Ginnungamere,Đến suối nước nóng quanh Ginnungamere,C?n ti?ng Anh nghi v?n: Ginnungamere | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Wait for Inara to calm down,Khoan Inara bình tĩnh lại đã,C?n ti?ng Anh nghi v?n: Inara | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Check on Inara,Kiểm tra tình hình của Inara,C?n ti?ng Anh nghi v?n: Inara | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Take a photo of Upphaf Forest,Chụp lại khu rừng Upphaf đi,C?n ti?ng Anh nghi v?n: Upphaf | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Check the suspicious Sonoro,Kiểm tra Sonoro đáng ngờ,C?n ti?ng Anh nghi v?n: Sonoro | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Check on Lynae,Kiểm tra tình hình Lynae,C?n ti?ng Anh nghi v?n: Lynae | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Check on Lynae,Kiểm tra tình hình Lynae,C?n ti?ng Anh nghi v?n: Lynae | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Defeat the Tacet Discords,Đánh bại Tacet Discords,C?n ti?ng Anh nghi v?n: Discords | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Listen to the Reflection,Hãy lắng nghe Bản Reflection,C?n ti?ng Anh nghi v?n: Reflection | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Follow Sigrika,Đi theo Sigrika,C?n ti?ng Anh nghi v?n: Sigrika | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Pass through the Switchgate,Đi qua Switchgate,C?n ti?ng Anh nghi v?n: Switchgate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Follow Sigrika,Đi theo Sigrika,C?n ti?ng Anh nghi v?n: Sigrika | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Pass through the Switchgate,Đi qua Switchgate,C?n ti?ng Anh nghi v?n: Switchgate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Pass through the Switchgate,Đi qua Switchgate,C?n ti?ng Anh nghi v?n: Switchgate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Follow Sigrika,Đi theo Sigrika,C?n ti?ng Anh nghi v?n: Sigrika | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Pass through the Switchgate,Đi qua Switchgate,C?n ti?ng Anh nghi v?n: Switchgate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Follow Sigrika,Đi theo Sigrika,C?n ti?ng Anh nghi v?n: Sigrika | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Follow Sigrika,Đi theo Sigrika,C?n ti?ng Anh nghi v?n: Sigrika | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Follow Sigrika,Đi theo Sigrika,C?n ti?ng Anh nghi v?n: Sigrika | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Follow Sigrika,Đi theo Sigrika,C?n ti?ng Anh nghi v?n: Sigrika | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Follow Sigrika,Đi theo Sigrika,C?n ti?ng Anh nghi v?n: Sigrika | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Follow Lucilla to explore ahead,Đi theo Lucilla để khám phá phía trước,C?n ti?ng Anh nghi v?n: Lucilla | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Defeat the Tacet Discords,Đánh bại Tacet Discords,C?n ti?ng Anh nghi v?n: Discords | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Defeat the Tacet Discords,Đánh bại Tacet Discords,C?n ti?ng Anh nghi v?n: Discords | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Check WavesLine,Kiểm tra WavesLine,C?n ti?ng Anh nghi v?n: WavesLine | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Check WavesLine,Kiểm tra WavesLine,C?n ti?ng Anh nghi v?n: WavesLine | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Use Sensor to investigate the frequency,Dùng Sensor để kiểm tra Tần số,C?n ti?ng Anh nghi v?n: Sensor | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
See what the Soliskin are doing,Xem bọn Soliskin đang làm gì,C?n ti?ng Anh nghi v?n: Soliskin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Check on the Soliskin,Kiểm tra Soliskin,C?n ti?ng Anh nghi v?n: Soliskin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Find the next statue that the Soliskin mentioned,Tìm bức tượng tiếp theo mà mảnh Soliskin đã nhắc đến,C?n ti?ng Anh nghi v?n: Soliskin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
