en_source,vn_translate,loi_du_doan
It's Been A While! Concerto Regen,Lâu Lắm Không Gặp! Concerto Regen,C?n ti?ng Anh nghi v?n: Regen | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Foreclaiming: Blade Liberation Resonance Cost,Giải Phóng Kiếm: Resonance Cost,C?n ti?ng Anh nghi v?n: Cost | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Concerto Regen,Concerto Regen,C?n ti?ng Anh nghi v?n: Regen | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Reactor Husk's ATK is permanently increased by 25%.,Tấn Công của Reactor Husk tăng vĩnh viễn 25%.,C?n ti?ng Anh nghi v?n: Reactor | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Resonance Mode - Fusion Burst,Chế độ Cộng hưởng - Fusion Burst,C?n ti?ng Anh nghi v?n: Burst | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Resonance Mode - Fusion Burst,Chế độ Cộng hưởng - Fusion Burst,C?n ti?ng Anh nghi v?n: Burst | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
A successful Dodge restores {0} of Max HP. Can be triggered once every 3s.,Dodge thành công sẽ phục hồi {0} HP tối đa. Hiệu ứng này chỉ kích hoạt mỗi 3 giây một lần.,C?n ti?ng Anh nghi v?n: Dodge | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
One Jug of Goji Tea a Day [Health Buff],Mỗi Ngày Một Ly Tea Cẩu Kỷ [Tăng HP],C?n ti?ng Anh nghi v?n: Tea | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"""WARNING: SYSTEM THREAT DETECTED. INITIATING LEVEL ONE ALERT PROTOCOL."" Tethys raises its weapon. For the first time, it's as if there's a flicker of emotion in its gaze—a murderous intent, directed solely at you. ""DIRECTIVE: ELIMINATE THE ENEMY.""","""CẢNH BÁO: PHÁT HIỆN MỐI ĐE DỌA HỆ THỐNG. KÍCH HOẠT GIAO THỨC CẢNH BÁO CẤP ĐỘ 1."" Tethys nâng vũ khí lên. Lần đầu tiên, ánh mắt nó như thoáng chút cảm xúc—một ý định sát nhân, chỉ nhắm vào cậu. ""CHỈ THỊ: TIÊU DIỆT KẺ ĐỊCH.""",C?n ti?ng Anh nghi v?n: Tethys | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Crit. Rate,Crit. Rate,C?n ti?ng Anh nghi v?n: Rate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Every time Havoc Resonators deal damage, the targets' Havoc RES is reduced.","Mỗi khi Resonators Havoc gây sát thương, Havoc RES của mục tiêu sẽ bị giảm.",C?n ti?ng Anh nghi v?n: RES | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 8.0
The Resonance Skill DMG of Glacio and Spectro Resonators is Amplified by 60%.,Sát Thương Resonance Skill của Resonators Glacio và Spectro được Khuếch Đại thêm 60%.,C?n ti?ng Anh nghi v?n: Skill | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 8.0
The Resonance Skill DMG of Glacio and Spectro Resonators is Amplified.,Sát Thương Resonance Skill của Resonators Glacio và Spectro được Khuếch Đại.,C?n ti?ng Anh nghi v?n: Skill | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 8.0
The Resonance Liberation DMG of Fusion and Havoc Resonators is Amplified by 60%.,Sát Thương Resonance Liberation của Resonators Fusion và Havoc được Khuếch Đại thêm 60%.,C?n ti?ng Anh nghi v?n: Liberation | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 8.0
The Resonance Liberation DMG of Fusion and Havoc Resonators is Amplified.,Sát Thương Resonance Liberation của Resonators Fusion và Havoc được Khuếch Đại.,C?n ti?ng Anh nghi v?n: Liberation | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 8.0
The extra DMG dealt by Will of Wall is Amplified by {0} and ignores {1} DEF of the target.,Sát thương cộng thêm từ Ý Chí Bức Wall được Khuếch Đại thêm {0} và bỏ qua {1} Phòng Ngự của mục tiêu.,C?n ti?ng Anh nghi v?n: Wall | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
DMG dealt by Wage is Amplified by {0}.,Sát thương gây ra bởi Wage được Khuếch Đại thêm {0}.,C?n ti?ng Anh nghi v?n: Wage | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Exploration Duration,Thời Gian Exploration,C?n ti?ng Anh nghi v?n: Exploration | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Unlock the Resonance Nexus in Fangspire Chasm to start the quest,Mở Thiết bị đầu cuối Resonance ở Hẻm núi Fangspire để bắt đầu nhiệm vụ,C?n ti?ng Anh nghi v?n: Fangspire | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Ceaseless Chant DMG is increased by 100%.,Sát thương của Bài Thánh Ca Ceaseless tăng thêm 100%.,C?n ti?ng Anh nghi v?n: Ceaseless | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Budget Cages deal additional damage when they expire.,Lồng Budget gây thêm sát thương khi hết hiệu lực.,C?n ti?ng Anh nghi v?n: Budget | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Concerto Regen,Concerto Regen,C?n ti?ng Anh nghi v?n: Regen | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Resonance Regen,Resonance Regen,C?n ti?ng Anh nghi v?n: Regen | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Crit. Rate is increased by <color=Highlight>5%</color>.,Crit. Rate tăng <color=Highlight>5%</color>.,C?n ti?ng Anh nghi v?n: Rate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Crit. Rate is increased by <color=Highlight>5%</color>.,Crit. Rate tăng <color=Highlight>5%</color>.,C?n ti?ng Anh nghi v?n: Rate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Crit. Rate is increased by <color=Highlight>5%</color>.,Crit. Rate tăng <color=Highlight>5%</color>.,C?n ti?ng Anh nghi v?n: Rate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Crit. Rate is increased by <color=Highlight>5%</color>.,Crit. Rate tăng <color=Highlight>5%</color>.,C?n ti?ng Anh nghi v?n: Rate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Casting Tune Break Skill deals DMG based on the target's Max HP.,Kích hoạt Kỹ Năng Phá Tune gây Sát Thương dựa trên HP tối đa của mục tiêu.,C?n ti?ng Anh nghi v?n: Tune | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Enemies receive a Shield equal to {0}% of their Max HP.,Kẻ địch nhận một Lớp Shield tương đương {0}% HP tối đa.,C?n ti?ng Anh nghi v?n: Shield | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Enemies receive a Shield equal to {0}% of their Max HP.,Kẻ địch nhận một Lớp Shield tương đương {0}% HP tối đa.,C?n ti?ng Anh nghi v?n: Shield | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Enemies receive a Shield equal to {0}% of their Max HP.,Kẻ địch nhận một Lớp Shield tương đương {0}% HP tối đa.,C?n ti?ng Anh nghi v?n: Shield | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Enemies receive a Shield equal to {0}% of their Max HP.,Kẻ địch nhận một Lớp Shield tương đương {0}% HP tối đa.,C?n ti?ng Anh nghi v?n: Shield | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Every <SapTag=0>{0}</SapTag> <color=Highlight>Attribute {Cus:Sap,S=Orb P=Orbs SapTag=0}</color> obtained increases DMG dealt by {1}.","Mỗi <SapTag=0>{0}</SapTag> <color=Highlight>Attribute {Cus:Sap,S=Orb P=Orbs SapTag=0}</color> nhận được sẽ tăng {1} sát thương gây ra.",C?n ti?ng Anh nghi v?n: Attribute | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Successful Dodge restores {0} of Max HP. This effect can be triggered once per second.,Dodge thành công phục hồi {0} HP tối đa. Hiệu ứng này chỉ kích hoạt một lần mỗi giây.,C?n ti?ng Anh nghi v?n: Dodge | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Crit. Rate is increased by <color=#ffb04a>{0}</color> (Stackable).,Crit. Rate tăng thêm <color=#ffb04a>{0}</color> (Có thể chồng chất).,C?n ti?ng Anh nghi v?n: Rate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Gain <color=#ffb04a>{0}</color> All-Attribute DMG Amplification (Stackable).,Nhận <color=#ffb04a>{0}</color> DMG Amplification Toàn Bộ Thuộc Tính (có thể chồng chất).,C?n ti?ng Anh nghi v?n: Amplification | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
DMG Shard I,Mảnh DMG I,C?n ti?ng Anh nghi v?n: I | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
DMG Shard II,Mảnh DMG II,C?n ti?ng Anh nghi v?n: II | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Resonance Core,Core Resonance,C?n ti?ng Anh nghi v?n: Core | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Fusion Burst Core,Core Bùng Nổ Fusion,C?n ti?ng Anh nghi v?n: Core | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Reduce the Combo hits required for the team's Power Strike by <color=#f97507>{0}</color>.
Effective only in the Leader slot.","Giảm <color=#f97507>{0}</color> lần đánh Combo cần thiết để kích hoạt Đòn Quyết Định của đội.
Chỉ có hiệu lực khi ở vị trí Đội Trưởng.",C?n ti?ng Anh nghi v?n: Combo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Consume 4,000 Stardock Vouchers",Tiêu hao 4.000 Phiếu Stardock,C?n ti?ng Anh nghi v?n: Stardock | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Consume 15,000 Stardock Vouchers",Tiêu hao 15.000 Phiếu Stardock,C?n ti?ng Anh nghi v?n: Stardock | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"<color=#5b1d2f><size=36>ROM Effect</size></color>
Increases Max HP by <color=#f97507>{0}</color> but reduces Healing by <color=#f97507>{1}</color>.","<color=#5b1d2f><size=36>Hiệu ứng ROM</size></color>
Tăng HP tối đa thêm <color=#f97507>{0}</color> nhưng giảm Hồi máu <color=#f97507>{1}</color>.",C?n ti?ng Anh nghi v?n: ROM | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"<color=#5b1d2f><size=36>ROM Effect</size></color>
When the team uses Flippers to perform Power Strike, the whole team restores <color=#f97507>{0}</color> points of Skill Energy.","<color=#5b1d2f><size=36>Hiệu ứng ROM</size></color>
Khi đội sử dụng Đôi Vây để thực hiện Đòn Công Kích, toàn đội phục hồi <color=#f97507>{0}</color> Năng Lượng Kỹ Năng.",C?n ti?ng Anh nghi v?n: ROM | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"<color=#5b1d2f><size=36>ROM Effect</size></color>
During the Burst state, the whole team's ATK is increased by <color=#f97507>{0}</color>.","<color=#5b1d2f><size=36>Hiệu ứng ROM</size></color>
Trong trạng thái Bùng Nổ, Tấn Công của cả đội tăng thêm <color=#f97507>{0}</color>.",C?n ti?ng Anh nghi v?n: ROM | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"<color=#5b1d2f><size=36>ROM Effect</size></color>
Max HP +<color=#f97507>{0}</color>. Healing -<color=#f97507>{1}</color>.","<color=#5b1d2f><size=36>Hiệu ứng ROM</size></color>
HP tối đa +<color=#f97507>{0}</color>. Hồi máu -<color=#f97507>{1}</color>.",C?n ti?ng Anh nghi v?n: ROM | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Increases Crit. Rate.,Tăng Crit. Rate.,C?n ti?ng Anh nghi v?n: Rate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Increases Crit. Rate.,Tăng Crit. Rate.,C?n ti?ng Anh nghi v?n: Rate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Increases Crit. Rate.,Tăng Crit. Rate.,C?n ti?ng Anh nghi v?n: Rate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Increases Crit. Rate.,Tăng Crit. Rate.,C?n ti?ng Anh nghi v?n: Rate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Increases Crit. Rate.,Tăng Crit. Rate.,C?n ti?ng Anh nghi v?n: Rate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Increases Crit. Rate.,Tăng Crit. Rate.,C?n ti?ng Anh nghi v?n: Rate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Increases Crit. Rate.,Tăng Crit. Rate.,C?n ti?ng Anh nghi v?n: Rate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Increases Crit. Rate and total DMG.,Tăng Crit. Rate và tổng sát thương.,C?n ti?ng Anh nghi v?n: Rate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Increases Crit. Rate.,Tăng Crit. Rate.,C?n ti?ng Anh nghi v?n: Rate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Increases Crit. Rate.,Tăng Crit. Rate.,C?n ti?ng Anh nghi v?n: Rate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Increases Crit. Rate.,Tăng Crit. Rate.,C?n ti?ng Anh nghi v?n: Rate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Increases Crit. Rate.,Tăng Crit. Rate.,C?n ti?ng Anh nghi v?n: Rate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Increases Crit. Rate.,Tăng Crit. Rate.,C?n ti?ng Anh nghi v?n: Rate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Increases Crit. Rate.,Tăng Crit. Rate.,C?n ti?ng Anh nghi v?n: Rate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Increases Crit. Rate.,Tăng Crit. Rate.,C?n ti?ng Anh nghi v?n: Rate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Crit. Rate is increased by {0}.,Crit. Rate tăng {0}.,C?n ti?ng Anh nghi v?n: Rate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Within {0}s after casting Resonance Liberation, increases resistance to interruption and reduces the DMG taken by {1}.","Trong vòng {0} giây sau khi sử dụng Resonance Liberation, tăng khả năng chống gián đoạn và giảm {1} sát thương nhận vào.",C?n ti?ng Anh nghi v?n: Liberation | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 8.0
"Each time an enemy takes Negative Status DMG, restores all team members' HP equal to {0} of their Max HP.","Mỗi khi kẻ địch chịu Sát Thương Status Tiêu Cực, tất cả thành viên trong đội sẽ hồi HP bằng {0} HP tối đa của họ.",C?n ti?ng Anh nghi v?n: Status | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 8.0
"Performing Tune Break Skill on enemies additionally triggers Amber Lance 4 times, each dealing DMG equal to {0} of ATK.","Khi sử dụng Kỹ Năng Phá Tune lên kẻ địch, đồng thời kích hoạt Ngọn Giáo Hổ Phách thêm 4 lần, mỗi lần gây sát thương bằng {0} Tấn Công.",C?n ti?ng Anh nghi v?n: Tune | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
The DMG taken by Mistuned enemies is Amplified by {0} for {1}s.,Sát Thương nhận vào của kẻ địch bị Mistuned tăng thêm {0} trong {1} giây.,C?n ti?ng Anh nghi v?n: Mistuned | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Consecutive hits increase Crit. Rate.,Đòn đánh liên tiếp tăng Crit. Rate.,C?n ti?ng Anh nghi v?n: Rate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Increases Crit. Rate.,Tăng Crit. Rate.,C?n ti?ng Anh nghi v?n: Rate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Additionally increases Crit. DMG of Resonance Liberation.,Tăng thêm Crit. DMG cho Resonance Liberation.,C?n ti?ng Anh nghi v?n: Liberation | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 8.0
Additionally increases Crit. DMG of Resonance Skill.,Tăng thêm Crit. DMG cho Resonance Skill.,C?n ti?ng Anh nghi v?n: Skill | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 8.0
Enemies hit by Concerto Companions have their DEF reduced.,Kẻ địch trúng Concerto Companions sẽ bị giảm Phòng Ngự.,C?n ti?ng Anh nghi v?n: Companions | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Concerto Skill reduces the DEF of enemies with Havoc Bane on hit.,Skill Concerto giảm Phòng Ngự của kẻ địch mang Tật Havoc khi trúng đòn.,C?n ti?ng Anh nghi v?n: Skill | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 8.0
Performing Tune Break Skill on enemies additionally triggers Amber Lance.,"Khi sử dụng Kỹ Năng Phá Tune lên kẻ địch, đồng thời kích hoạt thêm Ngọn Giáo Hổ Phách.",C?n ti?ng Anh nghi v?n: Tune | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
