en_source,vn_translate,loi_du_doan
"While in <color=Highlight>Optical Sampling Stage</color>, with full <color=Highlight>Overflow</color>, hold Normal Attack to enter a charging state, during which Lynae continuously converts <color=Highlight>Overflow</color> into <color=Highlight>Lumiflow</color>. Release Normal Attack to dash toward the target, dealing <color=Light>Spectro DMG</color>.","Trong trạng thái <color=Highlight>Optical Sampling Stage</color>, khi <color=Highlight>Overflow</color> đạt tối đa, giữ Normal Attack để vào trạng thái nạp, trong đó Lynae liên tục chuyển hóa <color=Highlight>Overflow</color> thành <color=Highlight>Lumiflow</color>. Thả Normal Attack để lao về phía mục tiêu, gây <color=Light>Spectro DMG</color>.",C?n ti?ng Anh nghi v?n: Attack; Lumiflow; Lynae; Normal; Optical; Overflow; Sampling; Stage | S? t?/c?m nghi v?n: 11 | T? l? nghi v?n: 0.647 | M?c ??: 48.47
"Photo of Jiyan stowing his Broadblade at his waist during Basic Attack

C-MOSS's hot tip: {Cus:Ipt,Touch=Tap PC=Press Gamepad=Press} Normal Attack 3 or 4 times to trigger Basic Attack Stage 3 or 4
(Feel free to explore other ways to complete the challenge)","Chụp ảnh Jiyan đeo Lưỡi Broadblade vào eo khi thực hiện Basic Attack

Mẹo nóng từ C-MOSS: {Cus:Ipt,Touch=tap PC=press Gamepad=press} Normal Attack 3 hoặc 4 lần để kích hoạt Stage 3 hoặc 4 của Basic Attack
(Cứ tự do khám phá các cách khác để hoàn thành thử thách nhé)",C?n ti?ng Anh nghi v?n: Attack; Basic; C; Jiyan; Normal; Stage | S? t?/c?m nghi v?n: 9 | T? l? nghi v?n: 0.643 | M?c ??: 48.43
"Upon entering the battle, Resonators in the team gain a Shield equal to <color=#5cc96aff>20% of their Max HP</color>. <color=#b72924ff>When enemies are shielded</color>, they take <color=#b72924ff>30% less DMG</color>.","Khi bước vào trận chiến, Resonators trong đội nhận được Shield tương đương <color=#5cc96aff>20% of their Max HP</color>. <color=#b72924ff>When enemies are shielded</color>, chúng sẽ chịu <color=#b72924ff>30% less DMG</color>.",C?n ti?ng Anh nghi v?n: are; enemies; less; Max; of; Shield; shielded; their; When | S? t?/c?m nghi v?n: 9 | T? l? nghi v?n: 0.643 | M?c ??: 48.43
"<color=#c49e55>[Basic Attack]</color>
- Performing Basic Attack with Moonring restores <SapTag=0>{0}</SapTag> {Cus:Sap,S=point P=points SapTag=0} of Resonance Energy.
- When consuming Sentience, Basic Attacks with Moonbow fire {1} additional Arrows of Moonlight. Each arrow deals Aero DMG equal to {2} of ATK and is considered Resonance Liberation DMG.","<color=#c49e55>[Basic Attack]</color>
- Thực hiện Basic Attack với Moonring sẽ hồi phục <SapTag=0>{0}</SapTag> {Cus:Sap,S=điểm Resonance Energy P=điểm Resonance Energy SapTag=0}.
- Khi tiêu hao Sentience, Basic Attack với Moonbow bắn thêm {1} Mũi Tên Ánh Trăng. Mỗi mũi tên gây Aero DMG bằng {2} Attack và được tính là sát thương Resonance Liberation.",C?n ti?ng Anh nghi v?n: Attack; Basic; Liberation; Moonbow; Moonring; Sentience | S? t?/c?m nghi v?n: 9 | T? l? nghi v?n: 0.643 | M?c ??: 48.43
"This enemy has a <color=HighlightB>higher RES</color> to <color=Light>Spectro DMG</color>.
When the Voidwing Moth recovers from Immobilization, it cycles between the Wings Spread, Wings Folded, and Curled Up states.
While in the Wings Spread state, its Vibration Strength reduces faster.
While in the Wings Folded State, it takes less Vibration Strength reduction, and 30% less total DMG.
While in the Curled Up state, it takes 50% more total DMG.

A unique TD endemic to the Dimmr Plains, often seen in areas heavily contaminated by Voidmatter. It assumes a moth-like form with wings that shed Voidmatter particles.
Moving with instinct under the influence of Voidmatter, these creatures were once the vanguard of Aleph-1's incursion.
Though naturally passive, it will stop at nothing to annihilate its target once aggravated.","Kẻ địch này có <color=HighlightB>higher RES</color> <color=Light>Spectro DMG</color>.
Khi Voidwing Moth thoát khỏi trạng thái Bất Động, nó sẽ luân phiên chuyển đổi giữa các trạng thái: Xòe Cánh, Gập Cánh và Co Rúm.
Ở trạng thái Xòe Cánh, Vibration Strength của nó giảm nhanh hơn.
Ở trạng thái Gập Cánh, nó giảm Vibration Strength chậm hơn và chịu ít hơn 30% tổng sát thương.
Ở trạng thái Co Rúm, nó chịu thêm 50% tổng sát thương.

Một loài Tacet Discord đặc hữu của Dimmr Plains, thường xuất hiện ở những khu vực bị Voidmatter ô nhiễm nặng. Chúng mang hình dáng loài bướm đêm với đôi cánh tỏa ra các hạt Voidmatter.
Di chuyển theo bản năng dưới ảnh hưởng của Voidmatter, những sinh vật này từng là đội tiên phong trong cuộc xâm lăng của Aleph-1.
Dù bản chất hiền lành, một khi bị kích động, chúng sẽ không ngừng truy diệt mục tiêu.",C?n ti?ng Anh nghi v?n: Aleph; Dimmr; higher; Moth; Plains; RES; Strength; Vibration; Voidmatter; Voidwing | S? t?/c?m nghi v?n: 14 | T? l? nghi v?n: 0.438 | M?c ??: 48.38
"- When Aalto passes through Mist or Gate of Quandary, he enters the <color=Highlight>Mistcloak Dash</color>.
- When <color=Highlight>Basic Attack</color> or <color=Highlight>Mid-air Attack</color> passes through Mist and hits the target, 1 Mist Drop is recovered.","Khi Aalto đi qua Sương Mù hoặc Cánh Gate of Quandary, cậu sẽ bước vào trạng thái <color=Highlight>Mistcloak Dash</color>.
- Khi <color=Highlight>Basic Attack</color> hoặc <color=Highlight>Mid-air Attack</color> xuyên qua Sương Mù và trúng mục tiêu, sẽ hồi phục 1 Giọt Sương.",C?n ti?ng Anh nghi v?n: Aalto; air; Attack; Basic; Dash; Gate; Mid; Mistcloak; of; Quandary | S? t?/c?m nghi v?n: 11 | T? l? nghi v?n: 0.733 | M?c ??: 48.33
"Open to claim a type of basic resource of your choice:
<color=Rare2>Basic Resonance Potion x10</color>
<color=Rare2>Basic Energy Core x10</color>
<color=Rare2>Basic Sealed Tube x4</color>
<color=Rare2>Shell Credit x10000</color>","Mở để nhận một loại tài nguyên cơ bản theo lựa chọn:
<color=Rare2>Basic Resonance Potion x10</color>
<color=Rare2>Basic Energy Core x10</color>
<color=Rare2>Basic Sealed Tube x4</color>
<color=Rare2>Shell Credit x10000</color>",C?n ti?ng Anh nghi v?n: Basic; Core; Credit; Energy; Potion; Sealed; Shell; Tube | S? t?/c?m nghi v?n: 10 | T? l? nghi v?n: 0.833 | M?c ??: 48.33
"Increases ATK by {0}. Casting Echo Skill within {1}s after casting Intro Skill or Basic Attacks grants <SapTag=2>{2}</SapTag> {Cus:Sap,S=stack P=stacks SapTag=2} of Gentle Dream. Echoes with the same name can only trigger this effect once, stacking up to {3} times, lasting for {4}s. When reaching 2 stacks, casting Echo Skill no longer resets the duration of this effect. This effect activates up to once per 10s. Switching to another Resonator ends this effect early.
With <SapTag=5>{5}</SapTag> {Cus:Sap,S=stack P=stacks SapTag=5}: Grants {6} Basic Attack DMG Bonus.
With <SapTag=7>{7}</SapTag> {Cus:Sap,S=stack P=stacks SapTag=7}: Ignores {8} of the target's Havoc RES.","Tăng Attack thêm {0}. Khi sử dụng Kỹ Năng Echoes trong vòng {1} giây sau khi dùng Intro Skill hoặc Basic Attack, nhận được <SapTag=2>{2}</SapTag> {Cus:Sap,S=lớp P=lớp Gentle Dream}. Các Echoes cùng tên chỉ kích hoạt hiệu ứng này một lần, tối đa {3} lớp, duy trì trong {4} giây. Khi đạt 2 lớp, sử dụng Kỹ Năng Echoes sẽ không làm mới thời gian hiệu ứng. Hiệu ứng kích hoạt tối đa một lần mỗi 10 giây. Chuyển đổi Resonator sẽ kết thúc hiệu ứng sớm.
Khi có <SapTag=5>{5}</SapTag> {Cus:Sap,S=lớp P=lớp}: Tăng {6} Sát Thương Basic Attack.
Khi có <SapTag=7>{7}</SapTag> {Cus:Sap,S=lớp P=lớp}: Bỏ qua {8} Havoc RES của mục tiêu.",C?n ti?ng Anh nghi v?n: Attack; Basic; Intro; RES; Skill | S? t?/c?m nghi v?n: 8 | T? l? nghi v?n: 0.333 | M?c ??: 48.33
"<color=#c49e55>[Resonance Skill]</color> Casting Resonance Skill increases ""Ruby Blossom's"" Regen. Dodge Counter is replaced with ""Heavy Attack: Chaoscleave."" ""Heavy Attack: Scatterbloom"" deals extra damage equal to {0} of Resonance Liberation: Scarlet Burst's DMG. Danjin also gains a shield based on {1} of her Max HP for {2}s. The shield effect can be triggered once every {3}s.","<color=#c49e55>[Resonance Skill]</color> Kích hoạt Resonance Skill tăng Hồi Phục cho ""Hoa Hồng Đỏ"". Dodge Counter được thay thế bằng ""Heavy Attack: Cắt Hỗn Loạn"". ""Heavy Attack: Hoa Tán Loạn"" gây thêm sát thương bằng {0} sát thương của Resonance Liberation: Vụ Nổ Đỏ Thẫm. Danjin cũng nhận được lá chắn dựa trên {1} HP tối đa của cô trong {2} giây. Hiệu ứng lá chắn chỉ kích hoạt mỗi {3} giây một lần.",C?n ti?ng Anh nghi v?n: Attack; Counter; Danjin; Dodge; Heavy; Liberation; Skill | S? t?/c?m nghi v?n: 9 | T? l? nghi v?n: 0.529 | M?c ??: 48.29
"In <te href=851069>Startorch Academy</te>'s administrative system, Lynae's truancy record reads more like a colorful fantasy travelogue than a disciplinary file.
 
While her classmates sat in the lecture hall listening to Professor Mauclair's World Cultural History lecture, Lynae was several kilometers away, perched in a tree carefully reinforcing a nest of newly hatched Kronapuffs. While they drilled combat forms on the training grounds, she was in the Spacetrek Archive, helping a frantic Energy Sciences student recover crucial graduation data from a pile of corrupted files. 

The hands once trained to grip weapons and crack security systems now wielded spray cans with the same precise, startling gentleness. Lynae simply couldn't sit still. Her curiosity tugged her from one corner of the Academy to the next, and her reasons for skipping class were always inventive.

""I was helping a senior stop her graduation project from escaping."" 
""I was recalibrating the cafeteria droid's seasoning algorithms. I may have accidentally triggered a system-wide strike.""
""The Rimewisps in the sim pod were showing abnormal spectral fluctuations. Obviously, I had to document it!""
 
At first, Ms. Voss found it exhausting. That began to change. It changed with the formal commendation from the Engineering Department, crediting Lynae with safeguarding all upcoming frostlands survey equipment during a <te href=851070>Void Storm</te>. It changed as the suggestion box began to overflow with thank-you notes addressed to an anonymous ""volunteer."" It changed when Professor Mauclair, in an Energy Sciences meeting, excitedly presented a set of clear, unprecedented spectral data from a ""special observation point,"" noting: ""Provided by an anonymous student. Recommend inclusion in the curriculum.""

Faced with Lynae's lengthy, bewildering, yet undeniably brilliant record, Voss could only sigh.
This girl was never in class, yet her presence was felt in every corner of the Academy. It seemed as though she was protecting the place she now called ""home,"" in her own, unconventional way. 
 
""…You still have to write the reflection report, you know.""
""…Yes, ma'am.""

Head lowered, Lynae shuffled out of the office. Still, her eyes twinkled at the familiar mix of exasperation and fondness in Ms. Voss's eyes.","Trong hệ thống hành chính của <te href=851069>Startorch Academy</te>, hồ sơ vắng mặt của Lynae đọc như một cuốn du ký kỳ ảo đầy màu sắc hơn là một biên bản kỷ luật.

Trong khi các bạn cùng lớp ngồi nghe giảng bài Lịch sử Văn hóa Thế giới của Giáo sư Mauclair trong giảng đường, Lynae lại đang ở cách đó vài kilomet, ngồi trên cây cẩn thận gia cố tổ của một đàn Kronapuff mới nở. Khi các bạn khác luyện tập chiến thuật trên sân tập, cô lại có mặt tại Kho Lưu trữ Spacetrek, giúp một sinh viên Khoa Năng lượng đang hoảng loạn khôi phục dữ liệu tốt nghiệp quan trọng từ đống file bị hỏng.

Đôi bàn tay từng được rèn luyện để cầm vũ khí và phá vỡ hệ thống an ninh giờ đây lại cầm bình xịt với sự chính xác và dịu dàng đến bất ngờ. Lynae đơn giản là không thể ngồi yên. Sự tò mò kéo cô từ góc này sang góc khác của Học viện, và lý do trốn học của cô luôn đầy sáng tạo.

""Em đang giúp một anh chị ngăn dự án tốt nghiệp của họ... bỏ trốn.""
""Em điều chỉnh lại thuật toán nêm gia vị cho droid căng tin. Có thể em đã vô tình kích hoạt một cuộc đình công toàn hệ thống.""
""Những Rimewisp trong buồng mô phỏng đang có dao động phổ bất thường. Rõ ràng là em phải ghi lại chứ!""

Ban đầu, cô Voss thấy mệt mỏi với chuyện này. Nhưng mọi thứ bắt đầu thay đổi. Sự thay đổi đến từ lá thư khen chính thức của Khoa Kỹ thuật, ghi nhận công lao của Lynae trong việc bảo vệ toàn bộ thiết bị khảo sát vùng băng giá trước một cơn <te href=851070>Void Storm</te>. Sự thay đổi đến khi hộp thư góp ý bắt đầu tràn ngập những lời cảm ơn gửi đến một ""tình nguyện viên"" ẩn danh. Sự thay đổi đến khi Giáo sư Mauclair, trong một cuộc họp Khoa Năng lượng, hào hứng trình bày một bộ dữ liệu phổ rõ ràng chưa từng có từ một ""điểm quan sát đặc biệt"", và ghi chú: ""Do một sinh viên giấu tên cung cấp. Đề nghị đưa vào giáo trình.""

Trước hồ sơ dài dòng, khó hiểu nhưng không thể phủ nhận là xuất sắc của Lynae, cô Voss chỉ còn biết thở dài.
Cô gái này chẳng bao giờ có mặt trên lớp, nhưng sự hiện diện của cô lại len lỏi vào mọi ngóc ngách của Học viện. Dường như cô đang bảo vệ nơi mà giờ đây cô gọi là ""nhà"", theo cách riêng, không theo quy tắc nào cả.

""…Dù sao thì em vẫn phải viết bản kiểm điểm đấy.""
""…Vâng, thưa cô.""

Cúi đầu, Lynae lê bước ra khỏi văn phòng. Nhưng ánh mắt cô vẫn lấp lánh niềm vui trước sự kết hợp quen thuộc giữa sự bực bội và tình cảm trong ánh nhìn của cô Voss.",C?n ti?ng Anh nghi v?n: Academy; an; file; Lynae; Mauclair; Spacetrek; Startorch; Storm; Void; Voss | S? t?/c?m nghi v?n: 18 | T? l? nghi v?n: 0.225 | M?c ??: 48.25
"Stability will decrease when attacked by Tacet Discords influenced by Lament Residue. If <color=#ffd12f>all Stability is lost</color>, <color=#ffd12f>the exploration will be terminated</color>, and all items in your Storage Bag will be lost.","Độ ổn định sẽ giảm khi bị Tacet Discord tấn công dưới ảnh hưởng của Dư Âm Than Khóc. Nếu <color=#ffd12f>all Stability is lost</color>, <color=#ffd12f>the exploration will be terminated</color>, và toàn bộ vật phẩm trong Storage Bag sẽ bị mất.",C?n ti?ng Anh nghi v?n: all; Bag; be; exploration; is; lost; Stability; Storage; terminated; will | S? t?/c?m nghi v?n: 10 | T? l? nghi v?n: 0.625 | M?c ??: 48.25
"When Buling obtains Minor Yin and Minor Yang, she enters the <color=Highlight>Yin-Yang Balance</color> state, replacing her <color=Highlight>Resonance Liberation - Flashing Thunder Spell</color> with <color=Highlight>Resonance Liberation - Flashing Thunder Spell: Harmony</color>.","Khi Buling thu được Âm Nhỏ và Dương Nhỏ, cô sẽ bước vào trạng thái <color=Highlight>Yin-Yang Balance</color>, thay thế <color=Highlight>Resonance Liberation - Flashing Thunder Spell</color> bằng <color=Highlight>Resonance Liberation - Flashing Thunder Spell: Harmony</color>.",C?n ti?ng Anh nghi v?n: Balance; Buling; Flashing; Harmony; Liberation; Spell; Thunder; Yang; Yin | S? t?/c?m nghi v?n: 13 | T? l? nghi v?n: 0.722 | M?c ??: 48.22
