en_source,vn_translate,loi_du_doan
Banish - Breakdown Form Cooldown,Hủy Diệt - Thời Gian Cooldown Hình Thái Suy Thoái,C?n ti?ng Anh nghi v?n: Cooldown | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Final Act - Stagecraft Form Resonance Energy Cost,Resonance Energy Hình Thức Diễn Xuất - Pha Cuối,C?n ti?ng Anh nghi v?n: Energy | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Foreclaiming: Inward Vision Cooldown,Nội Quan: Thời Gian Cooldown,C?n ti?ng Anh nghi v?n: Cooldown | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Increase Crit. DMG by 10%,Increase Crit. DMG thêm 10%,C?n ti?ng Anh nghi v?n: Increase | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Resonance Liberation DMG ignores {0} of the target's DEF.,Sát thương Resonance Liberation bỏ qua {0} Phòng Ngự của mục tiêu.,C?n ti?ng Anh nghi v?n: Liberation | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
"Casting Resonance Liberation increases ATK by {0} for {1}, stacking up {2} times.","Kích hoạt Resonance Liberation tăng Tấn Công {0} trong {1} giây, tối đa cộng dồn {2} lần.",C?n ti?ng Anh nghi v?n: Liberation | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Spectro DMG Bonus,Spectro DMG Bonus,C?n ti?ng Anh nghi v?n: Bonus | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Havoc DMG Bonus,Havoc DMG Bonus,C?n ti?ng Anh nghi v?n: Bonus | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Fusion DMG Bonus,Fusion DMG Bonus,C?n ti?ng Anh nghi v?n: Bonus | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Glacio DMG Bonus,Glacio DMG Bonus,C?n ti?ng Anh nghi v?n: Bonus | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Aero DMG Bonus,Aero DMG Bonus,C?n ti?ng Anh nghi v?n: Bonus | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Electro DMG Bonus,Electro DMG Bonus,C?n ti?ng Anh nghi v?n: Bonus | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Concerto Energy recovers by <color=Highlight>10</color> points per second when not in battle.,Concerto Energy phục hồi <color=Highlight>10</color> điểm mỗi giây khi không chiến đấu.,C?n ti?ng Anh nghi v?n: Energy | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Resonance Energy recovers by <color=Highlight>10</color> points per second when not in battle.,Resonance Energy hồi phục <color=Highlight>10</color> điểm mỗi giây khi không chiến đấu.,C?n ti?ng Anh nghi v?n: Energy | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Concerto Energy recovers by <color=Highlight>10</color> points per second when not in battle.,Concerto Energy phục hồi <color=Highlight>10</color> điểm mỗi giây khi không chiến đấu.,C?n ti?ng Anh nghi v?n: Energy | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Resonance Energy recovers by <color=Highlight>10</color> points per second when not in battle.,Resonance Energy hồi phục <color=Highlight>10</color> điểm mỗi giây khi không chiến đấu.,C?n ti?ng Anh nghi v?n: Energy | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
"At the start of the challenge, <color=#ffb04a>Resonance Energy</color> is restored to 100%","Khi bắt đầu thử thách, <color=#ffb04a>Resonance Energy</color> được phục hồi về 100%.",C?n ti?ng Anh nghi v?n: Energy | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
"At the start of the challenge, <color=#ffb04a>Concerto Energy</color> is restored to 100%","Khi bắt đầu thử thách, <color=#ffb04a>Concerto Energy</color> được phục hồi về 100%.",C?n ti?ng Anh nghi v?n: Energy | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
"<color=#5b1d2f><size=36>Extra Effect</size></color>
HP +<color=#f97507>{0}</color>.","<color=#5b1d2f><size=36>Effect Bổ Sung</size></color>
HP +<color=#f97507>{0}</color>.",C?n ti?ng Anh nghi v?n: Effect | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
"<color=#5b1d2f><size=36>Extra Effect</size></color>
HP +<color=#f97507>{0}</color>.","<color=#5b1d2f><size=36>Effect Bổ Sung</size></color>
HP +<color=#f97507>{0}</color>.",C?n ti?ng Anh nghi v?n: Effect | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
"<color=#5b1d2f><size=36>Extra Effect</size></color>
HP +<color=#f97507>{0}</color>.","<color=#5b1d2f><size=36>Effect Bổ Sung</size></color>
HP +<color=#f97507>{0}</color>.",C?n ti?ng Anh nghi v?n: Effect | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
"<color=#5b1d2f><size=36>Extra Effect</size></color>
HP +<color=#f97507>{0}</color>.","<color=#5b1d2f><size=36>Effect Bổ Sung</size></color>
HP +<color=#f97507>{0}</color>.",C?n ti?ng Anh nghi v?n: Effect | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
"<color=#5b1d2f><size=36>Extra Effect</size></color>
HP +<color=#f97507>{0}</color>.","<color=#5b1d2f><size=36>Effect Bổ Sung</size></color>
HP +<color=#f97507>{0}</color>.",C?n ti?ng Anh nghi v?n: Effect | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Resonance Skill hit increases DMG by {0} for {1}s.,Resonance Skill trúng đích tăng Sát Thương thêm {0} trong {1} giây.,C?n ti?ng Anh nghi v?n: Skill | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Taking an attack grants a Shield equal to {0} of Max HP for {1}s. Cooldown: {2}s.,Nhận sát thương sẽ tạo khiên tương đương {0} HP tối đa trong {1} giây. Cooldown: {2} giây.,C?n ti?ng Anh nghi v?n: Cooldown | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
"Each instance of Echo Skill DMG restores {0} points of Concerto Energy, triggered once every {1}s.","Mỗi lần gây Sát Thương Kỹ Năng Echo sẽ phục hồi {0} Concerto Energy, kích hoạt mỗi {1} giây.",C?n ti?ng Anh nghi v?n: Energy | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Resonance Liberation additionally increases Off-Tune Level on hit.,Resonance Liberation còn làm tăng Cấp Độ Lệch Nhịp khi trúng đích.,C?n ti?ng Anh nghi v?n: Liberation | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Grants Resonance Liberation DMG Bonus.,Tăng DMG Resonance Liberation.,C?n ti?ng Anh nghi v?n: Liberation | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Grants Resonance Liberation DMG Bonus.,Tăng DMG Resonance Liberation.,C?n ti?ng Anh nghi v?n: Liberation | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Casting Resonance Liberation restores HP.,Kích hoạt Resonance Liberation phục hồi HP.,C?n ti?ng Anh nghi v?n: Liberation | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Casting Echo Skill grants Resonance Skill DMG Bonus.,Kích hoạt Kỹ Năng Echo sẽ tăng Sát Thương Resonance Skill.,C?n ti?ng Anh nghi v?n: Skill | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Casting Resonance Liberation grants Echo Skill DMG Bonus.,Kích hoạt Resonance Liberation tăng Sát Thương Kỹ Năng Echo.,C?n ti?ng Anh nghi v?n: Liberation | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Wind Gust restores Concerto Energy on hit.,Cơn Gió Giật hồi phục Concerto Energy khi trúng đích.,C?n ti?ng Anh nghi v?n: Energy | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Each instance of Echo Skill DMG restores Concerto Energy.,Mỗi lần gây Sát Thương Kỹ Năng Echo sẽ hồi phục Concerto Energy.,C?n ti?ng Anh nghi v?n: Energy | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Resonance Liberation additionally increases Off-Tune Level on hit.,Resonance Liberation còn làm tăng Cấp Độ Lệch Nhịp khi trúng đích.,C?n ti?ng Anh nghi v?n: Liberation | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
"<color=#c49e55>[Forte Circuit]</color>
Last Stand and the last hit of Heavy Slash - Nightfall reduce the target's Spectro RES on hit.","<color=#c49e55>[Forte Circuit]</color>
Bước Nhảy Cuối Cùng và đòn cuối của Đòn Tấn Công Mạnh - Hoàng Hôn khi trúng mục tiêu sẽ giảm Spectro RES của mục tiêu.",C?n ti?ng Anh nghi v?n: RES | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
"<color=#c49e55>[Forte Circuit]</color>
When Resonance Skill - Lifetaker deals damage, ATK is increased.","<color=#c49e55>[Forte Circuit]</color>
Khi Resonance Skill - Kẻ Đoạt Mạng gây sát thương, Tấn Công được tăng lên.",C?n ti?ng Anh nghi v?n: Skill | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Echo Skill DMG slightly increases.,DMG của Echo Skill tăng nhẹ.,C?n ti?ng Anh nghi v?n: Skill | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Echo Skill DMG moderately increases.,DMG của Echo Skill tăng vừa.,C?n ti?ng Anh nghi v?n: Skill | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Echo Skill DMG greatly increases.,DMG của Echo Skill tăng mạnh.,C?n ti?ng Anh nghi v?n: Skill | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
<color=#ffd12f>[Resonance Skill]</color> Energy Regen greatly increased after Resonance Skill hits a target.,<color=#ffd12f>[Resonance Skill]</color> Hồi năng lượng tăng mạnh khi Resonance Skill trúng mục tiêu.,C?n ti?ng Anh nghi v?n: Skill | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
"<color=#ffd12f>[Concerto]</color> For every 1 Resonance Energy, each attack recovers 0.1 Concerto Energy on-hit. This can be triggered once per second.","<color=#ffd12f>[Concerto]</color> Mỗi 1 Năng lượng Resonance, mỗi đòn tấn công trúng mục tiêu sẽ hồi phục 0.1 Concerto Energy. Có thể kích hoạt mỗi giây một lần.",C?n ti?ng Anh nghi v?n: Energy | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
"<color=#ffd12f>[Lucid Dream]</color>
Increase the Lucid Dream status duration by 100% and reduce ATK by 10%.","<color=#ffd12f>[Lucid Dream]</color>
Increase thời gian duy trì trạng thái Giấc Mơ Tỉnh lên 100% và giảm 10% Tấn Công.",C?n ti?ng Anh nghi v?n: Increase | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
"<color=#ffd12f>[Lucid Dream]</color>
When in the [Lucid Dream] status, dealing damage with [Dreamscape Power: Damage] buffs restores 20 <color=Highlight>Concerto Energy</color>.","<color=#ffd12f>[Lucid Dream]</color>
Khi ở trạng thái [Lucid Dream], gây sát thương với hiệu ứng [Sức Mạnh Cảnh Mộng: Sát Thương] sẽ hồi phục 20 <color=Highlight>Concerto Energy</color>.",C?n ti?ng Anh nghi v?n: Energy | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
"<color=#ffd12f>[Lucid Dream]</color>
When in the [Lucid Dream] status, dealing damage with [Dreamscape Power: Damage] buffs restores a small amount of <color=Highlight>Concerto Energy</color>.","<color=#ffd12f>[Lucid Dream]</color>
Khi ở trạng thái [Lucid Dream], gây sát thương với hiệu ứng [Sức Mạnh Cảnh Mộng: Sát Thương] sẽ hồi phục một lượng nhỏ <color=Highlight>Concerto Energy</color>.",C?n ti?ng Anh nghi v?n: Energy | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
"<color=#ffd12f>[Concerto Energy]</color>
When in the [Lucid Dream] status, dealing damage restores 10 <color=Highlight>Concerto Energy</color>. This effect can be triggered once every 1s.","<color=#ffd12f>[Concerto Energy]</color>
Khi ở trạng thái [Giấc Mơ Tỉnh], gây sát thương sẽ khôi phục 10 <color=Highlight>Concerto Energy</color>. Hiệu ứng này có thể kích hoạt mỗi giây một lần.",C?n ti?ng Anh nghi v?n: Energy | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
"<color=#ffd12f>[Concerto Energy]</color>
When in [Lucid Dream], dealing damage slightly recovers <color=Highlight>Concerto Energy</color>.","<color=#ffd12f>[Concerto Energy]</color>
Khi ở trạng thái [Giấc Mơ Tỉnh], gây sát thương sẽ hồi phục nhẹ <color=Highlight>Concerto Energy</color>.",C?n ti?ng Anh nghi v?n: Energy | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Heavy attack consumes Resonance Energy to increase Damage.,Tấn công nặng tiêu hao Resonance Energy để tăng Sát Thương.,C?n ti?ng Anh nghi v?n: Energy | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
"For every 30 Resonance Energy, DMG dealt by Heavy Attacks is increased by an additional 18%.","Mỗi khi tích lũy 30 Resonance Energy, sát thương của Đòn Tấn Công Nặng tăng thêm 18%.",C?n ti?ng Anh nghi v?n: Energy | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
<color=#ffd12f>[Concerto]</color> Successful Dodges recover 10 Concerto Energy.,<color=#ffd12f>[Concerto]</color> Dodge tránh thành công sẽ hồi phục 10 Concerto Energy.,C?n ti?ng Anh nghi v?n: Energy | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
<color=#ffd12f>[Resonance Skill]</color> Resonance Liberation can be cast one more time after the initial casting.,<color=#ffd12f>[Resonance Skill]</color> Có thể sử dụng Resonance Liberation thêm một lần sau lần sử dụng đầu tiên.,C?n ti?ng Anh nghi v?n: Liberation | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
"<color=#ffd12f>[Damage Increase]</color> When at full HP, all attacks will trigger ""Shatter Effect"".","<color=#ffd12f>[Damage Increase]</color> Khi HP đầy, mọi đòn tấn công sẽ kích hoạt ""Effect Vỡ"".",C?n ti?ng Anh nghi v?n: Effect | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
<color=#ffd12f>[Damage Increase]</color> Resonance Skill increases ATK by 50% for 10s.,<color=#ffd12f>[Damage Increase]</color> Resonance Skill tăng 50% Tấn Công trong 10 giây.,C?n ti?ng Anh nghi v?n: Skill | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
<color=#ffd12f>[Damage Increase]</color> Resonance Liberation increases ATK by 50% for 10s.,<color=#ffd12f>[Damage Increase]</color> Resonance Liberation tăng 50% Tấn Công trong 10 giây.,C?n ti?ng Anh nghi v?n: Liberation | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
"<color=#ffd12f>[Echo Skill]</color> When gaining a shield, Echo Skill Cooldown is reduced by 20%.","<color=#ffd12f>[Echo Skill]</color> Khi nhận khiên, Cooldown chiêu Kỹ Năng Echo giảm 20%.",C?n ti?ng Anh nghi v?n: Cooldown | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
<color=#ffd12f>[Echo Skill]</color> Echo Skill Cooldown reduced when gaining a shield.,<color=#ffd12f>[Echo Skill]</color> Cooldown chiêu Kỹ Năng Echo giảm khi nhận được khiên.,C?n ti?ng Anh nghi v?n: Cooldown | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
"<color=#ffd12f>[Crit. Hit]</color> Upon a critical hit, 2 Resonance Energy is gained. This can be triggered once every 0.5s.","<color=#ffd12f>[Crit. Hit]</color> Khi xuất hiện bạo kích, nhận 2 Resonance Energy. Hiệu ứng này chỉ kích hoạt mỗi 0.5 giây một lần.",C?n ti?ng Anh nghi v?n: Energy | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
<color=#ffd12f>[Crit. Hit]</color> Extra Resonance Energy gained upon critical hits.,<color=#ffd12f>[Crit. Hit]</color> Nhận thêm Resonance Energy khi xuất hiện bạo kích.,C?n ti?ng Anh nghi v?n: Energy | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
<color=#ffd12f>[Crit. Hit]</color> Resonance Energy slightly regenerated upon critical hits.,<color=#ffd12f>[Crit. Hit]</color> Resonance Energy hồi phục nhẹ khi xuất hiện bạo kích.,C?n ti?ng Anh nghi v?n: Energy | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
<color=#ffd12f>[Concerto]</color> Concerto Energy siginificantly regenerated upon defeating a target.,<color=#ffd12f>[Concerto]</color> Concerto Energy được tái tạo đáng kể khi đánh bại mục tiêu.,C?n ti?ng Anh nghi v?n: Energy | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Unlock the Crownless' Resonance Skill. Strengthen the transformed state.,Mở khóa Resonance Skill của Crownless. Tăng cường trạng thái biến hình.,C?n ti?ng Anh nghi v?n: Skill | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Restore 7% of Max HP when you enter a Memory Zone,Restore 7% HP tối đa khi bước vào Vùng Ký Ức,C?n ti?ng Anh nghi v?n: Restore | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
<color=#c49e55>[Resonance Liberation]</color> DMG of Resonance Liberation is increased by {0} when hitting enemies with Punishment Mark.,<color=#c49e55>[Resonance Liberation]</color> Sát Thương của Resonance Liberation tăng {0} khi trúng kẻ địch có Dấu Hiệu Trừng Phạt.,C?n ti?ng Anh nghi v?n: Liberation | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Please equip all buff stats.,Vui lòng trang bị tất cả chỉ số buff.,C?n ti?ng Anh nghi v?n: buff | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Restore HP upon defeating an enemy.,Restore HP khi đánh bại kẻ địch.,C?n ti?ng Anh nghi v?n: Restore | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Deals higher Resonance Skill DMG,Gây Sát Thương Resonance Skill cao hơn,C?n ti?ng Anh nghi v?n: Skill | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Deals higher Resonance Liberation DMG,Gây Sát Thương Resonance Liberation cao hơn,C?n ti?ng Anh nghi v?n: Liberation | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Increase Movement Speed by another 30% upon picking up a note.,Increase tốc độ di chuyển thêm 30% khi nhặt nốt nhạc.,C?n ti?ng Anh nghi v?n: Increase | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
"<color=#c49e55>[Resonance Liberation]</color> When in Resonance Liberation state, greatly enhance resistance to interruption and ATK.","<color=#c49e55>[Resonance Liberation]</color> Khi ở trạng thái Resonance Liberation, khả năng chống gián đoạn và Tấn Công được tăng cường đáng kể.",C?n ti?ng Anh nghi v?n: Liberation | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
"<color=#ffd12f>[Concerto]</color> While in combat, restore 20 Concerto Energy every 5s.","<color=#ffd12f>[Concerto]</color> Trong chiến đấu, hồi 20 Concerto Energy mỗi 5 giây.",C?n ti?ng Anh nghi v?n: Energy | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
"<color=#ffd12f>[Concerto]</color> While in combat, restore Concerto Energy periodically.","<color=#ffd12f>[Concerto]</color> Trong chiến đấu, Concerto Energy sẽ được hồi định kỳ.",C?n ti?ng Anh nghi v?n: Energy | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Generate 4 Concerto Energy per second.,Tạo ra 4 Concerto Energy mỗi giây.,C?n ti?ng Anh nghi v?n: Energy | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
"<color=#c49e55>[Forte Circuit]</color>
Resonance Skill - Dance With the Wolf and Dance With the Wolf - Climax summon Wolfpack to deal additional damage.","<color=#c49e55>[Forte Circuit]</color>
Resonance Skill - Khiêu Vũ Cùng Sói và Khiêu Vũ Cùng Sói - Cao Trào triệu hồi Bầy Sói gây thêm sát thương.",C?n ti?ng Anh nghi v?n: Skill | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
"Gain 500 Enhancement Modules instantly, but Shop prices permanently increase by 15%.","Nhận ngay 500 Mô-đun Tăng Cường, nhưng giá trong Shop sẽ tăng vĩnh viễn 15%.",C?n ti?ng Anh nghi v?n: Shop | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Active Tactic ({0}): Increase your Echoes' STR and CON by {1} for one round.,Chiến Thuật Chủ Động ({0}): Increase sức mạnh và thể chất của Echoes lên {1} trong một lượt.,C?n ti?ng Anh nghi v?n: Increase | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Reduces the cooldown of the 2nd and 3rd Charged Leap upon landing.,Giảm Cooldown chiêu của Bước Nhảy Tích Năng thứ 2 và thứ 3 sau khi hạ cánh.,C?n ti?ng Anh nghi v?n: Cooldown | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Echo Skill DMG,Echo Skill DMG,C?n ti?ng Anh nghi v?n: Skill | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
"Instant revival will consume 1 {0}, with an estimated cooldown of {1}. Continue?","Hồi sinh tức thì sẽ tiêu hao 1 {0}, Cooldown chiêu ước tính là {1}. Tiếp tục?",C?n ti?ng Anh nghi v?n: Cooldown | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Revival item in cooldown. Use in {0}s,Vật phẩm hồi sinh đang Cooldown. Sử dụng sau {0} giây.,C?n ti?ng Anh nghi v?n: Cooldown | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
This Resonator's Concerto Energy is not full,Concerto Energy của Resonator này chưa đầy,C?n ti?ng Anh nghi v?n: Energy | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Error in the selected Buff. Please exit and retry your request.,Lỗi Buff đã chọn. Vui lòng thoát ra và thử lại yêu cầu.,C?n ti?ng Anh nghi v?n: Buff | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
The selected Buff does not exist. Please exit and retry your request.,Buff đã chọn không tồn tại. Vui lòng thoát ra và thử lại.,C?n ti?ng Anh nghi v?n: Buff | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Event buff selection error. Please try again later.,Lỗi chọn buff sự kiện. Vui lòng thử lại sau.,C?n ti?ng Anh nghi v?n: buff | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
Operation in cooldown,Thao tác đang trong Cooldown chiêu,C?n ti?ng Anh nghi v?n: Cooldown | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 9.33
