en_source,vn_translate,loi_du_doan
"Well. Unlike other professional associations in Septimont that require a resume and a specific set of skills to take on apprentices, the bathhouse has its own way of doing things. You'll need to go through an interview and a background check.","Well... khác với các hiệp hội chuyên nghiệp khác ở Septimont đòi hỏi lý lịch và bộ kỹ năng cụ thể để nhận học việc, nhà tắm công cộng có cách tuyển dụng riêng. Cậu sẽ phải trải qua một buổi phỏng vấn và kiểm tra lý lịch.",C?n ti?ng Anh nghi v?n: Well | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"Summer in Sepitmont is usually hot and dry, while winters are mild and rainy. I'd recommend visiting any time during the season change between autumn and winter—","Mùa hè ở Sepitmont thường nóng và khô, còn mùa đông thì ôn hòa và mưa nhiều. Ta khuyên cậu nên ghé thăm vào khoảng giao mùa thu đông—",C?n ti?ng Anh nghi v?n: Sepitmont | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"Ugh... I hope I didn't get scammed. I put a whole month of my salary on this kit. If it turns out to be garbage, I'll be living off scraps until my next payday.","Ôi... Hy vọng tôi không bị lừa. Tôi đã bỏ cả tháng lương vào bộ kit này. Nếu nó hóa ra là đồ bỏ đi, tôi sẽ phải ăn độn cho đến kỳ lĩnh lương tới mất.",C?n ti?ng Anh nghi v?n: kit | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"We are very close to the frontline here, and there are often Tacet Discord sightings around. If you have nothing important, please do not linger around, especially do not proceed further to the east.","Nơi đây rất gần tiền tuyến, thường xuyên có Discord xuất hiện. Nếu không có việc gì quan trọng, xin đừng dừng chân quá lâu, đặc biệt là không được tiến xa hơn về phía đông.",C?n ti?ng Anh nghi v?n: Discord | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"By the way, were you enjoying yourself along the way? Abbowser claimed that setting up the castle was more challenging than it seemed, so I decided to try it myself.","À này, cậu có thấy vui vẻ trên đường không? Abbowser bảo dựng lâu đài khó hơn tưởng nhiều, nên tớ quyết định tự thử xem sao.",C?n ti?ng Anh nghi v?n: Abbowser | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"And now, our Xiaofang... Should I call her Chixia now? She's all grown up and even works as a Patroller! She dropped by recently and told me how she missed that stew.","Và giờ đây, tiểu Phương của chúng ta... Giờ gọi nó là Chỉ Tiểu thì đúng hơn nhỉ? Nó đã lớn khôn, thậm chí còn làm Patroller nữa! Mới đây nó còn ghé qua, kể là nhớ món hầm của ta lắm.",C?n ti?ng Anh nghi v?n: Patroller | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"Changli intentionally keeps her distance. Her expression is as composed as ever, but the air around her is intense and almost scorching. Looks like this is the effect she gets.","Changli cố tình giữ khoảng cách. Vẻ mặt cô vẫn bình thản như thường, nhưng không khí xung quanh lại căng thẳng và nóng bỏng đến mức gần như thiêu đốt. Có vẻ đây chính là hiệu ứng mà cô muốn tạo ra.",C?n ti?ng Anh nghi v?n: Changli | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"That's when you notice Lupa acting differently. She's far more hyperactive than usual, her eyes darting with an unusually bright spark as she bounces over to your side.","Đó chính là lúc cậu nhận ra Lupa hành động khác lạ. Con bé hiếu động hơn hẳn bình thường, đôi mắt sáng rực, liên tục nhảy nhót quanh cậu.",C?n ti?ng Anh nghi v?n: Lupa | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"The well was once blessed by the Sentinel. Back when Ragunna City was founded, people used to get their fresh water from it. There are also legends that say the well is bottomless, which connects to the depths of the ocean...","Giếng này từng được Sentinel ban phước. Hồi Ragunna City mới thành lập, người dân lấy nước ngọt từ đây. Còn có truyền thuyết kể rằng giếng sâu không đáy, nối liền với lòng đại dương...",C?n ti?ng Anh nghi v?n: City | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"Toss in a Monnaie, and ask a question with a sincere heart, and you will get the answer that you need: be it the telling of your future or the truth of your past you seek.","Dodgem vào một đồng Monnaie, đặt câu hỏi với tấm lòng chân thành, và ngươi sẽ nhận được câu trả lời mình cần: dù là tương lai đang chờ đón hay sự thật về quá khứ ngươi tìm kiếm.",C?n ti?ng Anh nghi v?n: Monnaie | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"Surprisingly, the Order and the nobles sent out a fleet of Gondolas to rescue those in the lowlands, taking them to higher ground in the Order and Fisalia district for shelter.","Thật đáng ngạc nhiên, Hội và giới quý tộc đã cử cả một đội thuyền Gondola đến giải cứu những người ở vùng trũng, đưa họ lên vùng cao hơn thuộc khu vực Hội và quận Fisalia để trú ẩn.",C?n ti?ng Anh nghi v?n: Fisalia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"Unfortunately, the sober-minded are always the minority. Most people from the Fisalia district are weighed down by outdated honors, unable to break free from our past.","Đáng buồn thay, những người tỉnh táo luôn là thiểu số. Đa số cư dân ở quận Fisalia bị gánh nặng vinh dự lỗi thời đè nặng, không thể thoát khỏi quá khứ của chúng ta.",C?n ti?ng Anh nghi v?n: Fisalia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"So I left some supplies at these coordinates, hoping that they would be useful to him... From here on out, this will be the final voyage for me and the Stingray.","Thế nên tớ đã để lại ít đồ tiếp tế ở tọa độ này, hy vọng sẽ có ích cho anh ấy... Từ giờ trở đi, đây sẽ là chuyến đi cuối cùng của tớ và Stingray.",C?n ti?ng Anh nghi v?n: Stingray | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"Another team member, Wuheng, was responsible for loading and unloading the supplies outside the warehouse on her own. I didn't notice anything unusual in the warehouse.","Một đồng đội khác, Wuheng, phụ trách việc bốc dỡ hàng hóa bên ngoài kho một mình. Tôi không thấy điều gì bất thường trong kho cả.",C?n ti?ng Anh nghi v?n: Wuheng | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"Applicant: Duying
Request: Replacement of the upper garment
Reason: While rescuing a researcher kidnapped by the Exiles, the upper garment was pierced through by bullets.","Người nộp đơn: Duying
Yêu cầu: Thay thế áo khoác ngoài
Lý do: Trong lúc giải cứu một nhà nghiên cứu bị nhóm Lưu Đày bắt cóc, áo khoác ngoài đã bị đạn xuyên thủng.",C?n ti?ng Anh nghi v?n: Duying | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"Applicant: Wuheng
Request: Replacement of the boots
Reason: Carrying heavy loads led to severe wear on the heels, causing frequent falls.","Người nộp đơn: Wuheng
Yêu cầu: Thay giày mới
Lý do: Mang vác nặng khiến gót giày bị mòn nghiêm trọng, thường xuyên bị ngã.",C?n ti?ng Anh nghi v?n: Wuheng | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"Given our lack of data on you and your unusual physical signs, I suggest absorbing another Reverberation with your Terminal when we find one. That being said, please be sure to proceed cautiously.","Với việc thiếu dữ liệu về cậu và những dấu hiệu thể chất bất thường này, tôi đề nghị cậu hấp thụ thêm một Reverberation khác qua Terminal khi tìm thấy. Nhưng nhớ là phải tiến hành cẩn thận đấy.",C?n ti?ng Anh nghi v?n: Reverberation | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"With this thought, perhaps, the reports about the sugar pearl are just one part of the clues. The other part telling your past and memories is hidden in the documents on the ""Wei"" shelf. What do you think?","Nghĩ thế này đi, có lẽ những báo cáo về viên ngọc đường chỉ là một phần manh mối thôi. Phần còn lại, kể về quá khứ và ký ức của cậu, lại ẩn trong tài liệu trên kệ ""Wei"". Cậu thấy sao?",C?n ti?ng Anh nghi v?n: Wei | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"When it comes to the Threnodian, there is a lot to tell. For now, you can think of it this way: the Threnodian is the most powerful Tacet Discord. The Battle of the Threnodian that happened before was to fend it off.","Nói về Threnodian thì dài lắm. Hiện tại, cậu có thể hiểu thế này: Threnodian là Discord mạnh nhất. Trận chiến Threnodian trước đây là để đẩy lùi nó.",C?n ti?ng Anh nghi v?n: Discord | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
The Fractsidus was planning to tell you something about what had happened in that village. Then our Magistrate intercepted by leading you there before they could?,Fractsidus định nói với cậu chuyện xảy ra ở ngôi làng đó. Nhưng Magistrate của chúng ta đã chặn đứng bằng cách dẫn cậu đến đó trước?,C?n ti?ng Anh nghi v?n: Magistrate | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"You find a diary page that once belonged to a little girl, a wanderer who finally found refuge in this village. The entries hint at unsettling truths. Scar, with an air of detachment, shares a fable of wolves and sheep.","Bạn tìm thấy một trang nhật ký của một bé gái lang thang, cuối cùng đã tìm được nơi nương náu ở ngôi làng này. Những dòng viết hé lộ những sự thật không mấy dễ chịu. Scar, với vẻ thờ ơ, kể một câu chuyện ngụ ngôn về sói và cừu.",C?n ti?ng Anh nghi v?n: Scar | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"We just received word from our soldiers at the emplacement. A large number of Tacet Discords are targeting the Disruptor, and our troops are doing their best to defend it.","Báo cáo từ tiền tuyến gửi về. Một lượng lớn Tacet Discord đang nhắm vào Disruptor, và quân ta đang cố hết sức bảo vệ nó.",C?n ti?ng Anh nghi v?n: Disruptor | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"You're just like what <ano=Civilization Simulation Sand Table>Tethys</ano> has told us... I can feel such explosive potential within you. One day, you'll surely bear the most beautiful fruit imaginable.","Cậu đúng như những gì <ano=Civilization Simulation Sand Table>Tethys</ano> đã nói với chúng ta... Ta có thể cảm nhận được tiềm năng bùng nổ trong người cậu. Một ngày nào đó, cậu nhất định sẽ kết trái đẹp nhất có thể.",C?n ti?ng Anh nghi v?n: Tethys | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"The people who saved it were probably researchers or something, it's quite romantic, they even held a celebration ceremony when it completed its treatment and left the rescue cabin.","Những người cứu nó chắc là nhà nghiên cứu hay gì đó, nghe lãng mạn thật, họ còn tổ chức lễ kỷ niệm khi nó hoàn tất điều trị và rời khỏi cabin cứu hộ cơ đấy.",C?n ti?ng Anh nghi v?n: cabin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"This was where you used to work and the usual haunt for young Aemeath. When you were busy, she would sit beside you and draw in silence, like a small, loyal guardian keeping watch.","Nơi này từng là chỗ làm việc của cậu và cũng là chốn lui tới thường xuyên của cô bé Aemeath. Những lúc cậu bận rộn, cô bé sẽ ngồi bên cạnh, lặng lẽ vẽ vời, như một người bảo vệ nhỏ bé nhưng trung thành luôn canh giữ bên cạnh.",C?n ti?ng Anh nghi v?n: Aemeath | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"It may take time. Even at light speed, this journey may take years. But my light... One day, it <i>will</i> find its way into Lahai-Roi's sky. It will shine here, alongside all the others.","Có thể sẽ mất thời gian. Dù là tốc độ ánh sáng, hành trình này vẫn có thể kéo dài hàng năm. Nhưng ánh sáng của ta... Một ngày nào đó, nó <i>sẽ</i> tìm đường đến bầu trời Lahai-Roi. Nó sẽ tỏa sáng ở đây, bên cạnh những ánh sáng khác.",C?n ti?ng Anh nghi v?n: Lahai | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"That's where the Mambo Grass comes in. It's super sensitive to even the slightest changes in frequencies and reacts by moving its leaves, almost like it's dancing.","Đó chính là lúc cỏ Mambo phát huy tác dụng. Loại cỏ này cực kỳ nhạy cảm với những thay đổi nhỏ nhất của tần số và phản ứng bằng cách lay động lá, như thể đang nhảy múa vậy.",C?n ti?ng Anh nghi v?n: Mambo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"We didn't understand at first, but now we know Lario can't clean himself at sea, and over time, he gets covered in barnacles. Must be terribly uncomfortable for him.","Ban đầu chúng ta không hiểu, nhưng giờ thì biết Lario không thể tự làm sạch mình khi ở biển, lâu dần bị hà bám đầy người. Chắc hẳn cậu ấy khó chịu lắm.",C?n ti?ng Anh nghi v?n: Lario | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"The Weight Block is placed near the Pressure Table. After the Utility is unlocked, you can use <color=#ffd12f>Levitator</color> to grab the <color=#ffd12f>Weight Block</color> and place it at the intended <color=#ffd12f>landing</color> spot.
When the Weight Block is placed on the <color=#ffd12f>Pressure Table</color>, it will <color=#ffd12f>stick</color> to it.","Khối Tạ được đặt gần Bàn Áp Lực. Sau khi mở khóa Công cụ, bạn có thể dùng <color=#ffd12f>Levitator</color> để nhấc <color=#ffd12f>Khối Tạ</color> và đặt nó vào vị trí <color=#ffd12f>hạ cánh</color> dự định.
Khi Khối Tả được đặt lên <color=#ffd12f>Bàn Áp Lực</color>, nó sẽ <color=#ffd12f>dính chặt</color> vào đó.",C?n ti?ng Anh nghi v?n: Levitator | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
This Tacet Discord enters a defensive state when its Vibration Strength is low. Attack it by then to <color=#ffd12f>Break its hand defense</color> and <color=#ffd12f>immobilize</color> it.,"Khi Tần số của Discord này giảm xuống, nó sẽ chuyển sang trạng thái phòng thủ. Hãy tấn công vào lúc đó để <color=#ffd12f>phá vỡ lớp phòng thủ tay</color> và <color=#ffd12f>khóa chặt</color> nó lại.",C?n ti?ng Anh nghi v?n: Discord | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"{Cus:Ipt,Touch=Tap PC=Click Gamepad=Press} the direction indicator along the wheel to change the gravity. <color=#ffd12f>The yellow indicator shows the direction guided by Cartethyia</color>.","{Cus:Ipt,Touch=tap PC=click Gamepad=Ấn} vào chỉ báo hướng dọc theo bánh xe để thay đổi trọng lực. <color=#ffd12f>Mũi tên màu vàng chỉ hướng dẫn của Cartethyia</color>.",C?n ti?ng Anh nghi v?n: Cartethyia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"When Capitaneus adopts a defensive stance, <color=#ffd12f>attacking from behind</color> will cause the stance to break, turning the situation to your advantage.","Khi Capitaneus chuyển sang thế phòng thủ, tấn công từ <color=#ffd12f>phía sau</color> sẽ phá vỡ thế trận, giúp cậu chiếm lợi thế.",C?n ti?ng Anh nghi v?n: Capitaneus | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
Each match is split into the 1st Half and 2nd Half. The rankings in the 2nd Half will determine whether a Cube <color=#ffd12f>advances</color> to the next match.,Mỗi trận đấu được chia thành Hiệp 1 và Hiệp 2. Xếp hạng ở Hiệp 2 sẽ quyết định liệu một Cube có <color=#ffd12f>tiến vào</color> trận tiếp theo hay không.,C?n ti?ng Anh nghi v?n: Cube | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"Enhanced <color=Highlight>Plunging Attack</color>: As <color=Highlight>Cartethyia</color>, when there is at least 1 <color=Highlight>Sword Shadow</color> on the field, {Cus:Ipt,Touch=tap PC=press Gamepad=press} {0} while airborne.","<color=Highlight>Đòn Lao Xuống</color> Được Tăng Cường: Khi <color=Highlight>Cartethyia</color>, nếu có ít nhất 1 <color=Highlight>Bóng Kiếm</color> trên chiến trường, {Cus:Ipt,Touch=tap PC=press Gamepad=press} {0} khi đang ở trên không.",C?n ti?ng Anh nghi v?n: Cartethyia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"Crafted with the lost art from the Court of Savantae, these gauntlets are solid and unbreakable, despite their lightweight materials. They are no tools of violence or aggression, but instruments for unraveling puzzles and pursuing the truth.","Được chế tác bằng kỹ thuật thất truyền từ Tòa án Savantae, đôi găng tay này chắc chắn và không thể phá hủy, dù được làm từ vật liệu siêu nhẹ. Chúng không phải là công cụ bạo lực hay gây hấn, mà là phương tiện để giải mã những bí ẩn và theo đuổi sự thật.",C?n ti?ng Anh nghi v?n: Savantae | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
