severity,suspicious_count,ratio,words,domain,file,primary_key,translation,source_en
17.0,3,0.5,Bonus; Evasion; Extreme,echo_set,mistral_translate_work\split_by_prompt\json\echo_set\lang_phantom\lang_phantom__echo_set__part_0001.json,41,"Khi thực hiện Extreme Evasion, DMG Bonus tăng 35% trong 6 giây. Kích hoạt lại sẽ làm mới hiệu ứng.","When extreme evasion is performed, the damage bonus is increased by 35% for 6 seconds. Repeated triggering refreshes this effect."
14.86,2,0.286,Attack; Normal,echo_set,mistral_translate_work\split_by_prompt\json\echo_set\lang_phantom\lang_phantom__echo_set__part_0001.json,35,"Trong 7 giây sau khi nhân vật tham gia chiến đấu, sát thương Normal Attack tăng 20%.","In the 7 seconds after the character enters the battle, normal attack damage increases by 20%."
13.86,2,0.286,Attack; Heavy,echo_set,mistral_translate_work\split_by_prompt\json\echo_set\lang_phantom\lang_phantom__echo_set__part_0001.json,44,"Trong vòng 7 giây sau khi nhân vật tham gia chiến đấu, sát thương Heavy Attack tăng 20%.","In the 7 seconds after the character enters the battle, charged attack damage increases by 20%."
13.67,2,0.167,Liberation; Skill,echo_set,mistral_translate_work\split_by_prompt\json\echo_set\lang_phantom\lang_phantom__echo_set__part_0001.json,17,"Trong 8 giây sau khi nhân vật kích hoạt hiệu ứng Concerto, sử dụng Resonance Skill và Resonance Liberation sẽ nhận được 1 tầng hiệu ứng tăng Fusion DMG thêm 25% trong 10 giây. Maxim 2 tầng.","In the 8 seconds after the character triggers Concerto effect, releasing Resonance skill and Resonance Liberation grant 1 stack of effect that increases Thermo damage by 25% for 10 seconds. Stack up to 2 times."
13.5,2,0.25,Liberation; Skill,echo_set,mistral_translate_work\split_by_prompt\json\echo_set\lang_phantom\lang_phantom__echo_set__part_0001.json,11,"Mỗi khi sử dụng Resonance Skill hoặc Resonance Liberation gây DMG lên kẻ địch, ATK của bạn tăng 20% trong 7 giây. Có thể cộng dồn tối đa 2 lần.","Each time Resonance Skills or Resonance Liberation are released to deal damage to an enemy, your ATK is increased by 20% for 7 seconds. This can be stacked up to 2 times."
12.67,2,0.667,by; increases,echo_set,mistral_translate_work\split_by_prompt\json\echo_set\lang_phantom\lang_phantom__echo_set__part_0001.json,14,ATK increases by 19.2%.,ATK increases by 19.2%.
12.67,2,0.667,by; increases,echo_set,mistral_translate_work\split_by_prompt\json\echo_set\lang_phantom\lang_phantom__echo_set__part_0001.json,20,ATK increases by 19.2%.,ATK increases by 19.2%.
12.67,2,0.667,by; increases,echo_set,mistral_translate_work\split_by_prompt\json\echo_set\lang_phantom\lang_phantom__echo_set__part_0001.json,23,ATK increases by 19.2%.,ATK increases by 19.2%.
12.67,2,0.667,by; increases,echo_set,mistral_translate_work\split_by_prompt\json\echo_set\lang_phantom\lang_phantom__echo_set__part_0001.json,47,ATK increases by 12.8%.,ATK increases by 12.8%.
12.67,2,0.667,by; increases,echo_set,mistral_translate_work\split_by_prompt\json\echo_set\lang_phantom\lang_phantom__echo_set__part_0001.json,56,DEF increases by 24%.,DEF increases by 24%.
12.67,2,0.667,by; increases,echo_set,mistral_translate_work\split_by_prompt\json\echo_set\lang_phantom\lang_phantom__echo_set__part_0001.json,62,ATK increases by 12.8%.,ATK increases by 12.8%.
8.5,1,0.25,Skill,echo_set,mistral_translate_work\split_by_prompt\json\echo_set\lang_phantom\lang_phantom__echo_set__part_0001.json,29,"Khi sử dụng Echoes Skill, DMG này tăng 100%.","When Echo Skill is released, this damage is increased by 100%."
8.0,1,0.5,Hwonglung,echo_set,mistral_translate_work\split_by_prompt\json\echo_set\lang_phantom\lang_phantom__echo_set__part_0001.json,12,Truyện dân gian về Hwonglung có sức mạnh khơi dậy sự cảnh giác trước những cơn sấm sét thường xuyên.,The folk tale of the Hwonglung has the power to inspire wariness lodged in the frequent thunder.
8.0,1,0.2,Skill,echo_set,mistral_translate_work\split_by_prompt\json\echo_set\lang_phantom\lang_phantom__echo_set__part_0001.json,26,"Trong 10 giây sau khi sử dụng Resonance Skill, hiệu ứng hồi phục tăng 30%.","In the 10 seconds after Resonance Skill is released, healing effects are increased by 30%."
8.0,1,0.5,Like,echo_set,mistral_translate_work\split_by_prompt\json\echo_set\lang_phantom\lang_phantom__echo_set__part_0001.json,60,"Like ánh sáng, âm thanh có thể truyền cảm hứng đến bất cứ nơi nào nó chạm tới.","Like light, sound can inspire wherever it reaches."
7.67,1,0.167,Effect,echo_set,mistral_translate_work\split_by_prompt\json\echo_set\lang_phantom\lang_phantom__echo_set__part_0001.json,86,"Khi kích hoạt Concerto Effect, Electro DMG của cả đội tăng 12%. Hiệu ứng kéo dài trong 18 giây.","When Concerto Effect is triggered, Electro damage for the whole team is increased by 12%. Lasts for 18 seconds."
7.67,1,0.167,Effect,echo_set,mistral_translate_work\split_by_prompt\json\echo_set\lang_phantom\lang_phantom__echo_set__part_0001.json,89,"Khi kích hoạt Concerto Effect, Glacio DMG của cả đội tăng 12%. Hiệu ứng kéo dài trong 18 giây.","When Concerto Effect is triggered, Glacio damage for the whole team is increased by 12%. Lasts for 18 seconds."
7.11,1,0.111,Liberation,echo_set,mistral_translate_work\split_by_prompt\json\echo_set\lang_phantom\lang_phantom__echo_set__part_0001.json,38,"Khi gây Havoc DMG hoặc Spectro DMG bằng Resonance Liberation, ATK của cả đội tăng 24% trong 10 giây. Hiệu ứng riêng biệt.","When dissociation or diffraction damage is dealt using Resonance Liberation, the team's ATK is increased by 24% for 10 seconds. Unique effect."
6.33,1,0.333,Resistance,echo_set,mistral_translate_work\split_by_prompt\json\echo_set\lang_phantom\lang_phantom__echo_set__part_0001.json,68,"Khi tấn công kẻ địch, giảm Glacio Resistance của chúng 10%. Có thể cộng dồn 2 lần. Hiệu ứng kéo dài 12 giây.","When attacking targets, reduce their Glacio Resistance by 10%. Can be stacked for 2 times. Lasts for 12 seconds."
6.33,1,0.333,Resistance,echo_set,mistral_translate_work\split_by_prompt\json\echo_set\lang_phantom\lang_phantom__echo_set__part_0001.json,83,"Khi tấn công mục tiêu, giảm Aero Resistance của chúng đi 10%. Có thể cộng dồn 2 lần. Hiệu ứng kéo dài 12 giây.","When attacking targets, reduce their Aero Resistance by 10%. Can be stacked for 2 times. Lasts for 12 seconds."
5.5,1,0.25,Sounds,echo_set,mistral_translate_work\split_by_prompt\json\echo_set\lang_phantom\lang_phantom__echo_set__part_0001.json,39,Sounds hòa nhạc hài hòa nhất bao gồm nhiều âm thanh khác nhau.,The most harmonious musical sound consists of multiple different sounds.
5.5,1,0.25,Resistance,echo_set,mistral_translate_work\split_by_prompt\json\echo_set\lang_phantom\lang_phantom__echo_set__part_0001.json,71,"Khi tấn công kẻ địch, giảm Fusion DMG Resistance của chúng 10%. Có thể cộng dồn 2 lần. Hiệu ứng kéo dài 12 giây.","When attacking targets, reduce their Thermo Resistance by 10%. Can be stacked for 2 times. Lasts for 12 seconds."
5.5,1,0.25,Resistance,echo_set,mistral_translate_work\split_by_prompt\json\echo_set\lang_phantom\lang_phantom__echo_set__part_0001.json,74,"Khi tấn công kẻ địch, giảm Havoc DMG Resistance của chúng 10%. Có thể cộng dồn 2 lần. Hiệu ứng kéo dài 12 giây.","When attacking targets, reduce their Dissociation Resistance by 10%. Can be stacked for 2 times. Lasts for 12 seconds."
5.5,1,0.25,Resistance,echo_set,mistral_translate_work\split_by_prompt\json\echo_set\lang_phantom\lang_phantom__echo_set__part_0001.json,77,"Khi tấn công mục tiêu, giảm Spectro Resistance của chúng đi 10%. Có thể cộng dồn 2 lần. Hiệu ứng kéo dài trong 12 giây.","When attacking targets, reduce their Spectro Resistance by 10%. Can be stacked for 2 times. Lasts for 12 seconds."
5.5,1,0.25,Resistance,echo_set,mistral_translate_work\split_by_prompt\json\echo_set\lang_phantom\lang_phantom__echo_set__part_0001.json,80,"Khi tấn công mục tiêu, giảm Electro Resistance của chúng đi 10%. Có thể cộng dồn 2 lần. Hiệu ứng kéo dài trong 12 giây.","When attacking targets, reduce their Electro Resistance by 10%. Can be stacked for 2 times. Lasts for 12 seconds."
