severity,suspicious_count,ratio,words,domain,file,primary_key,translation,source_en
10.0,2,0.4,Midnight; Rangers,weapon,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,233,"Vũ khí đặc biệt được chế tạo cho Midnight Rangers để tưởng nhớ sự cống hiến của họ. Một bài thơ ca ngợi họ: ""Nếu thân ta được thắp sáng, ngọn lửa sẽ thiêu rụi cái ác.""","A weapon specially made for the Midnight Rangers, to commemorate their dedication. A poem appreciates them: ""should my body be lit, the flame will burn evil."""
10.0,2,0.4,Midnight; Rangers,weapon,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,234,"Vũ khí đặc biệt được chế tạo cho Midnight Rangers để tưởng nhớ sự cống hiến của họ. Một bài thơ ca ngợi họ: ""Nếu thân ta được thắp sáng, ngọn lửa sẽ thiêu rụi cái ác.""","A weapon specially made for the Midnight Rangers, to commemorate their dedication. A poem appreciates them: ""should my body be lit, the flame will burn evil."""
10.0,2,0.4,Midnight; Rangers,weapon,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,238,"Vũ khí đặc biệt được chế tạo cho Midnight Rangers để tưởng nhớ tình bạn vững chắc của họ. Một bài thơ ca ngợi họ: ""Dù áo mỏng khó chống chọi trăng sương, giáp trụ vẫn ôm lấy sao lạnh.""","A weapon specially made for the Midnight Rangers, to commemorate their solid friendship. A poem appreciates them: ""Though thin clothes hardly resist frosty moons, armors take chill stars."""
10.0,2,0.4,Midnight; Rangers,weapon,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,239,"Vũ khí đặc biệt được chế tạo cho Midnight Rangers để tưởng nhớ tình bạn vững chắc của họ. Một bài thơ ca ngợi họ: ""Dù áo mỏng khó chống chọi trăng sương, giáp trụ vẫn ôm lấy sao lạnh.""","A weapon specially made for the Midnight Rangers, to commemorate their solid friendship. A poem appreciates them: ""Though thin clothes hardly resist frosty moons, armors take chill stars."""
10.0,2,0.4,Midnight; Rangers,weapon,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,240,"Vũ khí đặc biệt được chế tạo cho Midnight Rangers để tưởng nhớ tình bạn vững chắc của họ. Một bài thơ ca ngợi họ: ""Dù áo mỏng khó chống chọi trăng sương, giáp trụ vẫn ôm lấy sao lạnh.""","A weapon specially made for the Midnight Rangers, to commemorate their solid friendship. A poem appreciates them: ""Though thin clothes hardly resist frosty moons, armors take chill stars."""
8.5,2,0.25,Midnight; Rangers,weapon,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,220,"Vũ khí đặc biệt được chế tạo cho Midnight Rangers để tưởng nhớ sự sẵn sàng thường trực của họ. Một bài thơ ca ngợi họ: ""Thu tàn trong đêm vô tận, ánh sao sẵn sàng đứng canh.""","A weapon specially made for the Midnight Rangers to commemorate their constant preparedness. A poem appreciates them: ""autumn dims in endless nights, starry spots stand ready."""
8.5,2,0.25,Midnight; Rangers,weapon,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,221,"Vũ khí đặc biệt được chế tạo cho Midnight Rangers để tưởng nhớ sự sẵn sàng thường trực của họ. Một bài thơ ca ngợi họ: ""Thu tàn trong đêm vô tận, ánh sao sẵn sàng đứng canh.""","A weapon specially made for the Midnight Rangers to commemorate their constant preparedness. A poem appreciates them: ""autumn dims in endless nights, starry spots stand ready."""
8.5,2,0.25,Midnight; Rangers,weapon,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,222,"Vũ khí đặc biệt được chế tạo cho Midnight Rangers để tưởng nhớ sự sẵn sàng thường trực của họ. Một bài thơ ca ngợi họ: ""Thu tàn trong đêm vô tận, ánh sao sẵn sàng đứng canh.""","A weapon specially made for the Midnight Rangers to commemorate their constant preparedness. A poem appreciates them: ""autumn dims in endless nights, starry spots stand ready."""
8.5,2,0.25,Midnight; Rangers,weapon,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,226,"Vũ khí đặc biệt được chế tạo cho Midnight Rangers để tưởng nhớ lòng dũng cảm của họ. Một bài thơ ca ngợi họ: ""Ngàn tiếng vang truyền tin chiến trận, tất cả đều đoàn kết trong Hẻm Núi tinh thần.""","A weapon specially made for the Midnight Rangers to commemorate their courage. A poem appreciates them: ""A thousand noise transmit the news of war, and all the men are united in Gorges of spirit."
8.5,2,0.25,Midnight; Rangers,weapon,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,227,"Vũ khí đặc biệt được chế tạo cho Midnight Rangers để tưởng nhớ lòng dũng cảm của họ. Một bài thơ ca ngợi họ: ""Ngàn tiếng vang truyền tin chiến trận, tất cả đều đoàn kết trong Hẻm Núi tinh thần.""","A weapon specially made for the Midnight Rangers to commemorate their courage. A poem appreciates them: ""A thousand noise transmit the news of war, and all the men are united in Gorges of spirit."
8.5,2,0.25,Midnight; Rangers,weapon,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,228,"Vũ khí đặc biệt được chế tạo cho Midnight Rangers để tưởng nhớ lòng dũng cảm của họ. Một bài thơ ca ngợi họ: ""Ngàn tiếng vang truyền tin chiến trận, tất cả đều đoàn kết trong Hẻm Núi tinh thần.""","A weapon specially made for the Midnight Rangers to commemorate their courage. A poem appreciates them: ""A thousand noise transmit the news of war, and all the men are united in Gorges of spirit."
6.33,1,0.333,Flick,weapon,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,92,"Khi kích hoạt Flick, ATK của nhân vật tăng {0}%. Hiệu ứng kéo dài {1} giây. Hiệu ứng này có thể cộng dồn tối đa {2} lần.","When flick is triggered, character's ATK is raised by {0}%. Lasts for {1} second. This effect can be stacked for max. {2} times."
6.33,1,0.333,Pistol,weapon,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,166,Một Pistol được chế tạo cho việc huấn luyện và giảng dạy. Chỉ bao gồm các khả năng thiết yếu.,A Pistol made for training and teaching. Only essential capabilities.
6.33,1,0.333,Pistol,weapon,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,167,Một Pistol được chế tạo cho việc huấn luyện và giảng dạy. Chỉ bao gồm các khả năng thiết yếu.,A Pistol made for training and teaching. Only essential capabilities.
6.33,1,0.333,Gun,weapon,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,168,Một Gun được chế tạo cho huấn luyện chiến đấu. Chỉ dùng cho các trận chiến cơ bản.,A Gun made for battle training. Only used for basic battles.
6.33,1,0.333,Gauntlet,weapon,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,172,Một Gauntlet được chế tạo cho việc huấn luyện và giảng dạy. Chỉ bao gồm các khả năng thiết yếu.,A Gauntlet made for training and teaching. Only essential capabilities.
6.33,1,0.333,Gauntlet,weapon,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,173,Một Gauntlet được chế tạo cho việc huấn luyện và giảng dạy. Chỉ bao gồm các khả năng thiết yếu.,A Gauntlet made for training and teaching. Only essential capabilities.
6.33,1,0.333,Gauntlet,weapon,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,174,Một Gauntlet được chế tạo cho huấn luyện chiến đấu. Chỉ dùng cho các trận chiến cơ bản.,A Gauntlet made for battle training. Only used for basic battles.
5.5,1,0.25,REGULARIZATION,weapon,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,184,"Mã hiệu REGULARIZATION, nguyên mẫu Broadblade, từ dự án vũ khí sản xuất hàng loạt thế hệ tiếp theo của Huanglong.","Code-name REGULARIZATION, Broadblade prototype, from the Huanglong next-gen mass-production weaponry project."
5.5,1,0.25,REGULARIZATION,weapon,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,185,"Mã hiệu REGULARIZATION, nguyên mẫu Broadblade, từ dự án vũ khí sản xuất hàng loạt thế hệ tiếp theo của Huanglong.","Code-name REGULARIZATION, Broadblade prototype, from the Huanglong next-gen mass-production weaponry project."
5.5,1,0.25,REGULARIZATION,weapon,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,186,"Mã hiệu REGULARIZATION, nguyên mẫu Broadblade, từ dự án vũ khí sản xuất hàng loạt thế hệ tiếp theo của Huanglong.","Code-name REGULARIZATION, Broadblade prototype, from the Huanglong next-gen mass-production weaponry project."
5.5,1,0.25,SPEAR,weapon,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,190,"Mã hiệu SPEAR, nguyên mẫu Smallblade, từ dự án vũ khí sản xuất hàng loạt thế hệ tiếp theo của Huanglong.","Code-name SPEAR, Smallblade prototype, from the Huanglong next-gen mass-production weaponry project."
5.5,1,0.25,SPEAR,weapon,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,191,"Mã hiệu SPEAR, nguyên mẫu Smallblade, từ dự án vũ khí sản xuất hàng loạt thế hệ tiếp theo của Huanglong.","Code-name SPEAR, Smallblade prototype, from the Huanglong next-gen mass-production weaponry project."
5.5,1,0.25,SPEAR,weapon,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,192,"Mã hiệu SPEAR, nguyên mẫu Smallblade, từ dự án vũ khí sản xuất hàng loạt thế hệ tiếp theo của Huanglong.","Code-name SPEAR, Smallblade prototype, from the Huanglong next-gen mass-production weaponry project."
5.5,1,0.25,SEQUENCE,weapon,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,196,"Mã hiệu SEQUENCE, nguyên mẫu Rectifier, từ dự án vũ khí sản xuất hàng loạt thế hệ tiếp theo của Huanglong.","Code-name SEQUENCE, Rectifier prototype, from the Huanglong next-gen mass-production weaponry project."
5.5,1,0.25,SEQUENCE,weapon,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,197,"Mã hiệu SEQUENCE, nguyên mẫu Rectifier, từ dự án vũ khí sản xuất hàng loạt thế hệ tiếp theo của Huanglong.","Code-name SEQUENCE, Rectifier prototype, from the Huanglong next-gen mass-production weaponry project."
5.5,1,0.25,SEQUENCE,weapon,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,198,"Mã hiệu SEQUENCE, nguyên mẫu Rectifier, từ dự án vũ khí sản xuất hàng loạt thế hệ tiếp theo của Huanglong.","Code-name SEQUENCE, Rectifier prototype, from the Huanglong next-gen mass-production weaponry project."
5.0,1,0.2,Waves,weapon,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,130,Khởi Đầu Của Những Waves Cách Mạng. Một lưỡi Smallblade được chế tạo đặc biệt cho Resonators mới. Ẩn chứa sức mạnh không thể xem thường dưới vẻ ngoài đơn giản.,The Beginning of Revolution Waves. A Smallblade specially made for beginner Resonators. Contains a power not to be underestimated under its simple outlook.
5.0,1,0.2,Waves,weapon,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,131,Khởi Đầu Của Những Waves Cách Mạng. Một lưỡi Smallblade được chế tạo đặc biệt cho Resonators mới. Ẩn chứa sức mạnh không thể xem thường dưới vẻ ngoài đơn giản.,The Beginning of Revolution Waves. A Smallblade specially made for beginner Resonators. Contains a power not to be underestimated under its simple outlook.
